GEOID,Name,Short Name,Primary County GEOID,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
80092,"Scottsboro, AL Urban Area","Scottsboro, AL",01071,10535,4649,12.344,0.0,34.652044,-86.03394
80119,"Scottsburg, IN Urban Area","Scottsburg, IN",18143,7430,3542,4.844,0.024,38.69248,-85.785542
80173,"Scottsville, KY Urban Area","Scottsville, KY",21003,4753,2217,4.773,0.006,36.749261,-86.207621
80227,"Scranton, PA Urban Area","Scranton, PA",42079,367463,172541,162.161,3.331,41.305942,-75.803513
80241,"Seabrook Island, SC Urban Area","Seabrook Island, SC",45019,3518,5591,8.371,0.292,32.599566,-80.106126
80259,"Seaford--Laurel--Bridgeville, DE Urban Area","Seaford, DE",10005,31223,12768,23.584,0.573,38.641416,-75.588027
80281,"Sealy, TX Urban Area","Sealy, TX",48015,6566,2911,5.683,0.062,29.772453,-96.161813
80308,"Searcy, AR Urban Area","Searcy, AR",05145,27937,11795,21.34,0.042,35.240301,-91.723257
80335,"Seaside, OR Urban Area","Seaside, OR",41007,9859,6909,4.998,0.067,46.007049,-123.918654
80362,"Seaside--Monterey--Pacific Grove, CA Urban Area","Seaside, CA",06053,122478,55470,41.181,0.213,36.601889,-121.863629
80389,"Seattle--Tacoma, WA Urban Area","Seattle, WA",53033,3542659,1496109,982.517,58.131,47.462654,-122.274517
80405,"Sebastopol, CA Urban Area","Sebastopol, CA",06097,18217,7682,15.194,0.0,38.38511,-122.819428
80416,"Sebring--Avon Park, FL Urban Area","Sebring, FL",12055,66230,36221,44.508,4.0,27.535435,-81.48274
80443,"Sedalia, MO Urban Area","Sedalia, MO",29159,26194,11586,17.042,0.073,38.699231,-93.243355
80470,"Sedona, AZ Urban Area","Sedona, AZ",04025,9347,6432,12.47,0.023,34.874035,-111.815663
80497,"Seguin, TX Urban Area","Seguin, TX",48187,32098,13349,19.998,0.758,29.572847,-97.984824
80524,"Selma, AL Urban Area","Selma, AL",01047,20074,10836,18.288,0.128,32.42409,-87.056854
80551,"Selma, CA Urban Area","Selma, CA",06019,32504,10605,9.129,0.0,36.591225,-119.632933
80605,"Seminole, OK Urban Area","Seminole, OK",40133,6456,2804,5.373,0.0,35.237938,-96.670737
80632,"Seminole, TX Urban Area","Seminole, TX",48165,7341,2964,3.377,0.0,32.717711,-102.652768
80659,"Senatobia, MS Urban Area","Senatobia, MS",28137,6521,2249,3.922,0.046,34.613606,-89.970735
80671,"Seneca, SC Urban Area","Seneca, SC",45073,22942,11714,31.043,0.104,34.700758,-82.944692
80686,"Sequim, WA Urban Area","Sequim, WA",53009,25037,12267,31.874,0.001,48.097209,-123.144944
80704,"Severance, CO Urban Area","Severance, CO",08123,7485,2496,1.909,0.064,40.517755,-104.860387
80713,"Sevierville, TN Urban Area","Sevierville, TN",47155,32611,18348,46.408,0.0,35.855101,-83.549456
80767,"Seward, NE Urban Area","Seward, NE",31159,7589,2905,3.454,0.01,40.914262,-97.093022
80794,"Seymour, IN Urban Area","Seymour, IN",18071,24926,10367,14.371,0.029,38.949268,-85.88626
80805,"Seymour, TN Urban Area","Seymour, TN",47155,16556,6817,13.87,0.009,35.882655,-83.761629
80929,"Shafter, CA Urban Area","Shafter, CA",06029,19199,5236,4.798,0.0,35.491567,-119.272514
80985,"Shamokin--Mount Carmel, PA Urban Area","Shamokin, PA",42097,28014,14715,7.854,0.043,40.784331,-76.567227
81020,"Sharon--Hermitage, PA--OH Urban Area","Sharon, PA",42085,42460,21929,28.161,0.019,41.227191,-80.484726
81064,"Shawano, WI Urban Area","Shawano, WI",55115,12085,6817,10.713,0.406,44.777894,-88.586019
81091,"Shawnee, OK Urban Area","Shawnee, OK",40125,34898,15254,18.898,0.022,35.339962,-96.922947
81118,"Sheboygan, WI Urban Area","Sheboygan, WI",55117,74159,33742,35.309,0.422,43.752369,-87.759136
81199,"Shelby, NC Urban Area","Shelby, NC",37045,25773,12773,25.474,0.022,35.292575,-81.523
81226,"Shelby, OH Urban Area","Shelby, OH",39139,8840,3984,5.009,0.062,40.88244,-82.661328
81253,"Shelbyville, IL Urban Area","Shelbyville, IL",17173,4347,2521,3.103,0.0,39.408116,-88.808804
81280,"Shelbyville, IN Urban Area","Shelbyville, IN",18145,21243,9624,9.664,0.102,39.5248,-85.773243
81307,"Shelbyville, KY Urban Area","Shelbyville, KY",21211,22913,9281,11.486,0.145,38.20464,-85.229285
81334,"Shelbyville, TN Urban Area","Shelbyville, TN",47003,23240,8734,13.165,0.0,35.488483,-86.451673
81361,"Sheldon, IA Urban Area","Sheldon, IA",19141,5276,2403,2.82,0.0,43.181712,-95.846534
81388,"Shelley, ID Urban Area","Shelley, ID",16011,5073,1848,2.171,0.0,43.380348,-112.125963
81415,"Shelton, WA Urban Area","Shelton, WA",53045,14909,5468,11.685,0.155,47.225379,-123.105524
81442,"Shenandoah, IA Urban Area","Shenandoah, IA",19145,4919,2498,2.99,0.0,40.759411,-95.373447
81472,"Shenandoah--Frackville, PA Urban Area","Shenandoah, PA",42107,12152,5802,2.93,0.065,40.79867,-76.214439
81523,"Sheridan, AR Urban Area","Sheridan, AR",05053,4742,2247,4.505,0.0,34.307216,-92.407471
81577,"Sheridan, OR Urban Area","Sheridan, OR",41071,6470,1776,1.735,0.0,45.096267,-123.397973
81604,"Sheridan, WY Urban Area","Sheridan, WY",56033,19595,9211,12.988,0.019,44.786575,-106.961977
81631,"Sherman--Denison, TX Urban Area","Sherman, TX",48181,69496,29803,38.494,0.12,33.628596,-96.626722
81642,"Shinnston, WV Urban Area","Shinnston, WV",54033,4527,1885,3.957,0.06,39.399767,-80.305057
81658,"Shippensburg, PA Urban Area","Shippensburg, PA",42041,16320,6749,9.854,0.033,40.050241,-77.508919
81685,"Shiprock, NM Urban Area","Shiprock, NM",35045,6305,2099,5.224,0.053,36.782257,-108.69002
81712,"Show Low, AZ Urban Area","Show Low, AZ",04017,11866,7873,12.601,0.0,34.236374,-110.047905
81739,"Shreveport, LA Urban Area","Shreveport, LA",22017,284428,134098,180.843,2.572,32.483918,-93.761805
81793,"Sidney, MT Urban Area","Sidney, MT",30083,6477,3326,7.035,0.0,47.710661,-104.188309
81820,"Sidney, NE Urban Area","Sidney, NE",31033,6163,3124,4.438,0.0,41.137554,-102.975455
81847,"Sidney, NY Urban Area","Sidney, NY",36025,4364,2238,2.815,0.003,42.308338,-75.397789
81874,"Sidney, OH Urban Area","Sidney, OH",39149,20676,9433,10.46,0.106,40.289527,-84.166729
81901,"Sierra Vista, AZ Urban Area","Sierra Vista, AZ",04003,54155,24530,28.283,0.014,31.523336,-110.270123
81928,"Sikeston, MO Urban Area","Sikeston, MO",29201,18062,8319,13.148,0.014,36.885383,-89.570714
81955,"Siler City, NC Urban Area","Siler City, NC",37037,8498,3342,5.165,0.015,35.725604,-79.458172
81982,"Siloam Springs, AR--OK Urban Area","Siloam Springs, AR",05007,19051,7066,9.513,0.073,36.187614,-94.53388
82009,"Silsbee, TX Urban Area","Silsbee, TX",48199,8956,4222,12.095,0.071,30.346304,-94.166302
82036,"Silver City, NM Urban Area","Silver City, NM",35017,12264,6356,10.753,0.022,32.792431,-108.263906
82063,"Silver Creek, NY Urban Area","Silver Creek, NY",36013,3674,2100,2.462,0.003,42.541155,-79.168995
82076,"Silver Lakes, CA Urban Area","Silver Lakes, CA",06071,5707,2716,2.118,0.398,34.747134,-117.345505
82090,"Silverthorne--Keystone, CO Urban Area","Silverthorne, CO",08117,14422,12234,11.125,0.1,39.630531,-106.051863
82117,"Silverton, OR Urban Area","Silverton, OR",41047,10674,3976,3.668,0.017,45.003668,-122.775459
82144,"Simi Valley, CA Urban Area","Simi Valley, CA",06111,127242,45921,31.627,0.702,34.270131,-118.745885
82171,"Sinton, TX Urban Area","Sinton, TX",48409,5424,2128,2.319,0.0,28.033968,-97.507157
82198,"Sioux Center, IA Urban Area","Sioux Center, IA",19167,8335,2742,5.571,0.0,43.0746,-96.170271
82225,"Sioux City, IA--NE--SD Urban Area","Sioux City, IA",19193,113608,45053,55.035,0.957,42.47819,-96.400334
82252,"Sioux Falls, SD Urban Area","Sioux Falls, SD",46099,199241,87678,67.9,0.419,43.534407,-96.735626
82306,"Sitka, AK Urban Area","Sitka, AK",02220,7610,3750,6.594,1.42,57.060314,-135.335075
82360,"Skiatook, OK Urban Area","Skiatook, OK",40113,7163,3076,4.151,0.034,36.363587,-96.016739
82387,"Skowhegan, ME Urban Area","Skowhegan, ME",23025,4735,2442,2.928,0.006,44.773824,-69.718056
82401,"Slatington, PA Urban Area","Slatington, PA",42077,8228,3828,3.875,0.019,40.752459,-75.585499
82414,"Slaton, TX Urban Area","Slaton, TX",48303,5602,2188,2.751,0.012,33.434584,-101.646688
82468,"Slidell, LA Urban Area","Slidell, LA",22103,96288,39683,52.532,3.219,30.288613,-89.772787
82495,"Slippery Rock, PA Urban Area","Slippery Rock, PA",42019,7867,2686,4.527,0.005,41.0519,-80.040156
82522,"Smithfield, NC Urban Area","Smithfield, NC",37101,22977,10481,17.01,0.04,35.505851,-78.340288
82549,"Smithfield, VA Urban Area","Smithfield, VA",51093,9724,4058,7.119,0.085,36.986604,-76.599391
82603,"Smithville, TN Urban Area","Smithville, TN",47041,4967,2136,3.997,0.0,35.956918,-85.823369
82641,"Smithville, MO Urban Area","Smithville, MO",29047,9796,3797,6.843,0.076,39.396871,-94.570978
82675,"Snoqualmie, WA Urban Area","Snoqualmie, WA",53033,16385,5755,6.793,0.076,47.536202,-121.868755
82684,"Snowflake, AZ Urban Area","Snowflake, AZ",04017,5871,2048,3.796,0.0,34.495184,-110.09443
82701,"Snowmass Village, CO Urban Area","Snowmass Village, CO",08097,2837,2701,2.238,0.0,39.212659,-106.942958
82711,"Snyder, TX Urban Area","Snyder, TX",48415,10869,4961,7.197,0.023,32.71359,-100.914812
82738,"Socorro, NM Urban Area","Socorro, NM",35053,8196,3586,5.419,0.0,34.066403,-106.898695
82819,"Soldotna, AK Urban Area","Soldotna, AK",02122,4729,2285,5.065,0.003,60.490012,-151.08875
82846,"Soledad, CA Urban Area","Soledad, CA",06053,17798,4519,2.419,0.002,36.429796,-121.321458
82873,"Solvang--Santa Ynez, CA Urban Area","Solvang, CA",06083,10143,4264,5.481,0.007,34.610025,-120.108259
82900,"Somerset, KY Urban Area","Somerset, KY",21199,31760,14514,38.894,0.499,37.05499,-84.611083
82927,"Somerset, PA Urban Area","Somerset, PA",42111,10189,4594,6.91,0.0,40.012284,-79.076271
82981,"Somerton, AZ Urban Area","Somerton, AZ",04027,13765,4618,2.026,0.003,32.594862,-114.71207
83008,"Sonoma, CA Urban Area","Sonoma, CA",06097,31850,15004,14.085,0.0,38.298471,-122.472885
83073,"Sonora--Twain Harte, CA Urban Area","Sonora, CA",06109,29791,16666,29.091,0.209,38.004951,-120.313628
83080,"Sonterra, TX Urban Area","Sonterra, TX",48491,9654,3527,3.101,0.01,30.817309,-97.602978
83116,"South Bend, IN--MI Urban Area","South Bend, IN",18141,277530,121342,147.926,3.082,41.708036,-86.214552
83129,"South Berwick, ME--NH Urban Area","South Berwick, ME",23031,5100,2418,4.202,0.171,43.228138,-70.806762
83143,"South Boston, VA Urban Area","South Boston, VA",51083,7581,3908,6.177,0.033,36.714165,-78.910207
83160,"Southbridge Town, MA Urban Area","Southbridge Town, MA",25027,21686,9392,11.53,0.366,42.097422,-72.066978
83251,"South Haven, MI Urban Area","South Haven, MI",26159,6778,5512,9.383,0.109,42.408042,-86.267429
83278,"South Hill, VA Urban Area","South Hill, VA",51117,5166,2647,6.223,0.027,36.724374,-78.123825
83305,"South Lake Tahoe, CA--NV Urban Area","South Lake Tahoe, CA",06017,31215,24012,19.429,0.394,38.920452,-119.977514
83332,"South Lyon--Hamburg--Genoa, MI Urban Area","South Lyon, MI",26093,148622,61879,119.506,10.003,42.519859,-83.803736
83368,"South Paris, ME Urban Area","South Paris, ME",23017,4878,2195,4.062,0.085,44.21105,-70.521112
83377,"South Pittsburg--Bridgeport, TN--AL Urban Area","South Pittsburg, TN",01071,4745,2491,5.524,0.0,34.955211,-85.727879
83480,"Sparta, MI Urban Area","Sparta, MI",26081,5180,2178,4.294,0.01,43.145129,-85.703469
83494,"Sparta, TN Urban Area","Sparta, TN",47185,6040,2665,7.147,0.0,35.931535,-85.47399
83521,"Sparta, WI Urban Area","Sparta, WI",55081,9954,4496,5.204,0.0,43.939721,-90.811475
83548,"Spartanburg, SC Urban Area","Spartanburg, SC",45083,200450,84564,180.997,1.501,34.953756,-81.999181
83575,"Spearfish, SD Urban Area","Spearfish, SD",46081,13624,6640,7.874,0.0,44.496369,-103.860498
83629,"Spencer, IA Urban Area","Spencer, IA",19041,10899,5432,6.124,0.052,43.143416,-95.151989
83641,"Spencer, MA Urban Area","Spencer, MA",25027,7726,4349,5.179,0.539,42.254461,-71.996412
83683,"Spicer--New London, MN Urban Area","Spicer, MN",27067,3514,2142,4.287,1.843,45.26863,-94.960955
83710,"Spirit Lake, IA Urban Area","Spirit Lake, IA",19059,12823,10883,14.854,1.66,43.39699,-95.123604
83764,"Spokane, WA Urban Area","Spokane, WA",53063,452097,192278,171.673,2.201,47.678312,-117.351985
83818,"Spout Springs, NC Urban Area","Spout Springs, NC",37085,18277,6252,12.666,0.491,35.273617,-79.045622
83899,"Springfield, IL Urban Area","Springfield, IL",17167,158282,77376,81.739,0.242,39.787688,-89.648966
83926,"Springfield, MA--CT Urban Area","Springfield, MA",25013,438290,186169,201.767,6.565,42.131394,-72.582929
83953,"Springfield, MO Urban Area","Springfield, MO",29077,285697,130527,134.334,0.106,37.15865,-93.280012
83980,"Springfield, OH Urban Area","Springfield, OH",39023,81569,38110,45.078,0.066,39.939349,-83.803638
83993,"Springfield, TN Urban Area","Springfield, TN",47147,18737,7195,8.961,0.0,36.494244,-86.874958
84007,"Springfield, VT Urban Area","Springfield, VT",50027,4602,2519,4.35,0.107,43.309921,-72.500521
84024,"Spring Hill, FL Urban Area","Spring Hill, FL",12053,172832,76427,127.247,4.682,28.471137,-82.543133
84034,"Spring Hill, KS Urban Area","Spring Hill, KS",20091,8411,3137,3.069,0.009,38.748795,-94.821055
84061,"Springhill, LA Urban Area","Springhill, LA",22119,5442,3098,7.383,0.039,32.973287,-93.452778
84088,"Spring Hill, TN Urban Area","Spring Hill, TN",47119,66289,24351,23.314,0.017,35.746621,-86.916833
84169,"Stafford Springs, CT Urban Area","Stafford Springs, CT",09013,5278,2369,5.174,0.279,41.967751,-72.295411
84304,"Stansbury Park, UT Urban Area","Stansbury Park, UT",49045,13392,3756,3.14,0.189,40.640722,-112.299399
84385,"Stanwood, WA Urban Area","Stanwood, WA",53061,8351,3067,2.75,0.0,48.245144,-122.342232
84429,"Star, ID Urban Area","Star, ID",16001,12201,4551,3.877,0.025,43.698416,-116.491877
84439,"Starke, FL Urban Area","Starke, FL",12007,6601,2906,5.873,0.0,29.947759,-82.105967
84466,"Starkville, MS Urban Area","Starkville, MS",28105,33309,16376,19.348,0.113,33.453162,-88.816422
84493,"State College, PA Urban Area","State College, PA",42027,83078,33254,25.919,0.002,40.799211,-77.863592
84547,"Statesboro, GA Urban Area","Statesboro, GA",13031,44034,17615,28.297,0.695,32.426638,-81.792528
84574,"Statesville, NC Urban Area","Statesville, NC",37097,42231,18183,37.533,0.13,35.791298,-80.887209
84601,"Staunton, IL Urban Area","Staunton, IL",17117,4131,2308,3.067,0.033,39.014595,-89.783955
84630,"Staunton--Waynesboro, VA Urban Area","Staunton, VA",51790,59320,27913,39.146,0.176,38.078418,-78.911356
84655,"Stayton, OR Urban Area","Stayton, OR",41047,11246,4685,3.833,0.0,44.811366,-122.797242
84682,"Steamboat Springs, CO Urban Area","Steamboat Springs, CO",08107,14155,10916,10.11,0.013,40.460896,-106.815665
84763,"Stephenville, TX Urban Area","Stephenville, TX",48143,21350,9161,9.375,0.004,32.219019,-98.218929
84790,"Sterling, CO Urban Area","Sterling, CO",08075,12903,5654,5.417,0.0,40.62586,-103.214849
84817,"Sterling, IL Urban Area","Sterling, IL",17195,27436,13522,14.612,0.622,41.788642,-89.695176
84859,"Steubenville--Weirton, OH--WV--PA Urban Area","Steubenville, OH",39081,64643,31754,46.343,1.238,40.37346,-80.614859
84871,"Stevens Point, WI Urban Area","Stevens Point, WI",55097,44358,19551,25.126,1.061,44.504779,-89.545774
84905,"Stevensville--Chester--Romancoke, MD Urban Area","Stevensville, MD",24035,19276,8578,17.558,1.605,38.953752,-76.300584
84952,"Stewartville, MN Urban Area","Stewartville, MN",27109,6769,2727,2.714,0.0,43.860094,-92.48789
85006,"Stillwater, MN--WI Urban Area","Stillwater, MN",27163,31937,13567,16.2,0.629,45.036856,-92.826337
85033,"Stillwater, OK Urban Area","Stillwater, OK",40119,48960,22269,25.063,0.471,36.131496,-97.074464
85087,"Stockton, CA Urban Area","Stockton, CA",06077,412606,132350,92.462,2.056,37.953268,-121.28869
85114,"Storm Lake, IA Urban Area","Storm Lake, IA",19021,11944,4579,3.883,0.0,42.641468,-95.197198
85141,"Storrs, CT Urban Area","Storrs, CT",09013,15141,3252,7.87,0.027,41.8137,-72.260207
85181,"Stoughton, WI Urban Area","Stoughton, WI",55025,15587,7026,6.744,0.079,42.928955,-89.236249
85195,"Strasburg, VA Urban Area","Strasburg, VA",51171,7707,3463,4.09,0.039,39.003391,-78.349543
85222,"Streator, IL Urban Area","Streator, IL",17099,15850,8051,8.124,0.005,41.124914,-88.832925
85276,"Sturgeon Bay, WI Urban Area","Sturgeon Bay, WI",55029,9830,5853,6.92,1.864,44.848278,-87.373987
85303,"Sturgis, MI Urban Area","Sturgis, MI",26149,11736,5035,6.244,0.0,41.799886,-85.420694
85330,"Sturgis, SD Urban Area","Sturgis, SD",46093,7232,3334,4.034,0.0,44.408973,-103.516385
85357,"Stuttgart, AR Urban Area","Stuttgart, AR",05001,8051,3901,5.87,0.0,34.494431,-91.549697
85384,"Suffolk, VA Urban Area","Suffolk, VA",51800,44697,18109,23.819,0.673,36.749407,-76.576912
85390,"Sugarmill Woods, FL Urban Area","Sugarmill Woods, FL",12017,13503,7073,15.717,0.013,28.735714,-82.533234
85411,"Sullivan, IL Urban Area","Sullivan, IL",17139,4253,1895,2.771,0.008,39.595656,-88.608809
85438,"Sullivan, IN Urban Area","Sullivan, IN",18153,5069,2427,2.712,0.0,39.100658,-87.407427
85465,"Sullivan, MO Urban Area","Sullivan, MO",29071,6715,3138,6.142,0.0,38.212513,-91.169622
85519,"Sulphur, OK Urban Area","Sulphur, OK",40099,4782,2180,3.257,0.048,34.511413,-96.97755
85546,"Sulphur Springs, TX Urban Area","Sulphur Springs, TX",48223,15613,6781,10.831,0.184,33.129471,-95.604118
85573,"Sultan, WA Urban Area","Sultan, WA",53061,6349,2479,3.088,0.006,47.867203,-121.804686
85615,"Summerset, SD Urban Area","Summerset, SD",46093,5169,2083,3.403,0.001,44.197363,-103.349954
85654,"Summerville, GA Urban Area","Summerville, GA",13055,10568,4383,8.402,0.007,34.476586,-85.352511
85681,"Summit Park, UT Urban Area","Summit Park, UT",49043,7445,2935,3.613,0.0,40.759068,-111.570254
85708,"Sumter, SC Urban Area","Sumter, SC",45085,67698,30880,57.654,0.471,33.92753,-80.394411
85735,"Sunbury, OH Urban Area","Sunbury, OH",39041,8286,2957,3.34,0.001,40.239393,-82.869548
85762,"Sunbury, PA Urban Area","Sunbury, PA",42109,28760,12782,13.726,0.076,40.849647,-76.825497
85779,"Sunderland--South Deerfield, MA Urban Area","Sunderland, MA",25011,5370,2813,6.889,0.004,42.481396,-72.589793
85789,"Sunnyside, WA Urban Area","Sunnyside, WA",53077,16979,4963,5.558,0.0,46.320644,-120.008405
85870,"Susanville, CA Urban Area","Susanville, CA",06035,8941,4293,3.179,0.008,40.418435,-120.651103
85978,"Sutherlin, OR Urban Area","Sutherlin, OR",41019,9649,4572,5.183,0.051,43.394693,-123.318129
86005,"Swainsboro, GA Urban Area","Swainsboro, GA",13107,6631,3140,8.011,0.241,32.596995,-82.332899
86024,"Swansboro--Cedar Point, NC Urban Area","Swansboro, NC",37133,21682,10814,25.472,0.503,34.693482,-77.169592
86071,"Swatara, PA Urban Area","Swatara, PA",42075,7123,2680,4.974,0.003,40.414804,-76.492948
86113,"Sweet Home, OR Urban Area","Sweet Home, OR",41043,10120,4234,5.232,0.148,44.399904,-122.710678
86140,"Sweetwater, TN Urban Area","Sweetwater, TN",47123,6443,3079,7.083,0.0,35.600713,-84.470916
86167,"Sweetwater, TX Urban Area","Sweetwater, TX",48353,9986,4983,7.548,0.001,32.46867,-100.406045
86194,"Sylacauga, AL Urban Area","Sylacauga, AL",01121,16127,8095,19.253,0.112,33.169801,-86.28206
86202,"Sylva, NC Urban Area","Sylva, NC",37099,4928,2456,7.214,0.0,35.374766,-83.216934
86210,"Sullivan--Sylvan Beach, NY Urban Area","Sullivan, NY",36053,3304,2580,3.854,0.04,43.161169,-75.767829
86248,"Sylvester, GA Urban Area","Sylvester, GA",13321,5663,2621,5.855,0.027,31.529277,-83.826543
86275,"Syracuse, IN Urban Area","Syracuse, IN",18085,7009,4866,6.706,5.926,41.402751,-85.688652
86302,"Syracuse, NY Urban Area","Syracuse, NY",36067,410671,185406,180.534,5.735,43.094708,-76.15442
86329,"Taft, CA Urban Area","Taft, CA",06029,14933,5627,3.58,0.0,35.143204,-119.463637
86383,"Tahlequah, OK Urban Area","Tahlequah, OK",40021,18648,8276,11.818,0.096,35.904639,-94.973054
86437,"Talladega, AL Urban Area","Talladega, AL",01121,11556,5375,10.1,0.004,33.435086,-86.096253
86464,"Tallahassee, FL Urban Area","Tallahassee, FL",12073,257296,119513,125.459,4.099,30.476367,-84.27224
86518,"Tallulah, LA Urban Area","Tallulah, LA",22065,6566,2933,3.747,0.0,32.40668,-91.187614
86545,"Tama, IA Urban Area","Tama, IA",19171,4978,2073,2.868,0.0,41.991618,-92.585689
86572,"Tamaqua, PA Urban Area","Tamaqua, PA",42107,15111,7208,2.523,0.0,40.833461,-75.870365
86599,"Tampa--St. Petersburg, FL Urban Area","Tampa, FL",12057,2831465,1308438,968.938,80.465,28.010427,-82.518359
86626,"Taneytown, MD Urban Area","Taneytown, MD",24013,7312,2940,2.267,0.009,39.657185,-77.164962
86653,"Taos, NM Urban Area","Taos, NM",35055,13915,8077,18.856,0.0,36.389417,-105.597834
86707,"Tarboro, NC Urban Area","Tarboro, NC",37065,12270,6118,8.452,0.017,35.903683,-77.547456
86734,"Taylor, TX Urban Area","Taylor, TX",48491,15548,6557,7.024,0.065,30.576676,-97.417846
86788,"Taylorville, IL Urban Area","Taylorville, IL",17021,12117,5877,5.46,0.093,39.545996,-89.28727
86815,"Tazewell, VA Urban Area","Tazewell, VA",51185,4148,2167,5.181,0.024,37.128938,-81.506555
86830,"Tea, SD Urban Area","Tea, SD",46083,6305,2161,3.261,0.0,43.453686,-96.824121
86851,"Tecumseh, MI Urban Area","Tecumseh, MI",26091,13287,5660,10.127,0.145,41.988693,-83.956676
86869,"Tehachapi--Golden Hills, CA Urban Area","Tehachapi, CA",06029,17525,7459,8.063,0.02,35.147688,-118.491034
86950,"Tell City, IN--KY Urban Area","Tell City, IN",18123,9623,4867,5.066,0.001,37.934253,-86.754482
86977,"Tellico Village, TN Urban Area","Tellico Village, TN",47105,6732,3883,6.888,0.112,35.698403,-84.264196
86984,"Telluride--Mountain Village, CO Urban Area","Telluride, CO",08113,4955,4458,6.873,0.0,37.940428,-107.872557
87004,"Temecula--Murrieta--Menifee, CA Urban Area","Temecula, CA",06065,546804,177022,150.474,0.902,33.540841,-117.138802
87058,"Temple, TX Urban Area","Temple, TX",48027,117118,46483,58.385,0.209,31.127645,-97.424502
87139,"Terre Haute, IN Urban Area","Terre Haute, IN",18167,79510,36221,46.835,0.39,39.462048,-87.376375
87166,"Terrell, TX Urban Area","Terrell, TX",48257,18435,6145,12.303,0.004,32.735647,-96.29497
87193,"Texarkana, TX--AR Urban Area","Texarkana, TX",48037,77859,34858,66.639,0.382,33.440647,-94.068354
87263,"The Dalles, OR Urban Area","The Dalles, OR",41065,17047,7281,7.668,0.002,45.599579,-121.153986
87269,"The Pinery, CO Urban Area","The Pinery, CO",08035,15202,4945,9.217,0.0,39.444147,-104.75096
87285,"The Villages--Lady Lake, FL Urban Area","The Villages, FL",12119,167427,101386,98.521,3.863,28.946365,-81.996972
87300,"The Woodlands--Conroe, TX Urban Area","The Woodlands, TX",48339,427832,164326,219.14,1.502,30.219837,-95.488368
87355,"Thief River Falls, MN Urban Area","Thief River Falls, MN",27113,8977,4669,5.255,0.154,48.113534,-96.174341
87382,"Thomaston, GA Urban Area","Thomaston, GA",13293,15031,6825,10.364,0.036,32.905247,-84.324537
87436,"Thomasville, GA Urban Area","Thomasville, GA",13275,24970,11505,22.288,0.29,30.845091,-83.95846
87463,"Thomson, GA Urban Area","Thomson, GA",13189,8975,3767,8.285,0.119,33.48001,-82.500714
87490,"Thousand Oaks, CA Urban Area","Thousand Oaks, CA",06111,209942,77921,80.197,1.03,34.195202,-118.8554
87517,"Three Rivers, MI Urban Area","Three Rivers, MI",26149,10143,4378,8.675,0.675,41.951454,-85.621445
87544,"Thurmont, MD Urban Area","Thurmont, MD",24021,6967,2912,3.795,0.006,39.619976,-77.407695
87598,"Tiffin, OH Urban Area","Tiffin, OH",39147,20339,9356,9.204,0.138,41.109371,-83.183004
87625,"Tifton, GA Urban Area","Tifton, GA",13277,24393,10635,18.362,0.311,31.451537,-83.513989
87652,"Tillamook, OR Urban Area","Tillamook, OR",41057,6000,2670,2.651,0.0,45.453242,-123.829304
87659,"Tiltonsville--Brilliant, OH Urban Area","Tiltonsville, OH",39081,4061,2263,3.231,0.02,40.146623,-80.709689
87662,"Tippecanoe, IN Urban Area","Tippecanoe, IN",18085,4206,3064,4.135,2.362,41.285787,-85.715098
87679,"Tipton, IN Urban Area","Tipton, IN",18159,5597,2674,2.422,0.0,40.282228,-86.04164
87787,"Titusville, FL Urban Area","Titusville, FL",12009,61575,30164,39.955,0.118,28.595858,-80.83586
87814,"Titusville, PA Urban Area","Titusville, PA",42039,5242,2705,2.212,0.0,41.629297,-79.669631
87841,"Toccoa, GA Urban Area","Toccoa, GA",13257,12391,5250,12.594,0.032,34.568645,-83.313625
87868,"Toledo, OH--MI Urban Area","Toledo, OH",39095,495319,230571,240.715,7.835,41.636709,-83.608882
87922,"Tomah, WI Urban Area","Tomah, WI",55081,9638,4664,6.964,0.021,43.987927,-90.501437
88003,"Tonganoxie, KS Urban Area","Tonganoxie, KS",20103,5633,2207,2.702,0.01,39.112559,-95.081368
88057,"Tooele, UT Urban Area","Tooele, UT",49045,35862,11903,11.545,0.0,40.536956,-112.308455
88084,"Topeka, KS Urban Area","Topeka, KS",20177,148520,68730,84.24,1.361,39.036179,-95.693507
88111,"Toppenish, WA Urban Area","Toppenish, WA",53077,9882,2750,3.083,0.0,46.37809,-120.320766
88192,"Torrington, CT Urban Area","Torrington, CT",09005,35303,17246,21.759,0.649,41.823954,-73.096739
88219,"Torrington, WY Urban Area","Torrington, WY",56015,6432,3111,3.607,0.0,42.066476,-104.186793
88246,"Towanda, PA Urban Area","Towanda, PA",42015,4120,2322,2.935,0.021,41.769274,-76.417353
88280,"Tracy--Mountain House, CA Urban Area","Tracy, CA",06077,121583,36384,27.055,0.136,37.736143,-121.454982
88300,"Traverse City--Garfield, MI Urban Area","Traverse City, MI",26055,56138,28846,52.416,3.078,44.740926,-85.611424
88327,"Treasure Lake, PA Urban Area","Treasure Lake, PA",42033,4725,2219,3.32,0.761,41.161824,-78.71514
88354,"Tremonton, UT Urban Area","Tremonton, UT",49003,13011,4475,6.749,0.0,41.720518,-112.174814
88435,"Trenton, MO Urban Area","Trenton, MO",29079,5173,2619,4.315,0.261,40.083047,-93.60003
