ZCTA5,Primary County,Primary County Subdivision,Primary Place,Primary Urban Area,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
47383,18035,1803543236,1868706,60625,2864,1151,31.926,1.985,40.156112,-85.267079
47384,18065,1806531828,1869516,,2282,960,31.245,0.018,39.909241,-85.550892
47385,18065,1806572026,1872008,,1816,762,14.963,0.032,39.832929,-85.446006
47386,18065,1806561560,1872332,,1190,599,16.742,0.081,40.055073,-85.385654
47387,18065,1806518838,1873664,,522,327,17.649,0.062,39.838465,-85.298534
47388,18065,1806537998,1874060,,407,179,0.199,0.0,40.005637,-85.443437
47390,18135,1813581890,1877768,89515,5055,2504,77.915,0.106,40.205666,-84.846408
47392,18177,1817782160,,,182,78,0.58,0.0,39.909974,-84.943965
47393,18177,1817729250,,,1761,605,37.302,0.104,39.962996,-85.003691
47394,18135,1813583942,1884752,96022,8396,3739,122.128,0.184,40.167974,-84.987308
47396,18035,1803586084,1886084,60625,7652,3297,34.262,0.294,40.189183,-85.517178
47401,18105,1810559112,1870330,08380,40399,20831,82.623,14.507,39.102302,-86.442812
47403,18105,1810578542,1805860,08380,34165,15918,85.014,0.087,39.085219,-86.61234
47404,18105,1810564152,1805860,08380,23680,11911,52.556,0.004,39.219531,-86.591137
47405,18105,1810505878,1805860,08380,1312,0,0.262,0.0,39.167655,-86.521101
47406,18105,1810505878,1805860,08380,8631,15,0.594,0.0,39.175146,-86.515136
47408,18105,1810504816,1805860,08380,21733,10570,64.449,0.208,39.229815,-86.467254
47420,18093,1809347304,1802890,,51,43,0.476,0.0,38.919213,-86.549412
47421,18093,1809369102,1804114,06166,27661,13071,184.435,1.489,38.863494,-86.45223
47424,18055,1805564080,1857510,,8556,4056,186.572,1.235,39.020048,-86.882428
47427,18119,1811938142,,,865,550,51.518,0.231,39.236774,-87.007484
47429,18105,1810503808,1820800,08380,7271,3039,23.992,0.0,39.275805,-86.614456
47431,18119,1811925540,,,1689,656,36.635,0.033,39.245174,-86.915415
47432,18117,1811737260,1825972,,4687,2133,77.792,6.906,38.493129,-86.639282
47433,18119,1811981872,1828440,,3781,1716,78.896,0.276,39.355787,-86.641547
47434,18105,1810513420,1832170,,12,35,0.007,0.0,39.012767,-86.545689
47435,18013,1801336810,,,119,69,0.005,0.0,39.265756,-86.295158
47436,18093,1809360624,,,1541,710,52.463,0.282,38.954149,-86.385977
47437,18093,1809372044,,,87,43,0.726,0.0,38.713566,-86.676839
47438,18055,1805585634,1837764,,3970,1729,60.384,1.02,39.159701,-87.177259
47441,18055,1805573304,1844190,50149,8850,4294,65.799,0.755,39.039441,-87.174106
47443,18055,1805580648,1845504,,1427,607,50.768,0.248,38.968443,-87.081567
47445,18055,1805585634,,,94,99,0.652,0.0,39.112883,-87.189453
47446,18093,1809346980,1849950,,9224,4060,125.375,0.546,38.732679,-86.512274
47448,18013,1801380396,1852038,,7747,4158,187.587,3.512,39.17953,-86.235511
47449,18055,1805510702,1868382,,414,191,21.299,0.455,38.938277,-86.988463
47451,18093,1809369102,1856682,06166,1527,691,1.099,0.0,38.891758,-86.525364
47452,18117,1811757042,1857024,,5100,2223,99.06,0.445,38.644139,-86.413677
47453,18055,1805537026,1857510,,240,131,6.23,0.022,38.939993,-86.771307
47454,18117,1811757798,1857780,,7649,3530,129.385,0.495,38.510025,-86.451821
47455,18119,1811946998,,,35,38,0.033,0.0,39.312957,-86.957761
47456,18119,1811975050,,,1203,544,27.812,0.144,39.465239,-86.691333
47457,18055,1805574996,1868382,,0,0,0.009,0.0,38.911834,-86.904716
47458,18105,1810513420,1870330,08380,0,0,0.012,0.0,39.070233,-86.507118
47459,18055,1805504186,,,3618,1592,58.508,0.036,39.113598,-86.750627
47460,18119,1811980900,1871972,,11442,5136,150.538,0.381,39.272063,-86.791838
47462,18093,1809359040,1857510,,5026,2009,78.611,0.059,38.958329,-86.647559
47464,18105,1810503808,1873232,,350,184,0.115,0.0,39.299786,-86.649954
47465,18055,1805522486,1874582,,417,170,26.469,0.078,39.061573,-87.037455
47467,18093,1809330258,,,0,0,0.018,0.0,38.767697,-86.344469
47468,18105,1810504816,,,1126,809,30.267,1.695,39.285641,-86.392739
47469,18117,1811755152,1882376,,1842,845,62.673,0.307,38.637574,-86.599158
47470,18093,1809372044,1884338,,1367,638,43.802,0.775,38.816242,-86.644481
47471,18055,1805537980,1885598,,3260,1353,64.321,0.132,39.143295,-87.005175
47501,18027,1802780522,1880504,92296,18168,7752,139.406,1.61,38.66192,-87.174714
47512,18083,1808380738,1862730,,4114,1985,47.9,0.36,38.778961,-87.318902
47513,18037,1803737926,1805374,,1822,1009,68.85,0.55,38.304217,-86.714124
47514,18123,1812356214,,,1469,119,7.045,0.0,38.1486,-86.594016
47515,18123,1812312808,,,1150,399,51.474,0.235,38.183913,-86.703982
47516,18083,1808380738,1821124,,986,488,29.056,0.074,38.771006,-87.419265
47519,18027,1802763702,1810090,,621,265,23.793,0.374,38.590059,-86.983869
47520,18123,1812376040,1810108,86950,2909,1547,81.193,2.481,37.944948,-86.66826
47521,18037,1803730456,,,857,362,21.872,3.081,38.408491,-86.721023
47522,18101,1810159076,1815652,,335,147,21.554,1.276,38.878527,-86.802044
47523,18173,1817359688,1816624,,3301,1431,66.618,0.304,38.178794,-87.025759
47524,18083,1808317128,1817110,,442,216,45.266,1.586,38.484092,-87.619006
47525,18123,1812376040,,,206,152,24.944,0.514,38.020375,-86.559985
47527,18037,1803714608,1818784,,2330,836,55.437,0.433,38.468858,-86.785924
47528,18083,1808379118,1825810,,463,211,19.736,0.089,38.8482,-87.258606
47529,18027,1802720962,1820998,,1194,437,31.26,0.349,38.865509,-87.074515
47531,18147,1814735140,,,897,385,36.546,0.162,38.03971,-86.851428
47532,18037,1803723008,1822990,,4363,1914,71.902,0.47,38.219608,-86.860182
47535,18083,1808384158,1825810,,734,262,4.799,0.0,38.862641,-87.312881
47537,18147,1814737422,1827270,,639,330,20.328,0.172,38.114468,-87.064713
47541,18037,1803710684,1834294,,1155,480,20.647,0.219,38.235278,-87.046164
47542,18037,1803758302,1835284,40672,9761,4131,79.328,1.095,38.299143,-86.966966
47546,18037,1803703124,1837782,42697,22186,9792,121.57,2.218,38.418741,-86.9326
47550,18147,1814713240,1868022,,628,230,33.42,0.299,38.067184,-86.92131
47551,18123,1812342894,,,588,289,29.239,0.011,38.114486,-86.569119
47552,18147,1814713240,1868022,,231,66,6.413,0.123,38.111636,-86.99415
47553,18101,1810159076,1844910,,8734,3425,138.592,2.358,38.655607,-86.91255
47557,18083,1808331864,1850526,,1308,620,47.273,1.03,38.570098,-87.341805
47558,18027,1802703484,1850688,,4604,1303,85.689,2.675,38.638709,-87.049882
47561,18083,1808309514,1821124,,1372,744,76.888,0.876,38.863906,-87.438312
47562,18027,1802745936,1856052,,5395,1901,65.791,0.488,38.833126,-86.97354
47564,18125,1812538160,1857384,,1497,591,38.587,0.577,38.48226,-87.097762
47567,18125,1812580936,1859364,,6414,2931,115.507,2.095,38.462709,-87.305017
47568,18027,1802772890,1860264,,671,298,32.001,0.558,38.764086,-87.102429
47573,18083,1808380738,1862730,,19,7,0.033,0.0,38.744146,-87.322038
47574,18123,1812376040,,,142,59,17.5,0.172,37.950036,-86.562127
47575,18037,1803736954,,,1109,439,22.49,0.186,38.325177,-86.80206
47576,18123,1812356214,,,475,190,26.869,0.209,38.179382,-86.595169
47577,18147,1814731990,1867176,,1290,584,25.821,0.114,38.149965,-86.808468
47578,18083,1808379118,1867698,,490,291,43.482,0.698,38.883346,-87.194338
47579,18147,1814713240,1868022,,2748,1130,11.476,0.433,38.11071,-86.913909
47580,18037,1803730456,,,264,127,4.192,0.011,38.355203,-86.767156
47581,18101,1810130420,1869552,,3009,1606,141.424,2.098,38.66269,-86.758566
47584,18125,1812550418,1872440,,150,71,0.299,0.001,38.251069,-87.256759
47585,18125,1812544532,,,683,331,40.145,0.821,38.266745,-87.161026
47586,18123,1812301504,1875248,86950,10947,5165,97.026,0.912,38.036352,-86.693738
47588,18147,1812301504,1876634,,947,404,15.508,0.132,38.02871,-86.804334
47590,18125,1812547016,,,456,188,40.64,0.485,38.342723,-87.099028
47591,18083,1808379217,1879208,90703,25378,11741,166.511,2.923,38.628561,-87.501485
47596,18083,1808379118,1883204,,118,62,4.768,0.0,38.863159,-87.233824
47597,18083,1808372908,1883564,,844,386,48.947,0.566,38.641615,-87.295384
47598,18125,1812558356,1884968,,2765,1338,69.232,1.956,38.388004,-87.208264
47601,18173,1817306472,1806616,09163,13566,5942,127.331,1.947,38.051443,-87.254533
47610,18173,1817309964,1812034,28333,5332,2343,35.937,0.673,38.061457,-87.389967
47611,18147,1814728944,1812574,,1047,422,36.989,0.299,38.027918,-87.057458
47612,18051,1812970164,1816534,,790,346,16.166,0.0,38.194602,-87.701537
47613,18173,1817329970,1820638,,2880,1099,52.483,0.524,38.150439,-87.424911
47615,18147,1814731018,1828692,,1583,731,38.262,1.672,37.970761,-86.952275
47616,18051,1805179298,1830024,,279,94,44.137,3.267,38.233243,-87.909818
47619,18173,1817332188,1845486,,1587,744,38.373,0.906,38.192657,-87.325075
47620,18129,1812905428,1851732,60355,12738,5933,208.78,8.597,37.931644,-87.904317
47630,18173,1817356178,1852650,28333,38772,15220,46.99,1.529,37.952897,-87.34647
47631,18129,1812931504,1852974,,2097,993,59.397,0.679,38.109131,-87.901792
47633,18129,1812965052,1861416,,2274,1003,61.241,0.029,38.168768,-87.786342
47634,18147,1814745216,1832494,,2290,962,47.297,0.112,37.939468,-87.182452
47635,18147,1814756160,1865484,,5529,2570,86.785,0.602,37.883458,-87.100911
47637,18173,1817370002,1875302,,1485,648,61.491,1.088,38.141652,-87.15957
47638,18129,1812965124,1858050,,3529,1369,47.691,0.021,38.064381,-87.777636
47639,18051,1805138682,1832512,,4591,1784,46.211,0.115,38.188223,-87.566247
47640,18051,1805180612,1832728,,983,441,38.357,0.904,38.478176,-87.484032
47648,18051,1805177300,1824250,,4396,2173,48.08,0.107,38.248646,-87.550884
47649,18051,1805111314,1825306,,1280,733,44.339,0.291,38.353484,-87.451209
47654,18051,1805103556,1845774,,20,6,0.033,0.0,38.252954,-87.39102
47660,18051,1805114662,1855710,,4945,2045,87.156,1.529,38.296067,-87.328127
47665,18051,1805150706,1857528,,4057,1650,78.618,0.285,38.283488,-87.734495
47666,18051,1805183888,1858320,,1555,694,48.959,1.309,38.417797,-87.600469
47670,18051,1805158338,1862046,72316,11566,5280,82.016,0.333,38.346347,-87.57818
47683,18051,1805103556,1870542,,37,17,0.072,0.0,38.276844,-87.377333
47708,18163,1816359670,1822000,28333,681,524,0.637,0.002,37.974249,-87.574336
47710,18163,1816311674,1822000,28333,18815,9042,8.57,0.132,38.025505,-87.575809
47711,18163,1816311674,1822000,28333,31200,14595,16.5,0.225,38.015301,-87.536743
47712,18163,1816377696,1822000,28333,25051,10555,62.693,1.595,37.924358,-87.650203
47713,18163,1816359670,1822000,28333,9591,5530,4.959,0.225,37.948531,-87.555472
47714,18163,1816340212,1822000,28333,33571,15890,8.032,0.006,37.956614,-87.521291
47715,18163,1816340212,1822000,28333,28079,14478,21.988,0.437,37.972431,-87.479646
47720,18163,1816327486,1822000,28333,17198,7320,55.626,0.444,38.062897,-87.641573
47725,18163,1816368472,1816858,28333,19175,7805,55.135,0.463,38.103258,-87.527001
47802,18167,1816734546,1875428,87139,32891,14479,158.843,2.883,39.350856,-87.413513
47803,18167,1816745018,1875428,87139,21008,9337,33.415,0.459,39.466092,-87.307322
47804,18167,1816732026,1875428,87139,10933,5091,6.616,0.075,39.497817,-87.390537
47805,18167,1816757294,1855098,87139,12862,5893,52.172,0.347,39.546274,-87.326483
47807,18167,1816732026,1875428,87139,13531,6840,3.787,0.0,39.472935,-87.403423
47809,18167,1816732026,1875428,87139,1716,0,0.156,0.0,39.471403,-87.409894
47831,18165,1816513798,1805662,,0,0,0.022,0.0,39.66549,-87.521766
47832,18121,1812158698,1805788,,1169,514,43.544,0.023,39.880882,-87.258433
47833,18021,1802180468,,,964,392,39.8,0.018,39.358615,-86.975261
47834,18021,1802161290,1807174,09757,19215,8575,154.179,1.711,39.523629,-87.123313
47836,18121,1812162622,,,0,44,0.38,0.0,39.649184,-87.172324
47837,18121,1812137296,1810198,,958,445,31.636,0.158,39.627224,-87.114906
47838,18153,1815330348,1810270,,3916,929,103.83,0.611,38.961773,-87.383679
47840,18021,1802173988,1811746,,2079,861,50.013,0.541,39.407266,-87.061932
47841,18021,1802131684,1813276,,2368,1174,65.423,0.313,39.277102,-87.114659
47842,18165,1816513798,1813780,17911,9730,4492,72.678,1.267,39.678173,-87.453638
47845,18021,1802143002,1814032,,40,71,0.571,0.0,39.193666,-87.233879
47846,18021,1802158986,,,785,294,33.197,0.087,39.367032,-87.19425
47847,18165,1816532962,1816732,,943,504,48.548,0.006,39.817433,-87.485619
47848,18153,1815338214,1818892,,1290,675,16.266,0.543,39.042641,-87.261574
47849,18153,1815322162,,,530,142,22.931,0.499,39.195304,-87.56374
47850,18153,1815316390,1822738,,2295,993,51.957,0.2,39.237324,-87.435962
47851,18167,1816752308,1823854,,0,0,0.021,0.0,39.573584,-87.245956
47853,18021,1802178416,1831486,09757,137,55,0.058,0.0,39.537458,-87.072845
47854,18165,1816532962,1853496,,750,345,34.411,0.339,39.805799,-87.412455
47855,18153,1815337476,1835500,,952,430,1.099,0.0,39.188362,-87.302118
47857,18021,1802178416,1840302,09757,350,124,0.5,0.0,39.524034,-87.091112
47858,18021,1802143002,,,1176,389,30.851,0.023,39.262171,-87.224587
47859,18121,1812134942,1847322,,986,454,42.657,0.011,39.88184,-87.172196
47860,18121,1812179334,1848132,,625,210,0.681,0.0,39.722063,-87.330168
47861,18153,1815327666,1848474,,573,257,44.218,1.423,39.073459,-87.570355
47862,18121,1812163846,1850652,,1412,713,39.727,0.629,39.776445,-87.34291
47863,18167,1816722882,1852956,,225,110,0.08,0.0,39.578471,-87.45925
47865,18153,1815330348,,,4,1,0.056,0.0,39.019096,-87.392584
47866,18167,1816759652,,,498,173,19.925,0.118,39.28303,-87.322142
47868,18119,1811951048,,,2691,1505,58.043,1.647,39.411073,-86.902594
47869,18167,1816761704,,,34,16,0.068,0.0,39.274994,-87.496599
47870,18167,1816761776,,,0,0,0.003,0.0,39.370152,-87.473514
47871,18167,1816764530,1864512,,511,210,0.086,0.0,39.389709,-87.300219
47872,18121,1812100460,1865520,,8230,3564,169.57,3.701,39.749063,-87.165486
47874,18121,1812123764,1823854,17911,2679,1342,67.331,0.471,39.637492,-87.278534
47875,18165,1816532962,1866762,,0,0,0.006,0.0,39.71447,-87.522214
47876,18167,1816773970,1867050,,345,0,0.281,0.0,39.509958,-87.46107
47879,18153,1815337476,1869192,,3386,1553,61.838,0.509,39.19769,-87.378708
47880,18167,1816722882,1869336,,33,13,0.024,0.0,39.599748,-87.418844
47881,18021,1802161290,1872782,,219,125,0.148,0.0,39.487284,-87.190049
47882,18153,1815330672,1874006,85438,7984,3893,141.832,2.659,39.089471,-87.411406
47884,18165,1816513798,1877912,,269,121,0.344,0.0,39.623018,-87.453574
47885,18167,1816773970,1875176,87139,9256,3792,82.777,2.506,39.506258,-87.476142
47901,18157,1815722342,1840788,46018,4497,2869,0.6,0.021,40.417778,-86.889633
47904,18157,1815722342,1840788,46018,16112,7822,5.766,0.175,40.438641,-86.875329
47905,18157,1815759148,1840788,46018,41689,18196,120.362,1.243,40.421886,-86.763599
47906,18157,1815769300,1882862,46018,73916,27990,133.576,1.731,40.479649,-86.989218
47907,18157,1815779352,1882862,46018,0,0,0.516,0.0,40.422158,-86.913801
47909,18157,1815782070,1868868,46018,43169,17920,118.021,0.426,40.324563,-86.896302
47916,18107,1810764620,1800784,,56,34,0.062,0.0,39.983429,-87.055233
47917,18171,1817161632,1874780,,409,186,36.388,0.0,40.468803,-87.476284
47918,18045,1817180198,1802620,,5102,2509,139.957,1.159,40.298771,-87.209725
47920,18157,1815775914,1803718,,2802,1087,28.037,0.526,40.540759,-86.833864
47921,18007,1800728818,1806706,,1159,489,41.748,0.0,40.478375,-87.374864
47922,18111,1811136522,1807966,,1392,547,68.114,0.111,40.876948,-87.348911
47923,18181,1818161650,1808146,,3545,1583,90.959,0.414,40.610401,-86.940003
47924,18157,1815781080,1808812,,90,58,0.236,0.0,40.489843,-86.757837
47925,18181,1818143524,1808992,,0,0,0.037,0.0,40.882047,-86.744766
47926,18181,1801500316,1809316,,1141,423,37.26,0.125,40.780384,-86.595516
47928,18165,1816521556,1810954,,1783,858,42.741,0.724,39.921337,-87.472313
47929,18181,1818105194,1811944,,670,301,43.424,0.038,40.670159,-86.91276
47930,18157,1815742354,1812898,,1119,478,25.842,0.0,40.237634,-86.741386
47932,18045,1804576616,1815490,,5342,2426,106.289,1.173,40.134328,-87.415242
47933,18107,1810777480,1815742,20881,28319,12361,235.68,0.319,40.037689,-86.902157
47940,18107,1810725522,1816840,,1436,603,41.219,0.0,40.11748,-86.744711
47941,18157,1815769174,1817002,46018,1096,539,0.832,0.0,40.375342,-86.771242
47942,18007,1800785940,1819450,,771,350,58.847,0.004,40.686285,-87.444303
47943,18111,1807377372,,,1055,395,66.326,0.057,41.064363,-87.28384
47944,18007,1800711224,1825180,,3439,1575,188.907,0.058,40.613739,-87.33619
47946,18131,1813167392,1825288,,2169,822,91.422,0.0,40.984262,-86.87017
47948,18111,1811128872,1828332,,1260,631,58.372,0.0,40.776379,-87.286788
47949,18045,1804509748,1833862,,1641,597,41.049,0.074,40.06054,-87.137329
47950,18181,1818143866,1835536,,785,339,36.075,0.0,40.801719,-86.653534
47951,18111,1811138106,1839546,,2325,1189,59.515,0.0,40.790495,-87.443509
47952,18045,1812143344,1839798,,2676,1526,110.842,0.987,39.959649,-87.299119
47954,18107,1810712790,1840698,,2283,877,65.448,0.014,39.899903,-86.818779
47955,18107,1810746026,1844082,,777,388,26.156,0.002,40.193474,-86.866696
47957,18131,1813110756,1848186,,2198,931,60.194,0.0,41.089355,-86.877193
47958,18045,1804564026,1848294,,147,69,0.311,0.0,40.164523,-87.148628
47959,18181,1818150166,1850148,58762,2547,1082,68.195,0.076,40.862574,-86.900695
47960,18181,1818177732,1850760,58762,15434,9886,118.3,4.431,40.788336,-86.751934
47963,18111,1811103970,1851138,,2405,920,104.523,1.397,40.968415,-87.439922
47964,18111,1811137242,1851336,,85,52,0.15,0.0,40.952296,-87.299596
47965,18107,1810777480,1853262,,514,237,0.395,0.0,39.954562,-86.919957
47966,18165,1816578794,1853496,,310,182,1.399,0.0,39.888495,-87.414389
47967,18107,1810714014,1853532,,844,357,33.429,0.0,40.194206,-86.998973
47968,18107,1810779838,1853550,,1351,505,26.052,0.001,39.959518,-86.749957
47969,18045,1804564026,1853694,,252,129,0.401,0.0,40.203559,-87.148938
47970,18171,1800706328,1857258,,2195,886,60.576,0.414,40.465457,-87.117975
47971,18007,1800755620,1857546,,2017,851,55.722,0.029,40.525437,-87.235611
47974,18165,1816533520,1859238,,1299,568,40.026,0.557,40.042921,-87.480363
47975,18171,1817100496,1860084,,777,312,39.385,0.0,40.444341,-87.253494
47977,18073,1807310396,1863756,,2600,1048,86.822,0.095,40.762554,-87.156605
47978,18073,1807303412,1863792,74206,9954,4266,263.741,0.239,40.986173,-87.112979
47980,18181,1818134564,1863918,,1138,471,54.4,0.01,40.752294,-86.909348
47981,18157,1815762964,1865826,,887,332,34.625,0.004,40.251488,-86.944666
47982,18171,1817139528,1872764,,140,76,0.131,0.0,40.197262,-87.52689
47983,18157,1815742354,1873340,,167,63,0.116,0.0,40.286325,-86.77353
47986,18007,1800706328,1875284,,0,0,0.096,0.0,40.513775,-87.207189
47987,18045,1804578452,1878740,,3687,1669,115.677,0.041,40.121237,-87.234872
47989,18107,1810708326,1881458,,1182,556,40.043,0.532,39.890345,-87.04904
47990,18107,1810781818,1882052,,1428,607,44.54,0.0,40.061151,-87.059523
47991,18171,1817173088,1882934,,1295,558,29.857,0.028,40.280136,-87.446185
47992,18157,1815781926,1883222,,1620,675,36.255,0.256,40.319373,-87.048999
47993,18171,1817139024,1884410,,3563,1635,144.815,0.598,40.309014,-87.412707
47994,18107,1810714014,1884914,,450,202,21.751,0.0,40.182326,-87.0823
47995,18181,1818162064,1885058,,1815,666,82.416,0.042,40.761189,-87.030109
47997,18015,1801537872,1885886,,173,70,0.127,0.0,40.667691,-86.723792
48001,26147,2614716180,2663200,23824,11691,5841,19.029,5.078,42.639195,-82.581664
48002,26147,2614707760,,,3121,1320,37.125,0.007,42.935043,-82.916493
48003,26087,2608701680,2601660,,5860,2328,33.228,0.112,42.930235,-83.039992
48005,26099,2609903540,2603520,23824,5317,1848,36.5,0.061,42.855919,-82.912384
48006,26147,2614735220,,,3945,1549,71.447,0.374,43.083019,-82.691035
