Urban Area GEOID,County Subdivision GEOID,Land Area,Water Area
45478,4200526512,0.645,0.002
45478,4200526520,0.076,0.0
45478,4200540040,0.546,0.113
45478,4200546976,3.823,0.093
45478,4200547064,0.101,0.0
45478,4200554856,0.367,0.041
45478,4200563560,1.231,0.0
45478,4200572000,0.007,0.0
45478,4200583248,0.429,0.0
45505,4103591581,23.689,0.679
45613,1912592328,3.833,0.0
45640,4700190002,6.585,0.0
45640,4700190192,8.398,0.622
45640,4700190382,4.114,0.0
45640,4700190572,1.818,0.0
45640,4700190762,4.081,0.0
45640,4700190952,8.163,0.0
45640,4700191142,4.751,0.0
45640,4700191332,8.114,0.038
45640,4700990010,9.042,0.0
45640,4700990200,17.267,0.011
45640,4700990390,6.943,0.0
45640,4700990580,14.45,0.0
45640,4700990770,6.848,0.0
45640,4700990960,7.102,0.0
45640,4700991150,0.216,0.0
45640,4700991340,0.497,0.0
45640,4700991530,5.215,0.03
45640,4700991720,6.188,0.083
45640,4709390094,22.484,0.345
45640,4709390284,23.184,0.003
45640,4709390474,23.89,0.018
45640,4709390664,25.904,1.357
45640,4709390854,33.971,1.344
45640,4709391044,44.74,0.0
45640,4709391234,36.602,0.0
45640,4709391424,39.769,0.024
45640,4709391614,27.613,0.597
45640,4710590106,6.067,0.007
45640,4710590296,7.721,0.0
45640,4710590486,1.103,0.016
45640,4710590866,12.62,0.02
45640,4710591056,3.657,0.0
45640,4714590716,2.79,0.0
45667,0215041200,4.984,0.253
45694,1806711422,19.19,0.0
45694,1806713096,1.572,0.0
45694,1806731846,6.192,0.0
45694,1806734906,1.321,0.0
45694,1806775032,3.737,0.0
45694,1810317272,0.349,0.0
45694,1815943416,0.128,0.0
45694,1815961614,0.01,0.0
45721,2800790036,0.797,0.002
45721,2800790774,1.501,0.0
45721,2800791512,1.569,0.0
45721,2800792250,0.165,0.0
45721,2800792988,1.561,0.0
45761,4812191010,1.801,0.0
45761,4812193425,1.469,0.003
45775,1600191863,6.326,0.018
45802,4201140656,1.419,0.005
45802,4201145752,0.255,0.0
45802,4201148128,1.413,0.004
45802,4201164592,0.66,0.009
45829,1204393185,0.201,0.0
45829,1205191781,8.186,0.013
45856,3300101060,2.928,0.089
45856,3300104740,2.046,0.059
45856,3300128740,8.213,0.076
45856,3300140180,11.443,2.649
45856,3300167300,0.732,0.0
45856,3300177060,2.104,0.021
45856,3301354260,0.917,0.025
45910,2705533866,2.973,0.222
45910,2705533884,0.259,0.095
45910,5506312300,2.022,0.497
45910,5506335350,1.706,0.0
45910,5506335450,4.094,0.0
45910,5506340775,17.86,0.934
45910,5506350400,0.563,0.003
45910,5506359925,9.388,0.597
45910,5506359950,2.065,0.067
45910,5506373125,1.201,0.018
45910,5512306900,0.107,0.0
45991,1329591668,6.367,0.0
46018,1815722342,22.431,0.254
46018,1815759148,4.577,0.001
46018,1815769174,1.774,0.0
46018,1815769300,0.166,0.0
46018,1815775914,2.335,0.006
46018,1815777660,1.248,0.0
46018,1815779352,20.86,0.526
46018,1815782070,15.349,0.13
46045,2204594060,0.0,0.0
46045,2204594264,0.182,0.0
46045,2204594444,4.526,0.0
46045,2204595707,4.545,0.0
46045,2205595737,21.587,0.0
46045,2205595752,42.853,0.0
46045,2205595767,5.658,0.0
46045,2205595782,4.946,0.0
46045,2205595797,6.208,0.0
46045,2205595812,13.744,0.148
46045,2205595827,50.058,0.047
46045,2209795326,0.216,0.0
46045,2209994327,2.894,0.0
46045,2211394141,3.756,0.011
46045,2211394528,0.028,0.0
46099,4711190682,0.842,0.0
46099,4711191252,0.319,0.0
46099,4711191442,0.373,0.0
46099,4711191632,1.762,0.0
46099,4711191822,2.023,0.0
46126,0800190399,1.503,0.002
46126,0801390342,1.973,0.0
46126,0801392052,21.152,0.283
46126,0801490408,3.436,0.007
46126,0812391216,6.927,0.004
46153,4701390014,2.964,0.0
46153,4701390204,7.232,0.03
46153,4701390394,6.765,0.077
46153,4701390584,6.851,0.238
46180,4845392857,8.375,0.0
46207,4106191615,6.186,0.0
46234,1328591674,31.46,0.051
46288,2118591968,11.028,0.21
46288,2118592752,9.165,0.125
46342,4814992080,3.355,0.002
46342,4814992085,0.465,0.001
46396,1500991980,5.342,0.007
46423,1500391710,3.41,0.0
46450,0808990608,0.53,0.004
46450,0808992090,3.35,0.008
46489,1208390897,2.994,0.234
46531,2201994027,11.27,0.002
46531,2201994225,10.915,0.187
46531,2201994405,4.015,0.0
46531,2201994588,9.787,0.05
46531,2201994786,7.102,0.065
46531,2201994954,12.414,0.0
46531,2201995113,9.522,0.0
46531,2201995257,7.02,0.09
46531,2201995374,6.178,0.03
46531,2201995476,1.351,0.042
46531,2201995554,1.939,0.0
46531,2201995620,8.351,0.097
46531,2201995671,5.83,0.0
46531,2201995704,13.545,0.041
46531,2201995728,18.503,0.29
46558,1202391820,28.557,0.24
46585,2704934172,0.468,0.001
46585,2715734172,2.33,0.008
46612,4504191807,5.516,0.0
46639,4833992625,2.63,0.008
46639,4833994220,5.114,0.025
46666,4833992625,19.266,2.421
46684,5502157025,0.022,0.0
46684,5502188150,1.609,0.084
46684,5511119675,0.991,0.0
46684,5511141300,5.597,0.524
46684,5511188150,1.137,0.052
46687,3602924801,7.737,0.0
46693,5512708265,0.011,0.0
46693,5512708275,0.166,0.0
46693,5512728550,1.173,0.0
46693,5512741450,4.399,0.0
46693,5512744750,0.101,0.0
46693,5512746725,0.491,0.031
46747,0401591964,33.787,0.046
46760,1703770473,0.496,0.0
46760,1709954248,3.804,0.483
46774,0602991520,2.461,0.02
46801,4803990094,3.632,0.216
46801,4803990415,30.715,1.73
46828,1205792769,0.1,0.0
46828,1210590117,14.382,0.546
46828,1210591833,131.451,11.059
46882,5505504125,0.103,0.001
46882,5505541675,3.396,0.017
46882,5505541700,0.531,0.0
46882,5505551850,0.039,0.0
46889,3403701360,0.088,0.0
46889,3403709160,1.371,0.058
46889,3403769690,6.774,1.197
46909,5106591056,1.978,0.018
46909,5106594983,2.059,0.0
46909,5106595327,2.288,0.518
46963,0605791140,2.318,0.351
46972,5113791711,2.206,0.002
46972,5113791861,4.821,0.803
47010,1205591846,23.566,3.573
47017,3603151935,3.462,0.208
47044,0900722490,7.653,0.822
47071,0603391455,0.636,0.003
47071,0603391540,5.535,0.042
47071,0603393505,0.032,0.0
47120,3706990866,3.21,0.537
47125,1808966096,0.239,0.0
47125,1808984896,3.984,0.319
47125,1812761182,1.177,0.163
47287,0809992147,4.259,0.014
47368,3401917170,0.036,0.0
47368,3401938610,1.005,0.0
47368,3401978230,0.226,0.001
47368,4201709816,0.03,0.0
47368,4201753712,1.187,0.005
47368,4201771752,3.141,0.041
47395,4811592105,4.344,0.009
47412,0602990130,2.794,0.0
47422,4828192130,3.915,0.009
47503,3904505956,0.221,0.003
47503,3904532060,0.857,0.008
47503,3904535812,0.215,0.0
47503,3904541740,15.476,0.055
47503,3904563240,3.281,0.009
47530,4201100364,0.013,0.0
47530,4201172208,0.017,0.0
47530,4201172824,0.025,0.0
47530,4207100364,1.282,0.005
47530,4207100540,1.227,0.006
47530,4207108352,0.035,0.0
47530,4207113960,0.957,0.0
47530,4207115384,2.104,0.006
47530,4207115592,0.242,0.0
47530,4207115824,0.032,0.0
47530,4207118888,1.279,0.019
47530,4207120688,2.194,0.005
47530,4207120984,8.315,0.075
47530,4207121032,0.346,0.001
47530,4207121072,2.623,0.023
47530,4207121232,13.939,0.048
47530,4207121344,10.34,0.164
47530,4207121688,1.208,0.001
47530,4207123008,0.703,0.003
47530,4207123016,2.652,0.014
47530,4207123832,3.418,0.044
47530,4207123840,5.745,0.052
47530,4207141216,7.227,0.121
47530,4207141224,5.504,0.097
47530,4207142080,1.05,0.003
47530,4207143816,2.322,0.003
47530,4207146888,1.375,0.017
47530,4207146896,21.019,0.142
47530,4207146992,7.771,0.069
47530,4207149728,1.933,0.003
47530,4207151656,2.411,0.016
47530,4207151664,4.263,0.014
47530,4207152016,0.861,0.001
47530,4207153696,1.936,0.001
47530,4207157848,1.564,0.018
47530,4207158840,6.74,0.034
47530,4207159360,1.693,0.001
47530,4207163440,2.705,0.016
47530,4207167096,0.208,0.002
47530,4207167568,2.836,0.005
47530,4207179080,3.741,0.009
47530,4207181168,10.604,0.037
47530,4207182728,1.714,0.013
47530,4207182816,7.646,0.028
47530,4207182824,3.46,0.028
47530,4207183152,11.632,0.044
47530,4207183256,9.215,0.164
47530,4213333728,0.788,0.0
47530,4213386640,0.616,0.0
47557,4505791482,0.418,0.0
47557,4505791859,21.949,0.03
47638,5601392035,2.993,0.0
47665,3714993776,2.152,0.0
47665,4504591534,0.433,0.134
47665,4508391872,2.815,0.006
47719,2603705900,6.374,0.316
47719,2603722120,2.64,0.145
47719,2603722140,10.451,0.05
47719,2603723580,0.119,0.0
47719,2603724120,2.337,0.0
47719,2603746000,2.688,0.009
47719,2603784400,1.728,0.019
47719,2604521520,23.534,0.407
47719,2604533420,2.902,0.072
47719,2604546000,1.392,0.006
47719,2604560700,1.539,0.038
47719,2604587840,4.591,0.216
47719,2606500800,2.105,0.035
47719,2606521420,15.807,0.22
47719,2606524120,10.024,0.072
47719,2606546000,32.899,0.599
47719,2606546020,4.92,0.137
47719,2606552180,4.044,0.021
47719,2606553140,24.735,0.992
47719,2606582220,0.507,0.0
47719,2606587440,0.49,0.0
47746,2608725160,0.599,0.0
47746,2608746040,5.954,0.124
47746,2608746060,0.976,0.0
47746,2608752500,1.304,0.105
47800,2401790032,5.426,0.005
47800,2401790492,0.655,0.0
47800,2401790676,0.185,0.0
47827,5600192090,15.182,0.016
47854,4847992145,33.289,0.388
47854,4847992146,14.995,0.06
47854,4847992147,15.92,0.157
47865,7202766707,3.333,0.0
47865,7206501347,0.055,0.0
47865,7206507066,1.704,0.0
47865,7206509216,0.004,0.0
47865,7208109517,1.211,0.0
47865,7208111022,5.561,0.0
47865,7208127319,1.983,0.0
47865,7208142541,2.838,0.0
47865,7208142584,0.583,0.0
47865,7208144777,0.845,0.0
47865,7208153721,0.431,0.0
47865,7208161848,6.825,0.0
47865,7208164600,2.948,0.0
47865,7213117902,1.265,0.0
47865,7213126674,0.22,0.0
47865,7213139488,0.243,0.0
47865,7214102981,0.031,0.0
47881,2014538700,2.074,0.0
47881,2014538725,0.009,0.0
47881,2014556400,0.001,0.0
47935,3501391050,22.591,0.0
47935,3501391260,1.787,0.0
47935,3501391740,40.094,0.02
47989,3504791770,6.932,0.0
47989,3504792310,0.05,0.0
47995,3200394182,42.387,0.0
47995,3200394504,392.907,0.588
48016,3200394182,1.52,0.0
48043,2806790306,6.745,0.003
48043,2806791044,1.305,0.0
48043,2806791782,0.442,0.0
48043,2806792520,3.311,0.02
48043,2806793258,8.423,0.074
48070,3011191995,5.604,0.004
48070,3011192541,0.33,0.0
48151,4505991924,9.674,0.0
48178,3716591748,1.221,0.0
48178,3716593132,11.583,0.149
48178,3716594036,0.341,0.0
48232,2004514325,0.098,0.0
48232,2004527650,0.2,0.0
48232,2004536075,0.406,0.003
48232,2004538900,28.07,0.332
48232,2004574400,1.151,0.08
48259,2100591992,6.555,0.03
48286,4709990860,0.399,0.0
48286,4709991240,1.292,0.0
48286,4709991430,1.027,0.0
48286,4709991620,0.428,0.0
48286,4709992570,1.142,0.0
48286,4709992760,1.241,0.0
48286,4709992950,1.074,0.0
48286,4709993140,1.909,0.0
48286,4709993330,1.157,0.0
48340,1710142379,2.604,0.0
48394,4003191136,9.778,0.0
48394,4003191651,29.984,0.003
48394,4003192951,5.542,0.031
48394,4003193133,1.53,0.019
48421,4608111140,0.123,0.0
48421,4608115700,1.773,0.0
48421,4608136220,1.954,0.0
48421,4608159870,0.035,0.0
48448,0806592223,2.495,0.0
48475,2010338650,5.201,0.012
48475,2010339000,16.475,0.02
48502,1801111242,8.362,0.0
48529,2115592000,4.942,0.012
48556,2910541186,12.383,0.058
48556,2910570072,0.018,0.0
48583,3300908980,0.066,0.0
48583,3300924340,2.332,1.652
48583,3300933860,4.26,0.156
48583,3300941300,16.53,0.716
48583,5002732275,6.136,0.123
48583,5002752900,0.84,0.001
48637,4104391666,8.545,0.145
48664,4201147440,0.085,0.0
48664,4207502600,1.276,0.0
48664,4207514160,0.527,0.0
48664,4207516256,2.077,0.006
48664,4207533608,0.254,0.0
48664,4207537392,4.49,0.005
48664,4207542168,4.167,0.0
48664,4207552488,0.798,0.0
48664,4207554928,4.024,0.0
48664,4207555160,6.948,0.126
48664,4207564560,1.044,0.0
48664,4207571928,0.798,0.0
48664,4207572288,5.011,0.005
48664,4207575680,0.278,0.0
48664,4207582752,0.545,0.0
48664,4207583312,0.387,0.006
48691,4718990950,1.16,0.0
48691,4718991330,2.115,0.0
48691,4718992660,2.371,0.0
48691,4718992850,0.512,0.0
48691,4718993230,3.353,0.0
48691,4718993610,3.344,0.0
48691,4718993800,3.091,0.0
48691,4718993990,3.845,0.0
48691,4718994370,5.627,0.004
48691,4718994560,2.401,0.0
48691,4718994750,2.473,0.0
48745,2500334655,5.213,0.085
48745,2500334970,5.456,0.07
48745,2500367595,1.714,0.009
48745,2500371095,0.175,0.0
48799,1206991014,15.577,2.052
48799,1206991235,7.704,0.517
48799,1206991541,10.755,1.115
48799,1206991911,11.077,0.569
48799,1206991924,15.776,1.377
48799,1206992262,8.464,0.526
48799,1206993393,10.434,1.105
48799,1206993445,5.814,0.972
48799,1209590052,0.494,0.022
48826,2903705374,1.832,0.656
48826,2903760770,1.315,0.002
48826,2909508686,1.221,0.011
48826,2909559564,33.167,0.402
48826,2909577506,0.06,0.0
48853,2211595347,0.91,0.001
48853,2211595452,1.223,0.0
48853,2211595530,1.069,0.009
48853,2211595596,2.075,0.006
48853,2211595653,1.604,0.023
48890,4202507880,0.558,0.008
48890,4202521664,0.219,0.032
48890,4202527368,1.67,0.012
48890,4202538200,2.446,0.025
48890,4202542472,1.488,0.02
48890,4202545128,0.549,0.022
48890,4202546640,0.758,0.048
48890,4202557696,1.78,0.0
48890,4202558304,0.27,0.017
48890,4202582080,0.12,0.019
48915,3400568610,1.847,0.116
48915,3400572060,1.43,0.0
48934,2108590704,0.518,0.0
48934,2108592016,4.94,0.01
48988,1914990060,5.436,0.0
48988,1914994545,0.032,0.0
49015,0603191590,6.672,0.0
49042,0603191590,2.234,0.0
49042,0603193250,2.87,0.0
49096,2501761590,0.128,0.012
49096,2502723875,12.425,0.027
49096,2502725485,9.965,0.232
49096,2502731435,0.29,0.045
49096,2502734165,0.0,0.0
49096,2502735075,17.399,0.125
49096,2502737420,7.463,1.251
49096,2502767385,0.046,0.0
49096,2502769275,1.967,0.103
49096,2502777010,3.248,0.325
49109,2403790256,6.178,0.06
49150,3603742037,2.988,0.001
49204,4821992180,6.405,0.002
49231,1000591776,29.169,0.404
49231,1000592664,9.135,0.288
49258,4711790498,0.267,0.0
49258,4711790878,2.024,0.006
49258,4711791068,1.043,0.0
49258,4711791258,1.428,0.0
49258,4711791448,3.328,0.0
49258,4711791638,1.294,0.0
49285,5402590449,6.305,0.047
49285,5402590972,0.699,0.068
49312,1606991955,16.026,0.419
49312,5300390096,2.839,0.0
49312,5300390592,8.812,0.106
49312,5307593536,0.251,0.0
49339,2300102060,14.068,0.304
49339,2300129255,0.053,0.0
49339,2300138740,10.802,0.459
49339,2300140035,4.598,0.061
49339,2300164570,1.894,0.017
49339,2300179585,0.001,0.0
49366,3002792037,2.918,0.0
49393,4208703040,1.705,0.004
49393,4208709288,1.513,0.027
49393,4208710256,0.996,0.014
49393,4208718944,3.363,0.068
49393,4208730480,2.345,0.012
49393,4208738640,0.032,0.0
49393,4208743000,2.03,0.02
49474,3104791728,3.655,0.013
49474,3104791730,1.055,0.0
49528,4707790458,0.071,0.0
49528,4707790648,2.857,0.0
49528,4707790838,1.45,0.0
49528,4707791028,2.275,0.002
49555,5116390568,0.097,0.0
49555,5116394143,0.945,0.008
49555,5116395799,0.032,0.0
49555,5116396215,1.71,0.014
49555,5167894275,2.499,0.026
49582,2106792034,27.552,0.3
49582,2106792035,16.52,0.106
49582,2106792036,12.214,0.026
49582,2106792037,13.89,0.328
49582,2106792038,11.724,0.027
49582,2111391912,1.77,0.007
49582,2111392552,0.324,0.0
49594,2400990016,14.523,1.361
49594,2403790164,1.376,0.002
49594,2403790256,0.94,0.038
49594,2403790532,1.105,0.015
49594,2403790716,28.709,0.673
49609,3005392058,3.515,0.065
49636,2017539825,10.093,0.221
49636,2017539850,0.523,0.0
49663,3610542235,3.069,0.0
49690,4829192195,5.374,0.0
49771,1500792160,4.903,0.026
49771,1500792970,2.138,0.004
49852,3900301756,12.239,0.079
49852,3900304206,7.468,0.974
49852,3900343554,12.179,0.174
49852,3900361742,2.118,0.009
49852,3900371955,13.55,0.223
49852,3901122722,1.106,0.0
49906,1710708485,0.142,0.0
49906,1710721982,3.415,0.0
49906,1710780593,4.545,0.004
49933,3110991215,1.454,0.0
49933,3110991675,0.236,0.0
49933,3110991776,89.0,1.151
49933,3110991777,1.902,0.0
49933,3110992140,0.627,0.0
49933,3110992210,0.34,0.0
49933,3110993575,0.615,0.0
49945,3300941860,3.618,0.133
49945,3300987060,1.303,0.045
49955,4104190884,2.918,0.014
49960,4104190884,0.123,0.0
49960,4104191674,6.549,0.987
49987,3707190644,0.031,0.0
49987,3710991552,0.534,0.0
49987,3710991596,7.582,0.016
49987,3710991824,20.261,0.119
50014,4842392210,9.94,0.446
50014,4842393970,2.357,0.074
50041,0610791640,2.885,0.0
50122,2702510576,0.354,0.01
50122,2702511350,1.681,0.256
50122,2702511368,1.693,2.501
50122,2702522310,0.004,0.0
50122,2702537304,2.491,0.026
50149,1805573304,2.98,0.0
50230,1713553949,2.233,0.0
50230,1713570928,2.646,0.009
50257,2709337448,3.556,0.016
50257,2709337466,0.347,0.0
50275,4504393538,17.015,0.414
50311,2709725784,0.043,0.0
50311,2709737556,6.269,0.25
50311,2709737574,1.052,0.129
50311,2709750866,0.046,0.053
50338,3604342741,3.31,0.09
50338,3604342752,0.043,0.0
50338,3604344974,0.026,0.003
50365,4827992220,2.997,0.0
50392,0508590669,5.294,0.016
50392,0508592349,2.577,0.033
50392,0508592736,0.111,0.0
50392,0508593879,2.393,0.0
50392,0508594131,13.043,0.032
50392,0511990300,104.158,1.117
50392,0511991731,85.163,1.276
50392,0512590153,20.864,0.595
50392,0512590522,11.059,0.029
50392,0512592775,5.032,0.009
50392,0512592799,9.352,0.0
50392,0512593291,8.77,0.049
50419,4200128936,1.519,0.004
50419,4200143944,1.468,0.0
50419,4200178264,0.468,0.0
50473,0610191650,1.665,0.0
50500,1212191950,5.299,0.001
50533,0600191660,65.259,1.385
50581,0604791670,2.637,0.0
50608,3006792131,4.48,0.031
50662,4837392226,6.893,0.011
50743,4805592245,8.325,0.006
50770,4203502032,0.042,0.0
50770,4203503912,0.649,0.006
50770,4203511640,1.727,0.208
50770,4203520408,0.098,0.001
50770,4203526296,0.456,0.006
50770,4203541112,0.428,0.009
50770,4203544128,2.492,0.013
50770,4203549760,0.921,0.027
50770,4203586448,1.085,0.058
50797,3602915825,0.108,0.0
50797,3606343082,6.882,0.039
50797,3606343093,10.58,0.0
50797,3606357111,0.071,0.0
50797,3606364034,0.099,0.0
50851,0607791700,16.34,0.1
50932,3907326488,3.307,0.036
50932,3907331780,1.01,0.056
50959,4900590635,0.079,0.0
50959,4900591505,5.364,0.0
50959,4900591763,35.349,0.02
50959,4900593096,4.41,0.0
50959,4900593784,2.523,0.014
50986,5404590453,4.157,0.362
50986,5404590979,1.301,0.139
50986,5404593608,0.958,0.104
51013,1801713006,0.882,0.02
51013,1801713690,0.293,0.0
51013,1801720494,7.7,0.23
51013,1801748654,0.198,0.0
51013,1801754054,0.486,0.003
51013,1801780432,0.918,0.01
51025,7208713043,0.092,0.0
51025,7208746411,0.516,0.0
51025,7208752732,1.511,0.0
51025,7208752775,1.367,0.064
51025,7211934543,0.905,0.0
51040,0608391708,9.81,0.028
51121,3909721154,0.283,0.0
51121,3909744674,4.72,0.01
51121,3909778428,0.076,0.0
51131,2112190824,5.246,0.022
51131,2112191472,0.569,0.0
51131,2112590464,0.501,0.0
51131,2112590768,0.188,0.0
51131,2112591096,2.76,0.005
51131,2112591904,1.693,0.006
51131,2112592072,20.395,0.079
51131,2112592568,8.963,0.058
51131,2123590832,7.63,0.066
51148,5304991656,2.926,0.001
51175,0801392318,23.199,0.274
51175,0812391881,0.97,0.0
51202,1000591776,6.225,0.415
51202,1000592516,15.794,1.211
51256,4818391520,4.876,0.0
51256,4818392093,4.21,0.016
51256,4818392270,55.545,0.154
51256,4818392275,8.695,0.017
51256,4820391685,13.268,0.16
51256,4840192025,0.675,0.0
51256,4845991525,2.988,0.007
51283,4100992601,2.297,0.0
51283,5301590464,2.877,0.04
51283,5301591664,29.169,1.033
51283,5301592864,0.849,0.0
51364,3904379716,1.997,0.064
51364,3904379730,1.847,0.007
51364,3909301798,6.508,0.06
51364,3909301812,3.977,0.034
51364,3909303464,11.12,0.0
51364,3909309568,2.823,0.01
51364,3909312140,4.908,0.152
51364,3909324220,1.554,0.008
51364,3909325256,19.589,0.26
51364,3909325270,3.276,0.013
51364,3909331150,1.579,0.0
51364,3909331164,0.051,0.0
51364,3909344856,21.307,0.235
51364,3909355446,1.173,0.005
51364,3909356966,0.111,0.0
51364,3909372060,4.305,0.018
51364,3909372067,1.997,0.004
51364,3909372088,2.492,0.0
51418,3502891860,8.521,0.001
51445,0603790015,17.217,0.03
51445,0603790560,45.14,0.402
51445,0603790730,43.337,0.489
51445,0603790810,189.083,2.168
51445,0603791400,29.419,0.108
51445,0603791730,63.32,2.344
51445,0603791750,239.725,3.682
51445,0603792360,27.309,0.105
51445,0603792400,50.215,0.206
51445,0603792785,259.276,2.479
51445,0603792920,8.38,0.001
51445,0603793100,16.946,0.195
51445,0603793155,41.209,0.543
51445,0603793200,35.274,0.168
51445,0603793380,20.518,0.031
51445,0603793510,46.328,0.692
51445,0603793730,54.627,0.705
51445,0605990050,234.204,1.129
51445,0605990420,51.31,2.454
51445,0605991413,21.728,0.098
51445,0605992150,50.964,0.525
51445,0605993110,2.831,0.0
51445,0607192260,83.409,0.072
51445,0607192770,2.027,0.009
51445,0611193020,3.028,0.0
51472,0604791760,8.406,0.0
51499,3506190240,9.042,0.007
51499,3506191890,30.377,0.006
51520,0607992160,3.832,0.006
51580,2112790744,0.295,0.003
51580,2112792096,2.51,0.012
51580,5409990324,0.829,0.068
51755,1801910432,2.199,0.014
51755,1801912142,3.209,0.005
51755,1801938367,25.778,0.289
51755,1801969696,9.252,0.077
51755,1801978128,11.82,0.199
51755,1804327342,0.019,0.0
51755,1804340734,2.653,0.036
51755,1804352344,22.343,0.245
51755,2102992440,2.383,0.005
51755,2102993160,15.812,0.176
51755,2102993168,5.381,0.08
51755,2111190683,32.722,0.197
51755,2111191099,38.531,1.094
51755,2111191276,5.3,0.023
51755,2111192105,10.996,0.056
51755,2111192106,5.642,0.894
51755,2111192108,24.382,1.167
51755,2111192109,16.63,0.024
51755,2111192110,12.805,1.836
51755,2111192572,20.545,0.195
51755,2111192573,21.311,0.177
51755,2111192820,24.93,0.227
51755,2111193267,10.128,0.186
51755,2111193270,43.258,0.292
51755,2111193283,15.4,0.161
51755,2118592752,17.377,0.172
51755,2121193232,0.056,0.0
51769,3502591950,4.805,0.006
51796,1808911026,3.667,0.026
51796,1808982574,1.608,0.0
51823,2608149540,2.499,0.126
51823,2608149560,1.937,0.001
51823,2608181920,1.119,0.006
51877,4830392315,103.98,0.836
51877,4830393540,2.294,0.0
51958,2610501980,0.988,0.0
51958,2610536220,3.332,0.027
51958,2610549640,3.039,0.021
51958,2610563600,5.338,0.0
51985,4800592325,36.175,0.209
51985,4800593090,0.565,0.01
52039,4805592330,2.788,0.0
52039,4818792793,0.021,0.0
52066,3715590120,0.022,0.0
52066,3715590372,0.167,0.0
52066,3715591940,17.433,0.066
52066,3715592608,0.491,0.0
52066,3715592780,0.841,0.009
52066,3715593004,0.331,0.0
52066,3715593952,0.19,0.0
52066,3715594080,0.899,0.0
52093,5113991262,1.918,0.015
52093,5113991412,2.161,0.005
52093,5113991562,0.02,0.0
52147,2713338564,2.272,0.004
52147,2713338582,0.013,0.0
52201,5100991200,1.48,0.002
52201,5100991500,0.792,0.004
52201,5100991650,7.75,0.024
52201,5100991800,6.162,0.061
52201,5101991509,1.099,0.0
52201,5101991659,12.03,0.231
52201,5101991805,3.046,0.005
52201,5101992102,0.089,0.0
52201,5103190968,6.183,0.026
52201,5103195503,0.01,0.0
52201,5103195623,0.925,0.001
52201,5103196015,5.736,0.048
52201,5103196087,4.529,0.1
52201,5168094403,41.768,0.226
52228,5307391792,5.182,0.011
52228,5307393328,0.132,0.001
52363,4012191729,15.527,0.036
52390,4821591155,4.569,0.0
52390,4821591170,75.206,0.067
52390,4821592340,91.164,0.209
52390,4821592600,83.874,0.065
52390,4821593650,61.477,0.1
52390,4821593785,9.927,0.207
52403,1608592001,6.041,0.069
52417,1200392009,7.2,0.0
52417,1200393068,1.253,0.0
52471,2811390513,4.601,0.06
52471,2811391251,1.371,0.0
52471,2811391989,2.331,0.0
52471,2811392727,3.705,0.0
52471,2811393465,1.096,0.0
52525,3114591882,5.068,0.0
52525,3114592340,0.146,0.0
52525,3114593505,0.03,0.0
52552,0602990655,1.862,0.0
52606,4830992355,2.317,0.0
52623,1711131680,0.077,0.001
52623,1711145707,2.27,0.006
52633,4701791348,1.26,0.0
52633,4701791538,2.574,0.0
52633,4707990270,0.435,0.0
52633,4718390374,0.132,0.0
52672,0602392170,7.885,0.011
52695,4808590100,0.498,0.0
52695,4808590665,20.023,0.181
52695,4808592360,83.445,0.501
52695,4808593065,0.216,0.0
52695,4812193035,35.474,0.386
52695,4812193892,11.985,0.402
52741,4107190816,1.232,0.0
52741,4107191734,10.8,0.0
52741,4107192125,0.772,0.0
52768,4717790178,1.917,0.0
52768,4717790368,2.599,0.0
52768,4717790558,2.292,0.0
52768,4717790748,1.808,0.0
52768,4717790938,2.374,0.0
52768,4717791128,1.762,0.0
52768,4717791508,0.054,0.0
52768,4717792268,0.416,0.0
52795,1710912333,0.332,0.0
52795,1710924101,0.829,0.0
52795,1710945902,0.174,0.0
52795,1710945915,7.389,0.007
52795,1710968250,0.022,0.0
52822,1302191794,8.97,0.118
52822,1302191891,15.2,0.186
52822,1302191892,60.815,0.462
52822,1302192634,8.728,0.05
52822,1316991351,5.436,0.002
52822,1320790822,0.125,0.0
52876,2912133580,5.078,0.017
52903,2011336900,0.743,0.0
52903,2011343950,6.815,0.05
52903,2011343975,1.083,0.017
52984,0603991830,20.96,0.0
53065,1321191902,4.792,0.031
53092,1807731234,2.016,0.0
53092,1807746008,8.754,0.046
53146,4607928260,0.238,0.0
53146,4607940220,4.07,0.0
53200,5502508350,1.101,0.018
53200,5502509775,1.755,0.0
53200,5502511150,2.916,0.011
53200,5502517175,2.611,0.0
53200,5502517200,1.214,0.0
53200,5502519350,6.456,0.027
53200,5502521125,1.117,0.001
53200,5502525950,11.317,0.092
53200,5502546850,3.474,0.002
53200,5502548000,67.821,0.832
53200,5502548025,1.451,0.012
53200,5502548750,0.701,0.002
53200,5502551575,7.999,0.13
53200,5502551600,5.635,0.014
53200,5502553675,2.7,0.024
53200,5502573750,0.796,0.0
53200,5502575875,0.455,0.0
53200,5502578600,11.658,0.021
53200,5502578625,0.191,0.0
53200,5502582600,4.98,0.042
53200,5502582625,1.615,0.0
53200,5502582750,0.269,0.0
53200,5502584350,5.392,0.003
53200,5502586125,2.441,0.024
53200,5502587725,3.638,0.027
53227,2110792176,16.114,0.118
53254,4712390314,6.868,0.0
53254,4712390504,0.301,0.0
53308,4103191751,4.678,0.0
53322,0600792380,5.878,0.003
53362,0502792328,0.066,0.0
