Urban Area GEOID,County Subdivision GEOID,Land Area,Water Area
00037,2204595677,0.455,0.0
00037,2211394528,0.225,0.0
00037,2211394705,1.111,0.0
00037,2211394903,2.766,0.045
00037,2211395068,2.051,0.0
00037,2211395218,1.734,0.0
00037,2211395344,0.985,0.0
00037,2211395449,0.387,0.0
00037,2211395593,1.415,0.087
00064,4500190013,4.948,0.002
00145,4601300100,13.225,0.057
00145,4601300140,0.665,0.014
00145,4601303940,0.005,0.0
00172,5302790016,10.972,0.696
00253,2004100125,3.253,0.001
00253,2004127625,0.387,0.0
00280,4844190010,61.973,0.392
00388,3906543162,2.095,0.0
00415,4012390013,14.2,0.012
00415,4012392977,0.05,0.0
00442,1301590024,5.351,0.0
00469,1307590030,6.111,0.066
00496,1904990003,0.008,0.0
00496,1904990018,2.562,0.006
00496,1904990759,0.088,0.0
00496,1904994326,0.085,0.0
00550,7200100401,0.714,0.0
00550,7200113645,1.0,0.0
00550,7200139273,0.081,0.0
00550,7200163998,0.28,0.0
00550,7200174963,1.889,0.0
00550,7200181714,0.014,0.0
00550,7200185584,0.1,0.0
00550,7200185627,0.655,0.0
00550,7200188250,0.129,0.0
00577,2609100440,7.262,0.149
00577,2609100460,3.016,0.0
00577,2609150540,3.097,0.0
00631,7200300659,0.108,0.0
00631,7200304185,1.834,0.0
00631,7200304400,2.364,0.0
00631,7200314591,1.124,0.013
00631,7200317085,3.069,0.0
00631,7200321772,1.782,0.0
00631,7200327233,0.786,0.031
00631,7200330931,0.246,0.0
00631,7200331318,1.105,0.002
00631,7200331963,2.196,0.008
00631,7200337596,1.357,0.0
00631,7200340907,2.356,0.0
00631,7200349421,0.934,0.0
00631,7200349550,1.04,0.0
00631,7200351098,1.711,0.0
00631,7200356215,2.716,0.0
00631,7200361719,2.802,0.0
00631,7200370921,1.06,0.002
00631,7200500530,1.484,0.001
00631,7200500788,0.367,0.0
00631,7200503626,2.739,0.014
00631,7200508313,2.477,0.0
00631,7200510592,3.469,0.002
00631,7200510635,3.746,0.0
00631,7200511237,3.813,0.008
00631,7200516225,1.229,0.001
00631,7200516268,2.526,0.001
00631,7200520955,2.414,0.0
00631,7200532694,2.226,0.018
00631,7200549292,1.947,0.001
00631,7200549335,1.865,0.0
00631,7200554108,1.554,0.002
00631,7200557935,1.317,0.0
00631,7200585842,1.557,0.008
00631,7201102637,0.085,0.0
00631,7201102766,0.256,0.0
00631,7201110248,1.421,0.0
00631,7201113989,1.052,0.0
00631,7201114462,1.881,0.0
00631,7201123148,0.927,0.0
00631,7201127276,0.612,0.0
00631,7201133253,1.201,0.0
00631,7201135661,0.001,0.0
00631,7201151141,1.605,0.0
00631,7201161934,2.028,0.0
00631,7201162665,0.709,0.0
00631,7201167567,1.275,0.0
00631,7207103669,1.716,0.001
00631,7207103712,2.08,0.0
00631,7207104805,1.149,0.0
00631,7207107324,2.69,0.002
00631,7207121084,4.381,0.001
00631,7207129899,0.889,0.0
00631,7207129985,1.467,0.001
00631,7207132092,1.722,0.001
00631,7207132737,3.221,0.002
00631,7207136521,1.459,0.0
00631,7207138757,3.545,0.004
00631,7207145809,2.609,0.0
00631,7207154925,2.377,0.001
00631,7207162407,2.768,0.003
00631,7209900229,1.888,0.001
00631,7209913602,2.218,0.0
00631,7209916698,0.889,0.0
00631,7209917257,2.366,0.0
00631,7209921858,0.895,0.0
00631,7209922331,2.238,0.0
00631,7209951184,2.185,0.001
00631,7209956387,3.087,0.0
00631,7209962622,2.921,0.0
00631,7209964643,3.787,0.011
00631,7209971953,4.244,0.0
00631,7209987648,3.582,0.0
00631,7211704443,1.007,0.0
00631,7211705948,0.868,0.0
00631,7211711065,2.333,0.0
00631,7211721815,1.492,0.0
00631,7211726846,1.094,0.0
00631,7211737639,1.159,0.0
00631,7211764686,2.562,0.0
00631,7211766449,1.928,0.0
00631,7211769631,0.116,0.0
00631,7211771093,1.714,0.0
00631,7213101390,2.377,0.0
00631,7213102422,0.967,0.0
00631,7213104486,0.775,0.0
00631,7213110893,3.38,0.0
00631,7213118203,0.128,0.0
00631,7213122804,2.102,0.0
00631,7213131791,2.158,0.0
00631,7213133640,2.959,0.0
00631,7213135274,4.554,0.0
00631,7213161246,0.085,0.0
00631,7213161805,1.759,0.0
00631,7213164213,3.252,0.0
00631,7213171910,2.737,0.0
00631,7213175049,4.141,0.0
00631,7213177543,0.115,0.0
00631,7213180424,2.811,0.0
00658,3709190016,3.326,0.0
00660,7200901261,0.803,0.001
00660,7200904271,2.691,0.019
00660,7200913344,0.936,0.0
00660,7200922890,0.339,0.0
00660,7200945895,3.539,0.004
00660,7200960042,2.791,0.001
00660,7200971867,2.168,0.0
00660,7204360085,0.038,0.0
00766,3910331374,1.056,0.044
00766,3910371801,0.03,0.0
00766,3910380304,10.196,0.008
00766,3910380318,1.898,0.0
00766,3913308840,14.393,0.105
00766,3913313610,0.236,0.015
00766,3913328392,4.564,0.397
00766,3913339872,9.133,0.091
00766,3913351058,0.546,0.018
00766,3913365592,5.522,0.047
00766,3913365606,7.463,0.143
00766,3913368392,8.805,0.594
00766,3913375014,0.042,0.0
00766,3913375189,4.516,0.064
00766,3913375196,0.234,0.017
00766,3913376106,0.466,0.001
00766,3915138094,0.597,0.071
00766,3915301000,61.163,0.341
00766,3915303828,7.697,0.157
00766,3915304248,7.404,0.11
00766,3915318658,14.436,0.073
00766,3915319036,7.984,0.982
00766,3915319778,16.208,0.104
00766,3915326166,4.565,0.01
00766,3915331860,26.288,0.384
00766,3915341454,1.45,0.208
00766,3915351058,1.598,0.001
00766,3915353312,2.769,0.092
00766,3915354562,10.301,0.657
00766,3915357260,15.0,0.245
00766,3915372494,1.422,0.181
00766,3915374130,14.619,0.322
00766,3915374944,17.086,0.228
00766,3915376106,13.393,0.02
00766,3916914240,4.923,0.012
00766,3916950666,0.059,0.0
00766,3916957260,0.008,0.0
00766,3916967356,2.566,0.077
00820,3503590030,13.731,0.002
00847,0800390076,7.685,0.015
00901,1309590996,19.814,0.251
00901,1309593312,35.594,0.477
00901,1317791716,11.099,0.008
00955,4100392142,5.307,0.032
00955,4104390068,17.741,0.042
00970,3600101000,21.332,0.532
00970,3600106354,16.68,0.066
00970,3600116749,3.773,0.415
00970,3600117343,49.317,0.494
00970,3600130532,0.747,0.186
00970,3600131104,17.754,0.042
00970,3600150672,2.336,0.006
00970,3600178674,1.342,0.13
00970,3608310275,8.23,0.063
00970,3608322117,9.612,0.035
00970,3608349517,0.489,0.273
00970,3608352100,13.709,0.344
00970,3608358805,1.236,0.019
00970,3608361148,3.179,0.334
00970,3608365013,5.57,0.455
00970,3608365486,1.545,0.001
00970,3608365541,4.462,0.03
00970,3608375484,10.357,0.7
00970,3609104220,3.455,0.001
00970,3609113926,0.725,0.0
00970,3609116353,23.617,0.093
00970,3609131489,13.534,0.109
00970,3609144743,0.095,0.0
00970,3609178531,4.793,0.35
00970,3609329366,16.201,0.408
00970,3609351264,11.62,0.017
00970,3609359861,0.485,0.007
00970,3609363935,14.316,0.175
00970,3609365508,10.792,0.147
00982,3716791032,0.075,0.0
00982,3716791416,1.895,0.0
00982,3716792296,9.206,0.011
00982,3716792680,0.197,0.0
00982,3716793028,5.288,0.007
01009,2704700694,10.479,0.531
01009,2704700712,0.282,0.008
01009,2704703466,0.036,0.0
01036,0105592268,1.633,0.0
01036,0109590054,22.885,0.101
01036,0109591395,1.414,0.0
01036,0109591458,8.529,0.136
01036,0109593240,0.382,0.0
01090,2602500980,4.034,0.053
01090,2602501000,0.024,0.0
01090,2602572980,0.498,0.0
01090,2607562760,0.136,0.0
01117,3607301044,2.327,0.0
01117,3607327958,0.618,0.0
01171,3500190060,208.331,2.662
01171,3500191095,0.629,0.023
01171,3500193735,2.758,0.001
01171,3504392655,51.2,0.0
01171,3504392944,0.153,0.002
01252,0112390063,9.79,0.014
01273,1809550382,3.804,0.005
01279,2207995743,13.542,0.0
01279,2207995758,11.723,0.411
01279,2207995773,4.427,0.003
01279,2207995788,7.256,0.301
01279,2207995803,2.403,0.0
01279,2207995818,6.709,0.0
01279,2207995830,5.955,0.0
01279,2207995848,12.696,0.0
01306,2704100928,15.627,0.715
01306,2704100946,1.215,2.485
01306,2704109982,0.795,0.818
01306,2704130374,0.403,0.095
01306,2704133992,4.517,3.196
01306,2704134730,0.016,0.0
01387,1910990037,3.335,0.006
01387,1910990855,0.017,0.0
01414,4824990035,10.031,0.0
01441,2600501260,3.846,0.414
01441,2600501280,2.443,0.465
01441,2600580620,0.07,0.0
01441,2600581580,0.52,0.0
01450,2613901360,10.164,0.004
01450,2613931880,0.309,0.0
01450,2613977980,0.072,0.058
01495,3404101030,1.023,0.024
01495,3404128260,2.064,0.0
01495,3404141490,3.834,0.002
01495,3404158350,3.179,0.113
01495,3404159820,0.934,0.0
01495,4201131352,0.515,0.0
01495,4201148128,0.127,0.0
01495,4201773016,0.157,0.0
01495,4207700660,0.707,0.001
01495,4207702000,17.554,0.44
01495,4207706088,4.299,0.1
01495,4207711720,1.219,0.037
01495,4207716056,0.925,0.001
01495,4207716128,0.61,0.017
01495,4207723584,2.851,0.004
01495,4207727008,0.735,0.019
01495,4207732400,3.519,0.029
01495,4207744952,17.796,0.076
01495,4207744992,0.752,0.001
01495,4207745168,0.16,0.0
01495,4207746392,0.967,0.0
01495,4207755576,9.106,0.092
01495,4207767576,9.393,0.098
01495,4207772632,10.435,0.053
01495,4207779104,19.456,0.155
01495,4207779160,3.049,0.004
01495,4207779288,15.854,0.123
01495,4207781280,0.918,0.006
01495,4207782064,4.005,0.008
01495,4207784528,10.274,0.255
01495,4209500948,2.61,0.027
01495,4209504032,1.492,0.033
01495,4209504432,0.833,0.007
01495,4209506088,14.618,0.244
01495,4209506096,14.349,0.172
01495,4209510400,3.44,0.009
01495,4209520736,2.729,0.019
01495,4209520776,0.483,0.01
01495,4209521648,3.99,0.353
01495,4209526728,7.578,0.008
01495,4209527760,0.697,0.047
01495,4209529568,0.418,0.001
01495,4209532432,6.537,0.021
01495,4209533744,1.133,0.004
01495,4209545016,0.056,0.0
01495,4209545024,11.797,0.112
01495,4209545104,7.129,0.17
01495,4209550824,2.389,0.004
01495,4209552808,1.585,0.084
01495,4209554696,2.471,0.162
01495,4209554872,0.479,0.017
01495,4209557672,10.16,0.093
01495,4209558696,0.981,0.049
01495,4209561088,3.687,0.041
01495,4209566168,0.629,0.006
01495,4209574232,0.947,0.02
01495,4209576144,0.555,0.013
01495,4209579184,0.031,0.0
01495,4209579192,3.039,0.066
01495,4209581296,3.103,0.024
01495,4209582832,0.305,0.031
01495,4209585256,2.434,0.059
01495,4209585592,1.155,0.005
01495,4209585664,1.29,0.026
01522,3101390857,4.905,0.012
01549,3902940824,0.554,0.0
01549,3909971220,1.871,0.01
01549,3909972740,2.23,0.012
01549,3915101420,8.935,0.044
01549,3915143022,2.449,0.016
01549,3915181634,1.215,0.006
01630,2605701540,4.452,0.053
01630,2605703260,0.131,0.0
01630,2605708020,0.216,0.0
01630,2605725880,0.41,0.0
01630,2605764360,1.457,0.004
01630,2605771000,2.369,0.156
01684,2600701740,6.117,0.684
01684,2600701760,5.784,0.078
01684,2600771240,0.808,0.008
01701,0607390030,8.471,0.001
01701,0607392780,1.374,0.0
01711,4804390040,4.287,0.0
01738,5103190032,4.093,0.046
01738,5114395879,1.849,0.017
01765,1708359598,0.061,0.0
01765,1711901127,14.822,0.139
01765,1711914260,4.528,0.065
01765,1711922710,0.911,0.01
01765,1711927130,3.211,0.003
01765,1711927182,0.744,0.016
01765,1711930094,12.745,0.082
01765,1711950465,0.193,0.004
01765,1711983284,22.444,0.632
01792,4201300852,6.834,0.0
01792,4201302184,9.789,0.0
01792,4201302680,0.883,0.001
01792,4201306872,2.819,0.026
01792,4201320248,0.532,0.0
01792,4201327600,4.599,0.01
01792,4201327720,0.208,0.0
01792,4201335224,2.218,0.0
01792,4201338592,0.121,0.0
01792,4201344328,8.911,0.025
01792,4201354024,0.098,0.0
01846,4006590065,15.657,0.203
01873,4015190091,3.646,0.0
01900,4825190050,3.044,0.015
01927,4837590065,50.201,0.22
01927,4837590610,0.291,0.0
01927,4838190070,33.501,0.467
02008,1326190090,10.979,0.06
02062,1901590756,0.38,0.0
02062,1916991428,5.505,0.0
02062,1916991704,1.263,0.008
02062,1916992934,0.789,0.0
02062,1916994566,14.42,0.073
02103,2501179110,0.061,0.0
02103,2501330840,0.142,0.0
02103,2501501370,12.466,0.066
02103,2501504825,4.426,0.153
02103,2501519370,10.533,0.17
02103,2501527690,3.439,0.0
02103,2501529265,4.138,0.091
02103,2501546330,17.293,0.171
02103,2501552560,0.346,0.005
02103,2501562745,1.334,0.003
02103,2501579915,0.476,0.009
02143,2809590432,1.055,0.0
02143,2809591170,3.492,0.004
02143,2809593384,1.06,0.006
02170,3605702066,5.382,0.263
02170,3605702077,4.279,0.06
02170,3605726308,0.033,0.0
02170,3605747834,0.361,0.001
02197,3002390063,2.61,0.0
02224,5305790064,9.858,0.351
02251,4001590117,2.105,0.0
02278,1910590510,0.116,0.0
02278,1910591296,2.531,0.003
02305,0202003050,91.689,1.072
02332,0202003050,17.683,0.184
02359,0103990090,6.863,0.04
02386,1803567356,1.938,0.002
02386,1809500406,0.541,0.0
02386,1809501486,29.066,0.096
02386,1809522648,9.277,0.003
02386,1809529160,0.188,0.0
02386,1809540752,1.764,0.0
02386,1809564116,3.086,0.025
02386,1809573556,0.249,0.0
02386,1809577426,6.061,0.026
02420,4500790065,70.889,1.377
02420,4500790221,0.886,0.294
02420,4500792626,9.696,1.082
02420,4500793224,0.376,0.0
02420,4500793412,0.124,0.0
02420,4500793718,0.931,0.0
02420,4507790533,4.274,0.005
02420,4507790650,8.255,0.069
02420,4507791950,0.509,0.0
02467,4800390085,7.184,0.012
02467,4800390090,2.332,0.0
02500,4803990094,8.881,0.019
02500,4803990415,2.067,0.0
02548,1815137458,0.029,0.131
02548,1815137746,2.138,0.511
02548,1815149644,0.186,0.445
02548,1815160444,9.901,1.191
02548,1815173070,0.174,0.0
02575,1718190126,0.313,0.0
02575,1718190144,0.573,0.001
02575,1718190162,0.539,0.007
02575,1718190180,1.249,0.007
02575,1718190198,0.252,0.001
02575,1718190216,0.346,0.0
02575,1718190224,0.042,0.0
02575,1718191764,0.57,0.002
02575,1718191782,0.483,0.003
02575,1718191792,0.062,0.0
02602,2616103000,28.2,0.87
02602,2616103020,5.472,0.039
02602,2616104180,1.457,0.0
02602,2616147460,0.273,0.0
02602,2616149120,3.653,0.033
02602,2616164560,22.845,0.068
02602,2616171140,4.314,0.071
02602,2616171160,0.658,0.0
02602,2616171940,9.601,0.024
02602,2616177560,5.507,0.021
02602,2616189100,4.879,0.075
02602,2616189140,4.291,0.174
02602,2616189160,21.862,1.748
02602,2616307020,1.132,0.053
02602,2616313120,2.21,0.014
02602,2616377360,1.697,0.001
02602,2616381660,25.404,1.961
02629,0101590066,0.321,0.0
02629,0101590099,63.761,0.385
02629,0101590585,0.13,0.0
02629,0101591746,9.043,0.01
02629,0112192322,5.642,0.033
02656,5506702250,4.305,0.035
02656,5506702275,0.485,0.012
02656,5506769175,0.057,0.0
02683,0601390080,32.059,0.077
02683,0601390440,3.881,0.0
02683,0601390780,32.219,0.518
02683,0601393310,5.188,0.192
02764,5501502375,3.295,0.028
02764,5501532790,5.79,0.019
02764,5501532800,0.01,0.0
02764,5501538800,0.015,0.0
02764,5501550825,1.533,0.063
02764,5508702375,19.004,0.47
02764,5508710750,4.179,0.009
02764,5508716500,1.715,0.19
02764,5508727650,0.028,0.0
02764,5508730075,16.059,0.088
02764,5508731550,10.924,0.009
02764,5508738800,7.47,0.172
02764,5508738825,0.136,0.0
02764,5508739650,2.297,0.115
02764,5508744950,6.247,0.327
02764,5508782400,0.41,0.0
02764,5513902375,0.403,0.0
02764,5513915150,0.497,0.0
02764,5513926982,10.708,1.016
02764,5513950825,4.512,1.203
02764,5513955750,9.231,0.371
02764,5513955775,3.218,0.037
02764,5513982875,0.093,0.0
02791,0104390180,0.386,0.001
02791,0109590108,8.31,0.107
02818,4800793295,4.378,0.071
02818,4835593095,6.64,0.002
02818,4840990125,13.626,0.148
02912,1202790065,9.655,0.006
02912,1202790078,0.349,0.0
02930,0602390100,7.886,0.043
02930,0602392170,0.042,0.003
03007,4001990156,15.019,0.139
03034,7201303411,1.317,0.003
03034,7201314505,0.588,0.0
03034,7201323836,2.378,0.0
03034,7201333511,4.815,0.002
03034,7201333554,4.813,0.0
03034,7201334199,0.44,0.0
03034,7201336865,5.228,0.006
03034,7201381757,1.346,0.008
03034,7201758580,1.394,0.008
03034,7202700100,0.944,0.0
03034,7202711968,0.772,0.0
03034,7202712011,3.147,0.0
03034,7202718375,1.834,0.0
03034,7202752990,1.977,0.0
03034,7202761633,1.224,0.0
03034,7202765116,2.745,0.001
03034,7202788336,2.405,0.006
03034,7202788508,1.993,0.0
03034,7206509216,0.639,0.0
03034,7206511624,3.706,0.015
03034,7206513688,2.939,0.0
03034,7206514677,4.39,0.009
03034,7206520525,3.608,0.006
03034,7206533339,1.596,0.02
03034,7206533382,0.591,0.002
03034,7206556086,5.133,0.006
03034,7211510076,3.316,0.0
03034,7211518934,2.464,0.0
03034,7211568083,0.643,0.001
03034,7211575823,2.996,0.001
03034,7211576597,2.038,0.0
03034,7211581972,2.075,0.0
03088,0402191173,4.339,0.077
03115,0501990591,6.2,0.0
03142,2003502300,6.024,0.0
03142,2003507875,0.493,0.0
03142,2003516375,0.315,0.0
03158,4704790428,0.825,0.034
03158,4715790158,6.85,0.0
03196,0607990120,16.411,0.061
03196,0607992860,0.664,0.0
03223,3501590150,6.849,0.007
03250,0602990130,2.345,0.0
03262,1201991742,2.552,0.0
03262,1201992197,12.282,0.0
03262,1201992678,8.168,0.27
03277,1328790134,4.247,0.042
03331,3715190084,15.045,0.007
03331,3715190116,0.384,0.0
03331,3715190584,2.237,0.02
03331,3715191172,1.592,0.008
03331,3715191276,0.552,0.03
03331,3715192268,0.253,0.0
03331,3715192620,7.358,0.058
03358,3702190086,45.117,0.356
03358,3702190088,17.645,0.203
03358,3702190108,6.339,0.0
03358,3702190284,10.578,0.048
03358,3702191056,7.067,0.003
03358,3702191116,4.526,0.0
03358,3702191176,3.953,0.03
03358,3702191776,13.545,0.079
03358,3702191816,12.812,0.464
03358,3702191932,11.778,0.143
03358,3702192648,11.322,0.008
03358,3702193180,11.814,0.015
03358,3702193840,13.366,0.013
03358,3708990304,10.401,0.028
03358,3708990680,5.055,0.01
03358,3708990796,1.259,0.003
03358,3708991316,0.596,0.007
03358,3708991456,46.254,0.41
03358,3708991536,10.996,0.076
03358,3708992076,4.164,0.007
03385,3900502568,9.568,0.036
03385,3900551688,0.284,0.0
03395,4203715880,0.058,0.0
03395,4210703264,0.426,0.0
03395,4210710488,0.561,0.0
03395,4210729264,0.373,0.0
03412,5500303225,4.223,0.001
03466,3900702652,12.872,0.159
03466,3900729624,1.727,0.005
03466,3900763772,0.557,0.0
03466,3900770646,6.533,0.0
03493,3912933978,3.807,0.0
03520,0809790171,4.724,0.0
03520,0809793344,0.487,0.0
03547,4100790153,9.669,0.13
03601,2000502900,5.053,0.044
03601,2000564275,0.333,0.0
03655,0108390144,20.092,0.115
03682,3900902750,8.373,0.144
03682,3900911220,0.691,0.0
03682,3900922414,0.388,0.0
03709,4710790108,7.897,0.0
03709,4710790298,2.343,0.0
03709,4710790488,1.771,0.0
03709,4710790868,3.462,0.0
03736,4821390155,9.32,0.025
03763,1305990138,38.7,0.476
03763,1305990318,9.47,0.107
03763,1305993402,17.357,0.14
03763,1315791596,0.452,0.002
03763,1319590714,3.456,0.018
03763,1321990324,8.407,0.055
03763,1321993282,14.005,0.14
03790,2501151265,4.718,0.204
03790,2502702480,5.592,0.256
03790,2502753225,0.301,0.001
03817,1301390162,8.094,0.035
03817,1301591080,11.236,0.648
03817,1305790540,25.94,0.196
03817,1305791512,43.107,1.092
03817,1305791692,1.856,0.005
03817,1305793234,0.254,0.0
03817,1305793426,60.567,1.26
03817,1306390726,11.891,0.049
03817,1306391200,45.107,0.256
03817,1306391620,44.604,1.734
03817,1306392538,24.978,0.2
03817,1306790018,105.612,2.4
03817,1306790174,20.537,0.038
03817,1306791140,10.935,0.032
03817,1306791866,30.215,0.254
03817,1306791926,47.559,0.239
03817,1306792202,67.313,1.359
03817,1306792418,27.582,0.092
03817,1306792784,17.659,0.1
03817,1306793222,12.268,0.253
03817,1307791344,0.304,0.0
03817,1307792070,0.733,0.004
03817,1307792154,62.501,0.804
03817,1308990150,124.574,0.895
03817,1308990612,37.801,0.349
03817,1308991770,50.24,1.01
03817,1308992868,19.363,0.779
03817,1308993096,24.591,0.148
03817,1309790276,25.544,0.036
03817,1309790974,56.316,0.221
03817,1309793396,1.367,0.0
03817,1311390432,1.798,0.066
03817,1311391164,43.275,0.907
03817,1311392331,42.306,1.362
03817,1311790270,43.851,0.353
03817,1311790828,34.845,2.107
03817,1312190144,216.8,2.402
03817,1312190732,6.715,0.011
03817,1312191020,13.662,0.014
03817,1312191128,56.486,0.667
03817,1312192298,5.299,0.021
03817,1312192604,134.337,2.827
03817,1313590469,38.082,1.496
03817,1313590846,64.853,0.501
03817,1313591704,82.779,0.863
03817,1313591740,46.527,0.556
03817,1313592178,31.976,0.448
03817,1313592790,92.465,1.32
03817,1313592910,48.018,0.711
03817,1313991188,2.477,0.0
03817,1315191404,18.177,0.257
03817,1315191800,18.147,0.218
03817,1315191878,72.383,1.41
03817,1315192862,47.569,0.595
03817,1321790804,61.264,0.565
03817,1322390858,35.29,0.226
03817,1322391494,54.287,0.534
03817,1322392210,28.223,0.132
03817,1322393462,0.597,0.044
03817,1324790774,44.071,0.821
03817,1324792214,2.458,0.079
03817,1324792820,17.705,0.213
03817,1325592901,0.836,0.023
03817,1325593071,0.591,0.0
03817,1329791608,3.246,0.03
03817,1329791806,18.477,0.113
03844,4806790160,6.794,0.038
03844,4806790320,0.015,0.0
03871,1902991779,4.492,0.044
03904,3400100100,4.065,0.194
03904,3400102080,4.352,0.592
03904,3400107810,3.32,0.441
03904,3400120290,40.952,0.693
03904,3400120350,1.176,0.0
03904,3400125560,19.639,0.153
03904,3400129280,12.117,0.106
03904,3400140530,2.539,0.097
03904,3400141370,0.395,0.0
03904,3400143890,1.416,0.028
03904,3400149410,0.27,0.0
03904,3400152950,3.201,0.035
03904,3400159640,4.586,0.008
03904,3400160600,0.621,0.083
03904,3400168430,3.689,0.556
03904,3400175620,1.571,0.084
03904,3400180330,0.361,0.0
03904,3400902320,2.37,0.127
03904,3400910270,2.302,0.015
03904,3400910330,0.295,0.018
03904,3400917560,5.075,0.086
03904,3400941610,13.956,0.087
03904,3400945810,12.585,0.135
03904,3400953490,1.607,0.017
03904,3400954360,4.851,0.056
03904,3400966390,2.203,0.046
03904,3400971010,1.37,0.173
03904,3400974810,8.491,0.096
03904,3400978530,0.824,0.007
03904,3400980210,0.286,0.076
03904,3400981170,1.224,0.095
03904,3400981200,1.165,0.0
03925,0105390153,5.104,0.02
03957,4715790158,0.075,0.0
03957,4716790738,6.098,0.028
03957,4716790928,1.814,0.0
03957,4716791688,1.938,0.0
04021,4812193035,2.74,0.004
04033,0108190162,55.519,0.527
04033,0108190243,1.383,0.023
04033,0108191944,4.254,0.019
04060,1803309550,0.114,0.0
04060,1803336936,0.707,0.0
04060,1803339636,3.398,0.0
04060,1803377228,5.665,0.0
04114,3601103078,7.686,0.056
04114,3601103166,0.744,0.0
04114,3601126231,1.543,0.004
04114,3601155871,2.086,0.021
04114,3601165816,0.182,0.0
04114,3601166443,0.898,0.0
04130,0606190160,17.239,0.009
04146,2601104120,1.632,0.062
04146,2601104140,0.002,0.0
04146,2601174020,1.608,0.002
04146,2601187080,0.722,0.001
04168,2001503300,3.434,0.267
04168,2001503325,0.282,0.002
04195,2301102100,12.39,0.304
04195,2301112350,0.225,0.0
04195,2301124670,1.826,0.103
04195,2301127085,2.515,0.081
04195,2301130550,2.312,0.0
04195,2301159110,0.837,0.137
04195,2301161700,1.51,0.096
04195,2301182945,0.303,0.0
04222,1307390102,4.598,0.0
04222,1307391110,54.107,0.315
04222,1307391383,14.606,0.023
04222,1324590168,72.968,0.538
04222,1324591224,6.451,0.0
04222,1324591338,26.337,0.105
04222,1324591452,4.14,0.057
04222,4500390026,39.292,0.162
04222,4500390028,0.251,0.0
04222,4500390208,2.756,0.084
04222,4500392379,1.362,0.023
04222,4500392418,42.962,0.901
04222,4503793191,3.462,0.017
04276,2910902566,5.122,0.016
04276,2910970090,0.156,0.0
04357,2709902908,9.912,0.098
04357,2709902926,0.035,0.0
04357,2709935576,0.023,0.0
04357,2709940346,0.077,0.0
04384,4820991075,0.007,0.0
04384,4820992065,38.699,0.576
04384,4820993430,0.065,0.0
04384,4845390165,243.948,1.955
04384,4845392807,47.22,0.022
04384,4845392857,53.859,0.371
04384,4845393688,44.48,0.559
04384,4849190657,53.824,0.354
04384,4849191325,5.171,0.005
04384,4849191915,0.052,0.0
04384,4849193343,110.846,0.819
04384,4849193845,21.45,0.236
04438,0603792360,1.189,0.0
04465,0603190170,3.629,0.0
04587,3504590180,6.783,0.102
04627,1308790192,10.676,0.237
04654,4100190204,4.479,0.0
04681,0602990130,0.368,0.0
04681,0602990180,91.973,0.793
04681,0602991160,15.407,0.189
04681,0602992650,23.536,0.0
04681,0602993000,0.836,0.0
04843,2400390008,42.873,0.472
04843,2400390100,23.932,0.329
04843,2400390192,40.653,3.579
04843,2400390284,31.511,0.142
04843,2400390376,37.558,1.352
04843,2400390468,28.344,1.81
04843,2400390560,16.841,1.316
04843,2400590012,22.661,0.112
04843,2400590104,22.263,0.073
04843,2400590196,19.133,0.025
04843,2400590288,19.445,0.055
04843,2400590656,33.8,0.17
04843,2400590748,25.302,0.135
04843,2400590932,19.529,0.029
04843,2400591020,7.909,0.919
04843,2400591112,10.186,0.213
04843,2400591204,13.156,0.018
04843,2400591296,48.361,7.672
04843,2402790052,16.651,0.03
04843,2402790144,27.491,0.112
04843,2402790236,3.315,0.011
04843,2402790420,26.155,0.171
04843,2402790512,36.917,0.562
04843,2451090000,80.946,2.232
04924,4101190221,4.867,0.016
04951,2301902795,19.129,0.335
04951,2301906680,0.55,0.011
04951,2301906925,5.054,0.447
04951,2301922535,0.045,0.0
04951,2301930795,8.113,0.347
04951,2301932510,1.467,0.0
04951,2301933490,0.018,0.0
04951,2301945670,2.267,0.056
04951,2301955225,6.036,0.255
04951,2301955565,4.662,0.22
04951,2301955680,0.535,0.0
04951,2301957936,0.494,0.0
04951,2301978780,2.746,0.191
05005,5511104625,5.372,0.068
05005,5511104650,0.461,0.003
05005,5511185325,0.931,0.011
05032,2112190144,5.297,0.028
05040,7201303540,2.531,0.0
05040,7201311323,0.008,0.0
05040,7201314505,0.664,0.001
05040,7201323750,0.853,0.0
05040,7201327835,4.181,0.0
05040,7201330329,1.637,0.006
05040,7201353549,5.222,0.0
05040,7201373759,9.148,0.017
05040,7201378704,2.386,0.002
05040,7201705389,0.039,0.0
05040,7201729039,4.801,0.0
05040,7201730415,2.341,0.0
05040,7201758580,0.314,0.0
05040,7205428996,5.782,0.002
05040,7209104873,1.795,0.0
05059,2117990152,12.274,0.096
05059,2117990880,1.096,0.009
05113,1317190216,5.292,0.037
05113,1317192028,0.523,0.006
05167,2500103690,46.585,5.509
05167,2500107175,19.377,4.043
05167,2500107980,18.097,2.01
05167,2500112995,11.221,1.525
05167,2500116775,20.342,1.534
05167,2500119295,9.53,0.709
05167,2500123105,35.176,3.295
05167,2500129020,20.884,1.746
05167,2500139100,23.149,3.404
05167,2500151440,10.915,1.668
05167,2500159735,27.579,1.196
05167,2500174385,7.899,1.072
05167,2500182525,21.488,1.582
05167,2502311665,6.566,0.376
