ZCTA5,Place GEOID,Land Area,Water Area
30110,1379808,3125369,0
30113,1311616,3728059,543897
30114,1312988,41795639,1822141
30114,1339524,2856946,0
30114,1379948,22940,0
30114,1384176,121906,13182
30115,1312988,5600068,0
30115,1339524,14045269,260589
30116,1313492,9756024,200055
30117,1310132,285230,0
30117,1313492,47758566,1251038
30117,1353620,16102899,189808
30118,1313492,519108,0
30120,1313688,47661477,317826
30120,1327344,5481861,5828
30120,1327988,7193112,350359
30121,1313688,22045338,0
30121,1327344,13240934,0
30122,1323900,9602215,68442
30122,1346832,30838083,118855
30124,1314108,9497360,41642
30125,1314500,23638118,75977
30126,1348288,41374222,213071
30126,1371492,5349717,4748
30127,1304252,1380199,0
30127,1362524,19077079,31839
30132,1321324,13204564,45809
30132,1339076,226403,0
30134,1323900,24967913,29955
30134,1346832,1471523,0
30135,1323900,24349512,179305
30135,1328548,1653384,0
30137,1327344,3566112,0
30139,1328492,4693957,2872
30141,1339076,9268703,63707
30143,1341932,16812615,0
30143,1354572,392821,8560
30144,1300408,3663888,0
30144,1343192,14720002,89898
30144,1343210,1015625,0
30144,1349756,48343,2819
30145,1327988,6134558,54357
30145,1343668,3260016,0
30147,1346580,6255874,230213
30149,1307380,2959443,0
30152,1300408,590464,0
30152,1343192,9493082,163664
30152,1349756,1521465,64365
30153,1302592,148558,1505
30153,1310104,8195469,29939
30153,1366276,14613210,189116
30157,1321324,5911963,46744
30157,1339076,686763,0
30161,1346580,6318709,85639
30161,1366668,38064009,956369
30161,1369868,12845243,111480
30165,1307380,205295,0
30165,1366668,42850012,1027117
30168,1304252,2120243,0
30168,1323900,128629,0
30168,1346832,2116949,0
30168,1348288,9192668,59029
30170,1327708,5639002,0
30170,1366696,2045226,0
30173,1346580,1611596,0
30173,1366668,1132644,8867
30175,1327092,171579,0
30175,1341932,5349039,0
30175,1375272,5344623,64637
30176,1311616,129682,0
30176,1375300,25084465,71020
30177,1354572,193934,0
30178,1327988,668722,0
30178,1375664,3863819,1102
30179,1375832,17636045,234408
30179,1379528,3709,0
30180,1328440,10654087,1034786
30180,1379528,37930305,343955
30182,1310132,3310732,52449
30182,1353620,8642557,83080
30182,1375300,888270,0
30182,1379808,1628188,0
30183,1379948,4067494,19280
30184,1313688,4384217,0
30184,1382468,2710451,0
30185,1382720,7171095,72125
30187,1323900,125697,0
30187,1328548,5414899,15651
30188,1339524,1644701,0
30188,1353172,62760,37130
30188,1384176,24590960,240128
30189,1384176,7590877,24886
30204,1301248,618517,43015
30204,1305344,15732070,123850
30204,1351604,18436,0
30205,1311056,11110355,150193
30206,1319168,2179133,23945
30206,1338866,2492076,56741
30213,1315552,33824977,907367
30213,1328380,34777555,516317
30213,1358884,1248089,0
30213,1372122,74888159,971455
30213,1378044,250555,4118
30213,1378324,15821854,112319
30214,1328968,20128325,324764
30214,1372122,498767,28646
30214,1378044,1318654,7587
30215,1328968,13447430,237577
30215,1359724,9469,0
30215,1384288,2118304,60200
30216,1330312,5070826,0
30217,1315026,8486339,0
30217,1327708,1356958,0
30217,1331292,8314331,360805
30217,1333280,4215768,51980
30218,1332384,2237942,2511
30220,1334428,14949515,45587
30220,1347252,1019190,0
30222,1335016,6071319,37518
30223,1325440,3700984,59105
30223,1328296,7700661,19684
30223,1335324,16254794,238176
30223,1338105,229898,0
30223,1374572,23447,0
30224,1335324,19966391,114000
30224,1358296,920671,10065
30228,1309272,1446928,0
30228,1336276,21872426,150080
30228,1347616,7002969,67519
30228,1374572,426954,10660
30230,1339244,18949975,213039
30230,1347252,599124,0
30233,1341596,15743181,44195
30234,1342156,3371495,7119
30234,1347140,878569,0
30236,1342604,7272823,48721
30236,1347616,468649,0
30236,1353004,31059,0
30236,1373704,339157,0
30238,1309272,1268412,0
30238,1341347,8173703,118365
30238,1342604,438892,0
30238,1347616,5412,0
30240,1333280,762032,0
30240,1344340,67514964,1875608
30240,1382132,1824624,0
30241,1344340,41605383,288648
30248,1338105,11453582,991698
30248,1347140,28440849,490966
30250,1347616,63300,0
30251,1348008,8193919,58817
30252,1348624,10056295,238092
30253,1347140,700461,0
30253,1348624,23231454,182141
30253,1373704,7162702,10257
30256,1350596,1298519,57225
30257,1351604,5438641,24984
30258,1352108,4849418,39884
30259,1334428,55646,0
30259,1352668,2339458,9363
30260,1330536,393873,39808
30260,1344508,4784485,0
30260,1353004,8729043,27261
30263,1315552,1080406,0
30263,1325692,7320394,240844
30263,1355020,34453888,499784
30265,1355020,14994022,388010
30268,1315552,115775484,1907559
30268,1328380,8219784,82722
30268,1358884,29459010,485014
30268,1372122,5059869,51526
30269,1359724,65107480,2344347
30269,1378044,134828,0
30274,1365464,8363529,5680
30276,1336528,1936558,29602
30276,1369672,15957376,361137
30276,1369980,29618,0
30276,1377764,2217684,3547
30277,1355020,720794,0
30277,1369980,2480141,17585
30277,1377764,1597719,14075
30281,1373704,27978745,303887
30284,1374572,60955,0
30285,1376112,10772693,311870
30286,1336416,11188155,93117
30286,1346524,2219617,20255
30286,1374768,12435489,247148
30286,1376168,24705711,529998
30288,1319280,3485457,15765
30289,1377764,315334,0
30290,1378044,30679242,966502
30291,1328380,745485,0
30291,1372122,4797038,17579
30291,1378324,22371956,301274
30292,1383084,3389291,9293
30292,1385128,1380957,5098
30293,1383896,5357978,77328
30294,1319280,629230,13038
30294,1330536,5219986,15308
30294,1373784,664474,0
30295,1385128,10878371,207994
30296,1365464,3080168,5707
30296,1372122,5312878,128876
30297,1319280,863441,20312
30297,1330536,18488726,101542
30303,1304000,2685160,0
30305,1304000,16824293,79463
30306,1304000,8832177,78713
30306,1324264,2619548,1609
30306,1356168,369702,5087
30307,1304000,7270972,4466
30307,1322052,20340,0
30307,1324264,4481946,8932
30308,1304000,4137848,0
30309,1304000,8569774,52647
30310,1304000,22248754,19991
30311,1304000,32089442,67380
30311,1372122,171024,0
30312,1304000,8574845,0
30313,1304000,3041964,0
30314,1304000,11814939,0
30315,1304000,29517104,42102
30315,1325720,34461,0
30316,1304000,9837750,0
30316,1335240,6940588,2753
30316,1359080,69422,0
30317,1304000,8155780,96243
30317,1306884,350392,0
30317,1312834,24258,0
30317,1322052,1552,0
30318,1304000,52599476,456029
30319,1304000,2929199,70519
30319,1310944,22868592,237899
30319,1315172,10947,0
30319,1324768,36751,0
30319,1368516,874228,4300
30322,1304000,1203753,0
30322,1324264,13898,0
30324,1304000,10319819,108061
30324,1310944,911315,12507
30324,1356168,2443131,0
30326,1304000,1952273,0
30327,1304000,28748633,624245
30327,1368516,16498989,200521
30328,1368516,33003843,551608
30329,1304000,1283738,62536
30329,1310944,4102701,62390
30329,1315172,505737,9659
30329,1324264,100025,159
30329,1356168,7538241,15169
30331,1304000,47980053,604363
30331,1325720,5286,0
30331,1372122,48057154,1033048
30332,1304000,232646,0
30334,1304000,64316,0
30336,1304000,25926,0
30336,1372122,3890823,44141
30337,1317776,21656363,28639
30337,1325720,152789,4939
30337,1372122,976787,0
30338,1324768,25022440,223379
30338,1368516,502085,0
30339,1349756,27448,0
30339,1368516,1131813,27695
30339,1371492,64815,0
30339,1379612,8044251,271631
30340,1323536,6967447,0
30340,1359735,20969,0
30340,1377652,312081,0
30341,1310944,2385424,0
30341,1315172,16330374,0
30341,1323536,33491,0
30341,1324768,152979,0
30341,1377652,3844,0
30342,1304000,10591654,98137
30342,1368516,12625148,79172
30344,1304000,224491,0
30344,1317776,115638,0
30344,1325720,30927118,28602
30344,1336472,192476,0
30344,1372122,7007,0
30345,1315172,3078052,9823
30345,1377652,473735,0
30346,1324768,2614614,0
30349,1317776,6393915,91418
30349,1325720,6880889,2161
30349,1330536,5183,0
30349,1372122,76904949,414238
30349,1378324,12737293,22109
30350,1324768,185054,0
30350,1368516,32464461,1376381
30354,1304000,17544561,62060
30354,1317776,549022,0
30354,1325720,43784,0
30354,1330536,4150,0
30354,1336472,6039015,0
30360,1323536,5718147,2936
30360,1324768,5725360,345615
30360,1359735,4203562,23676
30363,1304000,639627,0
30401,1355944,7189,0
30401,1356644,1844674,39457
30401,1374964,32578481,942344
30410,1300828,4878855,45909
30410,1301808,940528,0
30410,1338348,5704163,12125
30410,1353508,9353,0
30411,1300996,5074445,140535
30411,1369336,564759,29229
30412,1301808,4917717,16676
30413,1305680,2924750,3277
30415,1311000,8531321,191578
30417,1306688,2192189,66166
30417,1316600,4502507,37594
30417,1321268,1828821,120466
30417,1336024,4893499,284344
30417,1349504,1363401,8342
30420,1317272,1732096,28576
30421,1317832,2641697,35486
30421,1349504,638085,0
30421,1364512,2798,0
30423,1321268,664588,23275
30425,1332188,2041657,17639
30426,1332916,8188230,99060
30427,1333336,18256323,209905
30427,1350820,1567070,20104
30428,1333392,4821862,64622
30429,1336024,401567,0
30434,1347560,9353151,173038
30434,1379416,1740292,958
30436,1348232,20747713,489326
30436,1357232,12036559,230829
30436,1357876,446985,1966
30436,1368600,477498,2216
30436,1379388,1753604,51315
30439,1351072,19419855,480982
30439,1363000,1435413,5243
30441,1351240,5153951,17787
30441,1374348,2036969,10987
30442,1351520,9269756,62328
30442,1360312,2351839,40705
30445,1300828,712549,5573
30445,1353508,10862999,81826
30446,1354992,1943753,1861
30446,1358100,1862062,23085
30448,1356644,1574395,13486
30449,1358100,543518,0
30450,1362216,5183380,166684
30451,1363000,627934,0
30452,1364372,2015724,18315
30453,1364512,19607445,318217
30455,1366444,3136056,70641
30456,1368740,4009934,35295
30457,1371772,11401753,158488
30458,1373256,32705578,693470
30460,1373256,848655,14994
30461,1373256,5247578,97945
30464,1373620,2122121,70462
30467,1338920,4459426,52084
30467,1354992,155541,0
30467,1375160,12891950,190707
30470,1375496,2220484,20960
30471,1312960,6108062,120557
30471,1357232,6266674,174785
30471,1373620,5884435,210376
30471,1377988,9255785,104400
30473,1301808,1521207,48339
30473,1378744,4901984,33221
30474,1338348,2441597,14023
30474,1379388,44579059,909468
30477,1379864,11800643,113718
30501,1331908,36312878,2330746
30504,1331908,20457520,609521
30504,1357260,955364,5627
30506,1331908,4675901,1924002
30507,1331908,24164597,177755
30507,1357260,422150,0
30510,1301948,2936382,1385
30510,1304980,2456954,7777
30510,1363588,5191249,17425
30511,1304980,7981190,6973
30512,1308480,2864003,15764
30513,1308928,6932860,0
30513,1327736,1272878,0
30513,1348428,360108,0
30516,1309656,8419660,76607
30517,1310076,27093354,260392
30518,1311784,37476191,176164
30518,1364792,400560,0
30518,1374180,26451683,90332
30518,1374936,74682,1423
30519,1310076,2041215,0
30519,1311784,8855506,43035
30519,1330340,102087,0
30520,1312932,8084473,15633
30520,1324964,4480101,53443
30520,1345460,26278,0
30521,1313352,8139437,73940
30522,1315844,2940796,17781
30523,1316460,6366176,72282
30523,1375328,11873054,393120
30525,1316656,8773412,10975
30525,1353116,611933,1350
30525,1375580,1915888,0
30527,1316796,7642111,43206
30528,1316824,10039823,36879
30528,1384832,7372601,63848
30529,1319112,30144887,321282
30529,1355468,754494,11560
30530,1319112,1326196,4687
30530,1340840,659634,0
30530,1355468,206305,0
30531,1304980,2583789,16042
30531,1319728,10722717,123105
30531,1353284,828599,4859
30533,1321240,22480445,137763
30534,1321940,22249846,56565
30535,1319728,25621,0
30535,1322304,5809513,75419
30536,1325356,3731960,7293
30536,1327092,238115,0
30537,1322976,4560640,68286
30537,1371282,7709288,79284
30538,1376756,951353,0
30540,1325356,4236004,0
30540,1327092,8770365,0
30541,1327736,1400038,0
30542,1310076,384903,0
30542,1311784,662846,0
30542,1330340,18339865,297962
30542,1357260,6124085,5339
30543,1332860,4998904,4676
30545,1337788,5192903,15860
30545,1368880,51499,0
30546,1338124,4220095,1159518
30546,1375580,751180,55343
30547,1339720,25386508,95216
30548,1310076,4427186,17235
30548,1340056,12512014,122998
30548,1360032,195427,0
30549,1302648,23561422,205866
30549,1341988,55643328,818284
30549,1360032,169474,0
30552,1375328,5073297,596862
30553,1335814,28708793,6771984
30553,1345460,11645480,57457
30553,1364288,1340294,186150
30554,1332860,43710,0
30554,1347896,11177342,28921
30555,1348428,3380982,100645
30557,1304392,3855990,3599
30557,1335814,6230763,0
30557,1350008,6502605,55559
30558,1319112,1436812,6902
30558,1350484,12058151,161473
30559,1348428,156506,0
30559,1351744,3649162,18711
30560,1352724,2029865,16114
30562,1353116,3051062,20152
30563,1353284,5426676,16159
30565,1355468,9287495,28626
30566,1331908,812905,0
30566,1357260,7458372,9488
30567,1341988,2647915,57435
30567,1360032,6989640,103180
30567,1375412,3218556,55324
30568,1353116,1040221,0
30568,1371282,155944,0
30571,1337788,217479,0
30571,1368880,9276143,55476
30571,1384832,725426,3392
30573,1375328,4449791,243616
30575,1360032,521380,3301
30575,1375412,4033230,22284
30576,1376504,2145337,1847
30577,1304392,718784,0
30577,1376756,22771867,172317
30582,1384960,2451708,1530
30601,1340532,3864,0
30607,1302648,255017,0
30619,1303124,4281366,7086
30620,1307612,4491619,55116
30620,1383420,1435939,16658
30621,1308200,2027992,17482
30621,1309488,4864765,32917
30621,1356308,6266180,90758
30621,1380788,108198,0
30622,1309068,6486625,39881
30623,1309488,2528281,6528
30624,1309712,8063482,57142
30624,1324964,3084,0
30625,1311672,2087479,19799
30627,1313212,2605908,8033
30628,1317552,2639206,10445
30629,1319084,8385262,67553
30630,1303124,12763,0
30630,1320288,3017880,22822
30631,1320316,8068159,54841
30631,1369896,1377025,0
30633,1321632,3743887,88572
30633,1340840,1334758,2052
30634,1322724,4323149,18841
30635,1326616,11740258,88111
30641,1333896,4698756,71097
30642,1334876,17890059,172205
30642,1370932,2392910,42058
30642,1382692,2011653,25083
30643,1337144,13048660,32198
30643,1364288,60413083,27532297
30646,1340532,821729,3683
30648,1346188,1419199,0
30650,1309488,131656,0
30650,1333672,2762263,41193
30650,1349196,22749171,190823
30655,1307640,1181324,6073
30655,1333896,72906,0
30655,1352192,27002307,178690
30656,1307640,1878203,4197
30656,1352192,13603709,370945
30660,1363756,2491495,46815
30662,1309712,8601,0
30662,1331320,5531214,46849
30662,1367452,8496285,46821
30663,1367760,8508087,90706
30664,1369896,643814,6398
30665,1370932,750780,35915
30666,1373312,9979722,107628
30667,1350260,5015122,28986
30668,1376532,7126340,97597
30669,1350260,1151193,0
30669,1378380,5108538,76510
30669,1384260,12853894,41562
30673,1363756,161525,3960
30673,1376532,6945,0
30673,1380704,19937390,137704
30677,1380788,8347132,95735
30678,1382692,11364591,100390
30680,1304140,10582,0
30680,1307612,2184121,0
30680,1313184,895573,9937
30680,1367676,3009216,2875
30680,1373312,290535,0
30680,1383420,34009057,1239653
30683,1303124,140740,0
30683,1383728,6784784,69615
30701,1312456,40022589,193617
30701,1364736,2016147,64145
30705,1315508,13767768,23064
30705,1327932,3153474,0
30707,1315984,7331417,32990
30707,1328632,6586186,0
30707,1330956,4778132,0
30710,1317496,12728774,3975
30710,1378996,5782079,0
30720,1321380,27572886,44554
30720,1378996,878301,0
30721,1321380,23317721,0
30721,1378996,2910757,0
30725,1315585,11480081,0
30728,1344312,20942049,0
30730,1348092,1945981,0
30731,1350848,2028043,0
30733,1361684,1870572,0
30734,1328492,35852,0
30734,1363560,2113763,0
30735,1364736,5163888,83855
30736,1330956,7317066,0
30736,1341036,6633365,0
30736,1365324,12794734,0
30738,1381488,938267,0
30739,1366304,7497305,0
30740,1321380,3730193,0
30741,1315585,7737170,0
30741,1328632,12906449,0
30741,1330956,5718436,0
30741,1344900,5883555,32573
30741,1367256,4677544,5613
30741,4722720,33487,0
30742,1330956,18183490,0
30747,1374376,10395076,0
30750,1347336,6886493,0
30750,1381488,5826942,0
30752,1354768,7264635,9964
30752,1377372,8328426,0
30753,1377540,10511999,31691
30755,1321380,137787,0
30755,1365324,201343,0
30755,1377736,5109175,23094
30755,1378996,209162,0
30756,1378996,128454,0
30757,1354768,1537064,0
30757,1382916,8366167,52055
30802,1302536,22840621,20710
30803,1304448,1683424,0
30805,1309040,7386535,23159
30805,1343360,10172,0
30807,1312512,1001986,2878
30808,1322024,2110886,23606
30809,1328044,60282187,3129324
30809,1350036,4579792,0
30810,1326224,266082,0
30810,1332748,2653716,38005
30813,1335716,13654314,33435
30814,1336696,16748090,42274
30815,1338040,50470301,184686
30816,1334176,2185167,70670
30816,1343360,2719017,57978
30817,1346552,9101405,32396
30818,1350176,7465092,0
30820,1326224,212398,0
30820,1351968,3829264,16155
30821,1356560,2109312,26537
30822,1360312,3007186,92501
30823,1373004,4516556,0
30824,1376280,12379326,39261
30828,1312512,1050017,1880
30828,1380592,4939305,43347
30830,1379416,781042,0
30830,1380984,14173194,136229
30833,1350176,1653638,31899
30833,1384456,8115498,17337
30907,1328044,5158229,198773
30907,1350036,32982490,301607
31001,1300184,7916461,96559
31002,1300660,3560804,114828
31002,1355944,1044833,14298
31003,1301500,4179859,0
31005,1380508,10138117,56451
31006,1312120,8407642,43948
31006,1340196,544117,0
31007,1312232,937417,0
31007,1323480,245850,0
31008,1312260,22703866,63055
31008,1314920,28046,0
31008,1331096,376316,0
31008,1380508,7472455,146796
31009,1312344,3246028,83767
31011,1315648,4469668,1083
31012,1315900,2280574,8432
31014,1317328,12192382,454181
31014,1327512,5957990,43079
31015,1319616,26256289,217352
31015,1381208,7344208,74589
31016,1320848,2012879,44757
31016,1368129,22855215,26845
31017,1301500,6143779,57875
31017,1321688,2043477,0
31018,1321800,7903244,9071
31018,1365156,142445,0
31019,1322752,1987890,47045
31020,1349008,13295669,0
31021,1324376,41244850,243375
31021,1324488,54330,1768
31022,1324488,8773568,31872
31023,1325552,16747427,157552
31024,1320550,8367729,1557301
31024,1326084,53117912,265543
31027,1325300,10925435,507602
31028,1314920,7435740,42217
31028,1380508,36293,0
31029,1330732,15218418,11280
31029,1371296,4404224,0
31030,1331096,19146488,37802
31030,1380508,1927504,7060
31031,1333980,13960297,151724
31031,1341540,6710562,1098996
31032,1334512,10197966,24228
31035,1336920,4422184,154136
31035,1365156,1842267,46817
31036,1337396,13909491,18962
31037,1349100,5328018,52718
31039,1340196,5804497,48265
31041,1340812,2590343,25371
31042,1341400,7983105,0
31042,1348848,36701,0
31044,1342100,9467393,31933
31046,1342772,4747941,223526
31047,1360340,6046070,22163
31047,1380508,5109369,33762
31049,1343892,2086720,13319
31050,1344060,510691,0
31051,1346384,965997,0
31052,1349008,96524661,462480
31054,1341400,162338,0
31054,1348848,13387821,476239
31055,1349100,11340171,202180
31055,1369336,1037136,8837
31057,1349924,8091478,84052
31060,1351408,8060847,102601
31061,1336668,12541376,25267
31061,1351492,51794445,417445
31062,1351492,795507,0
31063,1323480,952577,0
31063,1352304,11776164,171290
31064,1352416,10776968,299471
31065,1301500,1533387,7668
31065,1352500,4181073,16200
31066,1344060,127714,0
31066,1349008,1910462,0
31066,1354012,3321460,23327
31067,1357456,3273715,0
31068,1340812,373037,2595
31068,1352304,46352,6908
31068,1357736,5196019,124663
31069,1360340,63821320,314901
31070,1360984,2634593,7685
31071,1361320,5048234,13773
31072,1361544,2074919,0
31072,1369728,2111675,30652
31075,1364680,2719209,18472
31076,1364876,5153855,30377
31077,1364932,8117867,18229
31078,1344060,189438,0
31078,1365856,3856802,43440
31079,1366024,4938856,0
31082,1322108,2112783,177397
31082,1368208,33335997,318433
31083,1369336,2112712,28249
31084,1369728,89373,0
31085,1369784,2291964,7479
31087,1372584,4691146,29685
31088,1380508,48513842,331805
31089,1357456,88089,0
31089,1375888,4586407,38235
31090,1376952,4821917,0
31091,1378156,15652068,99524
31092,1346384,593010,0
31092,1379444,14372491,65071
31093,1314920,2752599,17550
31093,1380508,20727717,190913
31094,1380648,819332,11614
31096,1384512,9490814,205262
31097,1384708,2235914,33849
31098,1380508,3921938,68196
31201,1349008,24248836,618088
31204,1349008,37774496,426394
31206,1349008,69021569,351898
31207,1349008,503812,0
31210,1309152,4657777,113022
31210,1349008,80511239,707436
31211,1349008,21019148,368875
31213,1349008,26043,0
31216,1349008,148577247,1786792
31217,1349008,84140257,1789286
31220,1349008,68344674,7793948
31301,1301472,1723164,100289
31301,1380256,5867449,1914
31302,1308844,33488238,700479
31302,1362104,400902,0
31302,1369000,12764017,338
31305,1321716,41367095,5632984
31312,1335884,8305712,38094
31313,1301472,1112731,8014
31313,1330088,12343158,3485
31313,1335800,2090551,0
31313,1338964,47422880,188187
31313,1380256,3905451,0
31316,1347784,6208641,32490
31320,1351352,16686411,7053
31320,1364960,26045,0
31321,1360004,19791427,110217
31322,1308844,2188070,895
31322,1362104,66184331,483721
31322,1369000,498683,0
31323,1364960,28773071,656588
31324,1311626,7071298,6263
31324,1365044,60982899,2133305
31326,1365296,25241920,0
31326,1372780,180001,0
31328,1378036,7463951,690978
31329,1372780,7801077,0
31331,1320372,11803995,552738
31331,1321716,12926772,1769768
31331,1328016,8366143,122247
31401,1369000,8839698,240007
31404,1369000,17891690,303885
31404,1376364,2351913,253830
31405,1332048,9174871,21594
31405,1362104,85857,0
31405,1369000,37077095,217520
31406,1324876,6372627,1549957
31406,1341484,5078387,832583
31406,1352332,13506622,2303350
31406,1369000,19331296,418270
31407,1308844,16719,0
31407,1332048,8097,0
31407,1362104,282706,3472
31407,1362328,41227319,29843
31407,1369000,24931723,44073
31408,1332048,26212762,192668
31408,1362104,3292834,0
31408,1362328,99376,0
31408,1369000,16118285,48026
31409,1369000,17456889,18522
31410,1375239,3333159,492016
31410,1376364,1126248,310545
31410,1382636,15061206,2151874
31410,1383168,21501445,3484630
31411,1371184,42712304,3546366
31415,1332048,1687295,186755
31415,1369000,12374690,221203
31419,1332482,21344640,1615000
31419,1337910,4496000,182150
31419,1362104,1513453,1128
31419,1369000,105046879,6442833
31419,1379164,1044216,29005
31501,1322080,6383912,67203
31501,1374628,3674309,117718
31501,1380956,17252432,23326
31503,1322080,2308904,13376
31503,1323144,1831010,6907
31503,1380368,7721286,58099
31503,1380956,11990387,179891
31510,1301612,15779091,330711
31510,1366220,3033584,18364
31512,1302060,7900712,218159
31513,1306016,20712211,17449
31513,1334260,2597229,12492
31516,1308284,13121213,198738
31516,1380956,1490607,32356
31518,1310664,3560659,2123
31519,1311504,8407720,293940
31520,1311560,27445686,1626107
31520,1319830,59103,0
31520,1323200,19316631,2199552
31522,1368040,42689636,2650456
31523,1323200,4479503,956620
31523,1328100,669275,0
31523,1373452,4536982,24058
31525,1311560,536481,4647
31525,1319830,11932713,338719
31525,1323200,525628,11190
31525,1328100,1458887,2293
31525,1373452,6615604,32704
31527,1342128,23037817,16132267
31532,1322388,3722716,52616
31533,1323872,26367604,383118
31535,1323872,11023340,231784
31537,1330424,10855786,0
31537,1339692,6472640,987
31537,1343640,5444190,27337
31539,1322388,215098,1952
31539,1334260,1909906,9358
31539,1337564,12258541,196421
31539,1368805,7928259,49468
31542,1339216,8879020,42840
31543,1340028,4791719,10282
31544,1341708,2814945,75684
31545,1342268,21403547,376508
31546,1332132,2486418,34965
31546,1342268,20233102,169798
31548,1343640,57426591,442406
31548,1367984,449234,5211
31549,1347952,4987165,32493
31550,1349588,2237689,38882
31551,1310664,1126074,2298
31551,1350960,2268746,33732
31551,1359500,4406,0
31552,1351576,615874,860
31553,1338292,6943592,13899
31553,1354124,7300829,37340
31554,1355440,5290876,27230
31555,1357540,5250310,10282
31556,1357568,285252,0
31557,1357568,8187816,14111
31557,1359500,6829879,24909
31558,1343640,102277,0
31558,1367984,58660376,5629519
31560,1369448,5585893,56656
31563,1374852,2001892,4230
31565,1380816,14399572,11293
31566,1381012,2377061,4227
31568,1383868,84875,10768
31569,1343640,7969586,85665
31569,1383868,6503200,159827
31601,1317132,5928162,18879
31601,1321744,4652631,144674
31601,1364596,423744,484
31601,1378800,42705191,467855
31602,1364596,104528,0
31602,1378800,32345164,284370
31605,1306968,20041453,171856
31605,1378800,17392175,389590
31606,1321744,3858435,88225
31606,1326156,7085105,0
31606,1378800,373100,2233
31620,1300576,23370324,395817
31620,1314192,361240,40749
31620,1372556,408955,17104
31622,1301024,2660387,0
31623,1302844,1633059,0
31624,1304700,3894528,10338
31625,1353032,13077,0
31626,1309460,5835198,10737
31627,1314192,1040509,982
31629,1323060,3892770,35422
31630,1324796,2027275,0
31630,1326156,65758127,0
31631,1326156,353927650,809409
31631,1328744,7107227,32879
31632,1314192,1072876,4470
31632,1336052,6970436,290635
31634,1302844,2820394,0
31634,1317468,2306388,0
31634,1339748,9046596,44988
31635,1344592,8035535,121643
31636,1321744,3394712,715882
31636,1326156,293989213,178
31636,1344704,3644332,54882
31637,1345936,4127601,78425
31638,1353032,4454266,41674
31639,1354264,12578252,137164
31641,1354404,1975218,8012
31642,1359808,8682745,24420
31643,1363224,10689660,53213
31645,1363728,2968667,2119
31647,1372556,9862583,432818
31648,1326156,50190848,0
31649,1326156,1779550,0
31649,1373760,2934125,9074
31650,1382972,9893868,2088
31698,1378800,388113,2377
31701,1301052,27448166,553185
31705,1301052,42430019,607038
31705,1363084,57033008,277704
31707,1301052,39271921,384488
31709,1302116,18845128,166017
31711,1302116,320520,0
31711,1302256,3573305,18902
31712,1302564,16304055,383083
31714,1303236,12290949,139445
31716,1304840,5054902,0
31719,1302116,10229664,399213
31720,1305708,1802065,80652
31721,1301052,33465693,430908
31722,1307304,1453980,0
31730,1312624,17099785,34608
31738,1319392,2115019,5632
31743,1322472,1930400,0
31743,1346020,118592,0
31744,1323284,3236406,42964
31747,1327008,1801040,10350
31749,1327596,8424628,79421
31750,1329528,23243286,387384
31757,1376224,1040874,0
31763,1345768,12723241,137618
31764,1322472,181849,0
31764,1346020,4466485,8015
31765,1350680,4029551,114867
31768,1331684,2933653,56793
31768,1353060,28207897,256834
31771,1327008,247685,0
31771,1353060,116089,0
31771,1355860,7974315,144668
31773,1357372,2399093,74508
31774,1357428,6591835,20575
31775,1358184,4602192,55687
31778,1305708,57654,0
31778,1359556,4557721,14501
31779,1359976,10560694,0
31780,1361628,2108491,0
31780,1381128,22491541,24900
31781,1362496,4317931,0
31781,1375188,2101,0
31783,1363840,2034718,0
31784,1368096,4749330,4810
31787,1371464,6590126,0
31788,1307304,710045,0
31788,1353060,14849966,167963
31789,1374432,4588431,0
31790,1375104,2568969,57527
31791,1362496,16067,0
31791,1375188,16986959,104116
31792,1376224,37842847,343448
31793,1358184,15603,0
31793,1376476,12307723,237612
31794,1360508,797169,0
31794,1376476,20630899,256575
31794,1378464,1945270,1675
31795,1378100,2040238,28682
31796,1380676,2103363,0
31801,1309768,9029223,23303
31801,1319000,5401406,161143
31803,1311728,8337316,141773
31803,1375692,4106813,20327
31803,1381128,5375791,0
31804,1314024,16766544,68259
31805,1321017,146373544,457522
31806,1326980,8185177,39112
31807,1327064,6273769,257609
31808,1302364,3374461,22072
31808,1319000,29945079,22221
31808,1361376,7097723,57739
31810,1332412,2037867,197
31811,1302364,3250981,327338
31811,1336220,8774573,0
31812,1340196,1146281,0
31812,1342800,6088311,326903
31815,1347980,4096504,43040
31816,1349532,15280196,37683
31820,1319000,64469009,505503
31820,1327064,165563,0
31822,1336220,66480,0
31822,1361124,7973113,270895
31824,1381128,297271868,1470223
31825,1365016,8289159,115273
31825,1381128,112227081,326906
31826,1349532,4704,0
31826,1370428,5670201,69930
31827,1375244,8041548,51794
31829,1319000,29029689,288249
31830,1349532,5469248,55841
31830,1380480,3887284,89329
31831,1380844,8643586,51888
31832,1381128,64193753,340960
31833,1344340,29974,0
31833,1382132,28465451,399851
31836,1383952,2033605,14401
31901,1319000,11383852,701819
31903,1319000,25835671,1160475
31904,1319000,71260133,7801444
31905,1319000,44874339,520840
31905,1321017,191139821,2039743
31906,1319000,17789834,6560
31907,1319000,61766827,200696
31909,1319000,48432667,298832
32003,1222660,41020989,18089000
32008,1208175,2941420,0
32011,1209700,4685075,0
32011,1230750,650458,0
32011,1247787,37984824,0
32024,1237775,1156308,0
32025,1237775,12704493,874287
32025,1275300,3209866,129873
