GEOID,Full Name,State,Time Zone,Time Zone 2
08097,Pitkin County,CO,America/Denver
08099,Prowers County,CO,America/Denver
08101,Pueblo County,CO,America/Denver
08103,Rio Blanco County,CO,America/Denver
08105,Rio Grande County,CO,America/Denver
08107,Routt County,CO,America/Denver
08109,Saguache County,CO,America/Denver
08111,San Juan County,CO,America/Denver
08113,San Miguel County,CO,America/Denver
08115,Sedgwick County,CO,America/Denver
08117,Summit County,CO,America/Denver
08119,Teller County,CO,America/Denver
08121,Washington County,CO,America/Denver
08123,Weld County,CO,America/Denver
08125,Yuma County,CO,America/Denver
09003,Hartford County,CT,America/New_York
09013,Tolland County,CT,America/New_York
09001,Fairfield County,CT,America/New_York
09005,Litchfield County,CT,America/New_York
09007,Middlesex County,CT,America/New_York
09009,New Haven County,CT,America/New_York
09011,New London County,CT,America/New_York
09015,Windham County,CT,America/New_York
10005,Sussex County,DE,America/New_York
10003,New Castle County,DE,America/New_York
10001,Kent County,DE,America/New_York
06017,El Dorado County,CA,America/Los_Angeles
06019,Fresno County,CA,America/Los_Angeles
06021,Glenn County,CA,America/Los_Angeles
06025,Imperial County,CA,America/Los_Angeles
06031,Kings County,CA,America/Los_Angeles
06033,Lake County,CA,America/Los_Angeles
06037,Los Angeles County,CA,America/Los_Angeles
06039,Madera County,CA,America/Los_Angeles
06041,Marin County,CA,America/Los_Angeles
06043,Mariposa County,CA,America/Los_Angeles
06045,Mendocino County,CA,America/Los_Angeles
06047,Merced County,CA,America/Los_Angeles
06049,Modoc County,CA,America/Los_Angeles
06051,Mono County,CA,America/Los_Angeles
06053,Monterey County,CA,America/Los_Angeles
06055,Napa County,CA,America/Los_Angeles
06059,Orange County,CA,America/Los_Angeles
06061,Placer County,CA,America/Los_Angeles
06063,Plumas County,CA,America/Los_Angeles
06065,Riverside County,CA,America/Los_Angeles
06067,Sacramento County,CA,America/Los_Angeles
06069,San Benito County,CA,America/Los_Angeles
06071,San Bernardino County,CA,America/Los_Angeles
06073,San Diego County,CA,America/Los_Angeles
06075,San Francisco County,CA,America/Los_Angeles
06077,San Joaquin County,CA,America/Los_Angeles
06079,San Luis Obispo County,CA,America/Los_Angeles
06081,San Mateo County,CA,America/Los_Angeles
06083,Santa Barbara County,CA,America/Los_Angeles
06085,Santa Clara County,CA,America/Los_Angeles
06087,Santa Cruz County,CA,America/Los_Angeles
06091,Sierra County,CA,America/Los_Angeles
06093,Siskiyou County,CA,America/Los_Angeles
06095,Solano County,CA,America/Los_Angeles
06099,Stanislaus County,CA,America/Los_Angeles
06101,Sutter County,CA,America/Los_Angeles
06105,Trinity County,CA,America/Los_Angeles
06107,Tulare County,CA,America/Los_Angeles
06109,Tuolumne County,CA,America/Los_Angeles
06111,Ventura County,CA,America/Los_Angeles
06113,Yolo County,CA,America/Los_Angeles
06115,Yuba County,CA,America/Los_Angeles
12031,Duval County,FL,America/New_York
12027,DeSoto County,FL,America/New_York
12075,Levy County,FL,America/New_York
12029,Dixie County,FL,America/New_York
12019,Clay County,FL,America/New_York
12131,Walton County,FL,America/Chicago
12123,Taylor County,FL,America/New_York
12121,Suwannee County,FL,America/New_York
12089,Nassau County,FL,America/New_York
12079,Madison County,FL,America/New_York
12067,Lafayette County,FL,America/New_York
12065,Jefferson County,FL,America/New_York
12063,Jackson County,FL,America/Chicago
12059,Holmes County,FL,America/Chicago
12047,Hamilton County,FL,America/New_York
12033,Escambia County,FL,America/Chicago
12005,Bay County,FL,America/Chicago
12101,Pasco County,FL,America/New_York
12119,Sumter County,FL,America/New_York
12115,Sarasota County,FL,America/New_York
12015,Charlotte County,FL,America/New_York
12043,Glades County,FL,America/New_York
12081,Manatee County,FL,America/New_York
12103,Pinellas County,FL,America/New_York
12049,Hardee County,FL,America/New_York
12105,Polk County,FL,America/New_York
12097,Osceola County,FL,America/New_York
12009,Brevard County,FL,America/New_York
12095,Orange County,FL,America/New_York
12053,Hernando County,FL,America/New_York
12017,Citrus County,FL,America/New_York
12011,Broward County,FL,America/New_York
12021,Collier County,FL,America/New_York
12086,Miami-Dade County,FL,America/New_York
12055,Highlands County,FL,America/New_York
12057,Hillsborough County,FL,America/New_York
12071,Lee County,FL,America/New_York
12087,Monroe County,FL,America/New_York
12093,Okeechobee County,FL,America/New_York
12099,Palm Beach County,FL,America/New_York
12133,Washington County,FL,America/Chicago
12041,Gilchrist County,FL,America/New_York
12007,Bradford County,FL,America/New_York
12117,Seminole County,FL,America/New_York
12023,Columbia County,FL,America/New_York
12107,Putnam County,FL,America/New_York
12037,Franklin County,FL,America/New_York
12129,Wakulla County,FL,America/New_York
12125,Union County,FL,America/New_York
12113,Santa Rosa County,FL,America/Chicago
12091,Okaloosa County,FL,America/Chicago
12073,Leon County,FL,America/New_York
12045,Gulf County,FL,America/Chicago,America/New_York
12039,Gadsden County,FL,America/New_York
12013,Calhoun County,FL,America/Chicago
12003,Baker County,FL,America/New_York
12127,Volusia County,FL,America/New_York
12083,Marion County,FL,America/New_York
12061,Indian River County,FL,America/New_York
12051,Hendry County,FL,America/New_York
12109,Saint Johns County,FL,America/New_York
12111,Saint Lucie County,FL,America/New_York
12035,Flagler County,FL,America/New_York
12001,Alachua County,FL,America/New_York
12077,Liberty County,FL,America/New_York
12085,Martin County,FL,America/New_York
12069,Lake County,FL,America/New_York
13019,Berrien County,GA,America/New_York
13045,Carroll County,GA,America/New_York
13077,Coweta County,GA,America/New_York
13145,Harris County,GA,America/New_York
13171,Lamar County,GA,America/New_York
13183,Long County,GA,America/New_York
13185,Lowndes County,GA,America/New_York
13263,Talbot County,GA,America/New_York
13311,White County,GA,America/New_York
13007,Baker County,GA,America/New_York
13043,Candler County,GA,America/New_York
13079,Crawford County,GA,America/New_York
13165,Jenkins County,GA,America/New_York
13207,Monroe County,GA,America/New_York
13225,Peach County,GA,America/New_York
13287,Turner County,GA,America/New_York
13321,Worth County,GA,America/New_York
13177,Lee County,GA,America/New_York
13261,Sumter County,GA,America/New_York
13233,Polk County,GA,America/New_York
13205,Mitchell County,GA,America/New_York
13275,Thomas County,GA,America/New_York
13075,Cook County,GA,America/New_York
13071,Colquitt County,GA,America/New_York
13037,Calhoun County,GA,America/New_York
13201,Miller County,GA,America/New_York
13277,Tift County,GA,America/New_York
13197,Marion County,GA,America/New_York
13249,Schley County,GA,America/New_York
13269,Taylor County,GA,America/New_York
13005,Bacon County,GA,America/New_York
13061,Clay County,GA,America/New_York
13099,Early County,GA,America/New_York
13279,Toombs County,GA,America/New_York
13009,Baldwin County,GA,America/New_York
13169,Jones County,GA,America/New_York
13289,Twiggs County,GA,America/New_York
13315,Wilcox County,GA,America/New_York
13027,Brooks County,GA,America/New_York
13125,Glascock County,GA,America/New_York
13163,Jefferson County,GA,America/New_York
13003,Atkinson County,GA,America/New_York
13109,Evans County,GA,America/New_York
13211,Morgan County,GA,America/New_York
13159,Jasper County,GA,America/New_York
13231,Pike County,GA,America/New_York
13175,Laurens County,GA,America/New_York
13167,Johnson County,GA,America/New_York
13293,Upson County,GA,America/New_York
13319,Wilkinson County,GA,America/New_York
13199,Meriwether County,GA,America/New_York
13193,Macon County,GA,America/New_York
13149,Heard County,GA,America/New_York
13237,Putnam County,GA,America/New_York
13259,Stewart County,GA,America/New_York
13267,Tattnall County,GA,America/New_York
13023,Bleckley County,GA,America/New_York
13069,Coffee County,GA,America/New_York
13083,Dade County,GA,America/New_York
13283,Treutlen County,GA,America/New_York
13107,Emanuel County,GA,America/New_York
13235,Pulaski County,GA,America/New_York
13265,Taliaferro County,GA,America/New_York
13301,Warren County,GA,America/New_York
13105,Elbert County,GA,America/New_York
13033,Burke County,GA,America/New_York
13101,Echols County,GA,America/New_York
13173,Lanier County,GA,America/New_York
13091,Dodge County,GA,America/New_York
13141,Hancock County,GA,America/New_York
13303,Washington County,GA,America/New_York
13133,Greene County,GA,America/New_York
13189,McDuffie County,GA,America/New_York
13073,Columbia County,GA,America/New_York
13229,Pierce County,GA,America/New_York
13001,Appling County,GA,America/New_York
13011,Banks County,GA,America/New_York
13119,Franklin County,GA,America/New_York
13157,Jackson County,GA,America/New_York
13223,Paulding County,GA,America/New_York
13257,Stephens County,GA,America/New_York
13251,Screven County,GA,America/New_York
13103,Effingham County,GA,America/New_York
13031,Bulloch County,GA,America/New_York
13029,Bryan County,GA,America/New_York
13239,Quitman County,GA,America/New_York
13305,Wayne County,GA,America/New_York
13143,Haralson County,GA,America/New_York
13053,Chattahoochee County,GA,America/New_York
13111,Fannin County,GA,America/New_York
13281,Towns County,GA,America/New_York
13095,Dougherty County,GA,America/New_York
13123,Gilmer County,GA,America/New_York
13131,Grady County,GA,America/New_York
13221,Oglethorpe County,GA,America/New_York
13253,Seminole County,GA,America/New_York
13297,Walton County,GA,America/New_York
13317,Wilkes County,GA,America/New_York
13309,Wheeler County,GA,America/New_York
13065,Clinch County,GA,America/New_York
13085,Dawson County,GA,America/New_York
13137,Habersham County,GA,America/New_York
13241,Rabun County,GA,America/New_York
13015,Bartow County,GA,America/New_York
13025,Brantley County,GA,America/New_York
13017,Ben Hill County,GA,America/New_York
13081,Crisp County,GA,America/New_York
13093,Dooly County,GA,America/New_York
13055,Chattooga County,GA,America/New_York
13087,Decatur County,GA,America/New_York
13273,Terrell County,GA,America/New_York
13243,Randolph County,GA,America/New_York
13209,Montgomery County,GA,America/New_York
13307,Webster County,GA,America/New_York
13035,Butts County,GA,America/New_York
13155,Irwin County,GA,America/New_York
13255,Spalding County,GA,America/New_York
13291,Union County,GA,America/New_York
13047,Catoosa County,GA,America/New_York
13313,Whitfield County,GA,America/New_York
13115,Floyd County,GA,America/New_York
13295,Walker County,GA,America/New_York
13129,Gordon County,GA,America/New_York
13219,Oconee County,GA,America/New_York
13191,McIntosh County,GA,America/New_York
13271,Telfair County,GA,America/New_York
13013,Barrow County,GA,America/New_York
13179,Liberty County,GA,America/New_York
13187,Lumpkin County,GA,America/New_York
13215,Muscogee County,GA,America/New_York
13247,Rockdale County,GA,America/New_York
13299,Ware County,GA,America/New_York
13049,Charlton County,GA,America/New_York
13245,Richmond County,GA,America/New_York
15001,Hawaii County,HI,Pacific/Honolulu
15003,Honolulu County,HI,Pacific/Honolulu
15007,Kauai County,HI,Pacific/Honolulu
15009,Maui County,HI,Pacific/Honolulu
16065,Madison County,ID,America/Boise
16067,Minidoka County,ID,America/Boise
16075,Payette County,ID,America/Boise
16077,Power County,ID,America/Boise
16001,Ada County,ID,America/Boise
16003,Adams County,ID,America/Boise
16007,Bear Lake County,ID,America/Boise
16005,Bannock County,ID,America/Boise
16015,Boise County,ID,America/Boise
16017,Bonner County,ID,America/Los_Angeles
16021,Boundary County,ID,America/Los_Angeles
16009,Benewah County,ID,America/Los_Angeles
16029,Caribou County,ID,America/Boise
16019,Bonneville County,ID,America/Boise
16043,Fremont County,ID,America/Boise
16047,Gooding County,ID,America/Boise
16045,Gem County,ID,America/Boise
16041,Franklin County,ID,America/Boise
16057,Latah County,ID,America/Los_Angeles
16061,Lewis County,ID,America/Los_Angeles
16063,Lincoln County,ID,America/Boise
16055,Kootenai County,ID,America/Los_Angeles
16053,Jerome County,ID,America/Boise
16013,Blaine County,ID,America/Boise
16035,Clearwater County,ID,America/Los_Angeles
16031,Cassia County,ID,America/Boise
16049,Idaho County,ID,America/Los_Angeles,America/Boise
16081,Teton County,ID,America/Boise
16083,Twin Falls County,ID,America/Boise
16069,Nez Perce County,ID,America/Los_Angeles
16027,Canyon County,ID,America/Boise
16025,Camas County,ID,America/Boise
16051,Jefferson County,ID,America/Boise
16059,Lemhi County,ID,America/Boise
16033,Clark County,ID,America/Boise
16085,Valley County,ID,America/Boise
16087,Washington County,ID,America/Boise
16037,Custer County,ID,America/Boise
16071,Oneida County,ID,America/Boise
16073,Owyhee County,ID,America/Boise
16039,Elmore County,ID,America/Boise
16011,Bingham County,ID,America/Boise
16023,Butte County,ID,America/Boise
17037,DeKalb County,IL,America/Chicago
17043,Du Page County,IL,America/Chicago
17099,LaSalle County,IL,America/Chicago
17001,Adams County,IL,America/Chicago
17003,Alexander County,IL,America/Chicago
17005,Bond County,IL,America/Chicago
17007,Boone County,IL,America/Chicago
17009,Brown County,IL,America/Chicago
17011,Bureau County,IL,America/Chicago
17013,Calhoun County,IL,America/Chicago
17015,Carroll County,IL,America/Chicago
17017,Cass County,IL,America/Chicago
17019,Champaign County,IL,America/Chicago
17021,Christian County,IL,America/Chicago
17023,Clark County,IL,America/Chicago
17025,Clay County,IL,America/Chicago
17027,Clinton County,IL,America/Chicago
17029,Coles County,IL,America/Chicago
17033,Crawford County,IL,America/Chicago
17035,Cumberland County,IL,America/Chicago
17041,Douglas County,IL,America/Chicago
17045,Edgar County,IL,America/Chicago
17047,Edwards County,IL,America/Chicago
17049,Effingham County,IL,America/Chicago
17051,Fayette County,IL,America/Chicago
17053,Ford County,IL,America/Chicago
17055,Franklin County,IL,America/Chicago
17057,Fulton County,IL,America/Chicago
17059,Gallatin County,IL,America/Chicago
17061,Greene County,IL,America/Chicago
17063,Grundy County,IL,America/Chicago
17065,Hamilton County,IL,America/Chicago
17067,Hancock County,IL,America/Chicago
17069,Hardin County,IL,America/Chicago
17071,Henderson County,IL,America/Chicago
17073,Henry County,IL,America/Chicago
17075,Iroquois County,IL,America/Chicago
17077,Jackson County,IL,America/Chicago
17079,Jasper County,IL,America/Chicago
17081,Jefferson County,IL,America/Chicago
17083,Jersey County,IL,America/Chicago
17085,Jo Daviess County,IL,America/Chicago
17087,Johnson County,IL,America/Chicago
17089,Kane County,IL,America/Chicago
17091,Kankakee County,IL,America/Chicago
17093,Kendall County,IL,America/Chicago
17095,Knox County,IL,America/Chicago
17101,Lawrence County,IL,America/Chicago
17103,Lee County,IL,America/Chicago
17105,Livingston County,IL,America/Chicago
17107,Logan County,IL,America/Chicago
17115,Macon County,IL,America/Chicago
17117,Macoupin County,IL,America/Chicago
17119,Madison County,IL,America/Chicago
17121,Marion County,IL,America/Chicago
17123,Marshall County,IL,America/Chicago
17125,Mason County,IL,America/Chicago
17129,Menard County,IL,America/Chicago
17137,Morgan County,IL,America/Chicago
17147,Piatt County,IL,America/Chicago
17151,Pope County,IL,America/Chicago
17155,Putnam County,IL,America/Chicago
17159,Richland County,IL,America/Chicago
17161,Rock Island County,IL,America/Chicago
17165,Saline County,IL,America/Chicago
17171,Scott County,IL,America/Chicago
17175,Stark County,IL,America/Chicago
17185,Wabash County,IL,America/Chicago
17191,Wayne County,IL,America/Chicago
17193,White County,IL,America/Chicago
17039,De Witt County,IL,America/Chicago
18131,Pulaski County,IN,America/Indiana/Winamac
18135,Randolph County,IN,America/Indiana/Indianapolis
18139,Rush County,IN,America/Indiana/Indianapolis
18173,Warrick County,IN,America/Chicago
18177,Wayne County,IN,America/Indiana/Indianapolis
18179,Wells County,IN,America/Indiana/Indianapolis
18181,White County,IN,America/Indiana/Indianapolis
18017,Cass County,IN,America/Indiana/Indianapolis
18019,Clark County,IN,America/Kentucky/Louisville
18021,Clay County,IN,America/Indiana/Indianapolis
18023,Clinton County,IN,America/Indiana/Indianapolis
18027,Daviess County,IN,America/Indiana/Vincennes
18029,Dearborn County,IN,America/New_York
18031,Decatur County,IN,America/Indiana/Indianapolis
18033,DeKalb County,IN,America/Indiana/Indianapolis
18035,Delaware County,IN,America/Indiana/Indianapolis
18039,Elkhart County,IN,America/Indiana/Indianapolis
18041,Fayette County,IN,America/Indiana/Indianapolis
18043,Floyd County,IN,America/Kentucky/Louisville
18045,Fountain County,IN,America/Indiana/Indianapolis
18047,Franklin County,IN,America/Indiana/Indianapolis
18049,Fulton County,IN,America/Indiana/Indianapolis
18051,Gibson County,IN,America/Chicago
18053,Grant County,IN,America/Indiana/Indianapolis
18057,Hamilton County,IN,America/Indiana/Indianapolis
18059,Hancock County,IN,America/Indiana/Indianapolis
18063,Hendricks County,IN,America/Indiana/Indianapolis
18065,Henry County,IN,America/Indiana/Indianapolis
18067,Howard County,IN,America/Indiana/Indianapolis
18069,Huntington County,IN,America/Indiana/Indianapolis
18075,Jay County,IN,America/Indiana/Indianapolis
18077,Jefferson County,IN,America/Indiana/Indianapolis
18079,Jennings County,IN,America/Indiana/Indianapolis
18081,Johnson County,IN,America/Indiana/Indianapolis
18083,Knox County,IN,America/Indiana/Vincennes
18085,Kosciusko County,IN,America/Indiana/Indianapolis
18087,LaGrange County,IN,America/Indiana/Indianapolis
18183,Whitley County,IN,America/Indiana/Indianapolis
18095,Madison County,IN,America/Indiana/Indianapolis
18097,Marion County,IN,America/Indiana/Indianapolis
18099,Marshall County,IN,America/Indiana/Indianapolis
18103,Miami County,IN,America/Indiana/Indianapolis
18107,Montgomery County,IN,America/Indiana/Indianapolis
18109,Morgan County,IN,America/Indiana/Indianapolis
18111,Newton County,IN,America/Chicago
18113,Noble County,IN,America/Indiana/Indianapolis
18115,Ohio County,IN,America/New_York
18119,Owen County,IN,America/Indiana/Indianapolis
18121,Parke County,IN,America/Indiana/Indianapolis
18125,Pike County,IN,America/Indiana/Petersburg
18127,Porter County,IN,America/Chicago
18129,Posey County,IN,America/Chicago
18133,Putnam County,IN,America/Indiana/Indianapolis
18137,Ripley County,IN,America/Indiana/Indianapolis
18143,Scott County,IN,America/Indiana/Indianapolis
18145,Shelby County,IN,America/Indiana/Indianapolis
18147,Spencer County,IN,America/Chicago
18149,Starke County,IN,America/Indiana/Knox
18151,Steuben County,IN,America/Indiana/Indianapolis
18153,Sullivan County,IN,America/Indiana/Indianapolis
18155,Switzerland County,IN,America/Indiana/Vevay
18157,Tippecanoe County,IN,America/Indiana/Indianapolis
18159,Tipton County,IN,America/Indiana/Indianapolis
18161,Union County,IN,America/Indiana/Indianapolis
18163,Vanderburgh County,IN,America/Chicago
18165,Vermillion County,IN,America/Indiana/Indianapolis
18167,Vigo County,IN,America/Indiana/Indianapolis
18169,Wabash County,IN,America/Indiana/Indianapolis
18171,Warren County,IN,America/Indiana/Indianapolis
18001,Adams County,IN,America/Indiana/Indianapolis
18003,Allen County,IN,America/Indiana/Indianapolis
18007,Benton County,IN,America/Indiana/Indianapolis
18009,Blackford County,IN,America/Indiana/Indianapolis
18011,Boone County,IN,America/Indiana/Indianapolis
18015,Carroll County,IN,America/Indiana/Indianapolis
18073,Jasper County,IN,America/Chicago
18089,Lake County,IN,America/Chicago
18091,LaPorte County,IN,America/Chicago
18175,Washington County,IN,America/Indiana/Indianapolis
18025,Crawford County,IN,America/Indiana/Marengo
18037,Dubois County,IN,America/Indiana/Vincennes
18055,Greene County,IN,America/Indiana/Indianapolis
18061,Harrison County,IN,America/Kentucky/Louisville
18071,Jackson County,IN,America/Indiana/Indianapolis
18101,Martin County,IN,America/Indiana/Vincennes
18105,Monroe County,IN,America/Indiana/Indianapolis
18117,Orange County,IN,America/Indiana/Indianapolis
18123,Perry County,IN,America/Indiana/Tell_City
18005,Bartholomew County,IN,America/Indiana/Indianapolis
18013,Brown County,IN,America/Indiana/Indianapolis
18093,Lawrence County,IN,America/Indiana/Indianapolis
18141,Saint Joseph County,IN,America/Indiana/Indianapolis
19001,Adair County,IA,America/Chicago
19003,Adams County,IA,America/Chicago
19005,Allamakee County,IA,America/Chicago
19007,Appanoose County,IA,America/Chicago
19009,Audubon County,IA,America/Chicago
19011,Benton County,IA,America/Chicago
19013,Black Hawk County,IA,America/Chicago
19015,Boone County,IA,America/Chicago
19017,Bremer County,IA,America/Chicago
19019,Buchanan County,IA,America/Chicago
19021,Buena Vista County,IA,America/Chicago
19023,Butler County,IA,America/Chicago
19025,Calhoun County,IA,America/Chicago
19027,Carroll County,IA,America/Chicago
19029,Cass County,IA,America/Chicago
19031,Cedar County,IA,America/Chicago
19033,Cerro Gordo County,IA,America/Chicago
19035,Cherokee County,IA,America/Chicago
19037,Chickasaw County,IA,America/Chicago
19039,Clarke County,IA,America/Chicago
19043,Clayton County,IA,America/Chicago
19045,Clinton County,IA,America/Chicago
19047,Crawford County,IA,America/Chicago
19049,Dallas County,IA,America/Chicago
