GEOID,Full Name,State,Time Zone,Time Zone 2
04027,Yuma County,AZ,America/Phoenix
04001,Apache County,AZ,America/Denver,America/Denver
04003,Cochise County,AZ,America/Phoenix
04005,Coconino County,AZ,America/Phoenix,America/Denver
04009,Graham County,AZ,America/Phoenix
04015,Mohave County,AZ,America/Phoenix
04019,Pima County,AZ,America/Phoenix
04021,Pinal County,AZ,America/Phoenix
04013,Maricopa County,AZ,America/Phoenix
04007,Gila County,AZ,America/Phoenix
04023,Santa Cruz County,AZ,America/Phoenix
04011,Greenlee County,AZ,America/Phoenix
04017,Navajo County,AZ,America/Phoenix,America/Denver
04025,Yavapai County,AZ,America/Phoenix
04012,La Paz County,AZ,America/Phoenix
05001,Arkansas County,AR,America/Chicago
05003,Ashley County,AR,America/Chicago
05011,Bradley County,AR,America/Chicago
05013,Calhoun County,AR,America/Chicago
05021,Clay County,AR,America/Chicago
05025,Cleveland County,AR,America/Chicago
05027,Columbia County,AR,America/Chicago
05019,Clark County,AR,America/Chicago
05029,Conway County,AR,America/Chicago
05031,Craighead County,AR,America/Chicago
05037,Cross County,AR,America/Chicago
05039,Dallas County,AR,America/Chicago
05041,Desha County,AR,America/Chicago
05043,Drew County,AR,America/Chicago
05045,Faulkner County,AR,America/Chicago
05047,Franklin County,AR,America/Chicago
05049,Fulton County,AR,America/Chicago
05051,Garland County,AR,America/Chicago
05053,Grant County,AR,America/Chicago
05055,Greene County,AR,America/Chicago
05057,Hempstead County,AR,America/Chicago
05059,Hot Spring County,AR,America/Chicago
05065,Izard County,AR,America/Chicago
05067,Jackson County,AR,America/Chicago
05069,Jefferson County,AR,America/Chicago
05071,Johnson County,AR,America/Chicago
05073,Lafayette County,AR,America/Chicago
05075,Lawrence County,AR,America/Chicago
05077,Lee County,AR,America/Chicago
05061,Howard County,AR,America/Chicago
05079,Lincoln County,AR,America/Chicago
05081,Little River County,AR,America/Chicago
05015,Carroll County,AR,America/Chicago
05023,Cleburne County,AR,America/Chicago
05125,Saline County,AR,America/Chicago
05017,Chicot County,AR,America/Chicago
05033,Crawford County,AR,America/Chicago
05035,Crittenden County,AR,America/Chicago
05063,Independence County,AR,America/Chicago
05085,Lonoke County,AR,America/Chicago
05087,Madison County,AR,America/Chicago
05091,Miller County,AR,America/Chicago
05095,Monroe County,AR,America/Chicago
05097,Montgomery County,AR,America/Chicago
05099,Nevada County,AR,America/Chicago
05103,Ouachita County,AR,America/Chicago
05105,Perry County,AR,America/Chicago
05107,Phillips County,AR,America/Chicago
05109,Pike County,AR,America/Chicago
05111,Poinsett County,AR,America/Chicago
05113,Polk County,AR,America/Chicago
05117,Prairie County,AR,America/Chicago
05119,Pulaski County,AR,America/Chicago
05121,Randolph County,AR,America/Chicago
05127,Scott County,AR,America/Chicago
05129,Searcy County,AR,America/Chicago
05131,Sebastian County,AR,America/Chicago
05133,Sevier County,AR,America/Chicago
05135,Sharp County,AR,America/Chicago
05005,Baxter County,AR,America/Chicago
05007,Benton County,AR,America/Chicago
05009,Boone County,AR,America/Chicago
05089,Marion County,AR,America/Chicago
05093,Mississippi County,AR,America/Chicago
05101,Newton County,AR,America/Chicago
05115,Pope County,AR,America/Chicago
05137,Stone County,AR,America/Chicago
05139,Union County,AR,America/Chicago
05141,Van Buren County,AR,America/Chicago
05143,Washington County,AR,America/Chicago
05145,White County,AR,America/Chicago
05147,Woodruff County,AR,America/Chicago
05149,Yell County,AR,America/Chicago
05083,Logan County,AR,America/Chicago
05123,Saint Francis County,AR,America/Chicago
01001,Autauga County,AL,America/Chicago
01003,Baldwin County,AL,America/Chicago
01005,Barbour County,AL,America/Chicago
01007,Bibb County,AL,America/Chicago
01009,Blount County,AL,America/Chicago
01011,Bullock County,AL,America/Chicago
01013,Butler County,AL,America/Chicago
01015,Calhoun County,AL,America/Chicago
01017,Chambers County,AL,America/Chicago
01019,Cherokee County,AL,America/Chicago
01021,Chilton County,AL,America/Chicago
01023,Choctaw County,AL,America/Chicago
01025,Clarke County,AL,America/Chicago
01027,Clay County,AL,America/Chicago
01029,Cleburne County,AL,America/Chicago
01031,Coffee County,AL,America/Chicago
01033,Colbert County,AL,America/Chicago
01035,Conecuh County,AL,America/Chicago
01037,Coosa County,AL,America/Chicago
01039,Covington County,AL,America/Chicago
01041,Crenshaw County,AL,America/Chicago
01043,Cullman County,AL,America/Chicago
01045,Dale County,AL,America/Chicago
01047,Dallas County,AL,America/Chicago
01049,DeKalb County,AL,America/Chicago
01051,Elmore County,AL,America/Chicago
01053,Escambia County,AL,America/Chicago
01055,Etowah County,AL,America/Chicago
01057,Fayette County,AL,America/Chicago
01059,Franklin County,AL,America/Chicago
01061,Geneva County,AL,America/Chicago
01063,Greene County,AL,America/Chicago
01065,Hale County,AL,America/Chicago
01067,Henry County,AL,America/Chicago
01069,Houston County,AL,America/Chicago
01071,Jackson County,AL,America/Chicago
01073,Jefferson County,AL,America/Chicago
01075,Lamar County,AL,America/Chicago
01077,Lauderdale County,AL,America/Chicago
01079,Lawrence County,AL,America/Chicago
01081,Lee County,AL,America/Chicago
01083,Limestone County,AL,America/Chicago
01085,Lowndes County,AL,America/Chicago
01087,Macon County,AL,America/Chicago
01089,Madison County,AL,America/Chicago
01091,Marengo County,AL,America/Chicago
01093,Marion County,AL,America/Chicago
01095,Marshall County,AL,America/Chicago
01097,Mobile County,AL,America/Chicago
01099,Monroe County,AL,America/Chicago
01101,Montgomery County,AL,America/Chicago
01103,Morgan County,AL,America/Chicago
01105,Perry County,AL,America/Chicago
01107,Pickens County,AL,America/Chicago
01109,Pike County,AL,America/Chicago
01111,Randolph County,AL,America/Chicago
01113,Russell County,AL,America/Chicago
01117,Shelby County,AL,America/Chicago
01119,Sumter County,AL,America/Chicago
01121,Talladega County,AL,America/Chicago
01123,Tallapoosa County,AL,America/Chicago
01125,Tuscaloosa County,AL,America/Chicago
01127,Walker County,AL,America/Chicago
01129,Washington County,AL,America/Chicago
01131,Wilcox County,AL,America/Chicago
01133,Winston County,AL,America/Chicago
01115,Saint Clair County,AL,America/Chicago
08001,Adams County,CO,America/Denver
08003,Alamosa County,CO,America/Denver
08005,Arapahoe County,CO,America/Denver
08007,Archuleta County,CO,America/Denver
08009,Baca County,CO,America/Denver
08011,Bent County,CO,America/Denver
08013,Boulder County,CO,America/Denver
08015,Chaffee County,CO,America/Denver
08017,Cheyenne County,CO,America/Denver
08019,Clear Creek County,CO,America/Denver
08021,Conejos County,CO,America/Denver
08023,Costilla County,CO,America/Denver
08025,Crowley County,CO,America/Denver
08027,Custer County,CO,America/Denver
08029,Delta County,CO,America/Denver
08031,Denver County,CO,America/Denver
08033,Dolores County,CO,America/Denver
08035,Douglas County,CO,America/Denver
08037,Eagle County,CO,America/Denver
08041,El Paso County,CO,America/Denver
08039,Elbert County,CO,America/Denver
08043,Fremont County,CO,America/Denver
08045,Garfield County,CO,America/Denver
08047,Gilpin County,CO,America/Denver
08049,Grand County,CO,America/Denver
08051,Gunnison County,CO,America/Denver
08053,Hinsdale County,CO,America/Denver
08055,Huerfano County,CO,America/Denver
08057,Jackson County,CO,America/Denver
08059,Jefferson County,CO,America/Denver
08061,Kiowa County,CO,America/Denver
08063,Kit Carson County,CO,America/Denver
08067,La Plata County,CO,America/Denver
08065,Lake County,CO,America/Denver
08069,Larimer County,CO,America/Denver
08071,Las Animas County,CO,America/Denver
08073,Lincoln County,CO,America/Denver
08075,Logan County,CO,America/Denver
08077,Mesa County,CO,America/Denver
08079,Mineral County,CO,America/Denver
08081,Moffat County,CO,America/Denver
08083,Montezuma County,CO,America/Denver
08085,Montrose County,CO,America/Denver
08087,Morgan County,CO,America/Denver
08089,Otero County,CO,America/Denver
08091,Ouray County,CO,America/Denver
08093,Park County,CO,America/Denver
08095,Phillips County,CO,America/Denver
