"GEO_ID","NAME","B01003_001E","B01003_001M",
"0500000US05089","Marion County, Arkansas","16905","*****",
"0500000US05091","Miller County, Arkansas","42682","*****",
"0500000US05093","Mississippi County, Arkansas","40361","*****",
"0500000US05095","Monroe County, Arkansas","6787","*****",
"0500000US05097","Montgomery County, Arkansas","8555","*****",
"0500000US05099","Nevada County, Arkansas","8292","*****",
"0500000US05101","Newton County, Arkansas","7243","*****",
"0500000US05103","Ouachita County, Arkansas","22606","*****",
"0500000US05105","Perry County, Arkansas","10055","*****",
"0500000US05107","Phillips County, Arkansas","16373","*****",
"0500000US05109","Pike County, Arkansas","10205","*****",
"0500000US05111","Poinsett County, Arkansas","22997","*****",
"0500000US05113","Polk County, Arkansas","19384","*****",
"0500000US05115","Pope County, Arkansas","63475","*****",
"0500000US05117","Prairie County, Arkansas","8217","*****",
"0500000US05119","Pulaski County, Arkansas","398322","*****",
"0500000US05121","Randolph County, Arkansas","18619","*****",
"0500000US05123","St. Francis County, Arkansas","23138","*****",
"0500000US05125","Saline County, Arkansas","123988","*****",
"0500000US05127","Scott County, Arkansas","9871","*****",
"0500000US05129","Searcy County, Arkansas","7880","*****",
"0500000US05131","Sebastian County, Arkansas","128184","*****",
"0500000US05133","Sevier County, Arkansas","15913","*****",
"0500000US05135","Sharp County, Arkansas","17422","*****",
"0500000US05137","Stone County, Arkansas","12393","*****",
"0500000US05139","Union County, Arkansas","38815","*****",
"0500000US05141","Van Buren County, Arkansas","15900","*****",
"0500000US05143","Washington County, Arkansas","247331","*****",
"0500000US05145","White County, Arkansas","77118","*****",
"0500000US05147","Woodruff County, Arkansas","6259","*****",
"0500000US05149","Yell County, Arkansas","20342","*****",
"0500000US06001","Alameda County, California","1663823","*****",
"0500000US06003","Alpine County, California","1515","206",
"0500000US06005","Amador County, California","40577","*****",
"0500000US06007","Butte County, California","213605","*****",
"0500000US06009","Calaveras County, California","45674","*****",
"0500000US06011","Colusa County, California","21811","*****",
"0500000US06013","Contra Costa County, California","1162648","*****",
"0500000US06015","Del Norte County, California","27462","*****",
"0500000US06017","El Dorado County, California","191713","*****",
"0500000US06019","Fresno County, California","1008280","*****",
"0500000US06021","Glenn County, California","28657","*****",
"0500000US06023","Humboldt County, California","136132","*****",
"0500000US06025","Imperial County, California","179578","*****",
"0500000US06027","Inyo County, California","18829","*****",
"0500000US06029","Kern County, California","906883","*****",
"0500000US06031","Kings County, California","152515","*****",
"0500000US06033","Lake County, California","68024","*****",
"0500000US06035","Lassen County, California","31873","*****",
"0500000US06037","Los Angeles County, California","9936690","*****",
"0500000US06039","Madera County, California","157243","*****",
"0500000US06041","Marin County, California","260485","*****",
"0500000US06043","Mariposa County, California","17130","*****",
"0500000US06045","Mendocino County, California","91145","*****",
"0500000US06047","Merced County, California","282290","*****",
"0500000US06049","Modoc County, California","8651","*****",
"0500000US06051","Mono County, California","13219","*****",
"0500000US06053","Monterey County, California","437609","*****",
"0500000US06055","Napa County, California","137384","*****",
"0500000US06057","Nevada County, California","102322","*****",
"0500000US06059","Orange County, California","3175227","*****",
"0500000US06061","Placer County, California","406608","*****",
"0500000US06063","Plumas County, California","19650","*****",
"0500000US06065","Riverside County, California","2429487","*****",
"0500000US06067","Sacramento County, California","1579211","*****",
"0500000US06069","San Benito County, California","64753","*****",
"0500000US06071","San Bernardino County, California","2180563","*****",
"0500000US06073","San Diego County, California","3289701","*****",
"0500000US06075","San Francisco County, California","851036","*****",
"0500000US06077","San Joaquin County, California","779445","*****",
"0500000US06079","San Luis Obispo County, California","281712","*****",
"0500000US06081","San Mateo County, California","754250","*****",
"0500000US06083","Santa Barbara County, California","445213","*****",
"0500000US06085","Santa Clara County, California","1916831","*****",
"0500000US06087","Santa Cruz County, California","268571","*****",
"0500000US06089","Shasta County, California","181852","*****",
"0500000US06091","Sierra County, California","2916","206",
"0500000US06093","Siskiyou County, California","44049","*****",
"0500000US06095","Solano County, California","450995","*****",
"0500000US06097","Sonoma County, California","488436","*****",
"0500000US06099","Stanislaus County, California","552063","*****",
"0500000US06101","Sutter County, California","99101","*****",
"0500000US06103","Tehama County, California","65484","*****",
"0500000US06105","Trinity County, California","15889","*****",
"0500000US06107","Tulare County, California","473446","*****",
"0500000US06109","Tuolumne County, California","54993","*****",
"0500000US06111","Ventura County, California","842009","*****",
"0500000US06113","Yolo County, California","217141","*****",
"0500000US06115","Yuba County, California","81705","*****",
"0500000US08001","Adams County, Colorado","520149","*****",
"0500000US08003","Alamosa County, Colorado","16460","*****",
"0500000US08005","Arapahoe County, Colorado","654453","*****",
"0500000US08007","Archuleta County, Colorado","13509","*****",
"0500000US08009","Baca County, Colorado","3496","*****",
"0500000US08011","Bent County, Colorado","5561","*****",
"0500000US08013","Boulder County, Colorado","328658","*****",
"0500000US08014","Broomfield County, Colorado","73946","*****",
"0500000US08015","Chaffee County, Colorado","19564","*****",
"0500000US08017","Cheyenne County, Colorado","1726","140",
"0500000US08019","Clear Creek County, Colorado","9403","*****",
"0500000US08021","Conejos County, Colorado","7553","*****",
"0500000US08023","Costilla County, Colorado","3534","*****",
"0500000US08025","Crowley County, Colorado","5782","*****",
"0500000US08027","Custer County, Colorado","4885","*****",
"0500000US08029","Delta County, Colorado","31173","*****",
"0500000US08031","Denver County, Colorado","710800","*****",
"0500000US08033","Dolores County, Colorado","2329","*****",
"0500000US08035","Douglas County, Colorado","360206","*****",
"0500000US08037","Eagle County, Colorado","55650","*****",
"0500000US08039","Elbert County, Colorado","26457","*****",
"0500000US08041","El Paso County, Colorado","730323","*****",
"0500000US08043","Fremont County, Colorado","49107","*****",
"0500000US08045","Garfield County, Colorado","61683","*****",
"0500000US08047","Gilpin County, Colorado","5856","*****",
"0500000US08049","Grand County, Colorado","15724","*****",
"0500000US08051","Gunnison County, Colorado","17018","*****",
"0500000US08053","Hinsdale County, Colorado","911","129",
"0500000US08055","Huerfano County, Colorado","6896","*****",
"0500000US08057","Jackson County, Colorado","1440","138",
"0500000US08059","Jefferson County, Colorado","580519","*****",
"0500000US08061","Kiowa County, Colorado","1347","138",
"0500000US08063","Kit Carson County, Colorado","7039","*****",
"0500000US08065","Lake County, Colorado","7403","*****",
"0500000US08067","La Plata County, Colorado","55983","*****",
"0500000US08069","Larimer County, Colorado","359363","*****",
"0500000US08071","Las Animas County, Colorado","14422","*****",
"0500000US08073","Lincoln County, Colorado","5583","*****",
"0500000US08075","Logan County, Colorado","21302","*****",
"0500000US08077","Mesa County, Colorado","156131","*****",
"0500000US08079","Mineral County, Colorado","794","114",
"0500000US08081","Moffat County, Colorado","13232","*****",
"0500000US08083","Montezuma County, Colorado","26070","*****",
"0500000US08085","Montrose County, Colorado","42823","*****",
"0500000US08087","Morgan County, Colorado","29045","*****",
"0500000US08089","Otero County, Colorado","18580","*****",
"0500000US08091","Ouray County, Colorado","4936","*****",
"0500000US08093","Park County, Colorado","17597","*****",
"0500000US08095","Phillips County, Colorado","4493","*****",
"0500000US08097","Pitkin County, Colorado","17325","*****",
"0500000US08099","Prowers County, Colorado","11968","*****",
"0500000US08101","Pueblo County, Colorado","168135","*****",
"0500000US08103","Rio Blanco County, Colorado","6511","*****",
"0500000US08105","Rio Grande County, Colorado","11442","*****",
"0500000US08107","Routt County, Colorado","24944","*****",
"0500000US08109","Saguache County, Colorado","6454","*****",
"0500000US08111","San Juan County, Colorado","690","133",
"0500000US08113","San Miguel County, Colorado","8082","*****",
"0500000US08115","Sedgwick County, Colorado","2391","140",
"0500000US08117","Summit County, Colorado","30955","*****",
"0500000US08119","Teller County, Colorado","24758","*****",
"0500000US08121","Washington County, Colorado","4817","*****",
"0500000US08123","Weld County, Colorado","331466","*****",
"0500000US08125","Yuma County, Colorado","9938","*****",
"0500000US09110","Capitol Planning Region, Connecticut","977165","*****",
"0500000US09120","Greater Bridgeport Planning Region, Connecticut","326381","*****",
"0500000US09130","Lower Connecticut River Valley Planning Region, Connecticut","175244","*****",
"0500000US09140","Naugatuck Valley Planning Region, Connecticut","451887","*****",
"0500000US09150","Northeastern Connecticut Planning Region, Connecticut","95687","*****",
"0500000US09160","Northwest Hills Planning Region, Connecticut","112696","*****",
"0500000US09170","South Central Connecticut Planning Region, Connecticut","571298","*****",
"0500000US09180","Southeastern Connecticut Planning Region, Connecticut","280293","*****",
"0500000US09190","Western Connecticut Planning Region, Connecticut","620666","*****",
"0500000US10001","Kent County, Delaware","182400","*****",
"0500000US10003","New Castle County, Delaware","570567","*****",
"0500000US10005","Sussex County, Delaware","240668","*****",
"0500000US11001","District of Columbia, District of Columbia","670587","*****",
"0500000US12001","Alachua County, Florida","279729","*****",
"0500000US12003","Baker County, Florida","27969","*****",
"0500000US12005","Bay County, Florida","181055","*****",
"0500000US12007","Bradford County, Florida","27816","*****",
"0500000US12009","Brevard County, Florida","610723","*****",
"0500000US12011","Broward County, Florida","1940907","*****",
"0500000US12013","Calhoun County, Florida","13753","*****",
"0500000US12015","Charlotte County, Florida","189900","*****",
"0500000US12017","Citrus County, Florida","155173","*****",
"0500000US12019","Clay County, Florida","219650","*****",
"0500000US12021","Collier County, Florida","380221","*****",
"0500000US12023","Columbia County, Florida","69832","*****",
"0500000US12027","DeSoto County, Florida","34258","*****",
"0500000US12029","Dixie County, Florida","16737","*****",
"0500000US12031","Duval County, Florida","995708","*****",
"0500000US12033","Escambia County, Florida","321296","*****",
"0500000US12035","Flagler County, Florida","117515","*****",
"0500000US12037","Franklin County, Florida","12276","*****",
"0500000US12039","Gadsden County, Florida","43746","*****",
"0500000US12041","Gilchrist County, Florida","18070","*****",
"0500000US12043","Glades County, Florida","12179","*****",
"0500000US12045","Gulf County, Florida","15002","*****",
"0500000US12047","Hamilton County, Florida","13492","*****",
"0500000US12049","Hardee County, Florida","25528","*****",
"0500000US12051","Hendry County, Florida","39902","*****",
"0500000US12053","Hernando County, Florida","196621","*****",
"0500000US12055","Highlands County, Florida","102339","*****",
"0500000US12057","Hillsborough County, Florida","1468560","*****",
"0500000US12059","Holmes County, Florida","19529","*****",
"0500000US12061","Indian River County, Florida","160986","*****",
"0500000US12063","Jackson County, Florida","47704","*****",
"0500000US12065","Jefferson County, Florida","14458","*****",
"0500000US12067","Lafayette County, Florida","8107","*****",
"0500000US12069","Lake County, Florida","386829","*****",
"0500000US12071","Lee County, Florida","772902","*****",
"0500000US12073","Leon County, Florida","294128","*****",
"0500000US12075","Levy County, Florida","43268","*****",
"0500000US12077","Liberty County, Florida","7704","*****",
"0500000US12079","Madison County, Florida","17986","*****",
"0500000US12081","Manatee County, Florida","405069","*****",
"0500000US12083","Marion County, Florida","378225","*****",
"0500000US12085","Martin County, Florida","159399","*****",
"0500000US12086","Miami-Dade County, Florida","2688237","*****",
"0500000US12087","Monroe County, Florida","82044","*****",
"0500000US12089","Nassau County, Florida","91538","*****",
"0500000US12091","Okaloosa County, Florida","212021","*****",
"0500000US12093","Okeechobee County, Florida","39870","*****",
"0500000US12095","Orange County, Florida","1427403","*****",
"0500000US12097","Osceola County, Florida","393745","*****",
"0500000US12099","Palm Beach County, Florida","1494805","*****",
"0500000US12101","Pasco County, Florida","569211","*****",
"0500000US12103","Pinellas County, Florida","959918","*****",
"0500000US12105","Polk County, Florida","736229","*****",
"0500000US12107","Putnam County, Florida","73604","*****",
"0500000US12109","St. Johns County, Florida","278722","*****",
"0500000US12111","St. Lucie County, Florida","334682","*****",
"0500000US12113","Santa Rosa County, Florida","188994","*****",
"0500000US12115","Sarasota County, Florida","439392","*****",
"0500000US12117","Seminole County, Florida","471321","*****",
"0500000US12119","Sumter County, Florida","131832","*****",
"0500000US12121","Suwannee County, Florida","43881","*****",
"0500000US12123","Taylor County, Florida","21421","*****",
"0500000US12125","Union County, Florida","15524","*****",
"0500000US12127","Volusia County, Florida","558520","*****",
"0500000US12129","Wakulla County, Florida","33732","*****",
"0500000US12131","Walton County, Florida","76618","*****",
"0500000US12133","Washington County, Florida","25014","*****",
"0500000US13001","Appling County, Georgia","18441","*****",
"0500000US13003","Atkinson County, Georgia","8265","*****",
"0500000US13005","Bacon County, Georgia","11138","*****",
"0500000US13007","Baker County, Georgia","2878","*****",
"0500000US13009","Baldwin County, Georgia","43778","*****",
"0500000US13011","Banks County, Georgia","18381","*****",
"0500000US13013","Barrow County, Georgia","84399","*****",
"0500000US13015","Bartow County, Georgia","109410","*****",
"0500000US13017","Ben Hill County, Georgia","17169","*****",
"0500000US13019","Berrien County, Georgia","18187","*****",
"0500000US13021","Bibb County, Georgia","156554","*****",
"0500000US13023","Bleckley County, Georgia","12413","*****",
"0500000US13025","Brantley County, Georgia","18105","*****",
"0500000US13027","Brooks County, Georgia","16275","*****",
"0500000US13029","Bryan County, Georgia","44995","*****",
"0500000US13031","Bulloch County, Georgia","79829","*****",
"0500000US13033","Burke County, Georgia","24337","*****",
"0500000US13035","Butts County, Georgia","25522","*****",
"0500000US13037","Calhoun County, Georgia","5594","*****",
"0500000US13039","Camden County, Georgia","55105","*****",
"0500000US13043","Candler County, Georgia","10946","*****",
"0500000US13045","Carroll County, Georgia","120060","*****",
"0500000US13047","Catoosa County, Georgia","68052","*****",
"0500000US13049","Charlton County, Georgia","12547","*****",
"0500000US13051","Chatham County, Georgia","296266","*****",
"0500000US13053","Chattahoochee County, Georgia","9402","*****",
"0500000US13055","Chattooga County, Georgia","24902","*****",
"0500000US13057","Cherokee County, Georgia","268567","*****",
"0500000US13059","Clarke County, Georgia","128864","*****",
"0500000US13061","Clay County, Georgia","2855","*****",
"0500000US13063","Clayton County, Georgia","296312","*****",
"0500000US13065","Clinch County, Georgia","6713","*****",
"0500000US13067","Cobb County, Georgia","765813","*****",
"0500000US13069","Coffee County, Georgia","43056","*****",
"0500000US13071","Colquitt County, Georgia","45813","*****",
"0500000US13073","Columbia County, Georgia","156921","*****",
"0500000US13075","Cook County, Georgia","17242","*****",
"0500000US13077","Coweta County, Georgia","147449","*****",
"0500000US13079","Crawford County, Georgia","12156","*****",
"0500000US13081","Crisp County, Georgia","20255","*****",
"0500000US13083","Dade County, Georgia","16239","*****",
"0500000US13085","Dawson County, Georgia","27355","*****",
"0500000US13087","Decatur County, Georgia","29063","*****",
"0500000US13089","DeKalb County, Georgia","761209","*****",
"0500000US13091","Dodge County, Georgia","19977","*****",
"0500000US13093","Dooly County, Georgia","11236","*****",
"0500000US13095","Dougherty County, Georgia","85038","*****",
"0500000US13097","Douglas County, Georgia","144735","*****",
"0500000US13099","Early County, Georgia","10753","*****",
"0500000US13101","Echols County, Georgia","3707","*****",
"0500000US13103","Effingham County, Georgia","65314","*****",
"0500000US13105","Elbert County, Georgia","19570","*****",
"0500000US13107","Emanuel County, Georgia","22907","*****",
"0500000US13109","Evans County, Georgia","10759","*****",
"0500000US13111","Fannin County, Georgia","25436","*****",
"0500000US13113","Fayette County, Georgia","119259","*****",
"0500000US13115","Floyd County, Georgia","98541","*****",
"0500000US13117","Forsyth County, Georgia","253225","*****",
"0500000US13119","Franklin County, Georgia","23480","*****",
"0500000US13121","Fulton County, Georgia","1061944","*****",
"0500000US13123","Gilmer County, Georgia","31519","*****",
"0500000US13125","Glascock County, Georgia","2903","*****",
"0500000US13127","Glynn County, Georgia","84566","*****",
"0500000US13129","Gordon County, Georgia","57785","*****",
"0500000US13131","Grady County, Georgia","26075","*****",
"0500000US13133","Greene County, Georgia","19020","*****",
"0500000US13135","Gwinnett County, Georgia","957977","*****",
"0500000US13137","Habersham County, Georgia","46326","*****",
"0500000US13139","Hall County, Georgia","204953","*****",
"0500000US13141","Hancock County, Georgia","8588","*****",
"0500000US13143","Haralson County, Georgia","30178","*****",
"0500000US13145","Harris County, Georgia","34914","*****",
"0500000US13147","Hart County, Georgia","26110","*****",
"0500000US13149","Heard County, Georgia","11489","*****",
"0500000US13151","Henry County, Georgia","240853","*****",
"0500000US13153","Houston County, Georgia","164117","*****",
"0500000US13155","Irwin County, Georgia","9487","*****",
"0500000US13157","Jackson County, Georgia","77033","*****",
"0500000US13159","Jasper County, Georgia","14882","*****",
"0500000US13161","Jeff Davis County, Georgia","14791","*****",
"0500000US13163","Jefferson County, Georgia","15591","*****",
"0500000US13165","Jenkins County, Georgia","8704","*****",
"0500000US13167","Johnson County, Georgia","9225","*****",
"0500000US13169","Jones County, Georgia","28382","*****",
"0500000US13171","Lamar County, Georgia","18676","*****",
"0500000US13173","Lanier County, Georgia","9964","*****",
"0500000US13175","Laurens County, Georgia","49407","*****",
"0500000US13177","Lee County, Georgia","32968","*****",
"0500000US13179","Liberty County, Georgia","65550","*****",
"0500000US13181","Lincoln County, Georgia","7726","*****",
"0500000US13183","Long County, Georgia","16804","*****",
"0500000US13185","Lowndes County, Georgia","118257","*****",
"0500000US13187","Lumpkin County, Georgia","33405","*****",
"0500000US13189","McDuffie County, Georgia","21715","*****",
"0500000US13191","McIntosh County, Georgia","11183","*****",
"0500000US13193","Macon County, Georgia","12099","*****",
"0500000US13195","Madison County, Georgia","30378","*****",
"0500000US13197","Marion County, Georgia","7508","*****",
"0500000US13199","Meriwether County, Georgia","20679","*****",
"0500000US13201","Miller County, Georgia","5923","*****",
"0500000US13205","Mitchell County, Georgia","21634","*****",
"0500000US13207","Monroe County, Georgia","28287","*****",
"0500000US13209","Montgomery County, Georgia","8687","*****",
"0500000US13211","Morgan County, Georgia","20171","*****",
"0500000US13213","Murray County, Georgia","40063","*****",
"0500000US13215","Muscogee County, Georgia","204572","*****",
"0500000US13217","Newton County, Georgia","113298","*****",
"0500000US13219","Oconee County, Georgia","41978","*****",
"0500000US13221","Oglethorpe County, Georgia","14974","*****",
"0500000US13223","Paulding County, Georgia","169898","*****",
"0500000US13225","Peach County, Georgia","28054","*****",
"0500000US13227","Pickens County, Georgia","33439","*****",
"0500000US13229","Pierce County, Georgia","19822","*****",
"0500000US13231","Pike County, Georgia","19145","*****",
"0500000US13233","Polk County, Georgia","43019","*****",
"0500000US13235","Pulaski County, Georgia","9887","*****",
"0500000US13237","Putnam County, Georgia","22206","*****",
"0500000US13239","Quitman County, Georgia","2180","273",
"0500000US13241","Rabun County, Georgia","16915","*****",
"0500000US13243","Randolph County, Georgia","6365","*****",
"0500000US13245","Richmond County, Georgia","206153","*****",
"0500000US13247","Rockdale County, Georgia","93641","*****",
"0500000US13249","Schley County, Georgia","4565","*****",
"0500000US13251","Screven County, Georgia","14026","*****",
"0500000US13253","Seminole County, Georgia","9117","*****",
"0500000US13255","Spalding County, Georgia","67415","*****",
"0500000US13257","Stephens County, Georgia","26732","*****",
"0500000US13259","Stewart County, Georgia","5121","*****",
"0500000US13261","Sumter County, Georgia","29378","*****",
"0500000US13263","Talbot County, Georgia","5793","*****",
"0500000US13265","Taliaferro County, Georgia","1635","273",
"0500000US13267","Tattnall County, Georgia","24309","*****",
"0500000US13269","Taylor County, Georgia","7799","*****",
"0500000US13271","Telfair County, Georgia","12619","*****",
"0500000US13273","Terrell County, Georgia","9004","*****",
"0500000US13275","Thomas County, Georgia","45665","*****",
"0500000US13277","Tift County, Georgia","41247","*****",
"0500000US13279","Toombs County, Georgia","26946","*****",
"0500000US13281","Towns County, Georgia","12546","*****",
"0500000US13283","Treutlen County, Georgia","6411","*****",
"0500000US13285","Troup County, Georgia","69527","*****",
