ZCTA5,Place GEOID,Land Area,Water Area
01826,2540710,0.116,0.004
01830,2529405,13.868,1.314
01832,2529405,11.357,0.485
01835,2529405,7.811,0.861
01840,2534550,0.51,0.078
01841,2534550,3.043,0.175
01841,2540710,0.0,0.0
01843,2534550,3.374,0.246
01844,2534550,0.003,0.0
01844,2540710,22.096,0.776
01845,2501430,0.126,0.0
01850,2537000,1.36,0.118
01851,2537000,3.229,0.112
01852,2537000,4.972,0.227
01854,2537000,3.917,0.455
01867,2556165,9.958,0.014
01867,2572250,0.007,0.0
01880,2572250,7.385,0.603
01887,2580195,16.973,0.17
01890,2580545,6.032,0.316
01901,2537490,0.271,0.027
01902,2537490,2.368,0.137
01902,2568680,0.002,0.0
01904,2537490,4.246,0.503
01905,2537490,3.05,0.443
01906,2537490,0.803,0.018
01906,2560050,10.775,0.987
01907,2537490,0.001,0.0
01907,2559105,0.002,0.0
01907,2568680,3.02,0.569
01908,2543615,1.076,1.344
01913,2501260,12.292,1.44
01915,2505595,14.209,1.244
01921,2507385,5.364,0.109
01923,2516285,13.205,0.906
01929,2521815,2.059,0.177
01930,2526150,26.198,5.402
01937,2516285,0.073,0.0
01938,2532275,1.639,0.103
01940,2537595,9.856,0.586
01940,2552490,0.221,0.03
01945,2538435,4.378,4.751
01945,2559105,0.052,0.004
01950,2545245,8.35,2.304
01952,2559210,5.881,1.881
01960,2552490,16.015,0.544
01965,2505595,0.879,0.006
01966,2557845,3.98,0.107
01969,2558370,1.714,0.028
01970,2505595,0.002,3.849
01970,2559105,8.24,5.478
01983,2570115,2.707,0.038
02019,2504965,5.392,0.098
02026,2516530,10.27,0.414
02030,2517370,4.241,0.114
02035,2524855,2.878,0.044
02038,2525172,26.639,0.39
02043,2530175,3.098,0.062
02045,2531680,2.674,8.099
02048,2538230,2.756,0.062
02050,2511945,1.458,0.056
02050,2527130,0.082,0.11
02050,2538820,5.053,0.076
02050,2538960,4.583,0.352
02050,2550862,2.175,2.214
02052,2539730,4.948,0.09
02054,2541532,3.137,0.038
02062,2550285,10.371,0.172
02066,2549165,3.751,0.057
02066,2560295,4.063,0.847
02067,2560820,2.992,0.039
02081,2572460,2.81,0.112
02090,2550285,0.008,0.0
02108,2507000,0.274,0.006
02109,2507000,0.17,0.114
02110,2507000,0.179,0.094
02111,2507000,0.196,0.0
02113,2507000,0.097,0.0
02114,2507000,0.443,0.103
02115,2507000,0.711,0.003
02116,2507000,0.649,0.166
02118,2507000,1.088,0.002
02119,2507000,1.615,0.0
02120,2507000,0.619,0.0
02121,2507000,1.886,0.011
02122,2507000,1.697,0.207
02124,2507000,2.968,0.074
02125,2507000,2.168,0.308
02126,2507000,1.828,0.017
02127,2507000,2.058,0.633
02128,2507000,4.707,1.105
02128,2581005,0.318,0.01
02129,2507000,1.354,0.486
02130,2507000,3.54,0.124
02131,2507000,2.788,0.007
02132,2507000,4.864,0.096
02133,2507000,0.013,0.0
02134,2507000,1.234,0.096
02135,2507000,2.6,0.045
02136,2507000,4.598,0.105
02138,2505105,0.002,0.0
02138,2511000,2.733,0.327
02138,2562535,0.003,0.0
02139,2511000,1.552,0.205
02140,2511000,1.157,0.022
02140,2562535,0.001,0.0
02141,2511000,0.609,0.01
02142,2511000,0.314,0.143
02143,2562535,1.545,0.0
02144,2562535,1.092,0.009
02145,2539835,0.002,0.0
02145,2562535,1.389,0.089
02148,2537875,5.044,0.038
02148,2539835,0.001,0.0
02149,2513205,0.003,0.0
02149,2521990,3.416,0.246
02150,2513205,2.214,0.247
02151,2513205,0.001,0.0
02151,2556585,5.704,1.276
02152,2581005,1.657,1.217
02155,2539835,8.097,0.56
02155,2562535,0.093,0.002
02163,2507000,0.183,0.0
02169,2541725,0.004,0.0
02169,2555745,12.024,1.436
02169,2556000,0.067,0.0
02170,2541725,0.0,0.0
02170,2555745,2.085,0.072
02171,2541725,0.002,0.0
02171,2555745,2.451,1.689
02176,2540115,4.683,0.085
02180,2567700,5.978,0.63
02184,2507740,13.763,0.802
02186,2541725,13.005,0.301
02186,2555745,0.009,0.0
02186,2556000,0.682,0.182
02188,2578972,3.862,0.159
02189,2578972,4.01,0.504
02190,2578972,6.996,0.531
02191,2555745,0.002,0.0
02191,2578972,1.791,0.795
02199,2507000,0.057,0.0
02203,2507000,0.01,0.0
02205,2507000,0.057,0.0
02210,2507000,0.923,0.506
02215,2507000,0.84,0.129
02215,2509210,0.044,0.0
02301,2509000,12.447,0.163
02302,2509000,8.882,0.021
02324,2508130,26.942,1.12
02325,2508130,0.305,0.0
02332,2517860,2.208,0.452
02332,2527130,0.251,0.0
02332,2563690,2.935,1.474
02341,2528460,1.835,0.257
02343,2530420,7.01,0.108
02346,2540885,3.928,0.1
02347,2548220,5.045,0.13
02351,2500135,9.96,0.23
02351,2509000,0.004,0.0
02359,2548710,4.475,0.002
02360,2548780,1.246,2.227
02360,2554275,2.238,1.644
02360,2569585,4.079,0.038
02364,2533185,4.811,1.47
02368,2530420,0.245,0.001
02368,2556000,9.079,0.403
02420,2509875,0.441,0.003
02420,2535250,6.597,0.045
02421,2535250,9.57,0.161
02445,2507000,0.07,0.0
02445,2509210,2.541,0.054
02446,2507000,0.002,0.0
02446,2509210,1.282,0.005
02451,2572600,5.32,0.705
02452,2572600,3.813,0.034
02453,2572600,3.592,0.278
02457,2574210,0.203,0.0
02458,2545560,1.966,0.034
02459,2545560,5.034,0.098
02460,2545560,1.348,0.009
02461,2545560,1.535,0.018
02462,2545560,0.698,0.024
02464,2545560,0.551,0.011
02465,2545560,2.151,0.0
02466,2545560,1.587,0.081
02467,2507000,0.592,0.133
02467,2509210,2.893,0.012
02467,2545560,1.421,0.039
02468,2545560,1.536,0.018
02472,2505105,0.001,0.0
02472,2511000,0.028,0.0
02472,2545560,0.001,0.0
02472,2572600,0.002,0.0
02472,2573440,3.999,0.128
02474,2501640,3.058,0.183
02476,2501640,2.084,0.16
02478,2505105,4.645,0.071
02481,2574210,6.09,0.283
02482,2574210,3.721,0.222
02492,2544140,9.498,0.401
02492,2574210,0.008,0.004
02494,2544140,2.8,0.023
02532,2507140,1.705,1.252
02532,2510015,1.916,1.042
02532,2542670,1.929,0.155
02532,2558965,0.035,0.083
02534,2547730,0.023,0.0
02534,2554450,0.094,0.025
02536,2518980,5.436,0.855
02536,2569205,1.028,0.295
02537,2503690,0.001,0.0
02537,2520380,6.928,0.128
02538,2551160,0.227,0.0
02538,2579390,1.158,0.143
02539,2521115,1.195,0.006
02540,2523070,2.088,0.165
02540,2569205,0.026,0.0
02540,2575960,3.004,0.876
02540,2581245,0.416,0.196
02543,2581245,1.72,1.128
02553,2542670,0.198,0.725
02554,2537735,1.986,0.422
02554,2543755,5.823,0.722
02556,2547730,3.87,0.452
02556,2575960,0.077,0.0
02557,2550425,1.673,0.098
02558,2551160,0.786,0.216
02559,2542670,0.455,0.0
02559,2554450,3.603,1.464
02561,2558965,0.829,0.0
02562,2558965,2.466,0.095
02563,2520380,0.588,0.0
02563,2524190,0.44,0.192
02563,2559700,3.631,0.182
02564,2561940,2.126,0.326
02568,2550425,0.138,0.0
02568,2571970,1.304,0.009
02571,2551160,0.065,0.0
02571,2573020,1.617,0.53
02571,2578410,0.44,0.008
02571,2578850,1.269,0.415
02576,2578410,3.295,0.057
02601,2503690,8.766,0.741
02601,2578795,0.003,0.0
02630,2503690,4.88,2.022
02631,2507945,3.897,0.058
02632,2503690,7.461,1.464
02633,2512960,2.637,0.849
02633,2575505,2.924,0.396
02635,2503690,5.488,0.984
02637,2503690,0.772,0.03
02638,2516740,4.695,0.203
02638,2518840,0.941,0.039
02639,2516810,2.755,0.254
02639,2549700,0.001,0.0
02639,2575820,0.041,0.005
02641,2518840,1.658,0.075
02642,2547590,3.443,0.461
02644,2524190,3.374,0.173
02645,2519400,8.02,0.75
02645,2529055,2.119,0.042
02645,2529090,0.483,0.037
02645,2549700,5.63,0.981
02646,2529055,0.13,0.0
02646,2529090,2.148,0.21
02646,2549700,0.625,0.025
02647,2503690,0.431,0.147
02648,2503690,9.983,1.029
02649,2539152,1.266,0.171
02649,2541960,0.232,0.0
02649,2545500,2.409,0.167
02649,2555070,0.306,0.012
02649,2555090,0.072,0.31
02649,2560505,0.352,0.003
02649,2560627,0.103,0.005
02653,2551405,2.32,0.155
02655,2503690,6.471,1.718
02657,2555535,1.787,0.645
02660,2516740,0.216,0.011
02660,2516810,0.276,0.0
02660,2518840,2.235,0.032
02660,2563655,4.55,0.199
02660,2575820,1.096,0.31
02664,2566035,5.582,0.699
02668,2503690,14.317,2.013
02670,2575820,2.124,0.632
02671,2516810,0.008,0.0
02671,2549700,1.727,0.165
02672,2503690,0.494,0.02
02673,2503690,0.001,0.915
02673,2566035,1.374,0.156
02673,2578795,6.687,2.404
02675,2503690,0.865,0.012
02675,2582595,6.019,0.461
02703,2502690,26.763,0.993
02717,2523000,4.52,0.0
02718,2569170,10.289,0.329
02720,2523000,13.183,3.484
02721,2523000,4.023,2.025
02723,2523000,1.595,0.269
02724,2523000,1.801,0.468
02725,2562465,2.373,2.635
02726,2562465,5.526,1.358
02738,2538575,1.025,0.094
02739,2539485,4.891,0.064
02740,2545000,5.747,0.818
02743,2500530,1.415,0.029
02743,2545000,0.001,0.0
02744,2545000,1.301,0.52
02745,2545000,9.449,0.224
02746,2545000,2.849,0.116
02747,2506170,0.17,0.0
02747,2523000,3.267,0.869
02747,2545000,0.651,0.032
02747,2562300,4.666,0.084
02748,2506170,1.832,0.001
02748,2545000,0.001,0.0
02760,2546598,17.959,0.516
02763,2546598,0.897,0.008
02764,2569170,0.003,0.0
02766,2550005,1.697,0.105
02767,2556095,4.216,0.126
02767,2569170,3.29,0.006
02771,2549200,1.399,0.026
02777,2550880,0.662,0.176
02780,2569170,33.126,1.371
02790,2523000,4.735,0.0
02790,2549710,5.19,0.988
02804,4403520,2.374,0.042
02804,4435200,2.151,0.004
02808,4408020,1.246,0.013
02812,4412340,1.514,0.01
02813,4412340,0.947,0.011
02813,4414320,1.834,0.308
02813,4460260,1.344,0.201
02814,4414860,5.503,0.118
02814,4433040,2.3,0.023
02815,4415940,0.445,0.011
02818,4474300,4.852,2.629
02823,4419180,0.184,0.002
02825,4415940,1.279,0.008
02825,4427640,2.168,0.014
02827,4431240,6.074,0.017
02828,4431600,3.556,0.226
02829,4433040,0.608,0.001
02830,4433400,0.812,0.043
02830,4454460,0.354,0.0
02831,4419180,1.431,0.077
02832,4434660,3.28,0.165
02832,4435200,0.087,0.0
02832,4480960,0.002,0.0
02833,4435200,1.064,0.002
02840,4449960,7.277,1.873
02840,4450140,0.001,0.0
02841,4449960,0.345,0.443
02842,4445010,0.825,0.003
02842,4449960,0.008,0.0
02842,4450140,5.752,0.203
02857,4433040,0.035,0.0
02859,4414860,0.005,0.0
02859,4454460,4.715,0.492
02860,4414140,0.0,0.0
02860,4422960,0.211,0.106
02860,4454640,5.112,0.171
02860,4459000,0.014,0.0
02861,2502690,0.017,0.0
02861,4454640,3.555,0.126
02863,4414140,1.194,0.08
02863,4454640,0.0,0.0
02864,4420260,3.181,0.199
02864,4472500,3.548,0.125
02871,4445010,1.104,1.362
02878,4470700,4.179,0.549
02879,4414320,0.429,0.267
02879,4438980,0.653,0.006
02879,4448700,0.116,0.039
02879,4473132,4.93,0.266
02881,4438980,0.903,0.001
02882,4448700,3.451,0.483
02886,4474300,15.796,2.73
02888,4474300,5.897,0.773
02889,4474300,8.456,8.617
02891,4408020,0.571,0.002
02891,4446000,1.173,0.075
02891,4475200,0.802,0.014
02891,4475920,1.163,0.036
02891,4476820,15.834,0.687
02895,4480780,7.746,0.194
02898,4434660,0.042,0.039
02898,4480960,0.86,0.045
02903,4459000,1.678,0.396
02904,4459000,2.012,0.035
02905,4419180,1.339,1.143
02905,4422960,0.001,0.0
02905,4459000,2.405,0.887
