Urban Area GEOID,ZCTA5,Land Area,Water Area
00037,70510,8.049,0.131
00037,70528,1.185,0.0
00037,70533,1.891,0.0
00037,70560,0.004,0.0
00064,29620,4.948,0.002
00145,57401,13.895,0.071
00172,98520,6.16,0.54
00172,98537,1.065,0.0
00172,98550,3.592,0.155
00172,98563,0.154,0.0
00253,67410,3.64,0.001
00280,79563,0.069,0.0
00280,79601,9.871,0.042
00280,79602,19.332,0.303
00280,79603,7.725,0.0
00280,79605,9.596,0.028
00280,79606,10.698,0.019
00280,79607,4.623,0.0
00280,79699,0.06,0.0
00388,45810,2.095,0.0
00415,74820,14.25,0.012
00469,31620,4.659,0.057
00469,31647,1.452,0.01
00496,50003,2.743,0.006
00550,00601,4.703,0.0
00550,00731,0.159,0.0
00577,49221,13.375,0.149
00631,00602,28.059,0.056
00631,00603,32.545,0.053
00631,00610,12.991,0.001
00631,00662,29.204,0.013
00631,00676,29.857,0.014
00631,00677,14.554,0.0
00631,00678,2.555,0.003
00631,00685,35.296,0.0
00631,00690,2.261,0.003
00658,27910,3.326,0.0
00766,44203,25.058,0.403
00766,44216,4.475,0.021
00766,44221,6.392,0.06
00766,44223,7.867,0.018
00766,44224,19.451,0.421
00766,44230,4.448,0.01
00766,44232,0.021,0.0
00766,44240,26.126,0.597
00766,44241,0.042,0.0
00766,44243,0.423,0.0
00766,44250,0.708,0.154
00766,44256,1.056,0.044
00766,44260,6.562,0.083
00766,44262,2.674,0.092
00766,44264,0.987,0.009
00766,44266,20.051,0.76
00766,44270,2.912,0.078
00766,44272,4.09,0.051
00766,44278,14.038,0.027
00766,44281,12.013,0.008
00766,44301,3.556,0.056
00766,44302,0.899,0.0
00766,44303,2.106,0.0
00766,44304,1.315,0.0
00766,44305,6.718,0.023
00766,44306,8.342,0.0
00766,44307,1.952,0.007
00766,44308,0.462,0.0
00766,44310,6.171,0.017
00766,44311,1.868,0.0
00766,44312,18.952,0.324
00766,44313,11.566,0.0
00766,44314,4.367,0.151
00766,44319,18.722,1.969
00766,44320,10.028,0.071
00766,44321,10.888,0.02
00766,44325,0.29,0.0
00766,44333,12.887,0.121
00766,44632,0.24,0.0
00766,44685,13.184,0.043
00766,44720,6.731,0.18
00820,88310,13.731,0.002
00847,81101,7.685,0.015
00901,31701,11.314,0.274
00901,31704,0.432,0.01
00901,31705,18.749,0.191
00901,31707,15.778,0.164
00901,31721,12.286,0.088
00901,31763,7.948,0.008
00955,97321,12.676,0.05
00955,97322,8.778,0.024
00955,97389,1.594,0.0
00970,12008,0.234,0.0
00970,12009,1.621,0.0
00970,12018,4.163,0.7
00970,12019,5.692,0.003
00970,12027,2.801,0.013
00970,12033,4.191,0.029
00970,12047,7.684,0.42
00970,12054,8.113,0.002
00970,12056,0.412,0.007
00970,12061,3.271,0.006
00970,12065,28.423,0.115
00970,12077,4.763,0.064
00970,12084,2.061,0.001
00970,12085,0.67,0.0
00970,12110,12.35,0.015
00970,12118,2.621,0.002
00970,12140,0.782,0.0
00970,12144,13.015,0.378
00970,12148,1.579,0.004
00970,12151,0.082,0.0
00970,12158,0.338,0.0
00970,12159,4.97,0.005
00970,12180,18.79,0.689
00970,12182,5.259,0.206
00970,12183,0.749,0.186
00970,12186,2.925,0.006
00970,12188,6.35,0.433
00970,12189,6.22,0.175
00970,12196,1.885,0.028
00970,12198,7.032,0.219
00970,12202,2.007,0.221
00970,12203,9.021,0.031
00970,12204,4.138,0.39
00970,12205,14.338,0.095
00970,12206,2.073,0.0
00970,12207,0.986,0.102
00970,12208,4.403,0.008
00970,12209,2.214,0.003
00970,12210,1.132,0.006
00970,12211,8.116,0.109
00970,12222,0.67,0.006
00970,12226,0.367,0.0
00970,12302,14.637,0.394
00970,12303,10.351,0.01
00970,12304,6.525,0.02
00970,12305,1.499,0.092
00970,12306,11.745,0.172
00970,12307,0.713,0.004
00970,12308,2.284,0.026
00970,12309,15.037,0.038
00982,28001,14.496,0.018
00982,28127,1.552,0.0
00982,28137,0.612,0.0
01009,56007,10.797,0.539
01036,35950,10.285,0.022
01036,35951,5.659,0.027
01036,35956,1.676,0.0
01036,35957,8.205,0.052
01036,35976,9.019,0.136
01090,49224,4.691,0.053
01117,14411,2.945,0.0
01171,87004,5.166,0.002
01171,87043,1.305,0.0
01171,87048,9.694,0.0
01171,87101,0.045,0.0
01171,87102,6.526,0.066
01171,87104,4.202,0.333
01171,87105,27.915,1.021
01171,87106,29.338,0.026
01171,87107,14.647,0.225
01171,87108,5.878,0.0
01171,87109,9.983,0.067
01171,87110,8.772,0.004
01171,87111,12.394,0.032
01171,87112,7.749,0.008
01171,87113,11.289,0.047
01171,87114,16.815,0.279
01171,87116,4.487,0.017
01171,87120,15.82,0.437
01171,87121,16.502,0.034
01171,87122,8.992,0.009
01171,87123,10.151,0.082
01171,87124,19.24,0.0
01171,87144,16.164,0.0
01252,35010,9.79,0.014
01279,71301,9.358,0.089
01279,71302,7.275,0.212
01279,71303,18.19,0.0
01279,71359,0.132,0.0
01279,71360,24.011,0.414
01279,71405,5.549,0.0
01279,71409,0.196,0.0
01306,56308,22.343,7.309
01306,56319,0.229,0.0
01387,50511,3.352,0.006
01414,78332,10.031,0.0
01441,49010,6.879,0.879
01495,08865,8.502,0.138
01495,08886,2.532,0.0
01495,18011,3.22,0.008
01495,18013,5.51,0.074
01495,18014,4.494,0.022
01495,18015,20.005,0.332
01495,18017,14.429,0.129
01495,18018,5.172,0.134
01495,18020,13.018,0.169
01495,18031,6.657,0.017
01495,18032,1.697,0.054
01495,18034,7.438,0.053
01495,18036,6.746,0.027
01495,18037,2.854,0.074
01495,18040,7.852,0.045
01495,18042,8.369,0.455
01495,18045,18.815,0.134
01495,18046,0.018,0.0
01495,18049,7.111,0.039
01495,18051,5.051,0.009
01495,18052,10.452,0.286
01495,18055,2.389,0.141
01495,18059,0.747,0.0
01495,18062,10.063,0.029
01495,18064,14.348,0.22
01495,18065,0.167,0.0
01495,18067,5.192,0.195
01495,18069,3.749,0.015
01495,18072,2.289,0.058
01495,18078,4.028,0.011
01495,18080,0.941,0.006
01495,18083,0.667,0.016
01495,18085,0.373,0.0
01495,18087,1.059,0.002
01495,18091,2.892,0.053
01495,18101,0.307,0.001
01495,18102,2.981,0.105
01495,18103,16.213,0.112
01495,18104,16.205,0.082
01495,18106,7.572,0.117
01495,18109,7.548,0.227
01495,18195,0.011,0.0
01495,19530,1.76,0.005
01495,19538,0.098,0.0
01495,19539,0.002,0.0
01522,69301,4.905,0.012
01549,44601,13.851,0.067
01549,44609,0.985,0.008
01549,44672,2.418,0.014
01630,48801,6.105,0.053
01630,48847,0.084,0.0
01630,48880,2.845,0.16
01684,49707,11.598,0.754
01684,49766,1.111,0.015
01711,79830,4.163,0.0
01711,79832,0.124,0.0
01738,24517,4.048,0.046
01738,24563,1.849,0.017
01738,24571,0.044,0.0
01765,62002,18.363,0.293
01765,62010,6.155,0.023
01765,62012,0.232,0.0
01765,62018,3.163,0.02
01765,62024,5.358,0.039
01765,62025,1.566,0.035
01765,62035,10.357,0.073
01765,62048,2.612,0.168
01765,62067,0.724,0.004
01765,62084,4.36,0.08
01765,62087,1.731,0.032
01765,62095,5.037,0.184
01792,16601,9.847,0.003
01792,16602,10.973,0.023
01792,16635,7.7,0.0
01792,16648,8.026,0.036
01792,16665,0.467,0.0
01846,73521,15.38,0.203
01846,73523,0.277,0.0
01873,73717,3.646,0.0
01900,76009,3.044,0.015
01927,79101,1.597,0.0
01927,79102,2.725,0.004
01927,79103,3.23,0.001
01927,79104,2.215,0.033
01927,79106,7.818,0.008
01927,79107,11.354,0.072
01927,79108,8.115,0.005
01927,79109,10.312,0.078
01927,79110,5.437,0.052
01927,79111,7.294,0.054
01927,79118,8.667,0.097
01927,79119,7.742,0.277
01927,79121,1.753,0.0
01927,79124,5.734,0.006
02008,31709,7.649,0.04
02008,31719,3.331,0.019
02062,50010,15.028,0.064
02062,50012,0.344,0.005
02062,50013,0.349,0.0
02062,50014,6.637,0.012
02143,38821,5.606,0.011
02170,12010,7.558,0.313
02170,12068,0.131,0.0
02170,12070,0.603,0.006
02170,12086,1.35,0.005
02170,12177,0.413,0.001
02197,59711,2.61,0.0
02224,98221,9.858,0.351
02251,73005,2.105,0.0
02278,52205,2.647,0.003
02305,99501,6.651,0.114
02305,99502,17.349,0.602
02305,99503,3.363,0.006
02305,99504,6.557,0.04
02305,99505,2.259,0.0
02305,99506,8.26,0.0
02305,99507,11.643,0.011
02305,99508,7.145,0.082
02305,99513,0.014,0.0
02305,99515,8.868,0.084
02305,99516,12.591,0.011
02305,99517,3.096,0.124
02305,99518,3.788,0.0
02305,99530,0.107,0.0
02332,99567,7.565,0.095
02332,99577,10.118,0.089
02359,36420,5.856,0.04
02359,36421,1.007,0.0
02386,46001,0.517,0.0
02386,46011,7.659,0.0
02386,46012,12.198,0.126
02386,46013,13.326,0.011
02386,46016,6.362,0.0
02386,46017,3.848,0.01
02386,46040,0.265,0.0
02386,46064,6.164,0.003
02386,47334,1.627,0.0
02386,47396,0.205,0.002
02467,79714,9.515,0.012
02548,46703,10.88,2.27
02548,46737,1.409,0.009
02548,46779,0.139,0.0
02575,62906,3.331,0.017
02575,62952,1.098,0.006
02602,48103,19.939,0.232
02602,48104,7.795,0.225
02602,48105,13.635,0.447
02602,48108,16.393,0.075
02602,48109,1.395,0.031
02602,48111,28.643,2.031
02602,48130,0.503,0.0
02602,48160,1.033,0.075
02602,48174,0.162,0.0
02602,48176,14.761,0.079
02602,48188,2.21,0.014
02602,48191,0.439,0.0
02602,48197,22.548,1.102
02602,48198,13.998,0.84
02629,36201,16.728,0.029
02629,36203,21.215,0.268
02629,36205,2.301,0.001
02629,36206,9.301,0.039
02629,36207,10.629,0.016
02629,36250,0.342,0.0
02629,36260,3.717,0.008
02629,36265,9.125,0.012
02629,36268,0.196,0.0
02629,36277,5.336,0.056
02656,54409,4.848,0.046
02683,94509,15.634,0.226
02683,94511,2.72,0.333
02683,94513,16.156,0.0
02683,94520,0.129,0.0
02683,94531,8.714,0.0
02683,94561,10.796,0.185
02683,94565,19.158,0.039
02764,54113,1.784,0.19
02764,54130,10.122,0.205
02764,54136,2.042,0.113
02764,54140,3.135,0.146
02764,54911,8.424,0.35
02764,54913,14.398,0.005
02764,54914,15.707,0.09
02764,54915,14.283,0.346
02764,54942,6.874,0.004
02764,54952,10.262,2.234
02764,54956,20.744,0.434
02791,35016,8.695,0.108
02912,34266,10.004,0.006
03007,73401,15.019,0.139
03034,00612,21.649,0.021
03034,00617,1.326,0.008
03034,00627,17.055,0.008
03034,00659,21.944,0.057
03034,00678,13.518,0.002
03088,85123,4.324,0.077
03088,85193,0.015,0.0
03115,71923,6.058,0.0
03115,71998,0.074,0.0
03115,71999,0.068,0.0
03142,67005,6.832,0.0
03158,38002,7.619,0.034
03158,38036,0.053,0.0
03158,38049,0.003,0.0
03196,93405,0.09,0.0
03196,93420,9.701,0.0
03196,93424,0.573,0.0
03196,93433,2.164,0.004
03196,93445,1.463,0.015
03196,93449,3.083,0.042
03223,88210,6.849,0.007
03250,93203,2.345,0.0
03277,31714,3.136,0.021
03277,31790,1.111,0.021
03331,27203,11.964,0.011
03331,27205,8.27,0.057
03331,27317,6.922,0.054
03331,27350,0.265,0.0
03358,28701,1.101,0.0
03358,28704,14.457,0.462
03358,28711,8.597,0.016
03358,28715,21.319,0.136
03358,28726,2.272,0.007
03358,28730,4.822,0.003
03358,28731,9.146,0.105
03358,28732,13.739,0.047
03358,28739,14.783,0.168
03358,28742,0.3,0.001
03358,28748,4.202,0.0
03358,28757,1.276,0.003
03358,28758,0.005,0.0
03358,28759,4.41,0.007
03358,28770,0.094,0.0
03358,28778,7.497,0.045
03358,28787,13.715,0.008
03358,28790,0.12,0.0
03358,28791,13.66,0.06
03358,28792,26.175,0.145
03358,28801,5.098,0.09
03358,28803,19.719,0.035
03358,28804,18.659,0.363
03358,28805,14.353,0.008
03358,28806,29.067,0.194
03385,44805,9.852,0.036
03395,17921,0.774,0.0
03395,17935,0.56,0.0
03395,17945,0.085,0.0
03412,54806,4.223,0.001
03466,44004,19.962,0.175
03466,44041,1.727,0.005
03493,43103,3.807,0.0
03520,81611,5.212,0.0
03547,97103,5.485,0.028
03547,97121,1.065,0.0
03547,97146,3.118,0.102
03601,66002,5.385,0.044
03655,35611,11.394,0.055
03655,35613,6.647,0.058
03655,35614,2.052,0.002
03682,45701,7.899,0.14
03682,45780,1.554,0.004
03709,37303,14.392,0.0
03709,37370,0.646,0.0
03709,37826,0.435,0.0
03736,75751,8.597,0.025
03736,75752,0.723,0.0
03763,30601,11.175,0.098
03763,30602,0.6,0.004
03763,30605,19.275,0.212
03763,30606,26.626,0.296
03763,30607,8.7,0.096
03763,30609,0.376,0.029
03763,30621,0.118,0.0
03763,30622,4.544,0.016
03763,30646,3.441,0.019
03763,30677,12.939,0.119
03763,30683,4.053,0.047
03790,01331,5.895,0.257
03790,01364,4.716,0.204
03817,30002,1.698,0.014
03817,30004,47.27,0.578
03817,30005,15.791,0.347
03817,30008,9.542,0.011
03817,30009,9.107,0.077
03817,30011,12.022,0.11
03817,30012,15.007,0.366
03817,30013,22.919,0.361
03817,30014,22.125,0.34
03817,30016,35.694,0.22
03817,30017,11.559,0.205
03817,30019,28.303,0.136
03817,30021,3.576,0.014
03817,30022,23.674,0.332
03817,30024,41.658,0.685
03817,30030,6.735,0.005
03817,30032,13.649,0.028
03817,30033,8.833,0.026
03817,30034,16.791,0.221
03817,30035,8.526,0.051
03817,30038,21.792,0.28
03817,30039,24.556,0.427
03817,30040,19.367,0.157
03817,30041,30.706,2.013
03817,30043,33.074,0.37
03817,30044,24.831,0.178
03817,30045,21.26,0.325
03817,30046,15.829,0.117
03817,30047,27.367,0.331
03817,30052,45.485,0.328
03817,30054,2.769,0.012
03817,30058,27.157,0.477
03817,30060,15.504,0.034
03817,30062,25.874,0.266
03817,30064,30.72,0.149
03817,30066,27.157,0.258
03817,30067,14.37,0.269
03817,30068,14.403,0.401
03817,30070,0.026,0.0
03817,30071,12.097,0.044
03817,30072,0.128,0.017
03817,30075,29.733,0.903
03817,30076,16.027,0.599
03817,30078,17.307,0.256
03817,30079,1.172,0.007
03817,30080,12.612,0.026
03817,30082,10.518,0.107
03817,30083,17.857,0.676
03817,30084,14.881,0.108
03817,30087,22.623,0.499
03817,30088,7.842,0.069
03817,30090,0.013,0.0
03817,30092,11.177,0.199
03817,30093,12.003,0.18
03817,30094,27.776,0.385
03817,30096,22.748,0.402
03817,30097,23.523,0.448
03817,30101,38.228,2.193
03817,30102,27.596,0.503
03817,30106,12.598,0.026
03817,30111,0.415,0.0
03817,30114,30.957,0.871
03817,30115,23.316,0.234
03817,30121,0.739,0.003
03817,30122,19.508,0.119
03817,30126,20.517,0.154
03817,30127,50.919,0.405
03817,30132,25.777,0.121
03817,30134,34.67,0.104
03817,30135,40.917,0.11
03817,30141,24.829,0.148
03817,30144,22.129,0.201
03817,30152,22.325,0.254
03817,30157,38.318,0.302
03817,30168,12.368,0.108
03817,30187,1.519,0.0
03817,30188,40.698,0.437
03817,30189,19.225,0.795
03817,30213,28.124,0.335
03817,30214,27.975,0.567
03817,30215,27.055,0.66
03817,30223,0.084,0.014
03817,30228,28.821,0.891
03817,30236,26.796,1.198
03817,30238,16.08,0.136
03817,30248,17.552,0.128
03817,30250,0.029,0.0
03817,30252,25.148,0.643
03817,30253,39.424,0.407
03817,30259,0.655,0.004
03817,30260,10.901,0.134
03817,30263,24.78,0.212
03817,30265,25.175,0.448
03817,30268,6.763,0.031
03817,30269,23.169,0.872
03817,30272,0.055,0.0
03817,30273,7.143,0.047
03817,30274,10.211,0.052
03817,30276,0.559,0.019
03817,30277,12.23,0.141
03817,30281,46.438,0.677
03817,30288,6.952,0.054
03817,30290,9.182,0.3
03817,30291,10.778,0.123
03817,30294,31.877,0.239
03817,30296,10.441,0.163
03817,30297,10.954,0.058
03817,30303,1.037,0.0
03817,30305,6.496,0.031
03817,30306,4.564,0.033
03817,30307,4.546,0.005
03817,30308,1.598,0.0
03817,30309,3.309,0.02
03817,30310,8.59,0.008
03817,30311,12.456,0.026
03817,30312,3.311,0.0
03817,30313,1.175,0.0
03817,30314,4.562,0.0
03817,30315,11.469,0.016
03817,30316,13.043,0.057
03817,30317,3.539,0.037
03817,30318,20.309,0.176
03817,30319,10.317,0.121
03817,30322,0.47,0.0
03817,30324,5.28,0.047
03817,30326,0.754,0.0
03817,30327,17.47,0.318
03817,30328,12.743,0.213
03817,30329,5.482,0.058
03817,30331,35.441,0.574
03817,30332,0.09,0.0
03817,30334,0.025,0.0
03817,30336,10.173,0.224
03817,30337,12.232,0.013
03817,30338,9.855,0.086
03817,30339,9.872,0.418
03817,30340,8.248,0.014
03817,30341,9.997,0.013
03817,30342,8.964,0.068
03817,30344,12.149,0.011
03817,30345,7.074,0.083
03817,30346,1.01,0.0
03817,30349,45.883,0.265
03817,30350,12.606,0.531
03817,30354,10.715,0.024
03817,30360,6.112,0.144
03817,30363,0.247,0.0
03817,30517,0.015,0.0
03817,30518,33.614,1.386
03817,30519,28.838,0.23
03817,30548,4.499,0.036
03817,30680,0.664,0.004
03844,75551,4.567,0.018
03844,75572,2.243,0.02
03871,50022,4.492,0.044
03925,36502,5.104,0.02
03957,38004,6.669,0.028
03957,38011,1.442,0.0
03957,38058,1.814,0.0
04021,76227,2.74,0.004
04033,36801,16.991,0.104
04033,36804,4.699,0.054
04033,36830,22.265,0.188
04033,36832,15.887,0.214
04033,36849,0.741,0.0
04033,36879,0.573,0.008
04060,46706,7.451,0.0
04060,46738,2.432,0.0
04114,13021,13.098,0.082
04114,13024,0.042,0.0
04130,95602,5.059,0.0
04130,95603,11.969,0.009
04130,95658,0.212,0.0
04168,67010,3.716,0.268
04195,04330,12.615,0.304
04195,04344,1.826,0.103
04195,04345,3.655,0.219
04195,04346,1.51,0.096
04195,04347,2.312,0.0
04222,29801,16.432,0.012
04222,29803,20.57,0.176
04222,29805,0.251,0.0
04222,29816,0.48,0.007
04222,29828,0.653,0.009
04222,29829,9.874,0.025
04222,29831,0.017,0.0
04222,29834,0.156,0.0
04222,29841,22.265,0.317
04222,29842,3.659,0.065
04222,29851,7.528,0.52
04222,29860,8.199,0.055
04222,30809,30.273,0.145
04222,30812,0.094,0.0
04222,30813,24.818,0.057
04222,30815,15.555,0.032
04222,30901,9.082,0.147
04222,30904,10.346,0.224
04222,30905,6.126,0.0
04222,30906,41.225,0.194
04222,30907,22.356,0.147
04222,30909,23.259,0.091
04222,30912,0.073,0.0
04276,65605,5.122,0.016
04276,65769,0.156,0.0
04357,55912,10.047,0.098
04384,78610,16.692,0.098
04384,78613,27.167,0.164
04384,78617,3.448,0.036
04384,78626,16.84,0.182
04384,78628,22.821,0.187
04384,78633,15.981,0.027
04384,78634,11.666,0.107
04384,78640,19.863,0.478
04384,78641,31.128,0.143
04384,78642,5.531,0.004
04384,78645,1.577,0.001
04384,78652,4.903,0.0
04384,78653,3.514,0.0
04384,78660,31.066,0.012
04384,78664,16.612,0.091
04384,78665,19.496,0.295
04384,78666,1.007,0.0
04384,78669,0.298,0.0
04384,78681,17.338,0.129
04384,78701,1.508,0.092
04384,78702,5.006,0.186
04384,78703,5.623,0.268
04384,78704,8.764,0.106
04384,78705,2.07,0.0
04384,78712,0.57,0.0
04384,78717,9.142,0.055
04384,78719,6.379,0.0
04384,78721,3.568,0.0
04384,78722,1.355,0.0
04384,78723,7.059,0.0
04384,78724,10.194,0.004
04384,78725,3.129,0.031
04384,78726,8.27,0.0
04384,78727,6.595,0.0
04384,78728,5.472,0.009
04384,78729,7.804,0.03
04384,78730,7.986,0.334
04384,78731,8.746,0.2
04384,78732,9.668,0.035
04384,78733,8.27,0.112
04384,78734,16.06,0.447
04384,78735,16.667,0.0
04384,78736,5.437,0.0
04384,78737,3.829,0.0
04384,78738,15.865,0.0
04384,78739,7.678,0.0
04384,78741,7.789,0.216
04384,78742,0.541,0.018
04384,78744,15.141,0.0
04384,78745,13.736,0.0
04384,78746,22.923,0.79
04384,78747,5.342,0.002
04384,78748,14.088,0.001
04384,78749,9.683,0.0
04384,78750,11.468,0.0
04384,78751,2.415,0.0
04384,78752,3.337,0.0
04384,78753,11.348,0.0
04384,78754,13.913,0.005
04384,78756,1.671,0.0
04384,78757,4.951,0.0
04384,78758,9.087,0.0
04384,78759,12.527,0.0
04438,90704,1.189,0.0
04465,93204,3.629,0.0
04587,87410,6.783,0.102
04627,39817,6.182,0.067
04627,39819,4.494,0.17
04654,97814,4.479,0.0
04681,93220,0.166,0.0
04681,93263,0.231,0.0
04681,93301,4.285,0.133
04681,93304,7.474,0.0
04681,93305,5.491,0.0
04681,93306,11.441,0.0
04681,93307,18.579,0.0
04681,93308,23.309,0.224
04681,93309,10.452,0.154
04681,93311,12.715,0.342
04681,93312,14.172,0.0
04681,93313,10.588,0.0
04681,93314,13.22,0.13
04843,20701,2.201,0.004
04843,20723,13.018,0.423
04843,20724,5.764,0.0
04843,20755,7.317,0.012
04843,20759,2.181,0.01
04843,20763,1.066,0.0
04843,20777,3.211,0.022
04843,20794,9.644,0.012
04843,21012,9.779,0.334
04843,21029,7.061,0.012
04843,21030,12.969,0.147
04843,21031,0.935,0.0
04843,21032,2.914,0.12
04843,21035,1.314,0.0
04843,21037,10.061,1.423
04843,21042,17.265,0.105
04843,21043,16.492,0.072
04843,21044,11.887,0.099
04843,21045,9.698,0.094
04843,21046,7.81,0.057
04843,21052,0.083,0.0
04843,21054,5.427,0.0
04843,21057,0.264,0.0
04843,21060,12.976,1.394
04843,21061,12.191,0.008
04843,21071,0.197,0.0
04843,21075,11.031,0.012
04843,21076,13.143,0.007
04843,21077,0.439,0.0
04843,21090,6.641,0.077
04843,21093,16.139,0.02
04843,21104,0.383,0.0
04843,21108,9.442,0.011
04843,21113,7.736,0.0
04843,21114,5.609,0.0
04843,21117,18.779,0.048
04843,21122,29.832,2.289
04843,21128,6.662,0.005
04843,21133,7.179,0.008
04843,21136,10.342,0.035
04843,21140,1.417,0.002
04843,21144,12.996,0.0
04843,21146,10.135,0.672
04843,21152,1.993,0.001
04843,21153,0.757,0.0
04843,21162,4.426,0.017
04843,21163,2.392,0.006
04843,21201,1.27,0.0
04843,21202,1.616,0.035
04843,21204,6.262,0.098
04843,21205,2.051,0.0
04843,21206,7.253,0.001
04843,21207,10.345,0.036
04843,21208,12.218,0.023
04843,21209,6.458,0.011
04843,21210,3.447,0.037
04843,21211,2.867,0.084
04843,21212,4.586,0.003
04843,21213,3.432,0.001
04843,21214,2.794,0.0
04843,21215,6.812,0.004
04843,21216,3.302,0.051
04843,21217,2.12,0.0
04843,21218,4.329,0.122
04843,21219,8.846,0.339
04843,21220,18.303,2.06
04843,21221,11.054,2.888
04843,21222,11.451,2.219
04843,21223,2.626,0.013
04843,21224,9.326,0.697
04843,21225,6.461,0.239
04843,21226,9.777,0.616
04843,21227,10.335,0.213
04843,21228,15.577,0.044
04843,21229,5.936,0.009
04843,21230,6.318,1.252
04843,21231,0.867,0.077
04843,21233,0.028,0.0
04843,21234,12.722,0.002
04843,21236,8.919,0.016
04843,21237,11.253,0.244
04843,21239,2.931,0.001
04843,21240,4.51,0.0
04843,21244,7.407,0.026
04843,21250,0.245,0.0
04843,21251,0.118,0.0
04843,21252,0.249,0.0
04843,21285,0.179,0.0
04843,21286,6.972,0.0
04843,21287,0.003,0.0
04843,21401,16.939,0.72
04843,21402,0.739,0.022
04843,21403,9.277,0.96
04843,21405,0.152,0.0
04843,21409,13.037,0.345
04924,97411,4.867,0.016
04951,04401,23.279,0.526
04951,04411,0.55,0.011
04951,04412,5.054,0.447
04951,04428,0.045,0.0
04951,04429,0.018,0.0
04951,04444,8.176,0.347
04951,04461,2.267,0.056
04951,04468,6.281,0.255
04951,04469,0.855,0.0
04951,04473,3.807,0.22
04951,04474,0.535,0.0
04951,04489,0.249,0.0
05005,53913,6.764,0.083
05032,40903,0.173,0.0
05032,40906,4.808,0.028
05032,40915,0.16,0.0
05032,40949,0.157,0.0
05059,40004,13.37,0.105
05113,30204,5.411,0.038
05113,30257,0.403,0.004
05167,02330,6.566,0.376
05167,02346,0.348,0.001
05167,02360,39.344,2.997
05167,02532,8.53,1.595
05167,02534,2.183,0.537
05167,02536,19.844,1.978
05167,02537,8.7,0.2
05167,02538,2.505,0.197
05167,02540,9.672,1.01
05167,02542,5.812,0.021
05167,02543,1.707,0.037
05167,02553,0.138,0.0
05167,02556,3.947,0.269
05167,02558,1.088,0.185
05167,02559,5.228,1.318
05167,02561,0.671,0.0
05167,02562,3.376,0.095
05167,02563,10.132,0.836
05167,02571,8.33,1.132
05167,02576,3.815,0.263
05167,02601,8.769,0.244
05167,02630,4.314,0.047
05167,02631,17.98,2.01
05167,02632,7.461,1.403
05167,02633,7.875,1.196
05167,02635,5.488,1.005
05167,02637,0.772,0.003
05167,02638,5.636,0.239
05167,02639,2.797,0.259
05167,02641,1.658,0.063
05167,02642,9.53,0.709
05167,02643,0.034,0.0
05167,02644,3.374,0.173
05167,02645,16.37,1.592
05167,02646,2.904,0.073
05167,02647,0.431,0.062
05167,02648,7.407,1.015
05167,02649,23.149,3.404
05167,02650,1.364,0.238
05167,02653,10.881,1.668
05167,02655,6.471,1.659
05167,02659,1.982,0.092
05167,02660,8.373,0.553
05167,02663,0.435,0.369
05167,02664,6.979,0.66
05167,02667,7.464,0.703
05167,02668,4.114,0.072
05167,02670,1.87,0.419
05167,02671,1.734,0.082
05167,02672,0.494,0.008
05167,02673,8.37,0.438
05167,02675,7.001,0.495
05167,02738,5.5,0.246
05167,02739,0.362,0.0
05221,05602,5.53,0.094
05221,05641,8.124,0.062
05221,05649,0.332,0.003
05221,05654,0.346,0.0
05221,05670,0.058,0.0
05302,92311,12.382,0.0
05329,74003,6.054,0.0
05329,74006,11.498,0.012
05329,74029,2.209,0.0
05410,81621,2.126,0.007
05410,81623,1.293,0.019
05410,81654,0.224,0.0
05437,71220,10.328,0.041
05464,78602,18.131,0.24
05491,14020,8.069,0.046
05518,29006,3.57,0.049
05518,29070,2.03,0.014
05545,72501,7.843,0.009
05572,47006,5.311,0.067
05572,47033,0.004,0.0
05572,47036,0.159,0.001
05599,38606,6.28,0.0
05653,14810,2.905,0.095
05680,70706,13.824,0.018
05680,70710,4.018,0.0
05680,70714,10.831,0.0
05680,70719,3.925,0.0
05680,70721,3.579,0.004
05680,70725,1.172,0.031
05680,70726,47.998,0.053
05680,70734,12.19,0.095
05680,70737,37.681,0.188
05680,70739,9.545,0.0
05680,70764,9.463,0.079
05680,70767,13.789,1.54
05680,70769,29.968,0.134
05680,70774,6.875,0.224
05680,70776,1.453,0.0
05680,70778,2.478,0.003
05680,70780,0.187,0.0
05680,70785,17.856,0.02
05680,70786,0.046,0.0
05680,70791,0.319,0.0
05680,70801,0.107,0.0
05680,70802,6.902,0.649
05680,70803,0.233,0.011
05680,70805,11.366,0.635
05680,70806,8.912,0.0
05680,70807,14.862,0.019
05680,70808,11.98,0.38
05680,70809,14.384,0.0
05680,70810,18.323,0.071
05680,70811,9.55,0.014
05680,70812,4.483,0.0
05680,70813,0.509,0.0
05680,70814,7.665,0.0
05680,70815,9.453,0.0
05680,70816,13.5,0.115
05680,70817,14.853,0.084
05680,70818,11.211,0.0
05680,70819,2.229,0.0
05680,70820,8.085,0.0
05680,70825,0.005,0.0
05680,70836,0.53,0.0
05707,49012,0.316,0.0
05707,49014,12.431,0.349
05707,49015,14.568,0.634
05707,49017,5.397,0.256
05707,49037,14.62,0.363
05734,81635,3.064,0.022
05788,31513,6.259,0.005
05842,88023,0.873,0.0
05842,88026,0.981,0.011
05842,88041,0.015,0.0
05842,88043,1.245,0.014
05869,48631,0.551,0.059
