Urban Area GEOID,ZCTA5,Land Area,Water Area
16264,60025,10.49,0.042
16264,60026,4.076,0.0
16264,60029,0.448,0.0
16264,60030,0.004,0.0
16264,60031,9.783,0.207
16264,60035,12.667,0.033
16264,60040,0.765,0.0
16264,60042,3.562,0.509
16264,60043,0.607,0.0
16264,60044,5.757,0.005
16264,60045,20.325,0.115
16264,60047,34.749,1.305
16264,60048,17.143,0.52
16264,60050,0.679,0.037
16264,60051,1.419,0.301
16264,60053,5.058,0.0
16264,60056,10.866,0.005
16264,60060,15.227,0.941
16264,60061,8.248,0.198
16264,60062,18.904,0.225
16264,60064,5.288,0.015
16264,60067,13.011,0.083
16264,60068,7.311,0.032
16264,60069,5.18,0.142
16264,60070,3.976,0.03
16264,60074,7.103,0.11
16264,60076,5.135,0.0
16264,60077,4.231,0.0
16264,60083,5.798,0.007
16264,60084,7.605,0.592
16264,60085,14.785,0.231
16264,60087,11.643,0.157
16264,60088,2.397,0.002
16264,60089,9.845,0.019
16264,60090,8.983,0.058
16264,60091,5.342,0.014
16264,60093,8.375,0.147
16264,60096,3.588,0.0
16264,60098,0.398,0.015
16264,60099,11.836,0.0
16264,60101,11.389,0.234
16264,60102,12.817,0.248
16264,60103,16.026,0.27
16264,60104,2.284,0.0
16264,60106,9.253,0.086
16264,60107,7.704,0.034
16264,60108,7.388,0.345
16264,60110,8.389,0.198
16264,60118,13.965,0.417
16264,60119,0.596,0.0
16264,60120,12.959,0.253
16264,60123,13.854,0.305
16264,60124,16.808,0.09
16264,60126,11.206,0.119
16264,60130,2.818,0.0
16264,60131,5.437,0.0
16264,60133,8.384,0.324
16264,60134,12.702,0.196
16264,60136,3.248,0.002
16264,60137,10.968,0.251
16264,60139,5.531,0.146
16264,60140,3.644,0.0
16264,60141,0.42,0.0
16264,60142,12.782,0.031
16264,60143,6.969,0.225
16264,60148,13.822,0.268
16264,60151,0.318,0.001
16264,60153,2.839,0.0
16264,60154,4.361,0.0
16264,60155,1.856,0.0
16264,60156,8.099,0.21
16264,60157,1.546,0.064
16264,60160,4.552,0.0
16264,60162,3.174,0.0
16264,60163,1.26,0.0
16264,60164,4.912,0.0
16264,60165,0.342,0.0
16264,60169,6.447,0.069
16264,60171,2.252,0.0
16264,60172,6.995,0.109
16264,60173,6.42,0.004
16264,60174,12.308,0.247
16264,60175,24.532,0.235
16264,60176,2.537,0.0
16264,60177,7.336,0.254
16264,60181,6.508,0.059
16264,60183,0.493,0.0
16264,60184,1.994,0.048
16264,60185,24.151,0.61
16264,60187,6.63,0.092
16264,60188,10.051,0.288
16264,60189,7.765,0.161
16264,60190,4.876,0.085
16264,60191,5.212,0.124
16264,60192,8.515,0.05
16264,60193,8.809,0.029
16264,60194,3.689,0.07
16264,60195,1.687,0.0
16264,60201,4.511,0.0
16264,60202,3.041,0.0
16264,60203,0.684,0.0
16264,60208,0.213,0.023
16264,60301,0.195,0.0
16264,60302,2.955,0.0
16264,60304,1.55,0.0
16264,60305,2.477,0.002
16264,60401,0.372,0.003
16264,60402,5.736,0.142
16264,60403,4.868,0.039
16264,60404,9.626,0.17
16264,60406,5.371,0.12
16264,60409,7.747,0.124
16264,60410,8.189,0.044
16264,60411,27.026,0.131
16264,60415,2.266,0.0
16264,60417,11.156,0.033
16264,60418,2.943,0.063
16264,60419,4.246,0.05
16264,60421,9.36,0.0
16264,60422,3.983,0.0
16264,60423,20.657,0.004
16264,60425,5.628,0.0
16264,60426,7.736,0.0
16264,60428,5.074,0.0
16264,60429,4.074,0.021
16264,60430,6.882,0.047
16264,60431,11.953,0.065
16264,60432,6.51,0.085
16264,60433,10.021,0.032
16264,60435,10.804,0.054
16264,60436,14.268,0.441
16264,60438,8.062,0.057
16264,60439,19.941,0.324
16264,60440,14.086,0.038
16264,60441,17.636,0.044
16264,60442,1.43,0.0
16264,60443,9.108,0.052
16264,60445,3.271,0.0
16264,60446,17.853,0.894
16264,60447,7.462,0.067
16264,60448,16.34,0.016
16264,60449,6.62,0.0
16264,60451,21.505,0.077
16264,60452,7.137,0.063
16264,60453,8.494,0.0
16264,60455,4.24,0.0
16264,60456,0.479,0.0
16264,60457,2.884,0.0
16264,60458,2.917,0.049
16264,60459,4.182,0.0
16264,60461,3.367,0.004
16264,60462,13.34,0.57
16264,60463,4.376,0.104
16264,60464,6.967,0.33
16264,60465,3.998,0.005
16264,60466,5.985,0.029
16264,60467,13.924,0.179
16264,60469,1.134,0.0
16264,60471,3.502,0.012
16264,60472,1.69,0.032
16264,60473,7.844,0.016
16264,60475,4.818,0.0
16264,60476,3.311,0.081
16264,60477,14.221,0.023
16264,60478,9.785,0.096
16264,60480,3.02,0.08
16264,60481,0.022,0.0
16264,60482,2.334,0.013
16264,60484,4.786,0.0
16264,60487,7.476,0.008
16264,60490,9.67,0.019
16264,60491,20.372,0.049
16264,60501,4.356,0.285
16264,60502,11.169,0.188
16264,60503,3.479,0.008
16264,60504,8.782,0.208
16264,60505,10.141,0.172
16264,60506,14.167,0.4
16264,60510,14.571,0.365
16264,60512,0.834,0.0
16264,60513,3.155,0.007
16264,60514,2.038,0.012
16264,60515,11.817,0.148
16264,60516,7.576,0.118
16264,60517,9.054,0.153
16264,60519,0.052,0.0
16264,60521,4.73,0.118
16264,60523,8.954,0.334
16264,60525,13.056,0.095
16264,60526,3.882,0.0
16264,60527,13.314,0.269
16264,60532,8.544,0.253
16264,60534,1.872,0.029
16264,60538,9.364,0.127
16264,60539,0.868,0.033
16264,60540,12.876,0.205
16264,60542,8.078,0.229
16264,60543,15.914,0.274
16264,60544,14.373,1.757
16264,60545,5.188,0.05
16264,60546,3.986,0.019
16264,60548,3.093,0.002
16264,60554,8.942,0.054
16264,60555,5.813,0.135
16264,60558,2.844,0.0
16264,60559,4.695,0.089
16264,60560,14.497,0.152
16264,60561,6.526,0.102
16264,60563,12.373,0.292
16264,60564,16.019,0.173
16264,60565,10.647,0.13
16264,60585,12.312,0.232
16264,60586,13.711,0.176
16264,60601,0.389,0.024
16264,60602,0.082,0.0
16264,60603,0.119,0.0
16264,60604,0.077,0.0
16264,60605,1.43,0.112
16264,60606,0.232,0.039
16264,60607,2.313,0.024
16264,60608,6.247,0.236
16264,60609,7.75,0.035
16264,60610,1.112,0.022
16264,60611,0.793,0.141
16264,60612,3.719,0.0
16264,60613,2.328,0.05
16264,60614,3.222,0.128
16264,60615,2.189,0.004
16264,60616,3.8,0.039
16264,60617,13.673,0.465
16264,60618,4.994,0.067
16264,60619,6.123,0.0
16264,60620,6.997,0.004
16264,60621,3.754,0.0
16264,60622,2.5,0.004
16264,60623,5.377,0.087
16264,60624,3.547,0.005
16264,60625,3.763,0.034
16264,60626,1.716,0.0
16264,60628,10.978,0.075
16264,60629,7.048,0.062
16264,60630,4.741,0.001
16264,60631,3.746,0.0
16264,60632,7.449,0.048
16264,60633,9.748,1.867
16264,60634,7.109,0.009
16264,60636,3.913,0.0
16264,60637,4.528,0.096
16264,60638,11.065,0.014
16264,60639,4.962,0.0
16264,60640,2.361,0.0
16264,60641,4.027,0.0
16264,60642,1.668,0.085
16264,60643,7.356,0.013
16264,60644,3.511,0.009
16264,60645,2.226,0.0
16264,60646,4.438,0.0
16264,60647,3.963,0.03
16264,60649,3.62,0.111
16264,60651,3.463,0.0
16264,60652,4.838,0.0
16264,60653,2.36,0.0
16264,60654,0.542,0.037
16264,60655,4.408,0.0
16264,60656,3.237,0.0
16264,60657,2.175,0.077
16264,60659,2.36,0.001
16264,60660,1.274,0.0
16264,60661,0.306,0.0
16264,60706,3.082,0.0
16264,60707,3.578,0.0
16264,60712,2.692,0.0
16264,60714,6.279,0.0
16264,60803,7.755,0.132
16264,60804,7.115,0.055
16264,60805,3.408,0.0
16264,60827,7.027,0.475
16291,73018,9.75,0.048
16318,95926,7.719,0.0
16318,95928,11.475,0.053
16318,95929,0.008,0.0
16318,95973,14.512,0.003
16372,79201,3.222,0.014
16426,64601,5.926,0.027
16426,64664,0.055,0.0
16453,45601,16.394,0.15
16561,86323,13.721,0.0
16615,55719,2.182,0.027
16642,13037,2.163,0.002
16696,93610,4.825,0.046
16885,41001,9.384,0.032
16885,41005,11.937,0.0
16885,41011,7.035,0.047
16885,41014,1.027,0.02
16885,41015,11.926,0.21
16885,41016,1.481,0.005
16885,41017,21.212,0.978
16885,41018,11.441,0.159
16885,41042,22.114,0.03
16885,41048,23.457,0.012
16885,41051,17.212,0.24
16885,41071,5.5,0.089
16885,41073,0.905,0.0
16885,41074,1.45,0.349
16885,41075,5.834,0.018
16885,41076,10.277,0.093
16885,41091,8.536,0.006
16885,41094,9.417,0.051
16885,45001,0.851,0.024
16885,45002,8.808,0.01
16885,45011,35.692,0.377
16885,45013,15.185,0.108
16885,45014,19.446,0.005
16885,45015,5.082,0.058
16885,45030,0.167,0.004
16885,45033,0.316,0.0
16885,45034,0.749,0.018
16885,45036,10.175,0.007
16885,45039,13.488,0.294
16885,45040,27.589,0.047
16885,45041,0.18,0.011
16885,45044,11.068,0.014
16885,45050,0.051,0.0
16885,45051,0.454,0.0
16885,45052,2.664,0.0
16885,45055,0.043,0.0
16885,45062,0.253,0.0
16885,45065,2.575,0.067
16885,45067,0.259,0.026
16885,45069,28.967,0.022
16885,45102,16.76,0.027
16885,45103,17.184,0.098
16885,45122,3.809,0.021
16885,45140,30.096,0.448
16885,45147,0.045,0.0
16885,45150,19.542,0.109
16885,45152,5.048,0.009
16885,45157,0.072,0.0
16885,45174,1.188,0.052
16885,45202,2.664,0.18
16885,45203,1.197,0.077
16885,45204,3.066,0.279
16885,45205,2.799,0.0
16885,45206,2.04,0.0
16885,45207,1.19,0.0
16885,45208,4.315,0.0
16885,45209,2.263,0.0
16885,45211,9.015,0.002
16885,45212,3.661,0.0
16885,45213,3.127,0.0
16885,45214,2.683,0.029
16885,45215,12.0,0.0
16885,45216,2.791,0.0
16885,45217,2.172,0.012
16885,45218,1.315,0.0
16885,45219,1.587,0.0
16885,45220,2.893,0.017
16885,45223,4.632,0.016
16885,45224,6.074,0.0
16885,45225,2.927,0.031
16885,45226,4.343,0.45
16885,45227,5.471,0.0
16885,45229,2.718,0.0
16885,45230,12.91,0.239
16885,45231,14.781,0.209
16885,45232,4.038,0.041
16885,45233,10.829,0.025
16885,45236,6.886,0.001
16885,45237,6.076,0.003
16885,45238,10.302,0.003
16885,45239,6.256,0.005
16885,45240,9.682,0.127
16885,45241,17.481,0.059
16885,45242,10.731,0.027
16885,45243,7.918,0.031
16885,45244,16.638,0.161
16885,45245,11.719,0.02
16885,45246,9.432,0.011
16885,45247,14.098,0.0
16885,45248,11.389,0.0
16885,45249,6.761,0.025
16885,45251,7.611,0.023
16885,45252,1.989,0.0
16885,45255,9.81,0.003
16885,45267,0.044,0.0
16912,43113,7.376,0.008
17047,35045,8.791,0.055
17047,35046,0.267,0.0
17101,03743,5.982,0.02
17128,74017,9.616,0.001
17128,74019,5.815,0.0
17155,51632,2.358,0.0
17209,16214,3.373,0.016
17236,26301,10.598,0.002
17236,26323,1.08,0.0
17236,26330,9.389,0.068
17236,26431,0.153,0.0
17263,38614,7.125,0.006
17263,38645,0.29,0.0
17290,72830,7.793,0.046
17317,37010,1.477,0.0
17317,37040,28.627,0.008
17317,37042,34.743,0.011
17317,37043,27.798,0.03
17317,42223,15.592,0.0
17317,42262,4.851,0.011
17398,67432,2.516,0.002
17452,16830,6.349,0.11
17452,16843,0.725,0.003
17479,95422,6.857,0.048
17479,95423,0.075,0.0
17479,95457,1.201,0.019
17506,50428,7.855,0.029
17506,50482,0.768,0.0
17514,95451,6.291,0.041
17514,95457,0.434,0.0
17533,76028,0.525,0.024
17533,76031,4.349,0.019
17533,76033,11.238,0.056
17533,76058,6.189,0.025
17533,76059,2.21,0.008
17560,98922,3.499,0.0
17560,98941,0.66,0.0
17560,98943,0.368,0.0
17641,38730,1.04,0.0
17641,38732,7.133,0.0
17641,38733,0.06,0.0
17668,44011,20.788,0.058
17668,44012,0.01,0.0
17668,44017,6.144,0.113
17668,44022,15.476,0.165
17668,44023,12.822,0.135
17668,44028,2.849,0.004
17668,44035,0.191,0.0
17668,44039,23.183,0.156
17668,44040,1.887,0.004
17668,44045,0.937,0.026
17668,44056,9.76,0.034
17668,44057,10.391,0.0
17668,44060,32.369,0.241
17668,44067,13.707,0.026
17668,44070,11.673,0.0
17668,44077,33.136,0.498
17668,44081,6.766,0.0
17668,44087,13.968,0.032
17668,44092,7.374,0.028
17668,44094,21.274,0.141
17668,44095,9.114,0.13
17668,44101,0.089,0.0
17668,44102,6.089,0.12
17668,44103,4.065,0.004
17668,44104,4.694,0.0
17668,44105,8.913,0.107
17668,44106,4.298,0.02
17668,44107,5.38,0.019
17668,44108,4.234,0.004
17668,44109,7.094,0.078
17668,44110,4.141,0.0
17668,44111,6.548,0.0
17668,44112,4.012,0.009
17668,44113,3.831,0.19
17668,44114,3.047,0.093
17668,44115,2.114,0.029
17668,44116,4.889,0.012
17668,44117,3.801,0.003
17668,44118,7.049,0.032
17668,44119,2.221,0.0
17668,44120,5.237,0.029
17668,44121,6.36,0.0
17668,44122,12.463,0.019
17668,44123,2.532,0.007
17668,44124,14.012,0.03
17668,44125,13.097,0.271
17668,44126,4.49,0.0
17668,44127,1.792,0.0
17668,44128,8.78,0.007
17668,44129,5.843,0.031
17668,44130,17.139,0.022
17668,44131,15.648,0.093
17668,44132,3.187,0.014
17668,44133,17.273,0.021
17668,44134,9.701,0.005
17668,44135,10.156,0.005
17668,44136,11.696,0.0
17668,44137,5.191,0.0
17668,44138,13.484,0.0
17668,44139,21.995,0.171
17668,44140,4.566,0.0
17668,44141,11.343,0.02
17668,44142,7.437,0.003
17668,44143,13.392,0.015
17668,44144,5.549,0.031
17668,44145,15.933,0.004
17668,44146,15.683,0.065
17668,44147,12.985,0.021
17668,44149,10.27,0.006
17668,44202,12.958,0.819
17668,44212,18.301,0.037
17668,44224,0.611,0.0
17668,44233,1.777,0.0
17668,44236,25.734,0.151
17668,44241,8.537,0.182
17668,44255,0.015,0.0
17668,44256,0.517,0.0
17668,44264,0.91,0.013
17668,44266,0.106,0.0
17668,44280,1.592,0.0
17668,44286,5.187,0.0
17722,37311,14.59,0.0
17722,37312,22.084,0.002
17722,37323,17.535,0.042
17722,37353,0.764,0.0
17749,77327,4.097,0.0
17749,77328,0.444,0.0
17776,33440,5.549,0.15
17857,24085,0.146,0.0
17857,24422,2.966,0.061
17857,24426,0.179,0.003
17857,24448,0.253,0.0
17857,24457,0.451,0.018
17857,24474,0.503,0.006
17870,14432,1.704,0.0
17870,14504,1.048,0.0
17870,14548,1.447,0.0
17884,61727,3.646,0.0
17911,47842,3.063,0.0
17911,47874,0.071,0.0
17938,52730,2.739,0.036
17938,52732,13.654,0.518
17938,61252,2.717,0.724
17965,64735,6.052,0.072
17992,28328,9.09,0.056
18019,73601,4.342,0.0
18046,29325,8.463,0.016
18100,54929,2.672,0.094
18127,55718,1.096,0.0
18127,55720,6.614,0.195
18127,55733,1.719,0.0
18154,29710,5.186,0.011
18181,95425,3.372,0.0
18208,88101,16.064,0.067
18235,43410,4.796,0.052
18289,93210,4.262,0.008
18316,00757,2.399,0.01
18316,00766,0.337,0.0
18316,00769,13.525,0.001
18343,12043,2.949,0.004
18343,12149,1.144,0.0
18343,12187,0.237,0.0
18370,31014,5.453,0.113
18397,82414,6.909,0.012
18451,83814,6.924,0.188
18451,83815,12.948,0.005
18451,83835,10.198,0.172
18451,83854,16.686,0.41
18478,67337,6.676,0.0
18478,74072,0.764,0.0
18532,67701,2.964,0.0
18559,06415,5.04,0.013
18586,56320,3.055,0.0
18586,56369,0.156,0.0
18667,49036,10.698,0.298
18694,76834,2.788,0.0
18748,77801,3.068,0.068
18748,77802,11.468,0.0
18748,77803,11.652,0.001
18748,77807,6.826,0.0
18748,77808,5.179,0.0
18748,77840,9.965,0.0
18748,77843,0.369,0.0
18748,77845,33.099,0.0
18760,74021,3.433,0.018
18775,22443,1.729,0.011
18829,79512,2.785,0.0
18856,80132,14.013,0.062
18856,80133,0.38,0.0
18856,80817,8.444,0.0
18856,80829,2.214,0.0
18856,80902,2.237,0.0
18856,80903,5.377,0.002
18856,80904,7.207,0.043
18856,80905,5.115,0.004
18856,80906,16.89,0.133
18856,80907,9.843,0.02
18856,80908,3.267,0.0
18856,80909,7.93,0.0
18856,80910,6.11,0.086
18856,80911,7.626,0.012
18856,80913,3.759,0.0
18856,80914,0.662,0.0
18856,80915,7.846,0.003
18856,80916,16.257,0.008
18856,80917,5.614,0.0
18856,80918,11.983,0.002
18856,80919,12.612,0.002
18856,80920,12.103,0.0
18856,80921,9.289,0.014
18856,80922,5.828,0.0
18856,80923,6.885,0.0
18856,80924,4.197,0.0
18856,80925,4.45,0.015
18856,80927,1.019,0.0
18856,80929,0.132,0.0
18856,80938,0.009,0.0
18856,80939,0.22,0.0
18856,80951,0.849,0.0
18883,42728,3.382,0.038
18910,39429,6.298,0.024
18937,65201,20.822,0.118
18937,65202,18.782,0.056
18937,65203,27.521,0.1
18937,65215,0.036,0.0
18937,65216,0.038,0.0
18964,29016,16.948,0.316
18964,29033,9.281,0.338
18964,29036,8.901,1.265
18964,29045,8.249,0.273
18964,29053,6.77,0.0
18964,29061,1.825,0.0
18964,29063,25.281,0.107
18964,29072,50.653,0.404
18964,29073,36.405,0.345
18964,29169,11.619,0.351
18964,29170,22.563,0.334
18964,29172,12.997,0.194
18964,29177,0.137,0.0
18964,29201,11.462,0.588
18964,29203,25.301,0.259
18964,29204,6.365,0.008
18964,29205,6.456,0.0
18964,29206,8.636,0.774
18964,29207,3.649,0.0
18964,29208,0.137,0.0
18964,29209,21.4,0.233
18964,29210,13.581,0.416
18964,29212,15.685,0.146
18964,29223,25.311,0.603
18964,29225,0.027,0.0
18964,29229,17.855,0.088
18991,38401,25.796,0.01
18991,38474,4.35,0.0
19018,46725,6.035,0.019
19045,59912,4.251,0.001
19072,44408,5.208,0.07
19072,44431,1.292,0.0
19072,44490,0.482,0.0
19099,31808,0.512,0.0
19099,31820,7.182,0.044
19099,31901,4.395,0.162
19099,31903,7.122,0.0
19099,31904,16.927,0.23
19099,31905,12.853,0.002
19099,31906,6.869,0.003
19099,31907,22.875,0.077
19099,31909,18.7,0.115
19099,36867,11.864,0.062
19099,36869,9.29,0.008
19099,36870,13.134,0.102
19099,36877,11.095,0.062
19126,46124,2.918,0.04
19126,47201,14.93,0.268
19126,47203,9.384,0.016
19126,47280,0.63,0.0
19180,39701,5.007,0.064
19180,39702,7.064,0.076
19180,39705,8.011,0.139
19207,68601,13.483,0.216
19234,43002,0.357,0.0
19234,43004,10.608,0.188
19234,43015,20.637,0.119
19234,43016,15.763,0.185
19234,43017,15.982,0.405
19234,43018,0.167,0.0
19234,43021,3.127,0.0
19234,43023,0.297,0.0
19234,43026,17.386,0.243
19234,43031,0.044,0.0
19234,43035,15.018,0.082
19234,43054,14.732,0.147
19234,43062,15.298,0.08
19234,43064,4.151,0.088
19234,43065,21.266,0.112
19234,43068,16.496,0.115
19234,43081,19.305,0.274
19234,43082,13.824,0.116
19234,43085,7.315,0.163
19234,43103,0.263,0.0
19234,43109,0.168,0.002
19234,43110,14.741,0.161
19234,43119,4.01,0.039
19234,43123,23.377,0.168
19234,43125,14.12,0.354
19234,43136,0.728,0.0
19234,43137,5.339,0.069
19234,43147,17.261,0.023
19234,43201,3.055,0.015
19234,43202,2.514,0.064
19234,43203,1.441,0.0
19234,43204,9.353,0.339
19234,43205,2.39,0.02
19234,43206,3.019,0.001
19234,43207,22.015,0.781
19234,43209,6.121,0.096
19234,43210,1.486,0.084
19234,43211,4.713,0.014
19234,43212,3.737,0.023
19234,43213,10.323,0.086
19234,43214,6.814,0.102
19234,43215,5.14,0.529
19234,43217,4.297,0.0
19234,43218,0.092,0.0
19234,43219,15.958,0.151
19234,43220,6.612,0.128
19234,43221,9.541,0.363
19234,43222,1.411,0.077
19234,43223,10.002,0.852
19234,43224,8.263,0.024
19234,43227,4.149,0.017
19234,43228,19.28,0.167
19234,43229,9.038,0.061
19234,43230,20.405,0.315
19234,43231,4.158,0.037
19234,43232,12.445,0.225
19234,43235,14.15,0.152
19234,43240,2.459,0.003
19288,53925,3.446,0.036
19288,53932,0.634,0.0
19342,95932,2.965,0.0
19369,99114,3.226,0.0
19450,30529,10.1,0.034
19450,30530,0.234,0.001
19477,75428,3.342,0.022
19504,94506,12.069,0.012
19504,94507,9.944,0.0
19504,94517,3.44,0.0
19504,94518,5.541,0.0
19504,94519,3.538,0.0
19504,94520,7.972,0.032
19504,94521,8.931,0.0
19504,94523,7.206,0.001
19504,94526,13.148,0.0
19504,94528,1.154,0.0
19504,94549,16.275,0.166
19504,94553,21.379,0.37
19504,94556,9.011,0.0
19504,94563,11.529,0.016
19504,94565,0.001,0.0
19504,94575,0.161,0.009
19504,94582,11.956,0.016
19504,94583,7.907,0.018
19504,94595,5.218,0.0
19504,94596,6.062,0.0
19504,94597,4.053,0.0
19504,94598,9.238,0.012
19531,03224,0.027,0.0
19531,03258,0.016,0.0
19531,03275,0.694,0.0
19531,03301,17.174,0.647
19531,03303,6.534,0.133
19531,03304,1.958,0.0
19531,03307,0.246,0.0
19558,28023,8.637,0.056
19558,28025,23.787,0.0
19558,28027,55.777,0.027
19558,28036,1.548,0.0
19558,28039,0.059,0.0
19558,28041,0.047,0.0
19558,28072,0.798,0.0
19558,28075,15.655,0.0
19558,28078,1.254,0.0
19558,28081,15.269,0.0
19558,28083,11.833,0.369
19558,28088,2.318,0.0
19558,28115,0.049,0.0
19558,28138,3.944,0.007
19558,28144,14.945,0.005
19558,28146,15.632,0.018
19558,28147,16.022,0.0
19558,28159,1.767,0.0
19558,28213,1.132,0.004
19558,28215,4.351,0.015
19558,28262,4.288,0.012
19558,28269,0.945,0.0
19585,66901,3.125,0.0
19597,14435,0.654,1.511
19597,14454,0.482,1.178
19597,14480,0.77,0.0
19597,14487,2.88,2.361
19612,44004,0.374,0.005
19612,44030,7.507,0.011
19612,44048,0.387,0.0
19612,44068,0.01,0.0
19666,99326,2.176,0.0
19693,47331,7.452,0.015
19801,72032,12.816,0.087
19801,72034,17.313,0.085
19801,72035,0.154,0.0
19801,72106,2.597,0.105
19828,38501,23.689,0.034
19828,38503,0.001,0.0
19828,38505,0.05,0.0
19828,38506,19.997,0.061
19828,38544,1.722,0.0
19882,85128,4.139,0.008
19936,97420,10.564,0.483
19936,97459,4.063,0.44
19990,97423,3.434,0.114
20044,93212,6.287,0.0
20071,31015,8.598,0.028
20098,38834,12.8,0.015
20125,12822,1.397,0.0
20125,12846,1.563,0.161
20152,30510,3.514,0.009
20152,30511,1.562,0.002
20152,30523,2.997,0.005
20152,30531,7.781,0.043
20152,30535,2.372,0.034
20152,30563,1.339,0.003
20206,96021,3.047,0.0
20233,14827,0.09,0.0
20233,14830,4.458,0.179
20233,14870,6.232,0.028
20247,85641,3.432,0.0
20287,78336,0.014,0.0
20287,78359,1.076,0.0
20287,78374,7.708,0.067
20287,78380,5.383,0.0
20287,78401,2.152,0.259
20287,78402,1.327,0.328
20287,78404,3.217,0.0
20287,78405,5.093,0.0
20287,78406,4.62,0.0
20287,78407,2.398,0.0
20287,78408,5.86,0.0
20287,78409,7.569,0.003
20287,78410,13.679,0.0
20287,78411,6.134,0.0
20287,78412,8.483,0.032
20287,78413,7.016,0.0
20287,78414,14.225,0.04
20287,78415,8.616,0.0
20287,78416,3.32,0.0
20287,78417,2.381,0.0
20287,78418,18.151,0.703
20287,78419,0.727,0.0
20314,16405,0.152,0.0
20314,16407,4.01,0.001
20341,75109,2.962,0.026
20341,75110,12.56,0.108
20368,81321,4.248,0.027
20395,13045,8.621,0.034
20395,13077,1.723,0.013
20422,97330,8.791,0.0
20422,97331,0.545,0.0
20422,97333,5.414,0.004
20422,97370,2.704,0.043
20476,43812,7.81,0.06
20503,97424,5.248,0.068
20595,86324,3.42,0.0
20595,86325,0.664,0.0
20595,86326,12.822,0.0
20719,38011,0.166,0.0
20719,38019,5.832,0.0
20746,24426,7.327,0.23
20773,12051,2.952,0.014
20773,12192,0.811,0.0
20827,81625,5.501,0.0
20881,47933,9.771,0.03
20890,32327,9.719,0.0
20908,95531,16.336,0.087
20980,15938,0.26,0.0
20980,16630,2.522,0.0
20980,16641,1.099,0.0
21016,50801,4.515,0.002
21043,32536,19.408,0.241
21043,32539,20.436,0.453
21070,97426,2.443,0.017
21097,68333,2.603,0.031
21151,21817,2.688,0.126
21205,75835,6.56,0.0
21232,56716,4.649,0.0
21340,71635,9.01,0.182
21394,38555,18.127,0.362
21394,38571,1.591,0.047
21394,38572,7.083,0.755
21421,70526,7.085,0.007
21448,22901,0.298,0.002
21448,22903,0.38,0.002
21448,22932,3.809,0.023
21502,78839,3.542,0.004
21529,34428,6.724,0.279
21529,34429,7.146,0.872
21529,34448,0.215,0.0
21556,39059,3.956,0.01
21610,77954,4.365,0.018
21637,35055,15.867,0.129
21637,35057,1.495,0.006
21637,35058,2.996,0.026
21637,35077,0.694,0.003
21637,35179,0.439,0.011
21664,28723,3.816,0.0
21664,28779,2.061,0.0
21664,28788,0.22,0.0
21691,22701,9.371,0.025
21745,15545,0.146,0.0
21745,21502,21.87,0.251
21745,21524,0.328,0.0
21745,21529,0.357,0.0
21745,21532,4.547,0.002
21745,21543,0.134,0.0
21745,26726,0.9,0.0
21745,26753,1.083,0.009
21745,26767,2.33,0.0
21772,74023,9.312,0.012
21853,41031,2.989,0.055
21934,30533,3.01,0.0
21934,30597,0.137,0.0
21988,79022,3.499,0.002
22015,97338,5.496,0.0
22042,75001,3.752,0.003
22042,75002,26.019,0.053
22042,75006,15.791,0.331
22042,75007,11.864,0.121
22042,75010,6.812,0.051
22042,75013,14.936,0.061
22042,75019,0.663,0.037
22042,75022,0.222,0.008
22042,75023,9.199,0.006
22042,75024,12.899,0.115
22042,75025,9.506,0.051
22042,75032,16.526,0.219
22042,75033,0.023,0.0
22042,75034,10.591,0.174
22042,75036,3.446,0.1
22042,75038,7.638,0.04
22042,75039,5.684,0.366
22042,75040,15.697,0.007
22042,75041,7.924,0.002
22042,75042,7.632,0.001
22042,75043,13.846,1.564
22042,75044,10.556,0.068
22042,75048,7.861,0.011
22042,75050,22.621,0.175
22042,75051,11.774,0.132
22042,75052,23.11,0.9
22042,75054,3.889,0.648
22042,75056,15.908,0.797
22042,75057,0.382,0.0
22042,75060,9.741,0.302
22042,75061,11.612,0.032
22042,75062,10.592,0.089
22042,75063,19.817,0.127
22042,75067,0.195,0.005
22042,75069,8.174,0.014
22042,75074,15.664,0.051
22042,75075,9.7,0.006
22042,75080,11.312,0.018
22042,75081,9.013,0.004
22042,75082,8.199,0.069
22042,75087,17.684,0.284
22042,75088,9.146,2.006
22042,75089,10.759,0.054
22042,75093,14.282,0.121
22042,75094,6.64,0.008
22042,75098,26.872,0.436
22042,75104,19.759,0.048
22042,75115,20.569,0.034
22042,75116,5.102,0.006
22042,75125,1.898,0.02
22042,75126,2.935,0.035
22042,75132,0.113,0.0
22042,75134,8.918,0.005
22042,75137,6.006,0.002
22042,75141,4.408,0.037
22042,75146,7.903,0.005
22042,75149,16.024,0.065
22042,75150,12.56,0.012
22042,75154,26.426,0.015
22042,75159,10.649,0.162
22042,75165,25.179,0.565
22042,75166,1.817,0.002
22042,75167,1.97,0.002
22042,75172,6.204,0.018
22042,75180,7.775,0.012
22042,75181,8.012,0.014
22042,75182,6.328,0.067
22042,75189,4.936,0.015
22042,75201,1.376,0.0
22042,75202,0.668,0.0
22042,75203,4.789,0.025
22042,75204,2.559,0.0
22042,75205,4.37,0.003
22042,75206,4.235,0.017
22042,75207,3.859,0.041
22042,75208,6.119,0.005
22042,75209,3.5,0.003
22042,75210,2.285,0.143
22042,75211,14.463,0.113
