GEOID,Name,Primary County,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
74125,"Refugio, TX Urban Cluster",48391,2903,1359,3765450,0,28.307259,-97.275171
74142,"Reidsville, GA Urban Cluster",13267,4945,1214,8698500,26099,32.060563,-82.142423
74152,"Reidsville, NC Urban Cluster",37157,14067,6954,29270993,84648,36.344466,-79.66883
74179,"Reno, NV--CA Urbanized Area",32031,392141,168328,426106972,1298872,39.532616,-119.795892
74206,"Rensselaer, IN Urban Cluster",18073,6048,2552,7429425,12773,40.935218,-87.152169
74260,"Rexburg, ID Urban Cluster",16065,26852,8000,18210818,69765,43.827287,-111.785653
74287,"Reynoldsville, PA Urban Cluster",42065,2839,1325,4160056,32069,41.094894,-78.887735
74314,"Rhinebeck, NY Urban Cluster",36027,3032,1637,5156369,57312,41.929031,-73.906792
74341,"Rhinelander, WI Urban Cluster",55085,9010,4659,22685950,3488447,45.645473,-89.432358
74368,"Rice Lake, WI Urban Cluster",55005,9507,4653,16540088,3523290,45.495152,-91.731892
74395,"Richfield, UT Urban Cluster",49041,7340,2732,6856555,0,38.76783,-112.087715
74449,"Richgrove, CA Urban Cluster",06107,2867,607,741346,0,35.79892,-119.106345
74557,"Richland Center, WI Urban Cluster",55103,5021,2535,7124116,171619,43.339595,-90.384686
74584,"Richlands, VA Urban Cluster",51185,9588,4632,21366581,222138,37.084195,-81.794324
74601,"Richlands South, NC Urban Cluster",37133,5278,1871,25764455,228115,34.829763,-77.550025
74638,"Richmond, IN--OH Urban Cluster",18177,44136,20903,62473553,597774,39.831084,-84.889711
74665,"Richmond, KY Urban Cluster",21151,35540,15448,42627188,174829,37.747376,-84.305866
74692,"Richmond, MI Urban Cluster",26099,6140,2623,8797306,90906,42.810558,-82.752173
74719,"Richmond, MO Urban Cluster",29177,5307,2532,8947271,32998,39.268057,-93.969074
74746,"Richmond, VA Urbanized Area",51041,953556,405840,1276045671,21762130,37.477942,-77.487983
74827,"Ridgecrest, CA Urban Cluster",06029,31155,13461,46917143,1077,35.625919,-117.684029
74840,"Ridgefield, WA Urban Cluster",53011,4259,1486,5696580,0,45.812806,-122.729693
74854,"Ridgeland, SC Urban Cluster",45053,5301,1680,14112271,38078,32.481192,-80.969386
74881,"Ridge Manor, FL Urban Cluster",12053,2971,1419,7873973,130858,28.512617,-82.183872
74908,"Ridgway, PA Urban Cluster",42047,4410,2225,8018906,94859,41.42649,-78.732883
74935,"Rifle, CO Urban Cluster",08045,10479,4022,10189367,0,39.54048,-107.773575
74962,"Rigby, ID Urban Cluster",16051,8729,2835,21675600,39401,43.664836,-111.913207
74989,"Rincon, GA Urban Cluster",13103,12111,4776,21287841,14197,32.281366,-81.227939
75016,"Rio Bravo--El Cenizo, TX Urban Cluster",48479,8067,2163,12274118,18438,27.347298,-99.495245
75043,"Rio Dell, CA Urban Cluster",06023,4079,1638,4760299,95990,40.494756,-124.103884
75072,"Rio Grande City--Roma, TX Urban Cluster",48427,46344,14323,69507001,0,26.375237,-98.850733
75080,"Rio Hondo, TX Urban Cluster",48061,4423,1398,9457707,150139,26.232386,-97.580355
75089,"Rio Rico Northeast, AZ Urban Cluster",04023,2628,976,4578816,0,31.481588,-110.977124
75097,"Rio Vista, CA Urban Cluster",06095,7097,3752,8203895,0,38.170338,-121.701949
75124,"Ripley, MS Urban Cluster",28139,3592,1583,8392867,0,34.734433,-88.949267
75151,"Ripley, TN Urban Cluster",47097,8763,3840,24274824,39434,35.736154,-89.541381
75178,"Ripley, WV Urban Cluster",54035,4193,2061,9968154,451534,38.818705,-81.735953
75205,"Ripon, WI Urban Cluster",55039,7930,3381,9594201,117620,43.844864,-88.839453
75270,"Riverdale, CA Urban Cluster",06019,2823,814,2306821,0,36.431071,-119.862054
75286,"River Falls, WI Urban Cluster",55093,15351,5581,19824267,208106,44.860217,-92.613215
75340,"Riverside--San Bernardino, CA Urbanized Area",06065,1932666,590206,1412019715,7618764,33.985049,-117.341972
75367,"Riverton, WY Urban Cluster",56013,12265,5244,18383879,206,43.031801,-108.397751
75394,"Roanoke, AL Urban Cluster",01111,4275,2054,10969274,45067,33.148503,-85.36641
75421,"Roanoke, VA Urbanized Area",51770,210111,96367,321621975,1849761,37.290783,-79.976293
75448,"Roanoke Rapids, NC Urban Cluster",37083,24450,11082,42150769,154355,36.450617,-77.648931
75475,"Roaring Spring, PA Urban Cluster",42013,7130,3244,18579706,0,40.334187,-78.38146
75502,"Robertsdale, AL Urban Cluster",01003,7601,3143,18084749,188702,30.561397,-87.718939
75529,"Robinson, IL Urban Cluster",17033,7894,3317,13943726,29100,39.004515,-87.733389
75556,"Robstown, TX Urban Cluster",48355,11991,4229,8985624,0,27.791124,-97.668921
75583,"Rochelle, IL Urban Cluster",17141,11342,4728,19632910,49946,41.922219,-89.076322
75610,"Rochester, IN Urban Cluster",18049,7309,3584,11135598,2897406,41.058441,-86.2024
75637,"Rochester, MN Urbanized Area",27109,107677,46090,130636755,657632,44.020374,-92.480171
75664,"Rochester, NY Urbanized Area",36055,720572,313924,840006639,17285006,43.137608,-77.568207
75691,"Rockdale, TX Urban Cluster",48331,5459,2507,8214490,0,30.655669,-97.009634
75718,"Rockford, IL Urbanized Area",17201,296863,124394,395930838,4741690,42.295097,-89.010805
75732,"Rockford, MN Urban Cluster",27171,4618,1819,6842546,72503,45.091058,-93.741574
75745,"Rock Hill, SC Urbanized Area",45091,104996,44687,247693604,1426640,34.960446,-81.034068
75772,"Rockingham--Hamlet, NC Urban Cluster",37153,25404,11578,64516249,160868,34.914661,-79.744308
75799,"Rockland, ME Urban Cluster",23013,8775,4713,16207933,65320,44.11843,-69.103075
75826,"Rockmart, GA Urban Cluster",13233,7646,3326,18353263,167160,34.010925,-85.061799
75853,"Rockport, TX Urban Cluster",48007,16322,10507,42478692,1890051,28.047279,-97.057873
75880,"Rock Springs, WY Urban Cluster",56037,26352,11301,36421691,0,41.595486,-109.240757
75907,"Rock Valley, IA Urban Cluster",19167,3052,1249,4062966,0,43.20121,-96.294499
75934,"Rockville, IN Urban Cluster",18121,4339,1501,12024225,22328,39.776499,-87.264304
75961,"Rocky Ford, CO Urban Cluster",08089,4161,1954,4576400,0,38.04957,-103.725083
75988,"Rocky Mount, NC Urbanized Area",37127,68243,31027,119103583,281965,35.960053,-77.83026
76015,"Rocky Mount, VA Urban Cluster",51067,6048,2865,18875771,112721,37.004398,-79.884762
76042,"Rogers City, MI Urban Cluster",26141,2560,1481,3636104,0,45.419462,-83.822301
76059,"Rogersville, MO Urban Cluster",29225,2878,1148,3349936,0,37.116267,-93.055965
76069,"Rogersville, TN Urban Cluster",47073,6444,3090,15587307,537753,36.398883,-83.013273
76123,"Rolla, MO Urban Cluster",29161,20160,8619,27080579,39232,37.943928,-91.762096
76177,"Romancoke, MD Urban Cluster",24035,3538,1488,9839040,619434,38.900212,-76.355496
76204,"Rome, GA Urbanized Area",13115,60851,25666,123471122,1847304,34.256159,-85.174734
76231,"Rome, NY Urban Cluster",36065,33428,14792,56261894,158326,43.232984,-75.442413
76258,"Roosevelt, UT Urban Cluster",49013,5915,2015,8133376,0,40.305406,-109.989391
76285,"Rosamond, CA Urban Cluster",06029,16000,6089,16412378,33333,34.862342,-118.180373
76312,"Roseau, MN Urban Cluster",27135,2763,1330,6475090,0,48.84385,-95.760945
76339,"Roseburg, OR Urban Cluster",41019,41700,18657,49864956,1331086,43.219397,-123.346766
76366,"Rose Hill, KS Urban Cluster",20015,3650,1260,2874328,0,37.567347,-97.132902
76447,"Roswell, NM Urban Cluster",35005,49727,20288,69920748,149458,33.366229,-104.527988
76474,"Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area",17097,290373,114191,395497399,48792020,42.408246,-88.150621
76501,"Roxboro, NC Urban Cluster",37145,9660,4635,18808164,7119,36.399407,-78.983258
76528,"Roxborough Park, CO Urban Cluster",08035,8503,3015,6438830,0,39.467877,-105.078633
76582,"Royston, GA Urban Cluster",13119,3002,1304,7209180,42257,34.281889,-83.106485
76595,"Ruckersville, VA Urban Cluster",51079,5785,2171,17822962,158317,38.214101,-78.384757
76609,"Rugby, ND Urban Cluster",38069,2824,1382,3888429,0,48.365727,-99.992619
76636,"Ruidoso, NM Urban Cluster",35027,9596,8229,22407138,0,33.350597,-105.560682
76663,"Ruleville, MS Urban Cluster",28133,2998,1073,3477990,21825,33.729091,-90.54889
76690,"Rumford, ME Urban Cluster",23017,4987,2914,5057024,241948,44.552529,-70.547448
76717,"Running Springs, CA Urban Cluster",06071,4811,3639,6865725,9227,34.209475,-117.111613
76744,"Rupert, ID Urban Cluster",16067,6346,2477,8140469,7822,42.615997,-113.684428
76759,"Rush City, MN Urban Cluster",27025,2883,813,7692109,176421,45.688843,-92.957396
76771,"Rushville, IL Urban Cluster",17169,3196,1547,3544267,0,40.12115,-90.564736
76798,"Rushville, IN Urban Cluster",18139,6738,3108,10903680,0,39.615766,-85.449958
76825,"Rusk, TX Urban Cluster",48073,4691,1197,8040252,0,31.801512,-95.151866
76852,"Russell, KS Urban Cluster",20167,4108,2182,5348405,0,38.888479,-98.858361
76879,"Russells Point, OH Urban Cluster",39091,6523,5985,13895170,110336,40.486659,-83.863658
76906,"Russellville, AL Urban Cluster",01059,9866,3963,19692316,123465,34.51731,-87.71984
76933,"Russellville, AR Urban Cluster",05115,32733,12959,62523585,578567,35.275523,-93.131461
76960,"Russellville, KY Urban Cluster",21141,6714,3254,17805942,39115,36.844789,-86.892016
76987,"Ruston, LA Urban Cluster",22061,27724,11030,61509764,10982,32.535867,-92.65016
77014,"Rutland, VT Urban Cluster",50021,19840,9713,31777805,327356,43.602518,-72.981685
77027,"Sabetha, KS Urban Cluster",20131,2526,1211,4405125,13292,39.902636,-95.798286
77041,"Sabina, OH Urban Cluster",39027,2512,1136,2971937,7060,39.489241,-83.63353
77068,"Sacramento, CA Urbanized Area",06067,1723634,676840,1220744083,12315468,38.638578,-121.324669
77095,"Safford, AZ Urban Cluster",04009,19151,7574,33673077,11415,32.836052,-109.744889
77149,"Saginaw, MI Urbanized Area",26145,126265,56761,184441785,2883975,43.43194,-83.981818
77161,"Sahuarita--Green Valley, AZ Urban Cluster",04019,40691,24104,59142405,39434,31.893608,-110.992493
77176,"St. Albans, VT Urban Cluster",50011,9054,4105,10855059,9313,44.808422,-73.082507
77203,"St. Anthony, ID Urban Cluster",16043,3702,1285,4694567,41854,43.962937,-111.680181
77230,"St. Augustine, FL Urbanized Area",12109,69173,38793,111608076,9249539,29.865959,-81.317108
77284,"St. Charles, MN Urban Cluster",27169,2977,1256,4269380,0,43.969758,-92.061915
77311,"St. Clair, MO Urban Cluster",29071,5971,2653,9767732,90243,38.344095,-90.984636
77338,"St. Cloud, MN Urbanized Area",27145,110621,45299,129987390,3224047,45.572139,-94.193582
77365,"Ste. Genevieve, MO Urban Cluster",29186,4329,1952,6353501,0,37.973406,-90.04741
77392,"St. Francis, MN Urban Cluster",27003,6212,2354,12541190,2111875,45.367023,-93.351563
77446,"St. George, UT Urbanized Area",49053,98370,40320,116455946,15103,37.105622,-113.567422
77500,"St. Helena, CA Urban Cluster",06055,6727,3224,16067136,106852,38.512838,-122.468034
77527,"St. Helens, OR Urban Cluster",41009,25650,10485,33765722,271863,45.826288,-122.84606
77554,"St. Ignace, MI Urban Cluster",26097,2531,1348,5521932,31014,45.864565,-84.731717
77581,"St. James, MN Urban Cluster",27165,4585,2029,5030730,0,43.983365,-94.626849
77608,"St. James, MO Urban Cluster",29161,4123,1727,6294061,12145,37.999846,-91.617257
77618,"St. James, NC Urban Cluster",37019,2604,1853,8065604,9174,33.938828,-78.113608
77635,"St. Johns, AZ Urban Cluster",04001,2550,1118,5578057,5401,34.503291,-109.379494
77662,"St. Johns, MI Urban Cluster",26037,8425,3626,10926384,47063,42.991428,-84.558099
77689,"St. Johnsbury, VT Urban Cluster",50005,5073,2511,8658804,122278,44.433253,-72.012046
77716,"St. Joseph, IL Urban Cluster",17019,5047,1927,7744155,10463,40.117647,-88.033846
77743,"St. Joseph, MO--KS Urbanized Area",29021,81176,35012,108155863,336583,39.75655,-94.830405
77770,"St. Louis, MO--IL Urbanized Area",29189,2150706,956440,2391104325,30364063,38.630705,-90.340926
77797,"St. Maries, ID Urban Cluster",16009,2608,1207,3429396,16323,47.316543,-116.574805
77824,"St. Martinville, LA Urban Cluster",22099,7220,3007,12646253,224903,30.129085,-91.835324
77841,"St. Marys, KS Urban Cluster",20149,2669,905,2725641,0,39.195259,-96.066763
77851,"St. Marys, OH Urban Cluster",39011,9373,4174,13782126,50356,40.542817,-84.399716
77878,"St. Marys, PA Urban Cluster",42047,9585,4507,17281806,3139,41.421274,-78.534949
77905,"St. Marys, WV--OH Urban Cluster",54073,4315,1783,6767091,19918,39.398033,-81.220841
77932,"St. Marys--Kingsland, GA Urban Cluster",13039,34630,13963,81876738,1419357,30.773205,-81.605925
77986,"St. Pauls, NC Urban Cluster",37155,3288,1361,5976255,0,34.81361,-78.971211
78013,"St. Peter, MN Urban Cluster",27103,11634,3956,11992193,219877,44.325972,-93.966904
78026,"St. Simons, GA Urban Cluster",13127,12226,9396,23197698,291714,31.179098,-81.384254
78067,"Salamanca, NY Urban Cluster",36009,5738,2781,8325595,389986,42.160643,-78.727677
78094,"Salem, IL Urban Cluster",17121,8300,3850,14197894,160687,38.626001,-88.969117
78121,"Salem, IN Urban Cluster",18175,6544,3013,10020133,5748,38.604444,-86.101723
78148,"Salem, MO Urban Cluster",29065,4921,2385,8990095,0,37.642329,-91.540983
78175,"Salem, NJ Urban Cluster",34033,5724,2946,7211796,57177,39.564963,-75.476359
78202,"Salem, OH Urban Cluster",39029,18617,8555,29979217,30854,40.901486,-80.839736
78229,"Salem, OR Urbanized Area",41047,236632,92623,196605931,1013759,44.93414,-123.010267
78256,"Salida, CO Urban Cluster",08015,6663,3583,12689389,0,38.535094,-106.007331
78283,"Salina, KS Urban Cluster",20169,47493,20708,59371113,36699,38.81492,-97.612054
78310,"Salinas, CA Urbanized Area",06053,184809,53687,126976546,380685,36.705002,-121.66399
78364,"Salisbury, MD--DE Urbanized Area",24045,98081,40463,183218478,5376531,38.42574,-75.550614
78418,"Sallisaw, OK Urban Cluster",40135,8179,3627,13981082,63931,35.460307,-94.795253
78445,"Salmon, ID Urban Cluster",16059,3084,1599,5297075,94212,45.177795,-113.899236
78472,"Saltillo, MS Urban Cluster",28081,4303,1823,11254200,73981,34.373667,-88.690258
78499,"Salt Lake City--West Valley City, UT Urbanized Area",49035,1021243,359700,719699652,553911,40.640838,-111.929515
78526,"Saluda, SC Urban Cluster",45081,3528,1326,5694040,0,34.004036,-81.771437
78553,"San Angelo, TX Urbanized Area",48451,92984,39444,121506853,2046872,31.440632,-100.46049
78580,"San Antonio, TX Urbanized Area",48029,1758210,681843,1547469681,9211854,29.514399,-98.475376
78607,"San Carlos, AZ Urban Cluster",04007,3993,968,10801984,1106,33.356531,-110.459726
78634,"Sandersville, GA Urban Cluster",13303,7288,3358,18092181,40366,32.97501,-82.807381
78661,"San Diego, CA Urbanized Area",06073,2956746,1112289,1899682371,71754528,32.928728,-117.128799
78688,"San Diego, TX Urban Cluster",48131,4757,1938,4769404,0,27.758661,-98.239712
78715,"Sandpoint, ID Urban Cluster",16017,10840,5463,21662294,3014573,48.268536,-116.548387
78742,"Sandusky, MI Urban Cluster",26151,2775,1306,4631249,6492,43.420193,-82.831795
78769,"Sandusky, OH Urban Cluster",39043,48990,24455,78214026,1673068,41.420209,-82.680777
78823,"Sandy, OR Urban Cluster",41005,9954,3943,8123202,3843,45.397667,-122.26627
78850,"Sanford, ME Urban Cluster",23031,13584,6324,16760379,350678,43.435951,-70.764266
78877,"Sanford, NC Urban Cluster",37105,33120,13847,74963845,1841424,35.461423,-79.173084
78904,"San Francisco--Oakland, CA Urbanized Area",06001,3281212,1338437,1356417269,24620473,37.671179,-122.158498
78931,"Sanger, CA Urban Cluster",06019,26604,7692,14646599,0,36.696588,-119.565047
78958,"Sanger, TX Urban Cluster",48121,5972,2279,7921619,20813,33.354733,-97.178689
78985,"San Germán--Cabo Rojo--Sabana Grande, PR Urbanized Area",72023,118199,56874,247242727,1648028,18.067652,-67.078194
79012,"San Joaquin, CA Urban Cluster",06019,3983,931,2466572,0,36.606981,-120.187815
79039,"San Jose, CA Urbanized Area",06085,1664496,593475,739551057,1263429,37.329845,-121.945145
79066,"San Jose (Tinian Municipality), MP Urban Cluster",69120,2794,962,9613541,356489,14.977796,145.625653
79093,"San Juan, PR Urbanized Area",72127,2148346,931029,2245257979,24314955,18.288174,-66.116246
79120,"San Luis, AZ Urban Cluster",04027,24091,6085,9247075,54603,32.495152,-114.771548
79147,"San Luis Obispo, CA Urbanized Area",06079,59219,21269,52864831,31079,35.279183,-120.665546
79174,"San Manuel, AZ Urban Cluster",04021,3185,1353,2514821,0,32.605045,-110.630614
79201,"San Marcos, TX Urbanized Area",48209,52826,20359,68740788,476961,29.867189,-97.921715
79255,"San Saba, TX Urban Cluster",48411,3105,1142,4261839,0,31.195639,-98.727876
79282,"Santa Barbara, CA Urbanized Area",06083,195861,76684,144597613,889599,34.42747,-119.724102
79309,"Santa Clarita, CA Urbanized Area",06037,258653,86471,198798496,144736,34.429766,-118.523096
79336,"Santa Cruz, CA Urbanized Area",06087,163703,71480,151029310,436708,37.053982,-121.99907
79363,"Santa Fe, NM Urbanized Area",35049,89284,44652,137626997,267659,35.643409,-106.007638
79390,"Santa Isabel, PR Urban Cluster",72133,10550,4391,12708399,90679,17.972338,-66.418372
79417,"Santa Maria, CA Urbanized Area",06083,130447,39821,75438727,192998,34.911814,-120.438878
79444,"Santa Paula, CA Urban Cluster",06111,29742,8880,11381968,8195,34.353989,-119.069052
79471,"Santaquin, UT Urban Cluster",49049,9936,2631,22472592,112115,39.966326,-111.797478
79498,"Santa Rosa, CA Urbanized Area",06097,308231,122312,253767835,543360,38.444378,-122.740631
79525,"Santa Rosa, NM Urban Cluster",35019,2621,1042,5664009,16622,34.936812,-104.686005
79537,"Santa Rosa Beach, FL Urban Cluster",12131,4512,3724,20152058,351780,30.376503,-86.249411
79552,"Santo Domingo Pueblo, NM Urban Cluster",35043,2567,509,2640232,0,35.513697,-106.359188
79579,"Saranac Lake, NY Urban Cluster",36033,7698,3314,11561825,368653,44.324583,-74.130354
79606,"Sarasota--Bradenton, FL Urbanized Area",12081,643260,380647,846295352,105311395,27.303534,-82.475257
79633,"Saratoga Springs, NY Urbanized Area",36091,64100,28930,117796495,1644890,43.066707,-73.808135
79687,"Sauk Centre, MN Urban Cluster",27145,4253,1920,7929594,657184,45.736472,-94.952729
79714,"Sault Ste. Marie, MI Urban Cluster",26033,13114,6072,15146695,185470,46.479105,-84.359754
79741,"Savanna, IL--IA Urban Cluster",17015,3362,1815,5095745,2562712,42.089345,-90.152163
79768,"Savannah, GA Urbanized Area",13051,260677,114289,430492161,12220630,32.044851,-81.151732
79795,"Savannah, MO Urban Cluster",29003,5138,2223,7681654,12713,39.935801,-94.827185
79822,"Savannah, TN Urban Cluster",47071,8347,3913,20157455,2353,35.219076,-88.235025
79834,"Saw Creek, PA Urban Cluster",42103,5880,3580,14590387,72754,41.105659,-75.049884
79876,"Sayre, OK Urban Cluster",40009,4041,1225,3596707,0,35.298753,-99.638107
79903,"Sayre--Waverly, PA--NY Urban Cluster",42015,17991,8256,24232640,479650,41.978566,-76.522382
79930,"Schulenburg, TX Urban Cluster",48149,2726,1213,4452091,0,29.680684,-96.908753
79957,"Schuyler, NE Urban Cluster",31037,6255,1976,6566635,149285,41.4499,-97.065277
80011,"Scott City, KS Urban Cluster",20171,3647,1639,3913352,0,38.479844,-100.909062
80038,"Scott City, MO Urban Cluster",29201,5216,2271,10953942,2368,37.21744,-89.540847
80065,"Scottsbluff, NE Urban Cluster",31157,25946,11321,34142066,222703,41.854912,-103.667671
80092,"Scottsboro, AL Urban Cluster",01071,10069,4789,28780084,527139,34.649626,-86.035144
80119,"Scottsburg, IN Urban Cluster",18143,11434,5176,18789684,28595,38.692115,-85.795495
80173,"Scottsville, KY Urban Cluster",21003,4251,2045,10336781,12447,36.748632,-86.197472
80227,"Scranton, PA Urbanized Area",42079,381502,175920,442280309,8060852,41.486148,-75.669263
80281,"Sealy, TX Urban Cluster",48015,5562,2263,8025509,48592,29.774804,-96.155299
80308,"Searcy, AR Urban Cluster",05145,25979,10632,60693236,544723,35.241497,-91.706014
80335,"Seaside, OR Urban Cluster",41007,8489,5959,13558336,370634,46.005189,-123.91001
80362,"Seaside--Monterey, CA Urbanized Area",06053,114237,51292,100228942,586336,36.61339,-121.845487
80389,"Seattle, WA Urbanized Area",53033,3059393,1309501,2614905764,174194014,47.468409,-122.274661
80400,"Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area",12061,149422,87601,250442103,25852485,27.663389,-80.422796
80416,"Sebring--Avon Park, FL Urbanized Area",12055,61625,33936,119504610,10090843,27.491519,-81.443159
80443,"Sedalia, MO Urban Cluster",29159,26178,11780,48720261,300377,38.695271,-93.230193
80470,"Sedona, AZ Urban Cluster",04025,6761,4202,12100300,54292,34.861648,-111.784246
80497,"Seguin, TX Urban Cluster",48187,24122,9373,40868105,542104,29.571717,-97.9679
80524,"Selma, AL Urban Cluster",01047,23821,10746,43710866,310809,32.410462,-87.034721
80551,"Selma, CA Urban Cluster",06019,41810,13220,32473515,0,36.566927,-119.608783
80578,"Selmer, TN Urban Cluster",47109,3840,1806,12114188,0,35.172845,-88.591575
80605,"Seminole, OK Urban Cluster",40133,5931,2708,8911964,0,35.233169,-96.67702
80632,"Seminole, TX Urban Cluster",48165,6477,2527,7872108,0,32.717032,-102.65245
80659,"Senatobia, MS Urban Cluster",28137,6531,2176,10034995,0,34.617892,-89.977968
80671,"Seneca, SC Urban Cluster",45073,26054,12369,85927566,2297374,34.699833,-82.946247
80686,"Sequim, WA Urban Cluster",53009,19286,10288,63353779,0,48.09389,-123.136488
80695,"Seven Lakes, NC Urban Cluster",37125,3757,1819,9995053,4259254,35.260584,-79.580844
80704,"Severance, CO Urban Cluster",08123,2670,973,3997330,0,40.525712,-104.852849
80713,"Sevierville, TN Urban Cluster",47155,22108,12799,64767840,0,35.833848,-83.554559
80740,"Seville, OH Urban Cluster",39103,7396,3303,17841231,3989,41.015033,-81.870095
80767,"Seward, NE Urban Cluster",31159,6636,2677,6903010,2273,40.914262,-97.093022
80794,"Seymour, IN Urban Cluster",18071,20695,9009,35092170,80713,38.955122,-85.883768
80848,"Seymour (Outagamie County), WI Urban Cluster",55087,3500,1581,5704948,0,44.512495,-88.328703
80875,"Shady Cove, OR Urban Cluster",41029,3379,1717,6437628,249582,42.617609,-122.813268
80902,"Shady Side--Deale, MD Urban Cluster",24003,10784,4831,25499344,4488825,38.821867,-76.532777
80929,"Shafter, CA Urban Cluster",06029,18098,4796,9949769,0,35.496323,-119.277922
80956,"Shallowater, TX Urban Cluster",48303,3229,1263,4021535,0,33.693835,-101.995006
80985,"Shamokin--Mount Carmel, PA Urban Cluster",42097,30185,15948,21204463,46412,40.804052,-76.468377
81002,"Shannondale, WV Urban Cluster",54037,2577,1136,6737385,0,39.216662,-77.810191
81064,"Shawano, WI Urban Cluster",55115,10527,5311,16432238,569221,44.786929,-88.575582
81091,"Shawnee, OK Urban Cluster",40125,34255,15081,57506840,115653,35.33947,-96.921682
81118,"Sheboygan, WI Urbanized Area",55117,71313,32081,86755125,1169543,43.75001,-87.75764
81172,"Shelby, MT Urban Cluster",30101,3037,1234,3733108,0,48.506827,-111.867072
81199,"Shelby, NC Urban Cluster",37045,27374,13046,75494240,5391195,35.286751,-81.505757
81226,"Shelby, OH Urban Cluster",39139,9305,4370,13064058,163395,40.883498,-82.662449
81253,"Shelbyville, IL Urban Cluster",17173,4974,2429,7712423,0,39.408361,-88.809592
81280,"Shelbyville, IN Urban Cluster",18145,20795,9368,27183043,264879,39.5273,-85.776561
81307,"Shelbyville, KY Urban Cluster",21211,20621,8258,35580415,466055,38.213446,-85.263049
81334,"Shelbyville, TN Urban Cluster",47003,20005,8024,34934429,0,35.488223,-86.450406
81361,"Sheldon, IA Urban Cluster",19141,4887,2231,5322814,0,43.182339,-95.843959
81388,"Shelley, ID Urban Cluster",16011,4701,1621,5270578,0,43.380248,-112.126258
81415,"Shelton, WA Urban Cluster",53045,18705,7037,47202131,1222644,47.233574,-123.090368
81442,"Shenandoah, IA Urban Cluster",19145,5203,2631,10765547,0,40.752871,-95.372944
81472,"Shenandoah--Mahanoy City--Frackville, PA Urban Cluster",42107,19009,8944,29667894,423259,40.790196,-76.200589
81496,"Shepherdstown, WV--MD Urban Cluster",54037,4856,1715,9272982,85291,39.438716,-77.786536
81523,"Sheridan, AR Urban Cluster",05053,4458,1951,8916868,0,34.307161,-92.40381
81550,"Sheridan, IN Urban Cluster",18057,2745,1169,4039568,2453,40.130254,-86.224814
81577,"Sheridan, OR Urban Cluster",41071,8468,2461,8335629,158433,45.099418,-123.403494
81604,"Sheridan, WY Urban Cluster",56033,18786,8748,33890105,49823,44.786575,-106.961977
81631,"Sherman, TX Urbanized Area",48181,61900,27041,93118866,481884,33.681617,-96.583588
81658,"Shippensburg, PA Urban Cluster",42041,17008,6569,25397907,72685,40.052306,-77.507523
81685,"Shiprock, NM Urban Cluster",35045,6669,2173,11128975,2092,36.785763,-108.684893
81701,"Shorewood Forest, IN Urban Cluster",18127,3079,1132,6537085,876673,41.46217,-87.164866
81712,"Show Low, AZ Urban Cluster",04017,10409,7120,23135427,0,34.236165,-110.054448
81739,"Shreveport, LA Urbanized Area",22017,298317,129646,480108832,6222528,32.487288,-93.756205
81766,"Sibley, IA Urban Cluster",19143,2690,1218,2766531,0,43.402349,-95.744928
81793,"Sidney, MT Urban Cluster",30083,5438,2554,10275745,0,47.711934,-104.176354
81820,"Sidney, NE Urban Cluster",31033,6373,3004,8216317,0,41.136623,-102.978307
81847,"Sidney, NY Urban Cluster",36025,5565,2753,9943386,151108,42.32353,-75.367503
81874,"Sidney, OH Urban Cluster",39149,21956,9517,29559961,342606,40.293747,-84.162927
81889,"Sierra View--Indian Mountain Lake, PA Urban Cluster",42089,28347,12811,103874032,464028,40.964514,-75.463484
81901,"Sierra Vista, AZ Urbanized Area",04003,52745,22533,78401611,50937,31.535568,-110.285492
81928,"Sikeston, MO Urban Cluster",29201,16536,7351,21384006,27301,36.878681,-89.581255
81955,"Siler City, NC Urban Cluster",37037,9076,3305,17909529,46121,35.73286,-79.460569
81982,"Siloam Springs, AR--OK Urban Cluster",05007,19326,7443,37292595,205518,36.200693,-94.536272
82009,"Silsbee, TX Urban Cluster",48199,9531,3974,29668142,198013,30.353611,-94.197117
82023,"Silt, CO Urban Cluster",08045,2966,1091,3023365,0,39.549684,-107.652692
82036,"Silver City, NM Urban Cluster",35017,12705,6003,26324216,56559,32.77845,-108.266015
82063,"Silver Creek, NY Urban Cluster",36013,3799,2013,6725765,17807,42.551606,-79.149167
82076,"Silver Lakes, CA Urban Cluster",06071,5394,2662,5768545,1031337,34.750808,-117.344111
82090,"Silverthorne--Frisco, CO Urban Cluster",08117,15351,13847,23350439,77606,39.648006,-106.079055
82117,"Silverton, OR Urban Cluster",41047,9614,3819,10035318,42776,45.003668,-122.775459
82144,"Simi Valley, CA Urbanized Area",06111,125206,42896,81457072,1775693,34.269707,-118.746872
82171,"Sinton, TX Urban Cluster",48409,6071,2248,5761173,0,28.033549,-97.506801
82198,"Sioux Center, IA Urban Cluster",19167,6649,2132,9374793,0,43.078103,-96.171529
82225,"Sioux City, IA--NE--SD Urbanized Area",19193,106494,42096,140805729,2131848,42.482033,-96.401324
82252,"Sioux Falls, SD Urbanized Area",46099,156777,67365,166333119,1141576,43.533494,-96.735632
