ZCTA5,Urban Area GEOID,Population,Housing Units,Land Area,Water Area
27028,57979,5191,2270,15442679,34395
95307,58006,39486,12042,17695133,0
95319,58006,1749,565,1606178,0
95326,58006,6626,2224,3694905,9536
95328,58006,3993,1105,2697387,0
95350,58006,51046,20928,22996426,0
95351,58006,46403,13730,22072017,673102
95354,58006,25394,9836,19012000,50971
95355,58006,58302,22502,23404745,73039
95356,58006,30041,11623,32461248,0
95357,58006,9082,2899,20346221,0
95358,58006,25366,6976,21785085,0
95361,58006,23747,9015,30436398,107757
95367,58006,23149,7262,11487856,0
95368,58006,13612,4158,8081359,0
95382,58006,176,58,187444,0
93501,58020,3236,1385,5108174,0
97038,58033,8752,3267,9439673,0
60954,58060,3777,1538,4699094,352067
79756,58087,7686,3305,16168172,31467
15012,58168,12552,5842,30184593,660489
15022,58168,8574,4625,11623284,459677
15033,58168,4910,2771,5773168,177675
15037,58168,541,254,1305671,0
15062,58168,7725,4242,8577708,0
15063,58168,9416,4484,26027734,403046
15067,58168,2186,1067,2635790,56
15072,58168,101,60,176019,0
15087,58168,167,77,265423,200321
15314,58168,1898,957,3213911,0
15331,58168,1089,521,1953308,43216
15332,58168,42,14,161936,0
15360,58168,25,11,67250,0
15410,58168,121,61,503627,0
15412,58168,302,160,720628,191438
15413,58168,241,122,467556,0
15417,58168,7106,3219,10227445,738858
15419,58168,4457,1661,3429135,0
15420,58168,116,62,286325,0
15423,58168,194,105,1004893,0
15432,58168,328,183,971971,333621
15434,58168,299,139,432518,0
15438,58168,896,431,1649004,334012
15442,58168,108,59,1051334,0
15444,58168,403,222,826654,0
15475,58168,975,517,1445954,0
15477,58168,855,417,490606,0
15483,58168,459,230,344603,0
65708,58195,8470,3650,12346546,18470
61462,58222,9654,3882,10043115,0
97351,58249,8876,3262,7682393,50801
97361,58249,9291,3390,6349297,0
30655,58303,12565,5320,24307019,144473
30656,58303,3289,1255,12920346,372304
71201,58330,20294,10038,28759584,1401876
71202,58330,25716,8856,28496361,462051
71203,58330,28996,12035,58328492,1499035
71209,58330,154,0,24286,8767
71291,58330,30041,13436,62659633,1186741
71292,58330,11332,5045,33960179,450417
48145,58357,907,382,3425454,0
48161,58357,22395,9788,34540824,732597
48162,58357,23095,10190,35658440,1687033
48166,58357,4843,2033,9513611,56212
53566,58384,10883,5121,11413414,0
36460,58411,4834,2296,13315557,18229
11954,58420,2719,3490,12497287,696073
77523,58428,1053,390,1304673,0
77535,58428,1788,672,4187264,0
77580,58428,253,86,1199921,0
38574,58438,3010,1237,7412745,0
98541,58469,4032,1653,7520419,1647
98563,58469,4366,1858,6512892,74863
98583,58469,124,47,283657,6939
56265,58519,5338,2490,7438192,38657
81144,58546,4489,1974,5444967,46479
31063,58573,3247,1474,8276558,109638
31068,58573,3611,914,6864297,18093
31711,58573,42,17,174385,0
36020,58600,713,276,2485216,12278
36022,58600,5316,1343,16438283,56818
36025,58600,4992,1038,11642791,313324
36043,58600,223,93,5390567,49382
36054,58600,13957,5715,34615107,425491
36064,58600,2160,779,3303590,1162
36066,58600,17557,7153,19590929,81123
36067,58600,15098,6014,31195598,102588
36092,58600,974,382,1566354,0
36104,58600,9444,4393,17647967,99075
36105,58600,10551,4763,12301815,545620
36106,58600,15211,7184,15754610,9415
36107,58600,9589,4474,8377980,0
36108,58600,18031,8107,35737487,158252
36109,58600,24766,11084,27787554,28790
36110,58600,11462,4864,16914270,171448
36111,58600,12176,5610,11134306,12789
36112,58600,553,2,904056,0
36113,58600,1884,356,6014455,237342
36115,58600,623,308,1532461,0
36116,58600,40997,17664,45395052,239557
36117,58600,47630,21396,72032371,981571
56069,58627,2586,1150,3151212,0
17752,58654,2316,969,4092508,15683
17810,58654,2754,137,2700804,0
17887,58654,1383,0,704885,0
25002,58664,55,37,99281,0
25031,58664,554,298,1240482,6365
25036,58664,73,32,36014,0
25040,58664,546,278,1365002,0
25090,58664,168,88,140841,64762
25102,58664,244,108,696606,0
25103,58664,31,19,133667,0
25110,58664,5,2,56025,69299
25115,58664,56,32,149854,53137
25136,58664,1623,832,835858,41592
25156,58664,0,0,15781,17838
25162,58664,544,250,486096,0
25186,58664,790,457,832707,90283
63361,58675,2629,1215,4506161,16559
71655,58708,9505,4109,25182208,69760
31064,58721,2535,1102,5061531,20236
61856,58735,5410,2439,9008038,0
47959,58762,73,115,126768,0
47960,58762,8561,4974,16672658,1826667
52310,58789,3180,1540,2956818,0
42633,58816,6716,3090,14755536,82693
12701,58843,7503,3528,10545769,7873
12751,58843,365,296,737299,0
55309,58870,11385,4076,18434789,2865507
55330,58870,0,0,160138,0
55362,58870,14151,5420,25065655,398612
43543,58924,3929,1803,5306005,12011
81401,58951,18936,8533,37823244,0
81403,58951,3746,1462,9108307,0
81425,58951,24,6,38332,0
55363,58961,3362,1288,5050177,0
55390,58961,1108,491,1863637,1952728
06423,58972,733,387,2704667,0
06469,58972,1968,899,7469468,473606
26836,58992,2732,1302,4656469,6669
33471,59005,3205,1201,5530990,232377
38761,59059,2567,747,2807177,0
55767,59098,3068,926,10220433,1505843
55783,59098,12,9,190523,0
55051,59113,3670,1714,6360875,485254
40313,59167,1286,632,2433135,40021
40351,59167,5996,2033,10238850,93237
28512,59194,2755,6623,11200609,5851486
28516,59194,6172,3923,19176642,417634
28557,59194,14175,7929,29591465,3076258
28570,59194,14504,6817,41633627,774700
28575,59194,285,1109,899474,0
28584,59194,3252,1960,8200654,402517
28594,59194,3655,6735,12917811,70658
84050,59210,3518,1151,6226622,0
70340,59221,109,32,185882,0
70342,59221,4869,1984,7677203,873411
70380,59221,19843,8624,31872864,1383251
70392,59221,7001,2851,8377956,0
70538,59221,199,98,661840,0
42437,59248,5210,1755,7791197,6769
26501,59275,13851,6339,12147454,285193
26505,59275,38341,17561,29552497,646855
26508,59275,17108,7617,50844152,2146220
26534,59275,789,399,3479168,134917
26541,59275,93,38,504238,86620
26543,59275,168,102,583844,0
72110,59302,6272,2883,14718143,89196
60450,59329,15668,6774,26109989,454039
56267,59356,5123,2109,6748786,0
61270,59383,4139,1837,5353184,0
37760,59410,8643,3597,23165216,119471
37813,59410,12199,5270,35157809,21568
37814,59410,30292,12991,65171123,28061
37820,59410,277,119,1406471,0
37860,59410,1216,482,4180528,9242
37877,59410,5793,2462,24163779,184574
37890,59410,224,60,415584,0
37891,59410,392,186,1328365,11498
93402,59437,13904,6346,12931006,55850
93405,59437,0,0,1332009,0
93430,59437,2541,2316,2231687,0
93442,59437,10327,6384,14447182,0
39117,59464,2979,1083,6137085,0
83843,59491,22859,10057,15186199,7910
83844,59491,1353,8,91212,0
18444,59501,2811,1112,7071431,0
98837,59518,32978,12875,68865769,13187824
35650,59545,2919,1385,8389823,14384
31768,59572,15142,6603,35574515,1114115
31771,59572,453,132,1560698,10218
31788,59572,3082,1108,9958553,227123
35474,59605,2578,1031,8051103,16847
37683,59626,2698,1304,7683881,0
65711,59653,4603,2213,7074093,37400
72653,59680,14180,7259,28546325,40689
83647,59707,16531,7215,19451463,8851
83648,59734,3238,1125,19842014,311404
95391,59745,9616,3214,3715374,0
21550,59761,4720,2256,10866110,41325
24317,59815,38,17,179832,0
27030,59815,19419,9293,61806531,480335
97362,59827,3390,1312,3014445,0
97373,59827,178,0,308274,0
62863,59842,7300,3488,10262931,0
43320,59896,417,185,745253,0
43338,59896,3467,1604,5238905,0
17015,59910,409,139,2150268,12259
17065,59910,3677,1526,5988491,263758
17324,59910,330,137,1021114,273
97011,59923,340,208,1045217,0
97049,59923,1028,598,2908215,0
97055,59923,677,330,3006821,0
97067,59923,1593,947,4077782,0
53572,59950,6997,2822,7328695,0
61054,59977,3457,1632,5268721,0
14481,60004,508,249,1089215,0
14510,60004,3520,1581,7428483,0
28325,60031,428,180,719344,0
28365,60031,4768,2200,7922988,0
45154,60058,3030,1223,7087887,0
52641,60085,8636,3349,14966875,0
48858,60112,37420,13752,42076903,347342
48883,60112,27,11,987318,32816
38474,60139,3507,1639,6710994,0
75455,60166,15987,5645,35582745,798256
84647,60176,3207,1119,5194439,0
18326,60195,686,274,3028506,0
18334,60195,3123,1607,9113357,581040
18344,60195,2994,1301,4373811,8590
18346,60195,2015,908,4409449,179042
18350,60195,173,276,861206,0
18355,60195,194,74,538113,0
18466,60195,15031,6856,22315976,300915
96067,60223,4940,2793,13266262,10590
96094,60223,2806,1188,5671916,4166
62353,60247,4088,997,3814443,0
40353,60274,10835,5053,15181404,51270
17051,60301,0,0,12084,0
17052,60301,0,0,1315,0
17066,60301,3750,1830,5924250,179120
17075,60301,109,56,164677,0
62864,60328,16008,7893,27848021,177092
47620,60355,7011,3196,13216508,62606
52253,60382,2054,830,3735197,0
52314,60382,4401,1367,5117463,16175
40456,60409,2626,1227,4825736,0
65712,60436,4559,2000,7552988,0
43022,60463,2352,356,1946414,0
43050,60463,19801,8900,32595626,249970
75457,60473,2585,1110,7363781,17075
98233,60490,12894,5092,18485042,175625
98235,60490,103,45,79407,0
98273,60490,23721,8843,27830959,979010
98274,60490,12732,5272,20820553,2168866
98284,60490,13516,5410,22064238,147744
53119,60517,2790,1000,6320772,6626
53120,60517,1173,558,2206160,0
53149,60517,14015,5517,42214902,426851
53153,60517,1941,719,4830188,44526
53189,60517,336,128,940686,6401
74948,60546,2913,1245,6019223,28545
74954,60546,2928,1215,4991137,38578
79347,60571,5105,1874,6286592,0
29574,60598,5512,2608,10025694,0
47302,60625,22860,11341,28939373,115314
47303,60625,21390,10079,31566955,187809
47304,60625,28284,13252,37226720,178743
47305,60625,4106,2631,3457747,116891
47306,60625,6189,9,588964,1392
47368,60625,1440,624,2529670,0
47383,60625,995,432,2191438,617
47396,60625,5316,2266,14367240,106225
17737,60652,3383,1549,5729602,36889
17752,60652,81,31,148428,0
17756,60652,5646,1871,14162526,504005
17762,60652,385,164,528360,8856
49862,60684,2751,984,7140141,11820
49895,60684,221,89,1361313,2565
27855,60706,2786,1059,3807994,14336
37037,60733,475,158,1544515,0
37127,60733,12269,4721,29030833,0
37128,60733,34085,13824,48331043,165745
37129,60733,35093,13989,68207285,66239
37130,60733,47851,21356,49599734,190495
37132,60733,2776,1,1315283,0
37153,60733,679,232,2277930,0
62966,60760,9661,4810,20434305,208052
42071,60787,19072,8834,30068939,50121
92530,60799,48417,15438,36161370,0
92532,60799,17317,5592,22584825,0
92548,60799,1415,439,1629861,0
92562,60799,58486,20652,45548102,68789
92563,60799,53596,17074,42379802,24987
92567,60799,7682,2292,11566685,0
92570,60799,5816,1823,9832981,0
92584,60799,41666,13906,42346669,345024
92585,60799,17184,5731,29394025,0
92586,60799,19815,10638,18290589,0
92587,60799,16623,6481,18473690,1639772
92590,60799,1470,585,8269511,0
92591,60799,37670,13433,26640185,0
92592,60799,65396,21419,44751075,42330
92595,60799,29115,9756,45546059,0
92596,60799,19878,6009,15447509,77886
52749,60814,701,249,1182606,0
52761,60814,24641,10490,36484929,91831
49415,60841,3211,1326,9414858,226409
49417,60841,23443,11069,45814201,2010749
49440,60841,953,645,1559681,0
49441,60841,35985,17128,52021480,2004636
49442,60841,37520,15545,57417883,1320555
49444,60841,28410,10737,46568295,947938
49445,60841,13252,5722,33534361,1816027
49448,60841,244,86,1147265,2606
49456,60841,16272,7753,37157456,5653792
49457,60841,1567,624,4439480,0
49460,60841,423,245,1762136,13620
74401,60868,13275,6233,28653196,26867
74403,60868,24643,11180,35249372,34627
74434,60868,4134,1668,8719820,7845
28420,60895,8,4,25527,0
28467,60895,7302,5562,20828982,200309
28468,60895,3814,4234,16590374,355227
28469,60895,3851,5815,14633537,3274357
28470,60895,5304,2920,22114663,887250
29526,60895,21733,9592,51252886,432620
29527,60895,8854,3807,14565227,567
29566,60895,12234,8683,28315556,428700
29568,60895,1372,775,3350225,1308
29572,60895,7840,15089,18042268,440183
29575,60895,15512,17103,26153033,249394
29576,60895,22347,16971,45215327,123141
29577,60895,26996,20986,61381232,765943
29579,60895,30891,16496,69519886,746923
29582,60895,13960,27515,36236209,1079338
29588,60895,33286,16136,64835530,372659
08087,60930,21473,11354,31257358,1673894
08092,60930,744,309,1615026,0
75961,60949,7800,3898,17210191,71028
75962,60949,3029,0,687981,0
75964,60949,11103,4133,26077818,101002
75965,60949,12614,6051,18829284,46545
83605,60976,39147,13976,39660407,57390
83607,60976,10824,3789,27293314,110747
83642,60976,221,78,973825,214
83644,60976,5594,2052,8684411,60605
83651,60976,28349,11221,26963109,105541
83686,60976,40669,14842,35394353,58514
83687,60976,26695,9491,40764165,119428
02554,61003,8250,7222,20355592,487510
15909,61030,650,283,2279402,0
15942,61030,93,40,404532,0
15943,61030,2958,1394,6347777,2712
15960,61030,217,100,294669,0
94503,61057,3,2,705077,0
94558,61057,57863,21934,52684545,156746
94559,61057,26047,10451,13482749,520645
43545,61084,8724,4052,13973164,407161
46550,61111,6937,2950,10476426,3011
24124,61138,2096,973,3219631,137863
24147,61138,848,358,2198431,2482
24963,61138,1285,631,2047082,552
01450,61165,740,231,3058269,38295
01463,61165,6181,2458,13340153,13145
01827,61165,397,123,1513217,0
03031,61165,6332,2536,31904454,955156
03032,61165,349,131,1532342,0
03038,61165,28716,11708,60368703,729005
03049,61165,1059,436,4639994,67800
03051,61165,23204,8773,60002380,1568385
03052,61165,5647,1935,17530730,86935
03053,61165,21333,7786,73077056,99645
03054,61165,22474,8763,57405948,873971
03055,61165,12164,5291,30636780,129147
03057,61165,157,63,648600,0
03060,61165,29357,13009,16928572,918102
03062,61165,25967,10765,26547206,276423
03063,61165,16197,7031,17038744,290868
03064,61165,14227,6101,10687706,779209
03076,61165,228,71,618114,0
03082,61165,0,0,56601,0
03086,61165,1197,514,2258408,0
03087,61165,10474,4077,40187160,2428694
03103,61165,0,0,2116783,0
71852,61192,4488,1945,8741513,9356
31639,61219,4601,2114,8493607,114650
62263,61246,3238,1443,4126234,25534
37013,61273,77917,32563,86687098,267923
37014,61273,191,57,279236,0
37027,61273,47344,17667,115007243,130383
37048,61273,589,213,2667004,0
37064,61273,38198,14839,51528402,134674
37066,61273,35599,15127,72667090,4411872
37067,61273,21355,9229,35289453,526
37069,61273,13236,4695,22078996,52290
37072,61273,22975,10011,57820936,444622
37073,61273,6699,2572,13837327,30604
37075,61273,54040,22490,84699881,14331391
37076,61273,34046,16199,44948239,163135
37086,61273,30479,10899,44455177,0
37087,61273,445,210,1902247,273793
37115,61273,37316,17619,55138051,1625361
37122,61273,32998,12689,76692027,5190711
37129,61273,6406,2280,13294373,0
37135,61273,7282,2374,18461608,0
37138,61273,22191,9482,45964613,8668861
37167,61273,46509,18047,83881820,536544
37172,61273,17,12,81361,0
37188,61273,9927,3711,20323229,0
37189,61273,727,240,1263630,0
37201,61273,2137,944,790274,160327
37203,61273,11883,6791,10866089,8826
37204,61273,12031,5683,19164623,0
37205,61273,24057,12344,37596985,430
37206,61273,25699,11912,20005992,487982
37207,61273,34492,14309,42807463,408173
37208,61273,16067,7500,11957261,403271
37209,61273,34405,15219,44449418,267046
37210,61273,16067,7073,23936701,400226
37211,61273,74755,31732,55347762,0
37212,61273,20148,7794,7183416,0
37213,61273,218,84,1875556,335591
37214,61273,28973,14313,64202655,1338592
37215,61273,19591,10191,27448626,0
37216,61273,17848,8507,17532181,254150
37217,61273,29599,13498,37512785,21960
37218,61273,13165,4853,25819936,628027
37219,61273,1162,1111,548331,0
37220,61273,4594,1993,10274015,16224
37221,61273,34296,16273,47132149,0
37228,61273,1160,625,3810327,459849
37240,61273,754,0,42119,0
37243,61273,0,0,40241,0
37246,61273,0,0,61645,0
32011,61300,5243,2135,18248115,0
39120,61327,20274,9903,42043003,294584
71334,61327,1471,613,3364995,0
71373,61327,6454,2634,10028778,18233
71457,61354,19763,8431,30551530,1148597
77868,61381,8273,2691,21109743,194317
68410,61408,7066,3178,8823752,0
86440,61435,3957,2139,16848542,96381
92363,61435,4563,2477,9127314,235001
77461,61462,2844,1104,4281720,2161
30107,61478,2084,831,6215987,18842
30143,61478,1212,449,3420095,0
30177,61478,795,344,1993674,0
45716,61489,456,214,893705,0
45732,61489,17,5,53255,0
45764,61489,5886,2292,9183858,175369
66757,61516,2570,1242,3701560,6207
64850,61543,11955,5017,21272929,28678
84648,61570,5249,1809,8184448,0
50201,61597,6728,2957,8480544,48040
64772,61624,8832,4167,14424852,86573
38650,61651,2,1,1299,0
38652,61651,6630,2794,15652240,0
14432,61678,25,11,105763,0
14489,61678,4018,1758,6834448,59618
14513,61678,9220,4064,10991810,11971
14522,61678,358,205,956638,0
14537,61678,178,73,191044,0
43008,61705,2479,1329,3798540,41730
43023,61705,6729,1947,11776035,48353
43025,61705,2916,1487,10403498,243514
43046,61705,1827,1142,3311776,0
43055,61705,50351,23134,52721811,466904
43056,61705,10607,4536,24856513,165603
43071,61705,386,154,878179,27269
43076,61705,773,378,1354240,0
49327,61732,449,301,936454,913307
49337,61732,2886,1521,7860729,3352493
62265,61759,3424,1357,3388284,0
02347,61786,2987,1341,10273047,5497745
02717,61786,2136,847,7996199,1710938
02719,61786,15350,7214,20666379,2197794
02739,61786,2796,1548,6161143,0
02740,61786,43087,19943,14724476,2016928
02743,61786,6461,2673,10916663,485154
02744,61786,11900,5340,3342654,227868
02745,61786,24437,10642,18690314,354754
02746,61786,15342,6812,5480318,312026
02747,61786,15557,4398,31003674,206513
02748,61786,9224,4164,12761707,1294739
02770,61786,166,56,692564,52957
97115,61813,3460,1294,4480033,0
97132,61813,23541,8799,21122400,41162
28519,61840,404,213,750499,1202601
28560,61840,20495,9406,54055232,1622096
28562,61840,29604,13983,57628605,1906065
49868,61867,3225,1100,3857592,0
29108,61894,12046,5254,23619251,26999
75570,61921,4707,2177,11662591,12839
45845,61975,1493,563,3284516,3109
45865,61975,2927,1204,6672863,3080
45869,61975,3011,1273,4700382,0
46552,62056,3662,1588,7797620,1446327
81601,62110,0,0,66033,9791
81647,62110,5449,2055,6009959,157040
