Urban Area GEOID,County GEOID,Population,Housing Units,Land Area,Water Area
74989,13103,12111,4776,21298779,14197
75016,48479,8067,2163,12274108,18438
75043,06023,4079,1638,4760388,95990
75072,48427,46344,14323,69506203,0
75080,48061,4423,1398,9461706,150138
75089,04023,2628,976,4578818,0
75097,06095,7097,3752,8202973,0
75124,28139,3592,1583,8361774,29030
75151,47097,8763,3840,24246875,39434
75178,54035,4193,2061,9941384,475593
75205,55039,7930,3381,9607952,117621
75270,06019,2823,814,2306823,0
75286,55093,12038,4062,13916178,207765
75286,55109,3313,1519,5924077,133
75340,06065,1072178,327648,846725717,4347618
75340,06071,860488,262558,564730514,4215383
75367,56013,12265,5244,18366239,206
75394,01111,4275,2054,10969273,45067
75421,51019,478,234,2316430,2368
75421,51023,11857,4812,36660418,136664
75421,51121,699,311,2128292,26871
75421,51161,75249,32730,133071560,664181
75421,51770,97026,47448,110048556,847670
75421,51775,24802,10832,37390584,263478
75448,37083,22100,9975,37044928,92162
75448,37131,2350,1107,5192435,60666
75475,42009,120,48,406472,0
75475,42013,7010,3196,18167656,0
75502,01003,7601,3143,18099439,188730
75529,17033,7894,3317,14014580,29100
75556,48355,11991,4229,8991104,0
75583,17141,11342,4728,19648460,49946
75610,18049,7309,3584,11135737,2894381
75637,27109,107677,46090,131004305,311054
75664,36055,673458,292829,725776525,16610146
75664,36069,34948,16055,74426609,163393
75664,36117,12166,5040,40167573,188843
75691,48331,5459,2507,8274828,0
75718,17007,43677,15912,70134107,1106276
75718,17201,253186,108482,326169937,3672883
75732,27053,581,266,1154378,37647
75732,27171,4037,1553,5712901,34771
75745,45091,104996,44687,247650267,1441094
75772,37153,25404,11578,64534579,173087
75799,23013,8775,4713,16189268,65320
75826,13233,7646,3326,18384779,172450
75853,48007,16322,10507,42487815,1891453
75880,56037,26352,11301,36208433,16091
75907,19167,3052,1249,4123162,0
75934,18121,4339,1501,12024057,22328
75961,08089,4161,1954,4576410,0
75988,37065,17349,8039,31749533,102015
75988,37127,50256,22710,86568317,189463
75988,37195,638,278,730779,0
76015,51067,6048,2865,18880825,70804
76042,26141,2560,1481,3634479,0
76059,29077,141,51,147868,0
76059,29225,2737,1097,3202077,0
76069,47073,6444,3090,15605793,547281
76123,29161,20160,8619,27052062,39234
76177,24035,3538,1488,9991426,480380
76204,13115,60851,25666,123454432,1847261
76231,36065,33428,14792,56231300,157982
76258,49013,5915,2015,7995060,0
76258,49047,0,0,142789,0
76285,06029,16000,6089,16396037,35900
76312,27135,2763,1330,6502054,0
76339,41019,41700,18657,49765976,1330013
76366,20015,3650,1260,2942838,0
76447,35005,49727,20288,69928237,149405
76474,17097,196643,75049,230072713,30951705
76474,17111,63168,25133,110620477,9114413
76474,55059,23831,11171,43294863,8268333
76474,55127,6731,2838,11244423,527182
76501,37145,9660,4635,18793260,7119
76528,08035,8503,3015,6577673,0
76582,13119,2445,1038,5950637,39924
76582,13147,554,265,1241509,2333
76582,13195,3,1,18670,0
76595,51079,5782,2170,17818761,158318
76595,51137,3,1,19177,0
76609,38069,2824,1382,3879270,0
76636,35027,9596,8229,22406296,0
76663,28133,2998,1073,3477989,21825
76690,23017,4987,2914,5052220,241897
76717,06071,4811,3639,6863772,9227
76744,16067,6346,2477,8167062,7821
76759,27025,2883,813,7691028,176429
76771,17169,3196,1547,3544220,0
76798,18139,6738,3108,10896840,0
76825,48073,4691,1197,8050998,0
76852,20167,4108,2182,5347451,0
76879,39091,6523,5985,13909113,98245
76906,01033,471,205,1715986,64320
76906,01059,9395,3758,17976023,59279
76933,05115,28102,11141,56075985,256163
76933,05149,4631,1818,6598421,292380
76960,21141,6714,3254,17807599,40012
76987,22061,27724,11030,61549795,10982
77014,50021,19840,9713,31813637,328039
77027,20013,6,2,532182,0
77027,20131,2520,1209,3855114,13447
77041,39027,2512,1136,2971938,7060
77068,06017,61422,23162,88671629,223540
77068,06061,254704,100793,266916219,148889
77068,06067,1359243,534371,821111653,10268995
77068,06113,48265,18514,43127791,2172486
77095,04009,19151,7574,34012605,11416
77149,26017,399,175,493232,0
77149,26145,125866,56586,183955663,2883990
77161,04019,40691,24104,59182414,39434
77176,50011,9054,4105,10850413,9309
77203,16043,3702,1285,4808688,39908
77230,12109,69173,38793,111522906,9260823
77284,27169,2977,1256,4244779,0
77311,29071,5971,2653,9780070,80067
77338,27009,23066,10211,27422230,1853330
77338,27141,6812,2568,6526778,147301
77338,27145,80743,32520,96185013,1167842
77365,29186,4329,1952,6363616,0
77392,27003,6212,2354,12602859,2119789
77446,49053,98370,40320,116272865,117028
77500,06055,6727,3224,16128129,106880
77527,41009,25474,10377,33136143,263830
77527,41051,176,108,716260,3907
77554,26097,2531,1348,5523029,21317
77581,27165,4585,2029,5214719,0
77608,29161,4123,1727,6294063,12145
77618,37019,2604,1853,8148008,9174
77635,04001,2550,1118,5576718,5401
77662,26037,8425,3626,10914621,47084
77689,50005,5073,2511,8572552,122227
77716,17019,5047,1927,7728692,10463
77743,20043,2368,1017,8392063,21838
77743,29003,1557,643,1501236,1739
77743,29021,77251,33352,98487350,314493
77770,17119,134330,58178,213713210,5667673
77770,17133,9722,3937,18218810,164418
77770,17163,228843,99191,392040326,8075908
77770,29099,142807,56839,277831498,1912839
77770,29183,339388,132554,370436259,3055067
77770,29189,976323,429741,960072032,5659462
77770,29510,319293,176000,159893739,4663214
77797,16009,2608,1207,3402687,16323
77824,22099,7220,3007,12639311,230180
77841,20149,2669,905,2735491,0
77851,39011,9334,4149,13734734,50356
77851,39107,39,25,92225,0
77878,42047,9585,4507,17281804,3139
77905,39167,852,369,2285655,309
77905,54073,3463,1414,4482593,18064
77932,13039,34630,13963,81097696,2180271
77986,37155,3288,1361,5978638,0
78013,27079,620,272,1251770,83045
78013,27103,11014,3684,10739649,136839
78026,13127,12226,9396,23225001,310841
78067,36009,5738,2781,8323828,389986
78094,17121,8300,3850,14197774,160687
78121,18175,6544,3013,10017983,6769
78148,29065,4921,2385,8997436,0
78175,34033,5724,2946,7206473,61035
78202,39029,18169,8351,28133053,8071
78202,39099,448,204,1878376,22783
78229,41047,210606,81840,176793848,555905
78229,41053,26026,10783,19841465,446023
78256,08015,6663,3583,12681187,0
78283,20169,47493,20708,59393734,73406
78310,06053,184809,53687,126771595,405991
78364,10005,24588,10206,54185153,1545540
78364,24039,239,95,1071933,0
78364,24045,73254,30162,127852669,3830980
78418,40135,8179,3627,13972032,63949
78445,16059,3084,1599,5241682,92790
78472,28081,4303,1823,11254011,73983
78499,49011,0,0,1789897,77797
78499,49035,1020354,359402,716890993,465389
78499,49049,889,298,1038110,0
78526,45081,3528,1326,5694047,0
78553,48451,92984,39444,120890423,2046854
78580,48029,1634008,633371,1339510550,6436740
78580,48091,53140,22008,97484902,947333
78580,48187,69785,26028,105220854,2842371
78580,48259,1277,436,4268568,0
78607,04007,3208,795,8739369,1106
78607,04009,785,173,2089909,0
78634,13303,7288,3358,18121407,40373
78661,06073,2956746,1112289,1896936256,73910863
78688,48131,3883,1613,4048135,0
78688,48249,874,325,721263,0
78715,16017,10840,5463,21160354,3022000
78742,26151,2775,1306,4583108,6497
78769,39043,48990,24455,78423474,1473738
78823,41005,9954,3943,8127133,3843
78850,23031,13584,6324,16760190,350678
78877,37105,33120,13847,74963268,1842535
78904,06001,1306217,507768,547177918,5163408
78904,06013,249624,94908,133283003,1083974
78904,06041,235952,101808,209297929,11876514
78904,06075,805235,376941,120865034,1828425
78904,06081,684152,257001,345431930,4210090
78904,06085,32,11,115281,0
78931,06019,26604,7692,14621482,0
78958,48121,5972,2279,7779865,21779
78985,72023,48609,26027,101165785,1593571
78985,72079,21048,9322,44494790,25135
78985,72121,21255,9098,38070504,13970
78985,72125,27287,12427,63567658,15390
79012,06019,3983,931,2466574,0
79039,06081,0,0,0,20299
79039,06085,1663890,593240,738920677,1102474
79039,06087,606,235,1773151,0
79093,72007,25638,10228,51632475,16305
79093,72009,22790,9135,40833643,65235
79093,72019,29352,11003,76849299,6077
79093,72021,208092,86051,114522068,491316
79093,72025,141612,59803,137040460,1205456
79093,72029,46563,18963,68346171,272179
79093,72031,176472,79727,103231120,4670611
79093,72033,28136,11202,12393439,614564
79093,72035,43712,18868,60405805,53883
79093,72039,11561,4602,25993275,100244
79093,72041,41788,16414,78945688,1122619
79093,72043,1482,577,9058800,0
79093,72045,18168,7080,41015579,148574
79093,72047,34771,13135,84434802,16088
79093,72051,38156,16682,53038011,524835
79093,72061,97911,42004,71188309,140832
79093,72063,45207,17961,71260031,1101456
79093,72069,58184,27973,95644532,621183
79093,72077,38995,16143,55320420,248769
79093,72085,37734,15853,70818961,29480
79093,72087,29839,12601,27093336,434872
79093,72091,38076,16729,48807363,1439739
79093,72101,29002,10931,47835433,29036
79093,72103,5775,2311,12001302,4547
79093,72105,30402,11282,70969180,898356
79093,72107,15016,5901,42938793,2921
79093,72119,52916,23622,90038617,456681
79093,72123,2089,927,2519462,0
79093,72127,395326,199915,123913308,4418893
79093,72129,36451,15128,82622481,243122
79093,72135,74066,27006,69972197,1405877
79093,72137,89609,36545,54174520,673275
79093,72139,74842,30295,53778923,1599798
79093,72143,39251,16709,61216984,25195
79093,72145,57170,24346,72771265,1614402
79093,72151,32192,13377,62090343,19602
79120,04027,24091,6085,9236913,54601
79147,06079,59219,21269,52871483,31079
79174,04021,3185,1353,2514822,0
79201,48055,3790,833,14301533,0
79201,48187,3214,855,4151137,0
79201,48209,45822,18671,50400163,476965
79255,48411,3105,1142,4240200,0
79282,06083,195742,76613,144391368,891426
79282,06111,119,71,256626,0
79309,06037,258653,86471,198729334,185800
79336,06087,163703,71480,151130218,426250
79363,35049,89284,44652,137492829,433534
79390,72075,76,32,443931,0
79390,72133,10474,4359,12258496,96655
79417,06079,61,18,208656,0
79417,06083,130386,39803,75230315,204075
79444,06111,29742,8880,11438281,8195
79471,49023,543,93,1765060,0
79471,49049,9393,2538,20721328,112115
79498,06097,308231,122312,253792769,596857
79525,35019,2621,1042,5589149,16622
79537,12131,4512,3724,20147394,364338
79552,35043,2567,509,2640417,0
79579,36031,3468,1067,5408286,258443
79579,36033,4230,2247,6153537,110212
79606,12015,35408,25172,101561467,7735073
79606,12081,304140,165796,378509830,51704567
79606,12115,303712,189679,366042895,46468943
79633,36091,64100,28930,117800657,1653629
79687,27145,4253,1920,8020055,674007
79714,26033,13114,6072,15276323,185257
79741,17015,2789,1497,3860543,269299
79741,19097,573,318,1241583,2293412
79768,13029,9240,3562,15843286,192649
79768,13051,249982,110227,406677470,14517903
79768,13103,1455,500,6105499,0
79795,29003,5138,2223,7680450,13919
79822,47071,8347,3913,20006321,2353
79834,42089,1791,801,5173991,2209
79834,42103,4089,2779,9424501,70546
79876,40009,4041,1225,3596800,0
79903,36107,5154,2332,6239340,0
79903,42015,12837,5924,17999703,479661
79930,48149,2726,1213,4449346,0
79957,31037,6255,1976,6571966,149287
80011,20171,3647,1639,3917108,0
80038,29201,5216,2271,10908127,2368
80065,31157,25946,11321,34062528,222702
80092,01071,10069,4789,28787318,527139
80119,18143,11434,5176,18798122,28595
80173,21003,4251,2045,10336773,12447
80227,42069,176661,79533,189320382,285292
80227,42079,201232,94819,247979036,7714903
80227,42115,1917,963,2383338,73867
80227,42127,440,208,524002,10158
80227,42131,1252,397,2125644,0
80281,48015,5562,2263,8018089,48594
80308,05145,25979,10632,60711338,540101
80335,41007,8489,5959,13570991,370638
80362,06053,114237,51292,100217840,605116
80389,53033,1848719,816849,1334829694,126054538
80389,53035,2172,840,9611697,93381
80389,53053,737886,300833,889105916,45731726
80389,53061,470616,190979,383149994,1959434
80400,12009,8626,6330,10044838,650669
80400,12061,125877,71701,213053137,24484636
80400,12111,14919,9570,27229441,736281
80416,12055,61625,33936,119581009,10043851
80443,29159,26178,11780,48750299,272885
80470,04005,2005,1400,5562955,54764
80470,04025,4756,2802,6534602,0
80497,48187,24122,9373,40870891,542104
80524,01047,23821,10746,43710861,310809
80551,06019,41668,13172,32292752,0
80551,06107,142,48,210544,0
80578,47109,3840,1806,12106617,0
80605,40133,5931,2708,8917446,0
80632,48165,6477,2527,7866386,0
80659,28137,6531,2176,10046227,0
80671,45073,26054,12369,85941781,2335363
80686,53009,19286,10288,63299641,0
80695,37125,3757,1819,9991797,4262507
80704,08123,2670,973,4031186,0
80713,47155,22108,12799,64852073,0
80740,39103,5514,2514,14937379,3989
80740,39169,1882,789,2916518,0
80767,31159,6636,2677,6903012,2273
80794,18071,20695,9009,35131897,80713
80848,55087,3500,1581,5701873,0
80875,41029,3379,1717,6490579,249581
80902,24003,10784,4831,25818113,4624099
80929,06029,18098,4796,9948451,0
80956,48303,3229,1263,4082920,0
80985,42037,210,110,266181,0
80985,42097,29975,15838,20939540,46416
81002,54037,2577,1136,6737390,0
81064,55115,10527,5311,16340924,677455
81091,40125,34255,15081,57505039,115652
81118,55117,71313,32081,86596291,1018428
81172,30101,3037,1234,3754589,0
81199,37045,27374,13046,75454742,5396977
81226,39139,9305,4370,13110948,163395
81253,17173,4974,2429,7712411,0
81280,18145,20795,9368,27190271,296784
81307,21211,20621,8258,35557205,491866
81334,47003,20005,8024,34900835,0
81361,19141,4856,2230,5278911,0
81361,19167,31,1,41785,0
81388,16011,4701,1621,5353287,0
81415,53045,18705,7037,47192275,1246198
81442,19071,0,0,164728,0
81442,19145,5203,2631,10600822,0
81472,42107,19009,8944,29667901,423259
81496,24043,1395,589,6494145,83495
81496,54037,3461,1126,2777760,0
81523,05053,4458,1951,8951107,0
81550,18057,2745,1169,4039571,2453
81577,41053,845,338,581156,0
81577,41071,7623,2123,7734090,158433
81604,56033,18786,8748,33877054,49823
81631,48181,61900,27041,93053643,481885
81658,42041,12873,4814,17781375,86695
81658,42055,4135,1755,7604295,6062
81685,35045,6669,2173,11061250,2030
81701,18089,313,109,1163644,0
81701,18127,2766,1023,5375000,876673
81712,04017,10409,7120,23141612,0
81739,22015,83133,34946,149879346,2541871
81739,22017,215184,94700,329866105,4162849
81766,19143,2690,1218,2766534,0
81793,30083,5438,2554,10266341,0
81820,31033,6373,3004,8307330,0
81847,36017,108,59,227393,0
81847,36025,3909,1905,4967124,71992
81847,36077,1548,789,4697134,77313
81874,39149,21956,9517,29705219,344367
81889,42025,4914,3386,18365678,36296
81889,42089,23433,9425,85491200,445309
81901,04003,52745,22533,78423935,50937
81928,29143,1819,798,4205969,0
81928,29201,14717,6553,17054385,27301
81955,37037,9076,3305,17955934,50467
81982,05007,18650,7162,34215712,220896
81982,40041,676,281,3051820,0
82009,48199,9531,3974,29666015,202466
82023,08045,2966,1091,3023146,0
82036,35017,12705,6003,26343401,49367
82063,36013,3799,2013,6727072,17807
82076,06071,5394,2662,5768400,1031477
82090,08117,15351,13847,23237710,72880
82117,41047,9614,3819,10035045,42776
82144,06111,125206,42896,81407696,1899735
82171,48409,6071,2248,5746351,0
82198,19167,6649,2132,9404121,0
82225,19149,23,10,192798,0
82225,19193,84336,33859,98273457,1143017
82225,31043,16576,5813,27756150,554455
82225,46127,5559,2414,14596376,335440
82252,46083,22175,9035,28588540,0
82252,46099,134602,58330,137614625,1222271
82279,54039,2888,1253,7402266,46219
82306,02220,7027,3214,10499134,95452
82333,36067,3524,1848,7265736,0
82360,40113,5105,2081,7688096,56901
82360,40143,1663,741,1925899,0
82387,23025,4751,2446,8004562,105055
82414,48303,5938,2454,6541306,11252
82441,27015,3479,1549,3948913,7252
82468,22103,91151,36969,151785576,5425895
82495,42019,6716,1957,8467487,0
82522,37101,27155,11228,61185091,154031
82549,51093,10215,4141,24796606,292885
82562,17163,3720,1428,6159076,309523
82603,47041,4050,1814,8260046,0
82630,48021,3750,1683,5195408,4225
82641,29047,2751,978,4064226,0
82665,37133,3899,2141,13917669,1087084
82675,53033,20592,7714,30978303,300114
82684,04017,6279,2239,12803275,0
82711,48415,11557,4899,17782233,72772
82724,13297,3328,1380,9245865,53201
82738,35053,8991,4072,15974359,25853
82765,16029,2793,1269,5969908,132294
82792,36117,2865,1265,6019508,0
82819,02122,6526,2847,18828106,635980
82846,06053,25943,3921,10717881,23207
82873,06083,14862,6250,19757419,2599
82900,21199,29042,13608,89431952,1395469
82913,26059,2768,1662,8393644,3310955
82913,26075,142,65,276356,480
82913,26091,0,0,23501,0
82927,42111,12583,4476,20157347,0
82937,55109,2604,1100,5335908,0
82981,04027,16988,4808,19755587,3867
83008,06097,32678,14664,32193289,0
83062,48435,3352,1477,5021300,0
83073,06109,28255,15348,80816252,559492
83089,13283,2832,1137,6427684,91755
83116,18039,3769,1447,10099441,50818
83116,18141,238101,103075,321510417,4686161
83116,26021,28207,12936,60630501,955898
83116,26027,8088,3752,24955586,2716005
83143,51083,8306,3985,17708569,74301
83156,25011,4709,2209,16194819,211719
83156,25015,319,114,878583,0
83210,36105,3388,1302,8628801,24659
83251,26005,101,156,690260,0
83251,26159,5690,4065,12888301,262197
83278,51025,238,111,688890,17315
83278,51117,4596,2197,11828816,69260
83305,06017,27109,19010,38777864,541695
83305,32005,1998,1281,4308520,29705
83332,26093,96621,40854,234102061,22047615
83332,26125,15994,6971,20952480,101962
83332,26161,6894,3306,11159654,2028440
83359,36103,9810,6700,28785561,2506145
83368,23017,4780,2380,11658079,263785
83377,01071,2164,1036,5019080,0
83377,47115,3209,1496,7781575,0
83386,22093,2621,1006,3826014,10034
83440,13141,3622,1083,9971321,44373
83467,17157,4046,1900,6201483,14691
83480,26081,4041,1747,4470727,4498
83494,47185,5449,2490,16510392,0
83521,55081,9907,4329,14019554,0
83548,45021,2,1,4868,0
83548,45083,180784,78961,492174645,7837873
83575,46081,11459,5459,15724273,0
83602,48195,3349,1336,3966314,0
83629,19041,10952,5303,16003583,349724
83656,54087,2986,1497,5100765,43851
83710,19059,10826,7763,30082220,4444713
83764,53063,387847,167877,425287244,5149716
83791,55129,2673,1281,4373187,115507
83818,37085,14488,4841,45680193,1346297
83851,32007,3286,1205,8547455,2334
83859,32007,3862,1295,14567431,137195
83872,13103,3649,1171,6332933,0
83899,17167,161316,75004,239148873,6319759
83926,09003,80611,32209,172890257,5076225
83926,09013,9100,2532,30000791,198617
83926,25013,423765,175410,514380093,18777441
83926,25015,107824,40548,185485876,2837785
83953,29043,42740,17556,73062945,119445
83953,29077,230984,106973,295505380,1502187
83980,39023,85256,39208,126814404,339648
83993,47147,17357,7047,31700889,0
84007,50027,4872,2335,7994356,215812
84024,12053,136347,65997,253585024,10147003
84024,12101,11873,5567,44205423,366170
84034,20091,3064,1226,5359017,32481
84034,20121,2388,849,3870566,26254
84061,22119,6012,2981,14100215,62523
84088,47119,8812,3807,33761733,53277
84088,47187,22396,7557,22550688,0
84115,36103,12604,8667,35924816,148052
84124,48367,2623,1093,5598977,0
84132,01115,2775,1160,6585761,30256
84142,36029,3897,1673,6428093,51958
84155,37011,1996,120,5943883,0
84155,37121,2704,1287,13273878,0
84169,09013,5581,2528,14875790,132265
84223,48253,3000,1489,4752968,15817
84277,21137,4183,1843,8290976,72044
84290,55017,3441,929,4518331,1534
84290,55019,6,2,22237,0
84304,49045,9061,2630,7478097,502403
84331,21197,4149,1839,9540343,138900
84385,53061,6289,2607,7008765,0
84412,27153,2024,1085,2406928,0
84412,27159,767,257,1138253,0
84429,16001,5749,2076,8564957,52861
84429,16027,2,1,4778,0
84439,12007,5676,2523,11707973,0
84466,28105,30307,13018,44094444,259651
84493,42027,87454,32177,74657391,0
84547,13031,36314,14584,66003928,1969202
84601,17117,5172,2355,8471501,72066
84601,17119,962,463,4412055,115423
84630,51015,13267,5433,35644425,99595
84630,51790,22869,11265,34014477,63457
84630,51820,20475,9489,29112706,313288
84655,41047,10291,4175,8623007,0
84682,08107,12888,9228,21133485,0
84736,17145,459,213,1295994,16630
84736,17157,3010,1432,4955426,0
84763,48143,16796,7428,20838423,4727
84790,08075,16088,5963,16799004,0
84817,17195,28827,12952,37012122,1561206
84871,55097,44223,18701,62401479,2249428
84925,42133,4663,1739,6415831,0
84952,27109,5877,2404,6619802,98
84979,40061,2843,1300,5991106,0
85033,40119,44515,19178,53158371,1097486
85060,40001,3789,1585,6045731,19462
85087,06077,370583,125027,239632615,4315919
85114,19021,11364,4110,9801200,0
85168,19169,3311,1531,3785675,5179
85195,51171,7015,3159,9827904,84596
85208,47089,2610,1049,10240618,79901
85208,47093,45,16,180355,0
85208,47155,1251,499,4023475,0
85222,17099,16200,7380,17911604,0
85222,17105,1597,791,3853950,0
85249,51015,8168,3337,22993060,354956
85276,55029,8617,4693,14272691,4707223
85303,26149,13040,5467,24750080,182
85330,46093,6583,3139,9593464,0
85357,05001,9233,4277,13305338,0
85390,12017,8816,5257,27145314,0
85411,17139,4567,2136,8251573,10770
85438,18153,4518,2211,5733378,0
85465,29055,3319,1445,9050510,0
85465,29071,5795,2596,9250170,0
85492,48215,5523,1586,8856551,0
85492,48427,171,49,171650,0
85519,40099,4733,2199,9583866,133634
85546,48223,14196,6221,26331336,522184
85573,53061,7982,3155,10907359,0
85600,01073,832,329,4267451,0
85600,01127,3211,1483,13183161,8433
85627,54067,3369,1683,7922943,21640
85654,13055,11041,4260,24658465,18581
85681,49043,6088,2486,8993197,0
85708,45085,73107,31492,170128090,1236648
85762,42097,16368,7933,14882750,469910
85762,42109,13173,5197,29093880,580911
85775,45013,12555,7499,22667392,0
85775,45053,0,0,5102,0
85789,53077,17327,4943,15263886,0
85802,48213,3514,1919,8557824,0
85816,22097,3500,1502,8313654,0
85843,04021,2844,1469,3272905,0
85870,06035,10285,4447,13783798,102704
85924,42115,2585,1156,4055705,297321
85978,41019,8653,3853,10081943,131321
86005,13107,7484,3106,23156052,644736
86024,37133,16335,6952,53500108,1138764
86059,50011,3055,1351,4281455,115198
86086,48039,3584,1514,4501759,0
86113,41043,9569,4017,15992520,252060
86140,47107,170,69,1013677,0
86140,47123,5260,2453,12902509,0
86167,48353,10247,4692,12737381,2421
86194,01121,17991,8380,49311674,223517
86210,36053,2040,1257,6162771,0
86210,36065,1411,1281,2763662,66677
86221,13251,3076,1390,9297289,157655
86248,13321,6685,2755,13947177,90889
86275,18039,81,32,236824,0
86275,18085,6827,4670,16495947,4469590
86302,36053,286,111,987502,1152
86302,36067,404715,175451,482893969,16294728
86302,36075,7316,3414,20994883,1023675
86315,37047,3828,1166,11202462,0
86315,45051,6,2,51282,0
86329,06029,14985,5494,14416739,0
86356,48409,4401,1684,3901325,0
86369,60010,15804,3062,27260966,4164975
86369,60050,27646,5400,38543704,10539
86383,40021,18521,7891,31231883,278119
86410,48305,2560,1155,3716971,34255
86437,01121,13493,5473,31849053,85695
86464,12039,622,267,1972965,10395
86464,12073,239601,108657,325651763,10826148
86491,01051,2714,1282,6249789,28005
86491,01123,1326,632,2110943,20561
86518,22065,9185,3277,11322391,0
86545,19171,4904,2068,5737523,0
86572,42025,6318,3327,4710800,1611
86572,42107,8882,4458,8247372,0
86599,12057,1185609,518656,1330327298,84928039
86599,12101,342209,166263,495236150,16579352
86599,12103,913939,502361,652304003,109881440
86599,12105,13,5,720092,5350
86626,24013,6599,2510,5125815,5279
86653,35055,13686,7428,41525604,0
86680,51057,2534,1231,7079892,138244
86707,37065,13581,5831,22484472,57995
86734,48491,14436,5662,16896968,138397
86761,37003,5388,2009,17380144,46324
86788,17021,13742,5934,19778828,222628
86815,51185,4950,2324,13683216,104169
86830,46083,3784,1343,3528594,0
86842,48161,3363,1541,8299290,294486
86869,06029,16540,6802,23574280,50301
86950,18123,8694,4276,12276829,17590
86950,21091,916,413,2689236,5576
87058,48027,90390,37507,140128424,504854
87112,06107,3119,765,3984310,0
87139,18021,10517,4655,14774826,50159
87139,18167,82225,35115,123660052,857501
87166,48257,14834,5712,26412216,4882
87193,05091,26072,11682,52195545,174466
87193,48037,52090,21981,114612275,582928
87220,48039,28,11,75079,0
87220,48167,106355,44695,196782534,3393013
87247,05049,867,528,1995728,0
87247,29149,2118,1061,3896467,0
87263,41065,16876,7176,24568709,2434340
87263,53039,789,340,3760020,1062169
87301,56017,3297,1782,5971173,45680
87355,27113,8883,4202,15953965,404855
87382,13293,14416,6553,26981077,124426
87409,01025,3285,1549,10874950,0
87436,13275,24139,11044,58756175,691054
87463,13189,8540,3658,15972382,72272
87490,06037,28387,10825,27770187,374131
87490,06111,186424,67445,193996154,560152
87517,26149,10820,4937,32952093,1691803
87544,24021,6854,2751,9857070,19550
87571,36031,2850,1376,4867634,260459
87598,39147,19546,8695,18500873,300620
87625,13277,23757,9716,45879568,809065
87652,41057,7675,3532,11330752,0
87669,06107,2543,645,1738139,0
87679,18057,719,299,681570,0
87679,18159,5804,2654,7692326,0
87706,19031,3067,1448,3653208,0
87733,29135,3201,966,3292139,28591
87787,12009,54386,27653,77878653,296280
87814,42039,5732,2682,8188697,0
87841,13257,10846,5067,28346325,72196
87868,26115,28461,11573,56519788,1285214
87868,39051,3608,1469,5219269,23375
87868,39095,421226,194452,437608456,11797815
87868,39123,1682,660,4178099,0
87868,39173,52666,23229,119211079,3385044
87895,41041,3582,1519,5295734,254367
87922,55081,9002,4144,13060078,41340
87949,55069,2926,1472,7975897,940195
88003,20103,4941,1956,6608045,27094
88030,40071,3141,1308,3860354,0
88057,49045,31058,10460,23797800,0
88084,20087,226,91,609252,0
88084,20177,149777,68062,205518566,3381640
88111,53077,14512,4204,22655213,29520
88165,48141,2822,738,3162239,0
88192,09005,42754,19764,65165535,989198
88219,56015,7155,3270,8904914,1832
88246,42015,4588,2254,7295613,123183
88273,06077,87569,27534,57643799,132934
88300,26055,45212,22078,106705156,4293342
88300,26089,1897,1039,6274002,986962
88327,42033,2982,1497,7420006,1970944
88354,49003,9890,3306,20561658,0
88371,12041,2724,727,5024191,0
88381,13083,2850,1261,7579854,0
88408,17027,2736,1195,3057782,0
88435,29079,5596,2784,9155138,622257
88462,34005,27955,10227,41806722,1010451
88462,34021,265459,105205,227863310,2449664
88462,34025,3254,1289,3726434,34496
88489,47053,3852,1827,5856913,0
88504,41019,8492,3603,12620931,10084
88516,08071,9181,4407,15214358,0
88526,48455,3320,1667,10911954,17819
88543,01109,15897,6869,31725876,75278
88570,29113,13231,5192,22503048,138659
88597,37123,3618,1320,7284482,0
88624,06057,11231,6045,25901012,74104
88624,06061,908,443,1556389,0
88651,05111,7095,3110,10100132,0
88678,35051,7918,5643,19457463,0
88705,04005,8858,2540,14218239,0
88732,04019,834443,370529,901603487,2164854
88732,04021,8725,5129,13862004,0
88813,35037,5283,2932,7742040,0
88867,35035,2735,1351,4901438,3200
88894,48437,4903,1834,6540603,0
88921,47031,16450,7548,31199930,0
88921,47051,792,323,3017518,0
88921,47127,8,3,29512,0
88948,40037,25128,10586,61612911,429138
88948,40113,6008,2546,8272460,53575
88948,40131,17874,6773,56966048,102525
88948,40143,568811,254174,666914717,8620398
88948,40145,37658,14325,76245070,14815
88975,28143,3662,1371,4342656,0
89002,42131,3426,1617,8854709,312233
89029,28081,40995,18132,123119306,411598
89056,36033,4204,1965,5297027,0
89083,06047,24788,6414,20976271,0
89083,06099,75116,26830,45818790,0
89110,01125,139114,61509,231842934,4272196
89137,17041,4791,2261,7620447,31789
89164,01087,9536,4411,25190749,440447
89177,40051,2498,931,9940831,0
89177,40087,19,8,81010,0
89191,06071,12895,5857,17238751,0
89218,06071,8384,1665,9471633,0
89245,16083,48836,19787,46959416,65929
89254,51079,3191,1185,8037849,492788
89263,34021,58053,22150,78262118,703809
89263,34023,5219,1941,9322476,57201
89263,34025,765,226,3681467,65372
89272,27075,3588,1738,3540883,0
89299,13051,3202,3492,6800316,989922
89326,48073,9,6,134731,0
89326,48423,130238,54081,233594999,2342410
89353,42013,7536,3380,10755970,0
89353,42061,86,45,147822,0
89380,06045,29709,11391,41329242,233042
89407,20067,6279,2323,6260127,0
89425,13093,3406,791,4562351,32486
