ZCTA5,Place GEOID,Population,Housing Units,Land Area,Water Area
21061,2432650,32660,13773,17542945,45320
21061,2447125,631,267,644207,0
21061,2471150,3575,1450,1188805,0
21074,2436500,6323,2500,8259145,54205
21075,2419125,273,101,840019,0
21075,2425750,13948,5535,19913246,24544
21075,2441475,12123,4579,16829860,128402
21076,2425750,1641,529,1692573,2281
21076,2471150,10209,3968,11805174,0
21077,2471150,208,94,1270890,0
21078,2400125,211,64,677165,494
21078,2437600,12952,5875,14239092,3597090
21082,2462175,49,17,237440,0
21084,2442325,2695,949,21095099,63060
21085,2442875,12616,5057,16911449,928724
21085,2462175,532,207,1931851,9381
21087,2444350,4164,1580,25029680,174724
21087,2462175,771,295,3170174,3619
21090,2447125,9666,3907,13444073,115916
21093,2418250,1507,816,3538634,22696
21093,2436512,890,336,869857,0
21093,2448875,6504,2785,5472464,0
21093,2451587,11420,4920,9605336,9012
21093,2461400,236,110,1075407,0
21093,2478050,9925,4139,13867346,7232
21093,2478425,45,18,356473,0
21102,2449950,4808,1713,6057629,13124
21104,2425575,2525,812,14139905,1571150
21104,2426000,63,25,1264559,0
21108,2431350,1466,525,8119028,0
21108,2432650,6991,2730,4356742,0
21108,2471200,7916,2675,11829605,175948
21113,2458300,30115,12557,18864782,0
21113,2471150,17,10,736770,0
21114,2420875,25225,9857,13931995,0
21117,2431625,5370,2634,4921699,8829
21117,2459425,30347,13101,24342879,100231
21117,2464950,70,25,286599,0
21117,2465600,5777,2308,2397343,0
21122,2432650,1893,669,1579900,0
21122,2444975,19477,7375,34836049,10817005
21122,2460475,20775,7553,17652738,720466
21122,2466850,8788,3453,3934777,826203
21122,2471200,3163,1181,4911335,95305
21128,2460975,1387,486,3775349,0
21128,2484350,3715,1605,4584431,7097
21130,2461075,187,90,1956896,0
21131,2418250,14,7,1385616,0
21132,2464375,683,239,11391794,17303
21133,2452562,1334,625,694141,0
21133,2464950,28146,10814,21337584,35463
21136,2465600,20191,8286,10976247,11731
21140,2466400,3457,1364,3500425,995915
21144,2431350,1038,375,9777611,0
21144,2458300,1446,503,1497616,0
21144,2471150,29393,10565,30138306,0
21146,2402275,387,140,828361,0
21146,2471200,26318,9607,25666757,7098389
21153,2431625,38,21,819747,1352
21153,2461400,150,64,1662984,11874
21154,2464375,1,1,18594,0
21156,2444350,154,59,972164,0
21157,2483100,9534,4192,8601932,4408
21158,2483100,9056,3492,8566533,29684
21160,2464375,9,2,874558,0
21162,2484350,45,16,2654383,48730
21163,2426000,3881,1558,2747443,13481
21163,2464950,301,113,1764774,0
21201,2404000,16972,11255,3340677,0
21202,2404000,22832,10372,4111039,331316
21204,2478425,20253,8274,15615168,179910
21205,2404000,16146,7059,5304530,0
21206,2404000,40384,17728,12713879,3869
21206,2459325,5503,2196,2437980,0
21206,2468400,4959,1838,3515371,0
21207,2404000,14221,6454,7275525,7610
21207,2447450,19383,8023,10525250,73619
21207,2486475,14529,5795,8909952,0
21208,2404000,1966,935,444570,0
21208,2431625,3415,1447,2432674,0
21208,2447450,5676,2291,3777655,4597
21208,2452562,3674,1581,1135672,5914
21208,2459425,275,181,360402,0
21208,2461400,15014,7507,20790236,55230
21208,2464950,3894,1677,2921009,0
21209,2404000,12210,5872,7556254,26336
21209,2461400,13892,6017,8076281,2126
21209,2478425,363,165,2721936,73464
21210,2404000,13352,5432,7336822,5635
21210,2478425,940,517,1242228,0
21211,2404000,17351,9287,7219042,25184
21212,2404000,21386,9671,6688061,933
21212,2478425,10936,4709,5354880,96383
21213,2404000,32733,14968,8833257,1899
21214,2404000,20564,8981,7394837,0
21215,2404000,58415,26257,17078144,10946
21215,2447450,274,113,182268,0
21215,2461400,1472,625,384811,0
21216,2404000,32071,14934,8634688,145342
21217,2404000,37111,21096,5999196,191954
21218,2404000,49796,23730,10836080,316361
21219,2423975,1165,358,697802,739705
21219,2424950,8214,3458,20560552,10027628
21220,2408800,6755,2909,8146474,5016844
21220,2426600,0,0,0,16046
21220,2452300,23238,9671,17370357,1893209
21220,2468700,15,6,931124,16551
21221,2426600,39262,16635,23977777,6809269
21221,2452300,1953,867,2542243,0
21221,2468400,0,0,998906,8249
21222,2404000,1852,782,1369818,167028
21222,2423975,53782,22385,25659259,5057253
21222,2424950,152,64,1360911,464257
21223,2404000,26366,14343,6817146,48381
21224,2404000,40484,19711,18228313,7708487
21224,2423975,8650,3401,6311663,1171996
21225,2404000,19145,8156,5904427,459021
21225,2410475,14373,5548,10786402,182874
21225,2447125,27,11,50702,0
21226,2404000,3288,1579,12728842,13593247
21226,2410475,0,0,90457,0
21226,2432650,0,0,236790,170021
21226,2460475,385,125,10062632,1238238
21226,2466850,3888,1643,2600011,667140
21227,2401975,17204,7187,15979135,9291
21227,2404000,849,433,1125635,0
21227,2404050,7019,2708,4481521,226093
21227,2414125,53,28,2372368,5681
21227,2445650,8409,3255,5895026,329902
21228,2401975,81,34,25158,0
21228,2404000,266,125,64538,0
21228,2414125,35293,15138,31131785,70858
21228,2486475,11937,4688,8922173,36704
21229,2401975,3198,1342,891228,0
21229,2404000,38212,16580,13056521,199
21229,2414125,2119,854,891876,9219
21229,2486475,1684,905,388315,0
21230,2404000,33568,17478,16325575,5336342
21231,2404000,15748,9108,2259604,384090
21234,2404000,8714,3974,2719768,2012
21234,2413325,25038,11991,15328180,6354
21234,2436512,14,5,900586,0
21234,2459325,1024,432,944485,0
21234,2460275,30456,13368,11006943,0
21234,2460975,4506,1757,2748201,2658
21236,2404000,193,76,321247,0
21236,2413325,4781,1977,802369,0
21236,2459325,5748,2646,4396215,0
21236,2460975,22581,9616,11189773,3370
21236,2468400,0,0,27722,0
21236,2468700,1177,413,1956168,19662
21236,2484350,3994,1604,3487173,4136
21237,2404000,47,19,1778960,0
21237,2452300,0,0,229701,0
21237,2460975,0,0,347175,0
21237,2468400,14298,5768,13317772,631290
21237,2468700,13955,6105,11013538,32215
21237,2484350,1759,569,3021794,2292
21239,2404000,23785,10290,5714822,2110
21239,2478425,5008,2215,2660441,0
21244,2452562,24034,10026,16152726,22985
21244,2464950,19,5,150335,0
21244,2486475,9729,4029,6483807,45366
21250,2414125,3205,1,634718,0
21251,2404000,934,0,461424,0
21252,2478425,2872,0,372524,0
21286,2436512,4148,1599,13055456,0
21286,2460275,278,114,106718,0
21286,2478425,14780,6881,8315135,3486
21401,2401600,18249,8056,10215229,1013657
21401,2401635,183,88,1075518,461864
21401,2421075,143,50,1737493,0
21401,2460325,15037,8313,24833667,3546423
21402,2401600,88,59,11442,125945
21403,2401600,20057,9730,8380786,1246830
21403,2401635,10116,4525,14985151,8258063
21403,2438500,96,74,164985,23385
21409,2402275,1955,767,2377528,57619
21409,2412912,8431,3122,5013293,1329183
21502,2405525,1258,568,1178945,4134
21502,2407285,6,5,580832,863
21502,2408850,1077,533,2491414,0
21502,2408862,627,263,2545283,0
21502,2419975,3,1,72280,0
21502,2420525,4592,1351,15837627,60602
21502,2421325,20859,10914,26114672,187409
21502,2425925,54,17,143114,0
21502,2446075,3551,1646,6904240,379
21502,2462100,353,185,4092466,0
21502,2463425,2530,406,998897,0
21502,2474350,50,31,1526460,0
21520,2400225,325,173,1270407,0
21521,2404625,457,225,572221,11361
21521,2453700,240,102,420521,11827
21521,2455950,0,0,2222,0
21523,2408050,284,123,1503459,63933
21524,2419975,452,203,950590,0
21529,2425925,518,243,841460,0
21530,2428425,177,80,1077064,0
21531,2430850,491,272,2357549,0
21532,2413225,153,68,742687,0
21532,2417475,73,34,302791,0
21532,2424825,932,442,3976154,0
21532,2428275,547,225,8524842,0
21532,2430900,9002,3497,8845773,9512
21532,2432175,127,58,249859,0
21532,2434425,364,178,374380,0
21532,2444525,118,48,987899,0
21532,2452525,194,89,1243219,0
21532,2455000,56,28,405918,4748
21532,2458215,32,11,114046,0
21532,2471460,235,96,2037004,26763
21532,2480075,139,59,2525565,12751
21532,2486275,113,44,471063,0
21532,2487275,362,172,3884107,0
21536,2434525,766,397,2534714,0
21536,2442450,113,53,865596,0
21538,2444450,321,158,576037,69145
21539,2422825,71,39,405218,0
21539,2447875,1214,525,1073026,5898
21539,2455950,116,42,387498,0
21540,2448775,65,61,690083,103293
21542,2452475,446,214,500814,0
21543,2452525,126,55,362808,0
21545,2404525,73,28,113748,0
21545,2454325,873,384,2385450,0
21550,2420500,264,98,1818243,0
21550,2422275,399,175,2587231,0
21550,2434150,106,54,3248519,0
21550,2441175,86,38,436539,0
21550,2447525,552,228,823760,0
21550,2453800,2092,954,5015831,182606
21550,2457650,1925,1009,6711577,22955
21555,2458775,86,37,345971,0
21555,2474350,5,3,148800,0
21557,2407285,167,83,3192860,9234
21557,2421675,271,130,2951609,1021
21557,2421925,103,49,1343814,7791
21557,2449325,233,104,2117995,0
21557,2465150,693,300,2313097,6950
21561,2408050,21,11,102720,0
21561,2476450,58,34,993034,0
21562,2430100,290,100,840075,0
21562,2449325,278,139,1519582,0
21562,2482750,1888,1006,2260951,62012
21601,2424475,15945,7405,27348784,292496
21607,2404250,120,57,404166,0
21610,2407200,345,317,2564023,18585
21613,2400712,1241,618,1920857,5423537
21613,2412400,12326,6228,26781832,5953241
21617,2414950,4285,1694,6354595,7956
21619,2416125,4163,1952,11912657,4343868
21619,2443725,62,42,727649,846237
21620,2416225,5252,2361,6721840,795740
21620,2427325,490,235,9832627,302308
21620,2431875,143,60,3807308,14573
21620,2444325,1733,805,5867834,809218
21620,2478120,329,221,1580617,14899
21622,2417050,125,67,874012,909
21622,2428300,67,50,952418,271485
21623,2417100,745,311,1846422,0
21625,2419900,562,237,12618166,1342
21625,2464500,94,36,145555,1737
21629,2422725,4418,1791,13673737,564286
21629,2439175,44,20,155207,0
21629,2482625,52,29,766881,0
21629,2485175,155,68,680161,0
21631,2424450,400,197,1034172,0
21632,2427900,2739,1191,5000547,233296
21634,2428300,96,72,1770247,553973
21635,2431225,612,284,934016,0
21636,2433950,246,97,1916791,27559
21638,2434550,3408,1388,13307102,978400
21638,2443725,505,373,1836293,3524572
21639,2435200,1931,798,2722333,0
21640,2437925,112,40,246432,0
21641,2439175,117,55,233483,0
21643,2441125,2092,903,6894928,580530
21645,2443475,199,97,1446626,16851
21648,2449700,153,77,5939472,88894
21649,2437925,34,11,80649,0
21649,2451025,141,50,205850,0
21649,2477200,138,43,207044,0
21651,2452825,642,256,1721289,61785
21654,2459450,651,574,1394696,746407
21655,2417000,129,75,616322,0
21655,2463825,719,295,1475840,9947
21657,2464500,128,53,196989,4258
21658,2434550,17,11,1002107,0
21658,2464600,664,294,3763407,0
21659,2410575,60,31,112219,0
21659,2425600,59,26,198526,10304
21659,2431250,138,57,607785,53840
21660,2466000,1639,667,4610272,0
21661,2424925,169,92,1034901,21092
21661,2467400,1310,930,3465853,553692
21663,2469825,1029,711,2975505,258901
21664,2470900,535,234,678021,0
21665,2477912,28,13,735160,228552
21666,2416125,4,2,1275277,80740
21666,2475025,6803,2644,16667723,0
21668,2475650,497,244,2427049,0
21669,2476925,173,149,10733300,51001
21671,2477912,756,619,5472625,132987
21673,2478575,1077,491,7188517,0
21677,2449700,51,37,2359241,16735
21678,2411900,505,213,2222897,18272
21678,2487000,249,117,2378461,60463
21701,2403800,0,0,45875,0
21701,2430325,24592,11701,27200316,465629
21701,2446800,439,195,2707728,2733
21701,2447040,0,0,0,10262
21701,2474560,5795,2146,6823260,78827
21702,2409100,709,309,3727843,2534
21702,2430325,29239,11774,22652410,65211
21703,2403800,17142,6968,17232404,28618
21703,2409100,1660,700,7789265,25082
21703,2411050,12,5,338225,5300
21703,2430325,11397,4083,6135327,2045
21704,2403800,1132,404,10740707,10509
21704,2404650,1451,528,6763962,75824
21704,2411050,35,16,397079,0
21704,2430325,3,1,905531,0
21704,2479900,8452,2645,7664204,156480
21705,2430325,8,0,61289,0
21710,2400350,2372,722,8517587,2520
21710,2411050,918,508,2275690,6045
21711,2407375,82,31,276499,0
21711,2426550,56,22,387027,0
21711,2441700,57,24,259475,0
21711,2460770,167,71,1524750,0
21713,2403575,22,11,86641,0
21713,2405250,45,24,435206,0
21713,2408625,3336,1327,7507811,12955
21713,2409400,254,101,963778,0
21713,2427425,233,92,1268764,0
21713,2443100,0,0,494,0
21713,2450375,238,94,1044938,0
21713,2454125,515,220,3245497,0
21713,2470300,384,144,1170501,0
21713,2477925,459,181,1188460,0
21714,2409100,99,61,74855,0
21716,2410900,4876,2050,6873087,1131957
21716,2468600,0,0,32440,0
21717,2411050,54,25,950042,10584
21718,2411400,151,74,1175291,10427
21719,2438437,1112,499,4486030,0
21722,2407400,84,40,360106,0
21722,2415500,171,59,423366,0
21722,2417600,358,189,291028,0
21722,2427500,24,10,200454,0
21722,2441700,7,3,41961,0
21722,2485395,260,108,3133685,0
21727,2426200,2814,1070,3926673,0
21733,2427425,347,110,1850272,0
21733,2469550,296,122,4678071,0
21733,2477925,6,2,12963,0
21734,2431100,771,392,585226,0
21740,2403514,333,133,1413254,0
21740,2405250,206,83,1253480,0
21740,2414300,178,76,520920,0
21740,2427500,52,20,345269,0
21740,2431100,133,68,353742,0
21740,2436075,30456,14345,24570840,26533
21740,2436125,7675,3580,8347974,0
21740,2443280,125,56,626450,0
21740,2451425,2080,818,5607273,0
21740,2453750,46,19,286530,0
21740,2467000,489,235,519522,0
21740,2469550,2521,955,10320690,0
21740,2485395,1968,788,8391477,324224
21742,2429712,5666,2370,11431911,0
21742,2436075,9206,4337,5956242,0
21742,2442950,204,75,860803,0
21742,2446400,573,241,4554404,0
21742,2452225,70,26,252274,0
21742,2453750,515,198,3372636,0
21742,2459787,2571,1001,5654708,0
21742,2462775,0,0,20759,0
21742,2465550,54,22,324100,0
21742,2466150,86,38,347880,0
21742,2467000,6429,2809,9475934,0
21750,2436600,1545,821,7066813,52416
21754,2447040,108,38,2096691,5786
21754,2453100,0,0,419514,0
21754,2455650,0,0,84885,0
21754,2474560,0,0,5258,0
21754,2479900,723,291,9324420,6489
21755,2409100,100,34,332096,0
21755,2411400,0,0,690,0
21755,2442350,2111,822,5433546,0
21756,2424250,27,14,219927,0
21756,2443100,1152,407,2372525,0
21756,2453925,160,73,1613199,0
21756,2467950,1,2,71248,0
21756,2478705,172,64,1104428,0
21757,2486750,0,0,229,0
21758,2410800,89,42,732993,0
21758,2410900,994,280,1582348,0
21758,2431575,234,106,1477542,0
21758,2468600,294,118,1408151,2944
21758,2470175,188,81,558427,0
21758,2487150,133,65,588321,0
21762,2446800,249,100,952882,0
21766,2447275,42,37,1822279,10089
21767,2451425,991,463,737107,0
21769,2409100,40,20,228980,0
21769,2452425,4136,1569,4494630,10035
21770,2453100,416,148,5377135,2656
21771,2453875,9288,3225,10666551,30595
21773,2454875,1626,553,2644545,2408
21774,2447040,8435,2891,12773524,628536
21774,2455650,656,247,1981116,0
21776,2455925,1396,566,1923678,23553
21777,2462575,1466,526,2852659,0
21779,2431400,109,43,578977,0
21779,2467950,174,67,832392,0
21780,2469200,354,149,3877892,0
21781,2469550,136,7,656097,0
21782,2401750,89,47,397438,0
21782,2403575,8,2,44953,0
21782,2421750,165,82,764565,0
21782,2451945,130,66,835812,0
21782,2471600,705,325,606195,0
21783,2414225,1473,601,4928119,0
21783,2416800,238,118,2163125,0
21783,2425000,231,102,1373808,0
21783,2435225,229,96,1049788,0
21783,2442950,0,0,3638,0
21783,2462775,158,60,778272,0
21783,2466150,80,34,399225,0
21783,2472900,2975,1082,2721712,17612
21784,2425575,27750,9931,85913147,4991014
21784,2476550,4436,1474,4081243,9742
21787,2476725,6728,2554,7859911,18233
21788,2477825,6170,2498,8088139,14950
21791,2446800,262,102,2580848,11884
21791,2479350,975,429,2691986,17493
21793,2481275,5800,2206,11267887,16121
21793,2486750,0,0,7259,0
21795,2423500,355,145,1618074,0
21795,2436125,3026,1145,3714980,0
21795,2443280,1,1,41494,0
21795,2461700,449,193,1897057,0
21795,2485100,2137,1080,2702414,0
21795,2485395,54,24,710007,0
21797,2425575,192,60,2633369,4133
21798,2486750,1141,443,1837917,7525
21801,2430950,11,5,175542,0
21801,2469925,10153,4874,15864212,996460
21802,2469925,89,0,136027,0
21804,2430950,222,110,701231,0
21804,2469925,20090,8524,17085684,209503
21810,2400800,210,82,911429,13773
21811,2406800,4485,1953,8167951,262
21811,2455325,36,28,6281275,29882
21811,2458275,11710,8870,17247855,7022133
21811,2483225,947,564,1741911,52198
21811,2483746,1,1,676,0
21813,2407625,531,241,7433727,78473
21814,2407675,186,113,2838794,95865
21814,2442575,183,101,4014938,606249
21817,2420775,2726,1531,4162270,3648224
21821,2415075,353,262,4324690,2365119
21821,2421550,167,124,16121699,4239693
21821,2422100,471,348,7851242,5984628
21822,2424850,823,369,14427450,136096
21824,2472887,198,181,5692314,1189430
21826,2430950,4633,1930,8921929,17190
21829,2432250,149,81,1715787,0
21829,2475200,0,0,113021,10563
21830,2437875,1084,457,3304591,0
21830,2464475,41,19,4131802,0
21837,2450525,347,160,1021160,12254
21840,2442575,5,3,91628,0
21840,2454925,225,163,6708704,20656
21840,2454930,103,72,685240,0
21840,2481925,40,36,1268018,13226
21841,2455325,300,137,18340488,12732
21842,2458225,7102,30119,11402536,9484897
21842,2483225,3428,2137,8038356,7291808
21849,2460425,339,149,3380587,6538
21850,2462025,1385,650,4284395,1369
21850,2463725,189,86,3837374,32972
21851,2462475,4184,1894,9554355,652711
21851,2483337,398,223,22155504,546591
21853,2421550,0,0,9128197,808540
21853,2454375,779,414,33741001,6790430
21853,2464000,3290,1500,4318627,43311
21856,2464475,92,36,764635,0
21856,2484225,42,35,430305,4079
21861,2471650,651,290,1068386,134323
21863,2473075,2103,1005,7792783,287071
21864,2475200,92,59,4292679,0
21865,2407675,15,12,558433,0
21865,2479225,236,139,3365546,2092
21865,2484225,1,2,524052,1512
21866,2472887,78,74,318387,0
21867,2427375,114,69,709892,0
21869,2426025,52,63,908944,6805
21869,2480600,271,143,481409,0
21871,2427375,343,198,31038195,9363307
21871,2430567,100,94,9732939,3799682
21871,2483337,56,28,2208881,0
21872,2483746,148,65,2482568,1938
21874,2462025,32,18,68266,0
21874,2484950,958,398,2782706,0
21875,2422600,3003,1382,4454690,35035
21875,2469925,11,3,1607490,0
21901,2415400,498,188,1725933,1270
21901,2456450,3271,1528,4372098,118514
21903,2461150,4345,1952,6651518,19700
21904,2461150,16,7,1248419,0
21904,2463075,653,429,5868997,12591
21911,2466275,2781,1137,3259946,19537
21912,2414325,0,0,30670,0
21913,2414325,663,264,1165581,0
21914,2415400,685,362,1360574,472277
21915,2415950,673,390,1300384,479623
21921,2425800,15443,5944,21632664,677714
21921,2456450,301,123,951683,0
22003,5101912,38384,13694,17687741,15261
22003,5145784,154,45,86992,0
22003,5182371,11165,3894,9682454,87573
22003,5187333,6287,2290,4762392,33896
22015,5111464,25758,8658,13367149,106738
22015,5111470,17178,6414,7867449,104657
22015,5126592,0,0,51254,0
22015,5142680,115,44,26598,0
22015,5174120,27,9,53089,0
22025,5152658,14035,5119,10885051,427670
22026,5115176,9563,3154,16634541,4041575
22026,5123760,4695,1583,3749425,48226
22026,5179360,0,0,307940,53951
22027,5123984,2362,781,1650280,202
22030,5114440,0,0,2135,0
22030,5126496,17527,6678,12132785,56788
22030,5126592,1142,380,4045346,26920
22030,5126701,2906,790,3482557,24946
22030,5126875,13750,6645,4182529,21128
22030,5130618,8156,1271,5491075,32074
22030,5158472,3066,1265,1162252,1059
22031,5126496,3988,1627,3202177,38185
22031,5149144,7135,2766,6097034,56112
22031,5151192,8991,3611,4527324,15276
22031,5158472,7476,3097,2145608,8880
22031,5181072,13,3,24415,0
22031,5187333,2192,944,1630593,20410
22032,5111464,0,0,185565,0
22032,5126496,1050,375,824503,81
22032,5126592,6009,2091,3050286,52048
22032,5130618,1340,459,1027699,2952
22032,5142680,13275,4395,7673067,165778
22032,5146760,7593,2652,6384892,32091
22032,5182371,110,37,81796,0
22033,5114744,2137,722,958577,368
22033,5126701,5036,2568,2621033,37837
22033,5126875,16145,7595,7170484,74676
22033,5129628,2593,845,1572167,104
22033,5132592,8166,3224,4061398,22140
22035,5126875,0,0,438985,11821
22039,5111470,148,46,219540,3613
22039,5120436,5078,1590,4545819,43684
22039,5126592,4879,1669,16409103,122747
22039,5174120,4315,1392,4176970,4233
22041,5104088,21518,8576,4201775,160
22041,5143352,5462,2163,2638516,341813
22041,5145784,191,85,146025,0
22041,5171216,818,350,256892,7088
22042,5101912,1646,651,1772707,14910
22042,5127200,282,91,150245,0
22042,5139448,228,99,160813,0
22042,5151192,2233,1091,1451595,893
22042,5187333,1,0,799092,0
22043,5139448,13244,5544,5776938,15297
22043,5148376,4962,1898,2707964,1025
22043,5151192,2,1,83209,0
22043,5162264,6094,2324,3776802,0
22044,5127200,1499,901,322257,0
22044,5143352,4096,1568,3679610,233116
22044,5171216,8437,3417,1515281,69
22046,5127200,10534,4491,4700590,6
22046,5139448,3816,1495,1499254,0
22046,5148376,1885,663,1127708,0
22060,5147064,1383,704,736680,28481
22060,5149998,0,0,34776,0
22066,5132496,15316,5150,65458732,604278
22066,5147296,1170,357,657498,225
22066,5148376,1613,547,3761598,25356
22079,5120436,724,216,1156731,4584
22079,5129552,0,0,286927,0
22079,5144430,6855,2312,11550202,177528
22079,5147064,17227,6022,13001675,165166
22079,5149998,2005,800,35834452,15988859
22079,5155752,2276,755,3877569,70261
22079,5155758,2193,876,1002189,844
22079,5158696,0,0,0,43683
22079,5174592,0,0,363970,1303
22101,5103000,37,20,167245,1481
22101,5148376,29850,11325,35114457,113399
22101,5162264,0,0,53348,0
22102,5132496,56,16,201091,15213
22102,5148376,9719,3290,21378000,103218
22124,5126875,328,127,1160212,21713
22124,5158472,10672,4484,11429004,54438
22124,5166672,24,9,28317,565
22125,5158696,711,400,391803,46333
22134,5165120,480,308,183500,0
22150,5145784,0,0,147443,2914
22150,5155752,4,1,1252528,24546
22150,5174592,27101,9488,16442990,79785
22151,5142664,4333,1453,3384051,61285
22151,5157560,7274,2480,3992502,25996
22151,5165776,2466,857,2289463,255036
22151,5174592,3383,1142,3581323,82787
22152,5111464,6424,2177,3414876,45835
22152,5184976,22126,8459,11971698,74999
22153,5111464,8873,3049,5319808,121782
22153,5155752,9772,3354,5785277,20778
22153,5155758,10249,3462,7581580,117388
22153,5174120,2047,712,2334814,165594
22153,5184976,334,97,450339,6336
22172,5123760,266,106,248924,0
22172,5179360,8188,3143,6981546,403699
22180,5123984,3204,1142,2255699,0
22180,5151192,3986,1774,970838,0
22180,5158472,269,90,236824,0
22180,5181072,15674,5683,11385893,17193
22180,5187240,358,123,203588,0
22181,5158472,12683,4755,10122615,31057
22181,5181072,0,0,759,0
22181,5187240,1897,652,3375583,11088
22182,5123984,3237,1104,2187664,591
22182,5166672,63,27,613079,5549
22182,5187240,13876,4586,21800158,127593
22185,5158472,0,0,164619,0
22191,5115176,6437,2433,3557001,5689
22191,5121088,0,0,65711,0
22191,5149792,35036,11975,19138124,1006399
22191,5155272,12068,4114,11936436,648916
22191,5187312,4055,1806,4155522,1525777
22192,5119571,2390,858,4734066,15524
22192,5121088,961,267,441708,0
22192,5143432,41058,15678,24225313,879540
22192,5149792,0,0,82585,0
22192,5158696,223,169,56380,0
22192,5164152,5614,1763,9718292,37098
22193,5119571,880,279,506158,0
22193,5121088,64859,20611,36118951,56447
22193,5139544,1773,548,3764183,6734
22193,5152658,5535,1712,4676970,13616
22193,5164152,0,0,710610,5958
22201,5103000,33476,18985,6058557,0
22202,5103000,22543,15278,10024542,237813
22203,5103000,21850,12018,3973848,0
22204,5103000,47233,21078,10647712,0
22205,5103000,17070,6622,7005676,0
22205,5127200,17,6,3721,0
22206,5101000,365,249,169444,4388
22206,5103000,18686,10440,5134278,1340
22207,5103000,30834,11696,16592836,3491
22207,5148376,86,33,111229,0
22209,5103000,12314,7975,1553657,0
22211,5103000,648,61,4533967,0
22213,5103000,2936,1231,1475803,0
22214,5103000,0,0,105452,0
22301,5101000,11162,5017,3606878,0
22302,5101000,15598,8266,5570187,6251
22302,5104088,887,669,249780,0
22303,5105928,0,0,51914,0
22303,5139064,11098,6347,2691014,98504
22303,5168880,1503,511,1030938,14157
22304,5101000,44135,22890,11971239,237133
22304,5145784,165,76,29551,0
22305,5101000,15440,6863,3497411,168639
22306,5105928,1394,494,1096703,0
22306,5129136,1714,671,1690174,20920
22306,5133584,11827,4463,9626895,166806
22306,5135912,13,0,667878,672
22306,5139304,15709,6023,5272673,5730
22306,5168880,1669,661,408973,0
22307,5105928,5124,2746,3982487,2298277
22307,5129136,1686,738,1874539,289
22307,5133584,2771,1171,1615820,0
22308,5129136,12645,4704,11590841,1048692
22308,5139304,92,37,51193,0
22309,5154144,12416,4773,13562418,2161352
22309,5187430,20804,7491,5952828,25391
22310,5129552,10655,4748,4767757,8770
22310,5135912,4,4,46971,0
22310,5139064,169,62,123433,2672
22310,5142746,1776,729,820407,0
22310,5168880,17005,6275,12800245,25747
22311,5101000,16322,8307,3123997,15679
22311,5104088,1238,437,857470,557
22312,5101000,7291,3200,1157467,21782
22312,5101912,978,370,890318,0
22312,5145784,22345,8349,11810598,75420
22312,5174592,0,0,16581,0
22314,5101000,29653,17584,9823110,686499
22315,5129552,7590,2879,3939773,7365
22315,5135912,3892,1461,2605634,293524
22315,5142746,13780,6319,6591032,111997
22315,5155752,891,329,871473,0
22315,5168880,49,0,149397,682
22401,5129744,24286,10467,27039905,182486
22405,5127264,4274,1692,7725186,750041
22406,5173760,2805,1240,8348299,15418
22407,5174470,0,0,213687,0
22427,5108888,1111,482,4194011,65412
22443,5118400,3542,2382,6600276,860988
22473,5136216,142,102,10319791,342120
22480,5140088,432,374,3895271,830669
22482,5142424,1465,800,8677485,30544
22485,5121008,2653,1184,6982359,254293
22485,5127040,391,312,747520,0
22485,5142568,4457,1681,27911168,119537
22485,5160888,1283,439,5272357,10364
22508,5143430,7177,3631,12763700,2080222
22520,5152952,384,207,2669201,1881
22535,5163928,126,75,269914,2304
22538,5163928,0,0,1526,0
22546,5143359,2260,1035,7350098,1127808
22546,5143420,4223,1639,11713385,706155
22551,5143600,2667,898,5314976,246531
22551,5174470,2376,888,14609496,167591
22553,5143600,2,1,86098,0
22553,5174470,1863,637,12177451,83845
22554,5102112,6727,2300,7366482,695434
22554,5108708,1375,522,2510835,6610
22554,5174916,4320,1188,11075946,35358
22560,5177568,2375,1131,6720516,196670
22572,5183168,1512,555,7924728,0
22576,5142424,22,10,142167,0
22578,5142424,0,0,26760,0
22578,5185600,352,183,2533614,5256
22580,5108888,0,0,727,0
22601,5186720,26203,11872,23912611,54101
22602,5171625,1873,838,18952204,91687
22602,5175344,0,0,172231,1242
22611,5106968,4185,1804,5868907,2855
22620,5108984,589,252,928746,0
22620,5171810,9,6,117149,0
22623,5116240,670,271,3144304,879
22625,5143392,1859,827,5122238,559494
22627,5128496,176,104,3438135,4347
22630,5116240,118,47,518231,1244
22630,5129968,14440,6184,23937136,629664
22630,5171810,2669,1242,27576641,390945
22630,5171826,934,355,2513915,267520
22637,5143392,46,17,3666863,415280
22637,5171625,0,1,104881,0
22640,5116240,51,32,1736287,1294
22640,5128496,33,20,1065205,4771
22642,5102064,1396,501,4443573,24675
22642,5171810,355,148,1637832,0
22642,5172935,830,409,6199671,28912
22644,5150200,770,337,5599070,12201
22645,5151512,1265,556,2009911,18299
22655,5175344,1829,835,6009246,74781
22657,5176000,6398,2950,9710777,145222
22660,5179024,258,111,371854,12678
22664,5187712,5097,2421,10125684,21412
22701,5120752,16379,6271,17402152,121070
22712,5105336,4435,1549,14178047,33238
22712,5159416,476,166,5667027,62925
22715,5109752,955,392,12490574,20111
22727,5109752,5,3,175575,0
22727,5148488,229,107,541085,0
22728,5112264,81,33,3067279,6523
22728,5151544,218,94,10471307,21166
22734,5166512,598,256,572275,0
