ZCTA5,Place GEOID,Population,Housing Units,Land Area,Water Area
80642,0845530,9,3,353260,0
80643,0837820,0,0,56130,0
80643,0840185,1127,463,5794490,72364
80644,0840515,1454,531,2743666,0
80645,0825280,11,9,5080464,604081
80645,0843605,1955,746,2317509,0
80648,0855045,416,197,8026956,0
80649,0855925,90,39,413959,0
80650,0859005,834,337,2114458,0
80651,0829955,6,2,625646,0
80651,0849600,9,2,688247,0
80651,0850480,4,3,5042442,107609
80651,0860160,2485,937,6545849,26626
80653,0839160,154,259,7924377,0
80653,0883175,139,66,405886,0
80654,0884770,893,343,3432228,11300
80701,0807420,24,6,92707,0
80701,0827810,11315,4279,10176197,166587
80701,0845695,2,1,30266,0
80701,0851975,266,113,739002,0
80701,0866995,56,21,450549,0
80701,0878345,59,19,1855942,0
80705,0845695,871,342,679013,0
80720,0800925,1702,842,6809347,0
80721,0801915,58,25,1174296,0
80722,0803840,133,66,2677992,0
80723,0809555,5463,2295,6407169,0
80726,0818640,110,76,346447,0
80727,0823025,257,132,1234632,0
80728,0826875,408,204,1348215,0
80729,0833310,137,90,1539845,0
80731,0834960,946,498,1391609,0
80731,0857245,7,5,601789,0
80733,0836610,264,124,564827,0
80734,0837270,2313,1031,6134176,18038
80735,0838425,88,39,219963,0
80736,0838590,266,128,653654,0
80736,0856695,0,0,6943,0
80737,0839965,1225,730,3843245,0
80741,0850040,284,120,433291,0
80742,0863045,96,55,1881472,0
80743,0856365,475,248,1067160,0
80744,0856475,318,176,419663,0
80745,0856695,76,46,2094112,0
80746,0857245,27,18,188726,0
80747,0858235,238,106,491114,0
80749,0868930,146,110,864656,0
80750,0871790,132,66,917145,0
80751,0873935,14777,5404,19709156,0
80755,0880755,27,15,2928210,633
80758,0842000,47,34,389026,0
80758,0880755,2,1,4714,0
80758,0886310,2342,1018,8783292,4881
80759,0886750,3524,1490,8075957,100168
80804,0803235,193,129,1139808,0
80805,0806530,237,84,419628,0
80807,0810600,4254,1478,5423152,0
80808,0811260,780,348,2245497,0
80808,0824235,1131,443,28178482,0
80809,0812325,1367,802,16746999,18468
80809,0816000,0,0,75406,0
80809,0832650,7,2,8636,0
80810,0814175,846,429,2770152,0
80813,0818530,1187,725,3989792,0
80814,0820605,127,56,869235,0
80814,0850380,156,149,4446465,46446
80815,0826765,561,328,3307002,0
80816,0818530,2,2,33798,0
80816,0827095,104,47,1335571,0
80817,0827865,25698,9310,49451891,54833
80817,0868847,289,121,2218634,15326
80818,0829680,139,84,926204,0
80819,0812325,288,132,18214067,4157
80819,0832650,633,588,2755529,4138
80820,0833420,98,114,22466110,48442
80821,0837875,730,410,2454441,0
80822,0839745,80,52,5401097,7295
80824,0840900,59,49,10621940,0
80825,0841010,233,146,1512764,0
80828,0844980,1880,963,5537992,59708
80829,0816000,4,3,1400821,0
80829,0848445,4990,2795,8173874,0
80831,0816000,0,0,17578797,0
80831,0858675,250,93,5950164,0
80832,0862660,123,68,635617,0
80834,0869040,181,118,887958,0
80835,0870635,618,266,1446985,0
80836,0874485,658,346,1308105,0
80860,0830890,49,51,364825,0
80860,0880865,397,337,697140,0
80861,0881690,106,61,573247,0
80863,0886090,7200,3194,16916911,0
80903,0816000,15057,7479,12298383,4905
80904,0816000,19565,10867,23768104,167153
80904,0848445,2,1,1448,0
80905,0816000,16254,8378,12847421,5053
80906,0816000,30562,13699,44708928,328232
80906,0874430,6660,2256,5970657,42761
80907,0816000,26758,13535,25602450,50224
80908,0806970,11638,4334,221001269,151490
80908,0816000,1563,559,9128109,0
80909,0816000,35739,16973,21700823,5043
80910,0816000,28794,12690,14962962,222164
80910,0874430,0,0,13298,0
80911,0816000,0,0,6420,0
80911,0827865,0,0,500781,0
80911,0868847,30354,11026,29358399,1198542
80911,0874430,240,99,1349882,17711
80914,0816000,386,0,1831139,4050
80915,0814587,11616,4677,10856876,8832
80915,0816000,7903,3389,9288796,0
80916,0814587,0,0,133901,0
80916,0816000,34640,13537,44350274,17208
80917,0816000,29217,12966,16620282,6031
80918,0816000,44499,18553,29533538,6317
80919,0816000,26718,11177,32714229,5329
80920,0816000,38337,13904,31229099,0
80921,0806970,10,4,1414214,0
80921,0816000,7745,2863,22797710,50761
80921,0830420,6611,2405,6274701,13400
80921,0851800,887,289,5292415,0
80922,0814587,4538,1626,3950142,0
80922,0816000,22011,7801,11486916,0
80923,0816000,25895,9494,14639925,0
80924,0816000,4320,1537,13421035,15049
80925,0816000,17,17,24448357,0
80925,0827865,144,57,5289579,0
80925,0868847,2239,695,3739399,40798
80926,0816000,0,1,6542200,0
80926,0864870,58,32,687872,0
80927,0816000,416,170,8506114,0
80928,0827865,4,3,5786704,0
80929,0814587,7,6,726091,0
80929,0816000,17,9,34321152,0
80938,0814587,0,0,38706,0
80938,0816000,3,2,7956463,0
80951,0816000,7,4,10091672,59661
81001,0862000,29686,12769,39925219,80096
81003,0862000,14861,6359,18434055,662302
81004,0815935,381,168,1588375,0
81004,0862000,24098,11618,21252166,650902
81005,0862000,27858,12093,27531034,146712
81006,0807245,878,402,3488145,178567
81006,0862000,983,495,4036941,438852
81006,0867445,587,268,1408495,0
81006,0881305,251,109,1467022,0
81007,0862000,0,0,4158928,11490
81007,0862220,29637,11347,182400815,182404
81008,0827865,0,1,1089930,38654
81008,0862000,9109,4259,22846728,43875
81019,0815935,1679,725,24094578,269053
81020,0800760,538,290,1016076,0
81020,0847015,12,9,1856933,0
81022,0804165,674,277,3061777,20790
81023,0806602,556,433,17791316,5053
81025,0807795,339,182,936681,25306
81025,0862000,0,0,745026,0
81027,0808345,74,45,634017,0
81029,0811645,109,75,373692,0
81030,0813460,191,86,312184,0
81033,0818750,149,75,510774,0
81036,0822145,609,352,1216724,0
81039,0827975,1182,597,1356966,0
81041,0831550,517,243,1938588,340
81043,0834520,55,33,434723,0
81044,0834685,144,79,912224,0
81045,0834740,68,41,2206724,0
81047,0834520,26,15,346563,0
81047,0837215,802,381,1927541,2628
81049,0840570,74,47,927702,0
81050,0813460,61,29,97784,0
81050,0842110,7077,3422,7814970,15243
81050,0842165,153,60,1381412,0
81050,0854495,512,251,3522533,78921
81050,0875970,92,30,194131,0
81052,0843110,7804,3666,10954867,586
81054,0843660,2410,1214,4195691,118772
81055,0844100,800,566,3539237,0
81058,0848500,434,198,715775,0
81062,0855705,345,161,623096,0
81063,0818750,27,13,73250,0
81063,0856145,1080,540,1997957,0
81064,0861315,140,76,603596,0
81067,0865190,3957,1869,4301445,36183
81069,0815935,133,50,9788407,16693
81069,0866895,153,115,246224,0
81071,0808290,21,12,304291,0
81071,0869700,88,43,821236,0
81071,0878335,22,17,96521,0
81073,0873330,1451,826,2908681,0
81076,0874815,258,151,996803,0
81077,0875970,525,256,490603,0
81082,0815550,129,94,530773,0
81082,0824290,221,100,28747688,65909
81082,0836940,111,51,8045741,0
81082,0839250,112,68,3038850,0
81082,0868985,98,82,1792982,0
81082,0873715,59,35,188783,0
81082,0878610,9096,4375,24023442,1008
81082,0880095,47,26,4165772,0
81084,0879270,43,37,642191,0
81087,0881030,114,60,331107,0
81089,0882350,3068,1757,8200583,0
81090,0882460,546,350,1158441,0
81091,0868985,0,0,1844,0
81091,0874275,67,111,4973666,0
81091,0884000,55,47,8025889,0
81092,0885045,405,196,904955,0
81101,0801090,8780,3671,13960750,322229
81101,0801145,1458,619,9344997,0
81120,0802355,781,407,1044564,0
81120,0816715,12,9,364795,0
81121,0802905,245,193,9431579,0
81122,0805265,2333,966,3733460,0
81123,0807190,385,167,4624963,0
81124,0811975,167,70,2088971,0
81125,0812855,2230,925,2139858,0
81129,0816715,46,30,889233,0
81130,0814765,290,270,1754228,0
81131,0818420,127,107,800033,0
81132,0819795,1686,851,2610071,0
81133,0827535,433,194,972780,0
81136,0837380,103,62,652744,0
81137,0802905,16,9,1745390,0
81137,0838535,697,307,1075639,0
81137,0872320,177,81,41334732,0
81137,3586175,131,54,2914372,0
81140,0811975,33,19,363794,0
81140,0842055,818,355,916866,0
81141,0848060,991,425,2411755,0
81143,0851250,116,70,3629589,0
81144,0851635,4444,1960,6715831,46479
81147,0802905,19,9,2209525,2661194
81147,0856860,1727,945,12574429,67479
81147,0858960,28,74,30097645,0
81148,0865740,404,156,604115,0
81149,0867005,485,345,1032068,0
81151,0867500,40,39,3255062,0
81151,0867830,879,350,3799524,0
81152,0868105,629,381,1448999,0
81154,0801640,174,236,2702670,0
81154,0829845,278,267,3104517,0
81154,0872395,386,596,6413551,1362
81155,0807571,16,42,1130608,0
81201,0829295,5,1,11534,0
81201,0849490,135,108,32130464,34484
81201,0860600,140,84,4650014,0
81201,0867280,5236,2894,6665861,0
81201,0871625,120,49,378134,0
81211,0810105,2617,1378,8946935,2195
81211,0839800,246,124,774041,0
81212,0809115,233,100,1204179,0
81212,0811810,16400,7295,32371547,31525
81212,0845145,3546,1730,9749563,0
81212,0885155,0,0,1906441,0
81221,0815330,304,143,3104081,0
81222,0815440,237,168,75597374,0
81223,0815440,17,11,1402636,0
81223,0817485,47,46,810939,0
81224,0818310,1487,1069,2180001,0
81225,0852570,801,1510,5746342,0
81226,0815330,39,17,190122,0
81226,0827040,3881,1749,10799554,9683
81226,0864970,99,48,399666,0
81226,0885155,662,280,7334056,0
81227,0829295,10,53,844920,0
81230,0833640,5139,2640,8210863,0
81231,0833640,715,5,162539,0
81233,0815440,1,2,329876,0
81233,0837655,723,518,43358742,0
81235,0812450,14,21,55112607,0
81235,0842330,408,447,2155053,25015
81240,0858400,3582,1575,46220985,0
81241,0859830,66,214,699224,0
81242,0860600,597,278,2380704,0
81244,0864970,388,179,4565111,0
81251,0879105,90,127,13227682,0
81252,0870250,587,401,40051387,4422
81252,0883450,568,288,3198958,4196
81301,0822035,16485,7701,22734919,84916
81303,0822035,402,150,2968248,0
81321,0817375,8482,3885,16093552,70393
81321,0878280,0,0,806924,0
81323,0820770,936,501,1886181,0
81324,0821265,735,360,1393749,0
81327,0844595,302,133,8056356,0
81328,0848115,1336,608,1664249,0
81332,0864090,265,210,1959917,0
81334,0878280,1087,387,8477363,0
81401,0851745,17886,8066,36695356,0
81403,0815825,30,20,156857,0
81403,0851745,1246,555,9400741,0
81410,0855980,1547,725,17835928,18145
81413,0812635,2253,1180,5038295,0
81413,0855980,3,2,17232,0
81415,0817925,431,212,629540,0
81416,0819850,8915,3825,35589097,733760
81418,0812635,0,0,26706,0
81418,0855980,1569,690,11690846,490
81419,0837545,944,471,2355509,0
81419,0855980,0,0,724,0
81422,0853120,546,316,1771167,0
81423,0854880,518,249,755323,0
81424,0853120,0,0,8601,0
81424,0854935,711,367,1863427,0
81425,0855540,1849,634,3757912,0
81426,0855870,146,58,309955,0
81427,0856420,1000,800,2281605,0
81428,0857300,1451,743,2210567,0
81430,0868655,40,23,79633,0
81431,0863705,236,114,12120559,0
81432,0845680,521,345,14405012,0
81432,0860765,135,86,8292856,0
81432,0864200,924,511,6047520,0
81433,0870580,637,501,2194712,0
81435,0852550,1320,2066,8749841,0
81435,0855870,13,6,145555,0
81435,0876795,2325,2070,1910867,0
81501,0831660,22788,10127,18078122,283445
81503,0831660,7092,3014,7813513,170848
81503,0856035,6836,2705,10054687,233085
81504,0815165,8049,3045,6315580,118761
81504,0828800,7675,3149,7503184,0
81504,0831660,5301,2033,9459354,0
81505,0831660,6597,3036,22598585,305452
81506,0831660,10825,5392,24704793,12515
81507,0828745,4,1,106352,5514
81507,0831660,5963,2568,16329380,201047
81507,0863375,8685,3682,34645224,1419708
81520,0815165,11840,4670,9225978,60650
81520,0828800,0,0,24631,0
81521,0828745,12642,5068,18319089,475911
81521,0863375,0,0,10095,4100
81524,0828745,0,0,2743,0
81524,0845750,1293,478,28201712,0
81526,0856970,2692,1274,2945469,12658
81601,0812470,641,190,3353509,0
81601,0812945,329,122,2449809,98604
81601,0830780,9614,4113,14715823,23050
81601,0853875,123,60,459168,0
81610,0820495,339,175,2032363,0
81611,0803620,6658,5929,10032643,0
81611,0871755,23,12,9682463,0
81611,0886200,62,38,552785,0
81615,0871755,2798,2339,55924638,212338
81615,0886200,1,1,12589,0
81620,0804110,6447,3615,14714570,171071
81620,0823300,80,279,989307,21253
81620,0850920,4,1,518885,0
81621,0804935,3854,1909,5032495,22667
81621,0823795,92,35,607130,96
81623,0804935,3,3,97624,0
81623,0812045,6427,2468,5294710,0
81623,0812460,228,101,2249380,0
81623,0812470,0,0,1518,0
81623,0823795,3709,1262,13191628,88766
81623,0848555,131,105,1021830,0
81623,0852820,174,187,1730798,0
81623,0863650,130,95,1133996,0
81624,0815605,708,221,1574448,0
81625,0817760,9464,4082,13300665,0
81625,0849325,33,18,333113,0
81630,0819355,504,222,11166055,68661
81631,0822200,6508,2416,11886059,51970
81631,0828830,2,38,574653,506
81631,0833695,3,2,1803824,1562
81631,0885760,8,6,260812,16155
81632,0804110,0,0,204552,0
81632,0823300,10186,4981,68020761,375796
81632,0885760,4,2,379935,17410
81635,0805120,4471,2351,29973274,616396
81635,0857400,1085,539,4164881,160108
81637,0821155,705,216,3642449,506876
81637,0833695,6474,2203,18058403,134693
81639,0835070,1810,806,7781484,0
81640,0849325,39,27,1008063,0
81641,0849875,2475,1219,9087862,0
81642,0853945,7,7,487459,0
81645,0850920,1023,527,3212268,397529
81645,0863265,0,0,105,0
81647,0853395,4518,1718,6882647,84222
81647,0870195,1,1,268072,30684
81648,0862880,2365,1013,10749636,0
81649,0850920,0,0,15672041,21396
81649,0863265,267,141,607915,0
81650,0864255,9172,3626,14517673,173190
81652,0870195,2929,1076,3471365,24529
81654,0871755,5,4,1055670,0
81655,0804110,0,0,5875036,5953
81655,0885760,3,2,319263,6481
81656,0886200,200,135,994788,0
81657,0850920,0,0,212538,47740
81657,0880040,5305,7230,12098089,39966
82001,5613900,32136,15330,28571796,192492
82001,5629300,0,0,239823,0
82007,5613900,8701,3766,19156353,0
82007,5629300,3647,1589,8720410,0
82007,5671800,4217,1806,4298761,0
82009,5613900,18629,8187,15780491,89844
82009,5663800,5798,2261,127411090,0
82050,5600825,181,71,379870,0
82053,5611265,301,138,7905856,0
82054,5612860,94,46,615597,0
82055,5613440,270,357,42215991,18768
82060,5637510,47,24,2175422,0
82063,5684852,48,66,32089723,0
82070,5600680,55,78,28468232,0
82070,5629390,22,36,2568242,0
82070,5645050,15845,6865,31175750,19296
82070,5684852,49,26,11172560,0
82072,5645050,14971,7442,14759119,40221
82082,5661435,1129,532,8350831,0
82083,5603245,25,26,10483681,0
82083,5667090,245,126,5274343,0
82190,5649775,263,124,2040838,0
82201,5614097,156,60,4902824,0
82201,5644252,84,37,2220343,0
82201,5671295,78,42,175966058,0
82201,5682967,52,25,5957493,95771
82201,5683040,3627,1879,10609963,0
82201,5683100,83,44,3000790,0
82201,5686737,195,87,6218599,0
82210,5614165,212,106,7924902,0
82210,5671295,2,1,15729484,0
82212,5628230,230,143,687441,0
82213,5632290,205,167,1382148,0
82214,5634320,1147,581,2649954,39067
82215,5635625,62,45,658011,0
82217,5636060,36,31,2010048,0
82221,5643745,448,135,1052970,0
82222,5644615,28,30,40285789,0
82223,5646790,468,217,806409,0
82224,5644615,7,7,34447172,0
82225,5644615,8,8,33909238,28953
82225,5648530,1567,790,5358048,0
82227,5650270,95,55,703879,0
82229,5647805,4,3,232804,0
82240,5639250,30,11,702481,0
82240,5677530,6501,2717,11975988,6562
82242,5679705,15,9,4732787,0
82243,5680285,23,14,3459375,0
82244,5636060,9,6,2401378,0
82244,5686665,151,85,550879,0
82301,5663900,9259,3960,21145059,98642
82301,5671150,0,0,42617,0
82321,5604740,440,223,1308898,7279
82322,5604885,106,68,3662145,0
82323,5620690,97,64,340115,4502
82324,5624025,191,109,716446,0
82325,5624750,450,371,4136227,0
82325,5666075,52,53,698269,0
82327,5635335,841,497,5293866,0
82329,5651575,284,182,8957229,0
82331,5667670,38,92,5395399,0
82331,5668685,1690,979,8801769,490857
82334,5663900,0,0,160724,0
82334,5671150,433,198,6237234,0
82336,5681300,451,286,3764924,0
82401,5684925,5487,2473,11812881,208953
82410,5605320,1285,571,6204827,74145
82411,5611120,288,95,2619106,0
82412,5611700,593,238,1985187,120786
82414,5615760,9520,4650,26406133,585656
82420,5617645,655,250,2180334,0
82421,5619530,178,84,2622909,0
82421,5629825,0,0,97291,0
82423,5629825,157,77,1049450,0
82426,5633885,1847,879,4700428,22133
82428,5639395,75,68,10627208,0
82430,5642730,90,36,339389,0
82431,5611700,0,0,362345,0
82431,5647950,2360,1013,2855991,0
82432,5649980,114,56,2209698,132496
82433,5651720,327,177,2256853,0
82435,5630985,115,53,8785810,0
82435,5662450,6314,2627,10993563,0
82435,5663465,135,61,13745041,11007
82440,5663465,145,67,881524,0
82441,5669700,83,50,2955317,0
82442,5675790,260,157,469377,0
82443,5622720,254,186,474839,0
82443,5642730,2,2,45479,0
82443,5648240,535,254,51535288,1714017
82443,5659332,5,2,15714541,0
82443,5676515,3009,1583,6172206,236471
82501,5603000,1414,418,62042676,488817
82501,5640945,55,26,14401196,428670
82501,5666220,10615,4567,25524911,13567
82501,5670570,0,0,134168,0
82510,5603000,242,70,9570733,0
82510,5625330,58,23,11045962,0
82512,5618225,141,86,81452741,0
82513,5621415,971,625,8865438,29087
82514,5609307,0,0,243473,0
82514,5625330,0,0,3767140,0
82514,5628665,1400,448,44300868,0
82515,5638960,401,200,749250,0
82516,5625330,14,5,5469386,0
82516,5640945,187,69,67288046,1149669
82520,5604015,37,134,20189037,0
82520,5609307,408,144,46838957,0
82520,5625330,1481,363,63917607,0
82520,5628665,359,101,9821242,0
82520,5638960,57,30,354315,0
82520,5640555,58,84,73388688,416668
82520,5644760,7487,3385,12082223,0
82523,5660130,231,108,539597,0
82601,5602877,97,65,34495506,133978
82601,5605245,2213,761,5436749,0
82601,5613150,21936,10148,33515883,272934
82601,5613222,401,407,26838042,0
82601,5625765,378,146,199435,0
82601,5635552,693,302,4040991,0
82601,5638307,278,124,23617207,42627
82601,5653460,0,0,505976,0
82604,5606407,199,87,4070451,0
82604,5613150,17895,7423,18338695,606658
82604,5653460,1981,928,2955758,67125
82604,5655200,96,51,9829110,0
82604,5662305,8,8,2906784,0
82604,5664400,449,177,1124219,86191
82604,5680575,951,389,12502031,0
82609,5613150,15485,6965,15145564,3762
82609,5625765,53,27,890483,0
82620,5601115,76,53,3132414,98270
82633,5621125,6120,2788,11866889,454401
82633,5625185,52,114,8722007,0
82633,5658100,46,27,2636738,264834
82635,5623155,195,111,654302,0
82636,5610175,185,83,1624126,106204
82636,5613150,0,0,2681591,0
82636,5625765,2113,936,8073600,104968
82636,5651285,198,81,3620616,154125
82637,5632435,2576,1201,5907839,0
82637,5667440,440,150,1701491,0
82639,5641353,263,134,1034911,26730
82643,5652445,404,200,1118159,0
82644,5653460,1480,726,2107515,2890
82648,5662305,36,20,12426224,128619
82649,5670570,649,337,9143201,0
82701,5637727,170,69,5735274,0
82701,5656215,3532,1663,6599603,0
82712,5606480,73,39,1431408,0
82716,5631855,14273,6294,16592431,0
82718,5631855,14814,5859,32538342,71546
82718,5671350,1308,447,1081160,0
82718,5685015,9,5,185787,0
82720,5639105,383,207,2245212,0
82721,5654185,1009,442,3271239,0
82721,5661610,490,258,3391541,0
82723,5658680,208,121,5013707,0
82729,5674195,1182,606,7902711,22626
82730,5679125,1100,539,7677510,0
82732,5685015,1798,808,7202508,0
82801,5606770,490,209,4677284,0
82801,5669845,17444,8253,28304069,55941
82831,5603725,43,31,4529766,0
82832,5673615,2,1,19533,0
82834,5610685,4585,2300,11559843,1106
82835,5615325,142,66,411332,0
82836,5619385,757,336,1370615,0
82838,5659985,141,68,23946997,50453
82839,5659985,10,4,895888,0
82839,5663755,855,332,1570189,0
82842,5673615,826,646,18438411,0
82901,5603652,63,23,2985549,0
82901,5615400,795,305,3128446,0
82901,5656700,2207,849,38208387,60034
82901,5662812,535,202,850711,0
82901,5665060,433,159,3190607,0
82901,5667235,23036,10070,50087645,0
82901,5675355,0,0,9077590,0
82922,5608365,93,120,136708641,0
82923,5609235,170,113,4843543,0
82925,5617210,105,59,7589370,0
82929,5646935,68,42,7029228,16117
82930,5605625,518,190,4930326,0
82930,5625620,12359,5111,26570773,118093
82932,5623010,281,119,34912236,0
82932,5626055,313,150,62011332,158667
82933,5627940,345,171,5156535,0
82934,5632870,139,72,5914892,0
82935,5633740,12515,5002,24174450,754037
82935,5640265,536,224,8181530,578450
82936,5647370,49,26,118210920,49449
82937,5613005,10,7,8156877,0
82937,5648675,2115,802,4432152,0
82937,5679270,262,97,4616793,0
82938,5649400,60,19,15155398,0
82938,5681703,51,58,8103746,0
82939,5655345,1286,506,2188406,0
82941,5617210,37,20,5343744,0
82941,5661580,2030,1080,5579899,0
82943,5665060,281,148,7491010,0
82944,5666655,97,39,8052748,0
82945,5674775,336,181,2834891,0
83001,5637945,1176,567,112548897,2319846
83001,5640120,9577,4736,7543982,98708
83001,5663100,1075,484,1692548,35819
83001,5671947,1731,803,29620526,714575
83011,5641860,138,93,1234484,0
83014,5654402,1821,1371,17366418,718162
83014,5675935,0,15,174429,0
83014,5683765,1482,931,59464282,1244649
83025,5675935,330,539,12671493,0
83101,5620110,9,6,81617,0
83101,5627650,13,7,9004954,325423
83101,5642005,2650,1263,18887176,12429
83101,5657375,49,20,465526,0
83110,5600245,1911,855,10819668,0
83110,5625910,205,77,5966936,0
83110,5658970,397,142,8364649,0
83110,5671440,27,15,352883,0
83111,5604160,328,124,5581144,0
83112,5606045,201,76,2986020,0
83112,5678400,192,96,12718697,0
83113,5607060,552,282,1159615,0
83113,5650415,1094,494,2216427,0
83114,5615905,535,200,3044991,0
83114,5675572,90,33,6695621,0
83115,5618950,150,80,13157111,0
83116,5620110,728,357,2939946,8101
83116,5642005,0,0,1081109,0
83118,5625475,164,71,5104400,0
83118,5630115,2,1,757597,0
83118,5656520,602,262,12975470,0
83119,5625910,70,30,1133674,0
83120,5630115,212,91,9642832,0
83121,5642005,6,2,224394,0
83122,5634030,147,63,2217251,0
83123,5643455,551,290,2512614,66471
83124,5657810,96,51,1020677,0
83126,5671440,168,64,4145595,0
83127,5606045,0,0,366580,0
83127,5673180,1503,954,6999148,8373
83127,5676370,366,171,3610120,0
83128,5601695,828,449,1809123,0
83128,5601888,196,136,13018307,0
83128,5601936,244,178,3695554,34241
83128,5656520,0,0,100230,0
83201,1614680,0,0,274789,0
83201,1664090,36171,14797,29959295,27691
83202,1614680,13922,4961,10577964,15983
83202,1628360,2922,1025,60054226,13622
83202,1664090,1833,783,2742918,120
83202,1683260,1123,398,7436931,19214
83203,1628360,264,94,12486282,0
83204,1602935,599,258,84058585,186494
83204,1664090,15076,6586,49035021,376385
83209,1664090,1175,238,1717136,0
83210,1600100,1994,667,2661321,0
83211,1601900,4457,1612,4366850,0
83213,1603160,995,504,2746957,32808
83213,1611710,74,51,422603,0
83214,1603340,355,121,1133209,245
83215,1603970,26,47,200695,0
83217,1604420,377,163,1680506,0
83218,1605230,336,121,588131,0
83221,1603970,3,1,72550,0
83221,1607840,11899,4547,15088363,624220
83221,1628360,15,2,11121518,0
83221,1634030,877,302,5947946,0
83221,1654370,1278,423,6312406,0
83221,1668230,838,265,5556241,0
83221,1668860,276,93,2875430,0
83223,1608560,137,75,1449599,1178
83226,1613780,1081,598,4779978,65071
83227,1615490,7,18,31068,0
83228,1616120,259,88,5839067,1225
83228,1660040,48,22,653623,0
83232,1620710,338,106,9776876,34085
83234,1622600,625,290,2559532,0
83236,1605230,58,21,176380,0
83236,1627910,477,173,1396944,0
83237,1628810,605,223,3104514,22733
83239,1630340,476,194,1933083,0
83241,1632500,915,400,2553276,640
83245,1640330,854,305,1908784,11401
83246,1645820,407,317,1748540,66151
83250,1640330,0,0,3182,2007
83250,1648880,809,333,5815985,65644
83251,1649240,517,352,2215432,0
83252,1650140,2095,893,4292114,653
83254,1606670,190,85,16415308,10198
83254,1653920,2597,1234,6030665,0
83254,1660580,2,1,710107,4434
83255,1654100,189,90,743687,0
83261,1608560,6,5,308909,0
83261,1660580,511,298,8312980,69994
83263,1628810,36,13,161608,44489
83263,1665260,5204,1873,17222313,19487
83271,1669130,295,114,770399,0
83272,1608560,63,40,575146,0
83272,1671110,131,138,1624178,0
83274,1673450,4409,1531,4687923,0
83276,1675195,3058,1393,11749545,119787
83278,1676780,63,91,1588469,14605
83286,1620710,125,38,7110673,74972
83286,1687040,437,147,5088301,16442
83301,1638080,272,100,2771860,0
83301,1682810,44120,18031,45272686,147081
83311,1601000,267,138,1222686,0
83313,1606220,2287,926,3781239,99157
83314,1608470,318,138,1604296,3836
83316,1610810,4122,1766,4705422,0
83318,1611260,10323,3874,14383887,808618
83320,1612790,604,240,8584482,11165
83321,1613240,226,103,241180,0
83323,1620980,343,127,735439,0
83324,1621790,332,103,887323,0
83325,1624310,405,180,825545,0
83327,1626290,416,244,2281634,1159
83328,1627730,2508,1002,2744819,0
83330,1632140,3567,1537,3823962,31171
83332,1634300,872,452,1510012,61409
83333,1606220,0,0,16245,0
83333,1634390,7960,3527,9464986,5636
83334,1634930,1144,430,986443,0
83335,1636730,753,272,945489,28525
83336,1611260,22,11,1461279,21242
83336,1637360,3089,1165,6981311,114814
83338,1641320,10890,3985,14305209,2037
83340,1643030,2689,3564,7892883,67077
83340,1678850,54,108,2369991,0
83341,1643570,3264,1190,4173354,0
83341,1682810,5,2,1614007,0
83342,1650230,193,74,3636217,4501
83344,1655900,115,49,299557,0
83346,1658330,763,280,11889196,4001
83347,1661210,1169,473,1649367,38253
83349,1667600,482,195,1705283,5082
83350,1600280,124,45,1081514,28502
83350,1653110,112,43,272053,0
83350,1670660,5554,2186,5399403,0
83352,1673900,1461,647,2958068,58593
83353,1678850,1334,2468,23180743,31179
83354,1678850,18,21,49743,0
83355,1686320,2782,1054,3533684,599
83401,1601990,1356,369,3858045,56
83401,1639700,16117,6472,13846492,154187
83401,1640420,462,162,1007846,0
83401,1647080,3647,1060,3793349,0
83401,1683350,579,202,1127896,0
83402,1639700,21125,8569,26990374,958894
83404,1639700,19571,7936,16990859,60860
83406,1601990,12460,4378,14939161,20168
83406,1639700,0,0,56669,2937
83414,5601985,394,232,21571335,0
83420,1603610,1127,451,1705059,0
83420,1622780,16,10,264191,0
83420,1685420,3,5,1874105,34396
83422,1622690,1660,873,7145656,0
83423,1622960,677,265,5477503,9714
83425,1634570,48,16,493477,0
83427,1640420,1341,439,1835057,0
83428,1640510,199,153,5899565,0
83428,1679120,24,13,5636178,0
83429,1640600,254,553,16191422,334333
83431,1646720,458,167,1619359,0
83433,1640600,32,139,1011829,0
83434,1652030,741,278,2694609,0
83436,1656800,323,112,530104,0
83440,1667420,24624,7617,24655937,213968
83440,1678040,0,0,1054614,16436
83442,1667780,3945,1428,6090679,25093
83442,1667960,56,30,638752,17727
83443,1667960,600,237,624763,0
83443,1679120,1,1,646692,33103
83444,1668500,580,192,783645,13153
83445,1660760,305,107,913852,4481
83445,1671020,3542,1252,3973623,39908
83446,1675970,37,50,2902331,0
83448,1678040,1514,434,3551885,0
83448,1680380,99,26,482200,11358
83449,1640510,20,13,445539,1834
83449,1679120,179,121,23525873,262224
83450,1655450,358,107,424274,0
83451,1680380,636,242,1287143,0
83452,1680470,269,122,1469607,0
83454,1683350,529,166,904336,0
83455,1684250,1928,853,8907027,0
83460,1667420,860,0,625021,0
83464,1645910,105,81,813151,0
83467,1671650,3112,1628,6041526,93980
83501,1646540,31894,14057,44628278,2097448
83522,1618640,900,392,2175215,0
83523,1619270,501,261,1961708,1732
83524,1619900,380,176,590054,0
83526,1627460,159,67,379446,0
83530,1632950,3141,1527,3762436,5665
83535,1642130,579,294,1853066,30764
83536,1642400,1295,642,2801728,227800
83536,1644110,13,5,107486,0
83537,1642760,303,166,1000723,21497
